SESSION; TIME;RPM;THROT;WATER;AIR;MAP;LAMB;L U SP;L D SP;TRAC %;VOLTS;SLIP%;INJ;ADV;SHIF A;
1362 ;12:13,70 ;4825 ;11 ;96;25;67;0,913 ;26,7 ;23,4 ;0 ;12,2 ;-12 ;4,21 ;36,0 ;0 ;
1362 ;12:13,80 ;4764 ;11 ;96;25;65;0,892 ;34,2 ;23,1 ;0 ;11,6 ;-32 ;4,21 ;35,4 ;0 ;
1362 ;12:13,90 ;4952 ;7 ;96;25;63;0,915 ;32,6 ;24,0 ;0 ;11,7 ;-26 ;4,35 ;33,2 ;0 ;
1362 ;12:14,00 ;4872 ;7 ;96;25;63;0,947 ;33,0 ;23,6 ;0 ;11,4 ;-28 ;4,35 ;32,5 ;0 ;
1362 ;12:14,10 ;5040 ;7 ;96;25;62;0,956 ;34,1 ;24,5 ;0 ;12,6 ;-28 ;4,35 ;34,2 ;0 ;
1362 ;12:14,20 ;5268 ;7 ;96;25;61;0,931 ;32,2 ;25,6 ;0 ;11,5 ;-20 ;4,35 ;37,0 ;0 ;
1362 ;12:14,30 ;5253 ;7 ;96;25;60;0,897 ;34,3 ;25,5 ;0 ;11,4 ;-25 ;4,35 ;36,8 ;0 ;
1362 ;12:14,40 ;5548 ;7 ;96;25;59;0,879 ;40,5 ;26,9 ;0 ;11,7 ;-33 ;4,35 ;40,5 ;0 ;
1362 ;12:14,50 ;5017 ;7 ;96;25;58;0,877 ;41,2 ;24,3 ;0 ;12,3 ;-41 ;4,35 ;33,9 ;0 ;
1362 ;12:14,60 ;5610 ;7 ;96;25;55;0,901 ;45,7 ;27,2 ;0 ;12,6 ;-40 ;4,35 ;41,3 ;0 ;
1362 ;12:14,70 ;5881 ;7 ;96;25;52;0,930 ;47,5 ;28,5 ;0 ;12,5 ;-40 ;4,35 ;44,7 ;0 ;
1362 ;12:14,80 ;5982 ;7 ;96;25;50;0,958 ;48,1 ;29,0 ;0 ;12,7 ;-39 ;4,35 ;46,0 ;0 ;
1362 ;12:14,90 ;6487 ;7 ;96;25;47;0,964 ;56,9 ;31,2 ;0 ;12,3 ;-45 ;4,25 ;48,1 ;0 ;
1362 ;12:15,00 ;6921 ;7 ;96;25;46;0,965 ;58,6 ;33,6 ;0 ;12,3 ;-42 ;4,14 ;50,3 ;0 ;
1362 ;12:15,10 ;7390 ;7 ;96;25;44;0,957 ;66,3 ;35,9 ;0 ;12,4 ;-45 ;3,64 ;51,8 ;0 ;
1362 ;12:15,20 ;8318 ;7 ;96;25;44;0,881 ;62,6 ;40,4 ;0 ;12,5 ;-35 ;2,81 ;60,0 ;0 ;
1362 ;12:15,30 ;9360 ;7 ;96;25;45;0,919 ;82,4 ;45,8 ;0 ;12,4 ;-44 ;2,63 ;60,0 ;0 ;
1362 ;12:15,40 ;10997 ;7 ;96;25;50;0,905 ;83,3 ;53,4 ;0 ;12,3 ;-35 ;2,62 ;60,0 ;0 ;
1362 ;12:15,50 ;11814 ;41 ;96;25;79;0,891 ;78,9 ;57,4 ;0 ;12,2 ;-27 ;3,84 ;44,0 ;0 ;
1362 ;12:15,60 ;11674 ;100 ;96;25;86;0,889 ;75,8 ;56,5 ;0 ;12,1 ;-25 ;6,27 ;44,0 ;0 ;
1362 ;12:15,70 ;11405 ;100 ;96;25;86;0,892 ;83,5 ;55,4 ;0 ;12,2 ;-33 ;6,33 ;44,3 ;0 ;
1362 ;12:15,80 ;11207 ;100 ;96;25;86;0,916 ;75,5 ;54,4 ;0 ;12,3 ;-27 ;6,37 ;44,7 ;0 ;
1362 ;12:15,90 ;10888 ;100 ;96;25;87;0,947 ;70,7 ;52,9 ;0 ;12,3 ;-25 ;6,39 ;44,6 ;0 ;
1362 ;12:16,00 ;10806 ;100 ;96;25;87;0,885 ;70,8 ;52,5 ;0 ;12,3 ;-25 ;6,39 ;44,4 ;0 ;
1362 ;12:16,10 ;10775 ;100 ;96;25;87;0,889 ;60,4 ;52,3 ;0 ;12,3 ;-13 ;6,39 ;44,2 ;0 ;
1362 ;12:16,20 ;11055 ;100 ;96;25;87;0,944 ;69,4 ;53,7 ;0 ;12,3 ;-22 ;6,40 ;45,0 ;0 ;
1362 ;12:16,30 ;10623 ;100 ;96;25;87;1,040 ;65,0 ;51,6 ;0 ;12,2 ;-20 ;6,38 ;43,7 ;0 ;
1362 ;12:16,40 ;10457 ;100 ;96;25;87;0,946 ;81,7 ;50,8 ;0 ;12,2 ;-37 ;6,36 ;43,1 ;0 ;
1362 ;12:16,50 ;9968 ;100 ;96;25;88;0,871 ;60,7 ;48,5 ;0 ;12,3 ;-20 ;6,18 ;41,6 ;0 ;
1362 ;12:16,60 ;9561 ;73 ;96;25;82;0,868 ;63,6 ;46,1 ;0 ;12,2 ;-27 ;5,97 ;44,2 ;0 ;
1362 ;12:16,70 ;9071 ;49 ;96;25;75;0,852 ;60,3 ;44,1 ;0 ;12,3 ;-26 ;5,05 ;45,5 ;0 ;
1362 ;12:16,80 ;8924 ;48 ;96;25;77;0,866 ;57,5 ;43,3 ;0 ;12,2 ;-24 ;5,00 ;45,9 ;0 ;
1362 ;12:16,90 ;8300 ;48 ;96;25;81;0,890 ;55,8 ;40,3 ;0 ;12,4 ;-27 ;4,90 ;49,5 ;0 ;
1362 ;12:17,00 ;8078 ;48 ;96;25;83;0,924 ;54,8 ;39,2 ;0 ;12,3 ;-28 ;4,84 ;50,7 ;0 ;
1362 ;12:17,10 ;7819 ;49 ;96;25;84;0,913 ;50,3 ;38,0 ;0 ;12,4 ;-24 ;4,78 ;49,0 ;0 ;
1362 ;12:17,20 ;7643 ;50 ;96;25;87;0,911 ;51,6 ;37,2 ;0 ;12,4 ;-27 ;4,75 ;47,3 ;0 ;
1362 ;12:17,30 ;7335 ;50 ;96;25;88;0,946 ;47,7 ;35,6 ;0 ;12,2 ;-25 ;4,67 ;44,7 ;0 ;
1362 ;12:17,40 ;7760 ;60 ;96;25;89;0,949 ;45,0 ;37,7 ;0 ;12,3 ;-16 ;5,12 ;46,8 ;0 ;
1362 ;12:17,50 ;7606 ;60 ;96;25;90;0,926 ;43,1 ;36,9 ;0 ;12,4 ;-14 ;5,01 ;45,6 ;0 ;
1362 ;12:17,60 ;7575 ;61 ;96;25;90;0,818 ;40,1 ;36,6 ;0 ;12,3 ;-8 ;5,02 ;45,0 ;0 ;
1362 ;12:17,70 ;6978 ;60 ;96;25;90;0,716 ;40,0 ;33,9 ;0 ;12,5 ;-15 ;4,79 ;40,7 ;0 ;
1362 ;12:17,80 ;7131 ;54 ;96;25;83;0,713 ;43,0 ;34,6 ;0 ;12,3 ;-19 ;4,72 ;42,6 ;0 ;
1362 ;12:17,90 ;6533 ;25 ;96;25;67;0,730 ;39,8 ;31,7 ;0 ;12,7 ;-20 ;3,60 ;44,3 ;0 ;
1362 ;12:18,00 ;6751 ;18 ;96;25;67;0,755 ;36,7 ;32,8 ;0 ;12,6 ;-10 ;3,16 ;49,6 ;0 ;
1362 ;12:18,10 ;6403 ;16 ;96;25;70;1,012 ;38,9 ;31,1 ;0 ;12,6 ;-20 ;3,40 ;49,7 ;0 ;
1362 ;12:18,20 ;6487 ;16 ;96;25;79;1,155 ;40,1 ;31,5 ;0 ;12,6 ;-21 ;3,35 ;50,4 ;0 ;
1362 ;12:18,30 ;6660 ;52 ;96;25;89;0,885 ;35,4 ;32,3 ;0 ;12,5 ;-8 ;4,76 ;38,9 ;0 ;
1362 ;12:18,40 ;6202 ;61 ;96;25;91;0,754 ;38,6 ;30,1 ;0 ;12,6 ;-22 ;5,06 ;34,5 ;0 ;
1362 ;12:18,50 ;6237 ;59 ;96;25;89;0,810 ;35,3 ;30,3 ;0 ;12,4 ;-14 ;5,02 ;34,8 ;0 ;
1362 ;12:18,60 ;6572 ;36 ;96;25;77;0,835 ;30,2 ;31,9 ;0 ;12,7 ;5 ;4,19 ;40,7 ;0 ;
1362 ;12:18,70 ;5686 ;25 ;96;25;67;0,857 ;36,3 ;27,6 ;0 ;12,8 ;-23 ;3,82 ;35,3 ;0 ;
1362 ;12:18,80 ;5595 ;8 ;96;25;61;0,841 ;35,0 ;27,2 ;0 ;12,5 ;-22 ;4,23 ;43,9 ;0 ;
1362 ;12:18,90 ;5826 ;8 ;96;25;62;0,761 ;36,6 ;28,3 ;0 ;12,7 ;-22 ;4,23 ;47,3 ;0 ;
1362 ;12:19,00 ;5257 ;7 ;96;25;61;0,736 ;40,5 ;25,5 ;0 ;12,6 ;-37 ;4,35 ;36,9 ;0 ;
1362 ;12:19,10 ;5697 ;7 ;96;25;60;0,750 ;42,0 ;27,6 ;0 ;12,6 ;-34 ;4,35 ;42,4 ;0 ;
1362 ;12:19,20 ;6588 ;15 ;96;25;64;0,801 ;43,4 ;32,0 ;0 ;12,5 ;-26 ;3,33 ;52,8 ;0 ;
1362 ;12:19,30 ;6445 ;18 ;96;25;65;0,863 ;46,2 ;31,3 ;0 ;12,5 ;-32 ;3,25 ;45,8 ;0 ;
1362 ;12:19,40 ;6264 ;15 ;96;25;63;0,939 ;45,1 ;30,4 ;0 ;12,6 ;-32 ;3,58 ;51,3 ;0 ;
1362 ;12:19,50 ;6279 ;15 ;96;25;61;0,986 ;43,9 ;30,5 ;0 ;12,4 ;-30 ;3,57 ;51,4 ;0 ;
1362 ;12:19,60 ;6223 ;15 ;96;25;59;0,986 ;43,8 ;30,3 ;0 ;12,4 ;-30 ;3,60 ;51,3 ;0 ;
1362 ;12:19,70 ;6268 ;13 ;96;25;56;0,973 ;46,1 ;30,4 ;0 ;12,2 ;-34 ;3,75 ;56,5 ;0 ;
1362 ;12:19,80 ;6434 ;13 ;96;25;54;0,970 ;47,4 ;31,2 ;0 ;12,4 ;-34 ;3,58 ;56,4 ;0 ;
1362 ;12:19,90 ;6524 ;13 ;96;25;51;0,960 ;44,8 ;31,7 ;0 ;12,6 ;-29 ;3,48 ;56,3 ;0 ;
1362 ;12:20,00 ;6590 ;8 ;96;25;49;0,939 ;44,6 ;32,0 ;0 ;12,6 ;-28 ;4,13 ;53,5 ;0 ;
1362 ;12:20,10 ;6805 ;7 ;96;25;49;0,919 ;54,1 ;33,0 ;0 ;12,5 ;-39 ;4,17 ;49,8 ;0 ;
1362 ;12:20,20 ;6648 ;7 ;96;25;52;0,902 ;50,1 ;32,3 ;0 ;12,4 ;-35 ;4,21 ;49,1 ;0 ;
1362 ;12:20,30 ;6163 ;7 ;96;25;54;0,906 ;42,5 ;29,9 ;0 ;12,3 ;-29 ;4,32 ;46,9 ;0 ;
1362 ;12:20,40 ;6139 ;7 ;96;25;53;0,943 ;13,9 ;29,8 ;25 ;12,3 ;114 ;4,32 ;46,8 ;0 ;
1362 ;12:20,50 ;6190 ;7 ;96;25;53;0,959 ;13,9 ;30,0 ;25 ;12,6 ;115 ;4,31 ;47,0 ;0 ;
1362 ;12:20,60 ;5718 ;7 ;96;25;51;0,964 ;13,9 ;27,8 ;25 ;12,6 ;100 ;4,35 ;42,6 ;0 ;
1362 ;12:20,70 ;6419 ;7 ;96;25;46;0,980 ;20,4 ;32,0 ;25 ;12,2 ;56 ;4,22 ;48,8 ;0 ;
1362 ;12:20,80 ;7452 ;7 ;96;25;44;0,893 ;55,8 ;36,2 ;0 ;12,6 ;-35 ;3,56 ;52,0 ;0 ;
1362 ;12:20,90 ;8404 ;7 ;96;25;45;0,882 ;63,0 ;40,8 ;0 ;12,3 ;-35 ;2,78 ;60,0 ;0 ;
1362 ;12:21,00 ;10129 ;7 ;96;26;48;0,856 ;66,9 ;49,2 ;0 ;12,3 ;-26 ;2,62 ;60,0 ;0 ;
1362 ;12:21,10 ;11227 ;9 ;96;26;65;0,852 ;74,9 ;54,5 ;0 ;12,2 ;-27 ;2,63 ;60,0 ;0 ;
1362 ;12:21,20 ;11207 ;100 ;96;26;86;0,864 ;73,3 ;54,4 ;0 ;12,1 ;-25 ;6,37 ;44,7 ;0 ;
1362 ;12:21,30 ;10971 ;100 ;96;26;87;0,901 ;72,0 ;53,3 ;0 ;12,1 ;-25 ;6,39 ;44,9 ;0 ;
1362 ;12:21,40 ;10635 ;100 ;96;26;87;0,939 ;68,3 ;51,7 ;0 ;12,1 ;-24 ;6,38 ;43,7 ;0 ;
1362 ;12:21,50 ;10257 ;100 ;96;26;87;0,942 ;62,8 ;49,8 ;0 ;12,2 ;-20 ;6,27 ;42,4 ;0 ;
1362 ;12:21,60 ;10010 ;100 ;96;26;88;0,931 ;66,3 ;48,6 ;0 ;12,1 ;-26 ;6,17 ;41,5 ;0 ;
1362 ;12:21,70 ;9664 ;100 ;96;26;89;0,938 ;71,1 ;46,9 ;0 ;12,2 ;-34 ;6,22 ;43,2 ;0 ;
1362 ;12:21,80 ;9403 ;100 ;96;26;89;0,979 ;60,8 ;45,7 ;0 ;12,3 ;-24 ;6,30 ;44,4 ;0 ;
1362 ;12:21,90 ;8937 ;100 ;96;26;90;0,976 ;57,6 ;43,4 ;0 ;12,2 ;-24 ;6,47 ;46,4 ;0 ;
1362 ;12:22,00 ;8769 ;100 ;96;26;91;0,913 ;55,9 ;42,6 ;0 ;12,4 ;-23 ;6,36 ;46,9 ;0 ;
1362 ;12:22,10 ;8187 ;100 ;96;26;92;0,886 ;56,8 ;39,8 ;0 ;12,4 ;-29 ;5,99 ;48,7 ;0 ;
1362 ;12:22,20 ;9730 ;100 ;96;26;89;1,303 ;49,8 ;47,3 ;0 ;12,3 ;-5 ;6,21 ;42,8 ;0 ;
1362 ;12:22,30 ;9669 ;100 ;96;26;89;1,089 ;49,1 ;47,0 ;0 ;11,3 ;-4 ;9,20 ;43,1 ;0 ;
1362 ;12:22,40 ;8932 ;100 ;96;26;90;0,972 ;52,7 ;43,4 ;0 ;11,7 ;-17 ;6,47 ;46,5 ;1 ;
1362 ;12:22,50 ;9878 ;100 ;96;26;89;0,955 ;49,3 ;48,0 ;0 ;12,3 ;-2 ;6,19 ;42,1 ;0 ;
1362 ;12:22,60 ;9775 ;100 ;96;26;89;0,956 ;45,8 ;47,5 ;0 ;12,3 ;3 ;6,20 ;42,6 ;0 ;
1362 ;12:22,70 ;9365 ;100 ;96;26;89;0,904 ;38,7 ;45,5 ;10 ;12,6 ;17 ;6,32 ;44,6 ;0 ;
1362 ;12:22,80 ;8836 ;100 ;96;26;91;0,882 ;38,6 ;42,9 ;1 ;12,3 ;11 ;6,40 ;46,7 ;0 ;
1362 ;12:22,90 ;8187 ;100 ;96;25;93;0,798 ;36,4 ;39,8 ;0 ;12,4 ;9 ;5,99 ;48,7 ;0 ;
1362 ;12:23,00 ;7443 ;100 ;96;25;94;0,783 ;35,7 ;36,1 ;0 ;12,6 ;1 ;5,49 ;42,6 ;0 ;
1362 ;12:23,10 ;7464 ;93 ;96;25;93;0,797 ;31,1 ;36,2 ;8 ;12,6 ;16 ;5,52 ;42,7 ;0 ;
1362 ;12:23,20 ;6175 ;46 ;96;25;80;0,900 ;31,8 ;30,0 ;0 ;12,8 ;-5 ;4,72 ;35,7 ;0 ;
1362 ;12:23,30 ;6216 ;23 ;96;25;73;0,897 ;29,8 ;30,2 ;0 ;12,7 ;1 ;3,57 ;40,4 ;0 ;
1362 ;12:23,40 ;5959 ;23 ;96;25;75;0,893 ;30,3 ;28,9 ;0 ;12,8 ;-4 ;3,65 ;37,1 ;0 ;
1362 ;12:23,50 ;5749 ;23 ;96;25;75;0,871 ;28,1 ;27,9 ;0 ;12,6 ;0 ;3,70 ;36,6 ;0 ;
1362 ;12:23,60 ;5883 ;23 ;96;25;74;0,845 ;28,9 ;28,6 ;0 ;12,5 ;-1 ;3,67 ;36,9 ;0 ;
1362 ;12:23,70 ;5666 ;21 ;96;25;74;0,858 ;28,0 ;27,5 ;0 ;12,7 ;-1 ;3,62 ;37,6 ;0 ;
1362 ;12:23,80 ;5474 ;19 ;96;25;74;0,823 ;28,6 ;26,6 ;0 ;12,4 ;-6 ;3,56 ;38,1 ;0 ;
1362 ;12:23,90 ;5618 ;19 ;96;25;74;0,788 ;26,8 ;27,3 ;0 ;12,8 ;1 ;3,52 ;38,6 ;0 ;
1362 ;12:24,00 ;5142 ;18 ;96;25;74;0,766 ;26,2 ;25,0 ;0 ;12,7 ;-4 ;3,61 ;37,6 ;0 ;
1362 ;12:24,10 ;4970 ;17 ;96;25;74;0,858 ;25,5 ;24,1 ;0 ;12,9 ;-5 ;3,75 ;37,4 ;0 ;
1362 ;12:24,20 ;5009 ;17 ;96;25;74;0,932 ;24,0 ;24,0 ;0 ;12,6 ;0 ;3,75 ;37,2 ;0 ;
1362 ;12:24,30 ;4389 ;17 ;96;25;71;0,957 ;25,9 ;21,3 ;0 ;12,7 ;-17 ;3,76 ;33,0 ;0 ;
1362 ;12:24,40 ;4273 ;12 ;96;25;66;0,971 ;24,1 ;20,7 ;0 ;12,4 ;-14 ;4,20 ;31,6 ;0 ;
1362 ;12:24,50 ;4511 ;8 ;96;25;63;0,989 ;26,8 ;21,9 ;0 ;12,7 ;-18 ;4,23 ;30,1 ;0 ;
1362 ;12:24,60 ;4842 ;7 ;96;25;61;0,977 ;30,0 ;23,5 ;0 ;12,4 ;-21 ;4,35 ;32,3 ;0 ;
1362 ;12:24,70 ;5134 ;7 ;96;25;60;0,950 ;28,7 ;24,9 ;0 ;12,6 ;-13 ;4,35 ;35,4 ;0 ;
1362 ;12:24,80 ;5366 ;7 ;96;25;58;0,931 ;27,6 ;26,0 ;0 ;12,7 ;-5 ;4,35 ;38,2 ;0 ;
1362 ;12:24,90 ;5513 ;7 ;96;25;57;0,932 ;28,1 ;26,8 ;0 ;12,6 ;-4 ;4,35 ;40,0 ;0 ;
1362 ;12:25,00 ;5737 ;7 ;96;25;55;0,960 ;29,0 ;27,8 ;0 ;12,3 ;-4 ;4,35 ;42,9 ;0 ;
1362 ;12:25,10 ;5950 ;7 ;96;25;53;0,991 ;28,0 ;28,9 ;0 ;12,7 ;3 ;4,35 ;45,5 ;0 ;
1362 ;12:25,20 ;6212 ;7 ;96;25;51;0,975 ;29,6 ;30,2 ;0 ;12,4 ;2 ;4,30 ;47,1 ;0 ;
1362 ;12:25,30 ;6291 ;7 ;96;25;50;0,926 ;32,2 ;30,5 ;0 ;12,6 ;-5 ;4,28 ;47,5 ;0 ;
1362 ;12:25,40 ;6508 ;8 ;96;25;49;0,904 ;30,2 ;31,6 ;0 ;12,5 ;4 ;4,14 ;53,0 ;0 ;
1362 ;12:25,50 ;6713 ;7 ;96;25;50;0,952 ;33,2 ;32,7 ;0 ;12,5 ;-1 ;4,18 ;49,4 ;0 ;
1362 ;12:25,60 ;6323 ;7 ;96;25;52;1,002 ;35,7 ;30,7 ;0 ;12,4 ;-14 ;4,28 ;47,6 ;0 ;
1362 ;12:25,70 ;6065 ;7 ;96;25;50;1,021 ;36,5 ;29,4 ;0 ;12,5 ;-19 ;4,34 ;46,4 ;0 ;
1362 ;12:25,80 ;6351 ;7 ;96;25;46;1,006 ;39,3 ;30,8 ;0 ;12,6 ;-21 ;4,27 ;47,8 ;0 ;
1362 ;12:25,90 ;7181 ;7 ;96;25;44;0,977 ;48,9 ;34,9 ;0 ;12,3 ;-28 ;3,90 ;51,2 ;0 ;
1362 ;12:26,00 ;8191 ;7 ;96;25;43;0,970 ;51,9 ;39,8 ;0 ;12,4 ;-23 ;2,84 ;60,0 ;0 ;
1362 ;12:26,10 ;9282 ;7 ;96;25;42;1,019 ;55,8 ;45,1 ;0 ;12,4 ;-19 ;2,63 ;60,0 ;0 ;
1362 ;12:26,20 ;10336 ;7 ;96;25;43;1,030 ;57,0 ;50,2 ;0 ;12,2 ;-11 ;2,62 ;60,0 ;0 ;
1362 ;12:26,30 ;11187 ;7 ;96;25;45;0,943 ;62,6 ;54,3 ;0 ;12,3 ;-13 ;2,61 ;60,0 ;0 ;
1362 ;12:26,40 ;12343 ;7 ;96;25;47;0,920 ;64,1 ;60,0 ;0 ;12,1 ;-6 ;2,58 ;60,0 ;0 ;
1362 ;12:26,50 ;13706 ;7 ;96;25;57;0,886 ;70,2 ;66,6 ;0 ;12,2 ;-5 ;2,58 ;60,0 ;0 ;
1362 ;12:26,60 ;14258 ;98 ;96;25;85;0,863 ;69,3 ;69,3 ;0 ;12,4 ;0 ;6,12 ;44,2 ;0 ;
1362 ;12:26,70 ;14087 ;100 ;96;25;84;0,807 ;71,7 ;68,4 ;0 ;12,2 ;-4 ;6,12 ;44,2 ;0 ;
1362 ;12:26,80 ;14087 ;100 ;96;25;84;0,779 ;73,5 ;68,4 ;0 ;12,1 ;-6 ;6,12 ;44,2 ;0 ;
1362 ;12:26,90 ;14002 ;83 ;96;25;83;0,813 ;69,1 ;68,0 ;0 ;11,9 ;-1 ;5,98 ;44,0 ;0 ;
1362 ;12:27,00 ;13817 ;95 ;96;25;84;0,848 ;68,0 ;67,1 ;0 ;12,1 ;-1 ;6,12 ;44,2 ;0 ;
1362 ;12:27,10 ;13469 ;100 ;96;25;85;0,811 ;67,2 ;65,8 ;0 ;12,1 ;-2 ;6,12 ;44,2 ;0 ;
1362 ;12:27,20 ;12816 ;93 ;96;25;83;0,794 ;30,8 ;62,6 ;25 ;12,2 ;103 ;6,09 ;44,1 ;0 ;
1362 ;12:27,30 ;12475 ;70 ;96;25;73;0,809 ;67,2 ;61,0 ;0 ;12,2 ;-9 ;5,56 ;44,0 ;0 ;
1362 ;12:27,40 ;12246 ;49 ;96;25;64;0,827 ;55,0 ;59,5 ;0 ;12,2 ;8 ;4,35 ;44,0 ;0 ;
1362 ;12:27,50 ;12343 ;43 ;96;25;62;0,841 ;55,7 ;60,0 ;0 ;12,3 ;7 ;3,97 ;44,0 ;0 ;
1362 ;12:27,60 ;12042 ;43 ;96;25;62;0,833 ;56,3 ;58,5 ;0 ;12,1 ;3 ;3,97 ;44,0 ;0 ;
1362 ;12:27,70 ;11653 ;43 ;96;25;62;0,819 ;59,2 ;56,6 ;0 ;12,3 ;-4 ;3,97 ;44,0 ;0 ;
1362 ;12:27,80 ;11602 ;42 ;96;25;61;0,875 ;53,6 ;56,4 ;0 ;12,2 ;5 ;3,90 ;44,0 ;0 ;
1362 ;12:27,90 ;11588 ;41 ;96;25;61;0,944 ;55,2 ;56,3 ;0 ;12,2 ;1 ;3,83 ;44,0 ;0 ;
1362 ;12:28,00 ;11160 ;34 ;96;25;60;0,949 ;55,0 ;54,2 ;0 ;12,3 ;-1 ;3,50 ;47,8 ;0 ;
1362 ;12:28,10 ;11301 ;58 ;96;25;76;0,878 ;51,4 ;54,9 ;0 ;12,2 ;6 ;5,12 ;44,4 ;0 ;
1362 ;12:28,20 ;10353 ;62 ;96;25;75;0,794 ;51,3 ;50,3 ;0 ;12,3 ;-1 ;5,49 ;42,6 ;0 ;
1362 ;12:28,30 ;10757 ;57 ;96;25;67;0,875 ;54,8 ;52,2 ;0 ;12,1 ;-4 ;5,15 ;44,2 ;0 ;
1362 ;12:28,40 ;10302 ;35 ;96;25;54;0,985 ;53,9 ;50,0 ;0 ;12,3 ;-7 ;3,66 ;46,1 ;0 ;
1362 ;12:28,50 ;9868 ;23 ;96;25;50;0,966 ;46,8 ;47,9 ;0 ;12,3 ;2 ;2,97 ;47,0 ;0 ;
1362 ;12:28,60 ;9827 ;18 ;96;25;48;0,923 ;51,3 ;47,7 ;0 ;12,3 ;-7 ;2,74 ;48,9 ;0 ;
1362 ;12:28,70 ;9745 ;17 ;96;25;45;0,915 ;54,4 ;47,3 ;0 ;12,3 ;-13 ;2,73 ;51,5 ;0 ;
1362 ;12:28,80 ;9684 ;9 ;96;25;43;0,966 ;54,2 ;46,9 ;0 ;12,3 ;-13 ;2,66 ;60,0 ;0 ;
1362 ;12:28,90 ;10545 ;7 ;96;25;44;0,961 ;54,2 ;51,2 ;0 ;12,3 ;-5 ;2,62 ;60,0 ;0 ;
1362 ;12:29,00 ;10788 ;7 ;96;25;47;0,854 ;60,9 ;52,4 ;0 ;12,2 ;-13 ;2,62 ;60,0 ;0 ;
1362 ;12:29,10 ;11617 ;7 ;96;25;52;0,868 ;61,7 ;56,4 ;0 ;12,2 ;-8 ;2,59 ;60,0 ;0 ;
1362 ;12:29,20 ;12984 ;42 ;96;25;77;0,855 ;61,0 ;63,1 ;0 ;12,2 ;3 ;3,91 ;44,0 ;0 ;
1362 ;12:29,30 ;12167 ;100 ;96;25;86;0,884 ;61,9 ;58,8 ;0 ;12,2 ;-5 ;6,12 ;44,2 ;0 ;
1362 ;12:29,40 ;13020 ;100 ;96;25;86;0,934 ;59,7 ;63,3 ;0 ;12,2 ;6 ;6,12 ;44,2 ;0 ;
1362 ;12:29,50 ;12500 ;100 ;96;25;86;0,953 ;56,0 ;60,7 ;0 ;12,1 ;8 ;6,12 ;44,2 ;0 ;
1362 ;12:29,60 ;12096 ;100 ;96;25;86;1,027 ;53,1 ;58,8 ;0 ;12,2 ;10 ;6,12 ;44,2 ;0 ;
1362 ;12:29,70 ;11308 ;100 ;96;25;87;1,064 ;52,5 ;54,9 ;0 ;12,3 ;4 ;6,35 ;44,5 ;0 ;
1362 ;12:29,80 ;10410 ;96 ;96;25;87;0,895 ;49,3 ;50,6 ;0 ;12,3 ;2 ;6,34 ;42,9 ;0 ;
1362 ;12:29,90 ;10053 ;87 ;96;25;86;0,790 ;46,1 ;48,8 ;0 ;12,3 ;5 ;6,13 ;41,7 ;0 ;
1362 ;12:30,00 ;9360 ;61 ;96;25;77;0,817 ;42,8 ;45,4 ;0 ;12,3 ;6 ;5,62 ;44,5 ;0 ;
1362 ;12:30,10 ;8975 ;41 ;96;25;65;0,900 ;46,1 ;43,6 ;0 ;12,5 ;-5 ;4,53 ;44,3 ;0 ;
1362 ;12:30,20 ;9150 ;29 ;96;25;63;0,904 ;40,3 ;44,4 ;0 ;12,3 ;10 ;3,52 ;46,9 ;0 ;
1362 ;12:30,30 ;9503 ;43 ;96;25;76;0,862 ;39,9 ;46,2 ;7 ;12,4 ;15 ;4,45 ;43,6 ;0 ;
1362 ;12:30,40 ;8949 ;55 ;96;25;79;0,798 ;40,9 ;43,5 ;0 ;12,5 ;6 ;5,46 ;46,2 ;0 ;
1362 ;12:30,50 ;8861 ;54 ;96;25;78;0,767 ;38,0 ;43,0 ;4 ;12,4 ;13 ;5,37 ;46,5 ;0 ;
1362 ;12:30,60 ;8296 ;46 ;96;25;78;0,888 ;35,0 ;40,1 ;5 ;12,4 ;14 ;4,76 ;50,4 ;0 ;
1362 ;12:30,70 ;7236 ;44 ;96;25;75;0,893 ;34,3 ;35,1 ;0 ;12,5 ;2 ;4,44 ;46,1 ;0 ;
1362 ;12:30,80 ;6336 ;24 ;96;25;59;0,791 ;36,5 ;30,8 ;0 ;12,5 ;-15 ;3,59 ;41,7 ;0 ;
1362 ;12:30,90 ;6279 ;9 ;96;25;52;0,752 ;38,0 ;30,5 ;0 ;12,4 ;-19 ;4,10 ;52,5 ;0 ;
1362 ;12:31,00 ;6972 ;7 ;96;25;54;0,775 ;36,3 ;33,8 ;0 ;12,4 ;-6 ;4,13 ;50,6 ;0 ;
1362 ;12:31,10 ;7256 ;8 ;96;25;61;0,835 ;36,7 ;35,2 ;0 ;12,5 ;-4 ;3,71 ;56,9 ;0 ;
1362 ;12:31,20 ;6962 ;13 ;96;25;71;0,901 ;36,7 ;33,7 ;0 ;12,3 ;-8 ;3,01 ;56,0 ;0 ;
1362 ;12:31,30 ;7292 ;27 ;96;25;78;0,853 ;31,9 ;35,4 ;0 ;12,5 ;10 ;3,59 ;51,8 ;0 ;
1362 ;12:31,40 ;7222 ;43 ;96;25;84;0,818 ;27,6 ;35,1 ;24 ;12,6 ;27 ;4,40 ;46,3 ;0 ;
1362 ;12:31,50 ;7123 ;47 ;96;25;86;0,823 ;27,4 ;34,6 ;22 ;12,5 ;26 ;4,54 ;44,0 ;0 ;
