SESSION; TIME;RPM;THROT;WATER;AIR;MAP;LAMB;L U SP;L D SP;TRAC %;VOLTS;SLIP%;INJ;ADV;SHIF A;

1362 ;0:00,10 ;2624 ;7 ;101;24;72;0,908 ;1,4 ;12,8 ;0 ;12,5 ;814 ;3,43 ;18,4 ;0 ;
1362 ;0:00,20 ;3173 ;7 ;101;24;67;0,931 ;1,4 ;15,4 ;0 ;12,8 ;1000 ;3,87 ;20,2 ;0 ;
1362 ;0:00,30 ;3835 ;7 ;101;24;61;0,967 ;1,4 ;18,6 ;0 ;12,3 ;1228 ;4,28 ;23,4 ;0 ;
1362 ;0:00,40 ;4560 ;7 ;102;24;55;1,011 ;1,4 ;22,1 ;0 ;12,6 ;1478 ;4,39 ;29,5 ;0 ;
1362 ;0:00,50 ;5301 ;7 ;102;24;52;1,050 ;1,4 ;25,7 ;0 ;12,4 ;1735 ;4,39 ;37,5 ;0 ;
1362 ;0:00,60 ;6087 ;7 ;102;24;47;1,075 ;2,1 ;29,5 ;0 ;12,3 ;1304 ;4,37 ;46,6 ;0 ;
1362 ;0:00,70 ;6993 ;7 ;102;24;44;1,029 ;2,1 ;33,9 ;0 ;12,7 ;1514 ;4,15 ;50,6 ;0 ;
1362 ;0:00,80 ;8043 ;7 ;102;24;43;0,849 ;2,8 ;39,1 ;0 ;12,5 ;1296 ;2,90 ;60,0 ;0 ;
1362 ;0:00,90 ;9137 ;7 ;102;24;43;0,762 ;2,8 ;44,4 ;0 ;12,4 ;1485 ;2,65 ;60,0 ;0 ;
1362 ;0:01,00 ;10285 ;7 ;102;24;47;0,973 ;3,3 ;50,0 ;0 ;12,5 ;1415 ;2,64 ;60,0 ;0 ;
1362 ;0:01,10 ;9664 ;42 ;102;24;66;0,885 ;3,5 ;46,9 ;0 ;12,4 ;1240 ;4,35 ;43,5 ;0 ;
1362 ;0:01,20 ;9412 ;17 ;102;24;46;0,764 ;4,5 ;45,7 ;0 ;12,6 ;915 ;2,76 ;53,0 ;0 ;
1362 ;0:01,30 ;10539 ;7 ;102;24;52;0,796 ;4,8 ;51,2 ;0 ;12,5 ;966 ;2,64 ;60,0 ;0 ;
1362 ;0:01,40 ;8979 ;56 ;102;24;85;0,888 ;6,1 ;43,6 ;0 ;12,4 ;614 ;5,59 ;46,0 ;0 ;
1362 ;0:01,50 ;6959 ;29 ;102;24;60;1,107 ;6,7 ;33,8 ;0 ;12,6 ;404 ;3,74 ;47,9 ;0 ;
1362 ;0:01,60 ;7309 ;7 ;102;24;65;0,970 ;7,1 ;35,5 ;0 ;12,6 ;400 ;3,77 ;51,5 ;0 ;
1362 ;0:01,70 ;6216 ;14 ;102;24;87;0,900 ;8,8 ;30,2 ;0 ;12,5 ;243 ;3,75 ;53,9 ;0 ;
1362 ;0:01,80 ;4972 ;70 ;102;24;90;0,949 ;9,3 ;24,1 ;0 ;12,4 ;159 ;5,61 ;34,6 ;0 ;
1362 ;0:01,90 ;4559 ;7 ;102;24;69;1,042 ;10,9 ;22,1 ;25 ;12,4 ;102 ;4,39 ;29,4 ;0 ;
1362 ;0:02,00 ;4629 ;7 ;102;24;73;1,213 ;12,2 ;22,5 ;25 ;12,8 ;84 ;4,39 ;30,1 ;0 ;
1362 ;0:02,10 ;4123 ;7 ;102;24;78;1,253 ;13,1 ;20,0 ;25 ;12,7 ;52 ;4,39 ;25,3 ;0 ;
1362 ;0:02,20 ;3525 ;7 ;102;24;85;1,166 ;13,2 ;17,1 ;25 ;12,6 ;29 ;4,09 ;21,9 ;0 ;
1362 ;0:02,30 ;3329 ;23 ;102;24;85;1,038 ;12,6 ;16,1 ;24 ;12,4 ;27 ;3,85 ;30,0 ;0 ;
1362 ;0:02,40 ;3916 ;23 ;102;24;81;0,941 ;11,0 ;19,0 ;25 ;12,5 ;72 ;3,88 ;30,0 ;0 ;
1362 ;0:02,50 ;4585 ;23 ;102;24;78;0,811 ;10,4 ;22,2 ;25 ;12,3 ;113 ;3,90 ;33,0 ;0 ;
1362 ;0:02,60 ;5287 ;23 ;102;24;75;0,732 ;9,5 ;25,7 ;0 ;12,7 ;170 ;3,85 ;35,6 ;0 ;
1362 ;0:02,70 ;5885 ;23 ;102;24;72;0,717 ;7,8 ;28,6 ;0 ;12,4 ;266 ;3,70 ;36,9 ;0 ;
1362 ;0:02,80 ;6241 ;23 ;102;24;69;0,709 ;6,6 ;30,6 ;0 ;12,5 ;363 ;3,58 ;41,5 ;0 ;
1362 ;0:02,90 ;6658 ;23 ;102;24;66;0,718 ;5,4 ;32,3 ;0 ;12,7 ;498 ;3,48 ;46,9 ;0 ;
1362 ;0:03,00 ;7059 ;23 ;102;24;64;0,731 ;3,5 ;34,3 ;0 ;12,6 ;880 ;3,38 ;52,3 ;0 ;
1362 ;0:03,10 ;7509 ;23 ;102;24;62;0,733 ;2,8 ;36,5 ;0 ;12,7 ;1203 ;3,38 ;54,2 ;0 ;
1362 ;0:03,20 ;7763 ;23 ;102;24;61;0,720 ;1,9 ;38,0 ;0 ;12,4 ;1900 ;3,32 ;55,5 ;0 ;
1362 ;0:03,30 ;7948 ;23 ;102;24;62;0,766 ;1,9 ;38,6 ;0 ;12,6 ;1931 ;3,27 ;56,0 ;0 ;
1362 ;0:03,40 ;7706 ;23 ;102;24;66;0,861 ;2,0 ;37,4 ;0 ;12,6 ;1770 ;3,33 ;54,9 ;0 ;
1362 ;0:03,50 ;6898 ;23 ;102;24;70;0,842 ;2,0 ;33,5 ;0 ;12,4 ;1575 ;3,41 ;50,4 ;0 ;
1362 ;0:03,60 ;6539 ;23 ;102;24;75;0,754 ;2,3 ;31,7 ;0 ;12,8 ;1278 ;3,51 ;45,2 ;0 ;
1362 ;0:03,70 ;5152 ;21 ;102;24;79;0,749 ;2,5 ;24,5 ;0 ;12,6 ;880 ;3,80 ;36,0 ;0 ;
1362 ;0:03,80 ;3744 ;15 ;102;24;82;0,777 ;2,5 ;17,8 ;0 ;12,7 ;612 ;4,02 ;30,0 ;0 ;
1362 ;0:03,90 ;2849 ;10 ;102;24;82;0,863 ;2,8 ;13,8 ;0 ;12,8 ;392 ;3,77 ;24,3 ;0 ;
1362 ;0:04,00 ;2740 ;8 ;102;24;79;0,932 ;3,1 ;13,3 ;0 ;12,7 ;329 ;3,54 ;20,4 ;0 ;
1362 ;0:04,10 ;2862 ;7 ;102;24;77;0,878 ;3,2 ;13,9 ;0 ;12,4 ;334 ;3,63 ;19,0 ;0 ;
1362 ;0:04,20 ;3044 ;7 ;102;24;75;0,814 ;3,4 ;14,7 ;0 ;12,7 ;332 ;3,79 ;19,6 ;0 ;
1362 ;0:04,30 ;3289 ;7 ;102;24;72;0,745 ;3,6 ;15,9 ;0 ;12,7 ;341 ;3,94 ;20,8 ;0 ;
1362 ;0:04,40 ;3916 ;7 ;102;24;70;0,728 ;4,1 ;19,0 ;0 ;12,8 ;363 ;4,33 ;23,8 ;0 ;
1362 ;0:04,50 ;4320 ;7 ;102;24;70;0,753 ;4,1 ;21,0 ;0 ;12,7 ;412 ;4,39 ;27,2 ;0 ;
1362 ;0:04,60 ;4410 ;7 ;102;24;72;0,763 ;4,1 ;21,4 ;0 ;12,5 ;421 ;4,39 ;28,1 ;0 ;
1362 ;0:04,70 ;3838 ;7 ;102;24;77;0,755 ;4,5 ;18,6 ;0 ;12,6 ;313 ;4,28 ;23,4 ;0 ;
1362 ;0:04,80 ;3523 ;7 ;102;24;79;0,753 ;4,5 ;17,1 ;0 ;12,6 ;280 ;4,09 ;21,9 ;0 ;
1362 ;0:04,90 ;3218 ;7 ;102;24;80;0,780 ;4,8 ;15,6 ;0 ;12,8 ;225 ;3,89 ;20,4 ;0 ;
1362 ;0:05,00 ;2856 ;7 ;102;24;81;0,869 ;5,1 ;13,8 ;0 ;12,7 ;170 ;3,63 ;19,0 ;0 ;
1362 ;0:05,10 ;2712 ;7 ;102;24;80;0,932 ;5,2 ;13,1 ;0 ;12,4 ;151 ;3,49 ;18,6 ;0 ;
1362 ;0:05,20 ;2817 ;7 ;102;24;78;0,886 ;5,7 ;13,6 ;0 ;12,7 ;138 ;3,59 ;18,9 ;0 ;
1362 ;0:05,30 ;2992 ;7 ;102;24;75;0,817 ;6,0 ;14,5 ;0 ;12,8 ;141 ;3,76 ;19,4 ;0 ;
1362 ;0:05,40 ;3329 ;7 ;102;24;72;0,744 ;5,9 ;16,1 ;0 ;12,3 ;172 ;3,96 ;21,0 ;0 ;
1362 ;0:05,50 ;3955 ;7 ;102;24;70;0,732 ;6,1 ;19,2 ;0 ;12,4 ;214 ;4,35 ;24,0 ;0 ;
1362 ;0:05,60 ;4365 ;7 ;102;24;70;0,748 ;6,6 ;21,2 ;0 ;12,6 ;221 ;4,39 ;27,6 ;0 ;
1362 ;0:05,70 ;4444 ;7 ;102;24;73;0,752 ;6,9 ;21,6 ;0 ;12,6 ;213 ;4,39 ;28,4 ;0 ;
1362 ;0:05,80 ;3739 ;7 ;102;24;78;0,753 ;7,2 ;18,1 ;0 ;12,8 ;151 ;4,22 ;22,9 ;0 ;
1362 ;0:05,90 ;3451 ;7 ;102;24;80;0,761 ;6,8 ;16,7 ;0 ;12,7 ;145 ;4,04 ;21,6 ;0 ;
1362 ;0:06,00 ;2950 ;7 ;102;24;80;0,824 ;7,7 ;14,3 ;0 ;12,9 ;85 ;3,71 ;19,3 ;0 ;
1362 ;0:06,10 ;2841 ;7 ;102;24;80;0,914 ;7,8 ;13,8 ;0 ;12,5 ;76 ;3,62 ;18,9 ;0 ;
1362 ;0:06,20 ;2785 ;7 ;102;24;79;0,862 ;8,1 ;13,5 ;0 ;12,8 ;66 ;3,56 ;18,8 ;0 ;
1362 ;0:06,30 ;2863 ;7 ;102;24;77;0,774 ;8,1 ;13,9 ;0 ;12,8 ;71 ;3,63 ;19,0 ;0 ;
1362 ;0:06,40 ;3108 ;7 ;102;24;74;0,737 ;8,9 ;15,1 ;0 ;12,7 ;69 ;3,83 ;19,9 ;0 ;
1362 ;0:06,50 ;3717 ;7 ;102;24;71;0,742 ;8,9 ;18,0 ;0 ;12,8 ;102 ;4,20 ;22,8 ;0 ;
1362 ;0:06,60 ;4189 ;7 ;102;24;71;0,780 ;8,9 ;20,3 ;0 ;12,6 ;128 ;4,39 ;25,9 ;0 ;
1362 ;0:06,70 ;4078 ;7 ;102;24;74;0,811 ;9,8 ;19,8 ;0 ;12,7 ;102 ;4,39 ;24,9 ;0 ;
1362 ;0:06,80 ;3734 ;7 ;102;24;77;0,811 ;10,0 ;18,1 ;25 ;12,5 ;81 ;4,22 ;22,9 ;0 ;
1362 ;0:06,90 ;3529 ;7 ;102;24;78;0,816 ;10,1 ;17,1 ;25 ;12,4 ;69 ;4,09 ;22,0 ;0 ;
1362 ;0:07,00 ;3307 ;7 ;102;24;79;0,835 ;10,6 ;16,0 ;25 ;12,8 ;50 ;3,95 ;20,9 ;0 ;
1362 ;0:07,10 ;3189 ;7 ;102;24;79;0,861 ;11,3 ;15,5 ;25 ;12,7 ;37 ;3,88 ;20,3 ;0 ;
1362 ;0:07,20 ;3067 ;7 ;102;24;79;0,847 ;10,1 ;14,9 ;25 ;12,8 ;47 ;3,80 ;19,7 ;0 ;
1362 ;0:07,30 ;2871 ;7 ;102;24;78;0,834 ;11,0 ;13,9 ;22 ;12,7 ;26 ;3,64 ;19,0 ;0 ;
1362 ;0:07,40 ;3042 ;7 ;102;24;77;0,820 ;10,7 ;14,7 ;25 ;12,8 ;37 ;3,79 ;19,6 ;0 ;
1362 ;0:07,50 ;3223 ;7 ;102;24;76;0,805 ;11,3 ;15,6 ;25 ;12,7 ;38 ;3,90 ;20,4 ;0 ;
1362 ;0:07,60 ;3516 ;7 ;102;24;75;0,804 ;11,4 ;17,0 ;25 ;12,7 ;49 ;4,08 ;21,9 ;0 ;
1362 ;0:07,70 ;3662 ;7 ;102;24;75;0,802 ;12,0 ;17,8 ;25 ;12,8 ;48 ;4,18 ;22,6 ;0 ;
1362 ;0:07,80 ;3640 ;7 ;102;24;76;0,801 ;11,9 ;17,6 ;25 ;12,8 ;47 ;4,16 ;22,4 ;0 ;
1362 ;0:07,90 ;3576 ;7 ;102;24;76;0,781 ;12,4 ;17,3 ;25 ;12,8 ;39 ;4,12 ;22,2 ;0 ;
1362 ;0:08,00 ;3476 ;7 ;102;24;76;0,757 ;12,0 ;16,9 ;25 ;12,6 ;40 ;4,05 ;21,7 ;0 ;
1362 ;0:08,10 ;3521 ;7 ;102;24;77;0,767 ;13,2 ;17,1 ;25 ;12,6 ;29 ;4,09 ;21,9 ;0 ;
1362 ;0:08,20 ;3507 ;7 ;102;24;77;0,758 ;13,1 ;17,0 ;25 ;12,8 ;29 ;4,08 ;21,8 ;0 ;
1362 ;0:08,30 ;3506 ;7 ;102;24;78;0,758 ;13,1 ;17,0 ;25 ;12,8 ;29 ;4,08 ;21,8 ;0 ;
1362 ;0:08,40 ;3317 ;7 ;102;24;78;0,768 ;13,5 ;16,1 ;12 ;12,8 ;19 ;3,95 ;20,9 ;0 ;
1362 ;0:08,50 ;3323 ;7 ;102;24;77;0,833 ;14,4 ;16,1 ;1 ;12,6 ;11 ;3,96 ;20,9 ;0 ;
1362 ;0:08,60 ;3205 ;7 ;102;24;77;0,916 ;14,9 ;15,5 ;0 ;12,7 ;4 ;3,89 ;20,4 ;0 ;
1362 ;0:08,70 ;3250 ;7 ;102;24;76;0,901 ;14,4 ;15,8 ;0 ;12,8 ;9 ;3,92 ;20,6 ;0 ;
1362 ;0:08,80 ;3254 ;7 ;102;24;74;0,826 ;14,5 ;15,8 ;0 ;12,7 ;8 ;3,92 ;20,6 ;0 ;
1362 ;0:08,90 ;3594 ;7 ;102;24;72;0,771 ;14,6 ;17,4 ;12 ;12,8 ;19 ;4,13 ;22,2 ;0 ;
1362 ;0:09,00 ;4047 ;7 ;102;24;70;0,770 ;14,8 ;19,6 ;25 ;12,7 ;32 ;4,39 ;24,6 ;0 ;
1362 ;0:09,10 ;4338 ;7 ;102;24;71;0,792 ;14,5 ;21,0 ;25 ;12,5 ;44 ;4,39 ;27,4 ;0 ;
1362 ;0:09,20 ;4078 ;7 ;102;24;75;0,786 ;15,0 ;19,8 ;25 ;12,7 ;32 ;4,39 ;24,9 ;0 ;
1362 ;0:09,30 ;3770 ;7 ;102;24;79;0,762 ;15,9 ;18,3 ;7 ;12,8 ;15 ;4,24 ;23,0 ;0 ;
1362 ;0:09,40 ;3315 ;7 ;102;24;82;0,783 ;15,4 ;16,1 ;0 ;12,8 ;4 ;3,95 ;20,9 ;0 ;
1362 ;0:09,50 ;2801 ;7 ;102;24;84;0,781 ;16,1 ;13,6 ;0 ;12,7 ;-15 ;3,57 ;18,9 ;0 ;
1362 ;0:09,60 ;2378 ;7 ;102;24;85;0,755 ;16,5 ;11,5 ;0 ;12,8 ;-30 ;3,30 ;18,0 ;0 ;
1362 ;0:09,70 ;2223 ;7 ;102;24;85;0,744 ;18,5 ;10,8 ;0 ;12,7 ;-41 ;3,30 ;18,0 ;0 ;
1362 ;0:09,80 ;2259 ;7 ;102;24;82;0,738 ;17,9 ;10,9 ;0 ;12,7 ;-39 ;3,30 ;18,0 ;0 ;
1362 ;0:09,90 ;2564 ;7 ;102;24;77;0,779 ;18,2 ;12,4 ;0 ;12,8 ;-31 ;3,35 ;18,1 ;0 ;
1362 ;0:10,00 ;3895 ;7 ;102;24;74;0,786 ;16,9 ;18,9 ;1 ;12,8 ;11 ;4,32 ;23,6 ;0 ;
1362 ;0:10,10 ;3797 ;7 ;102;24;79;0,760 ;16,2 ;18,4 ;4 ;12,5 ;13 ;4,25 ;23,2 ;0 ;
1362 ;0:10,20 ;2755 ;7 ;102;24;81;0,762 ;17,8 ;13,3 ;0 ;12,7 ;-25 ;3,53 ;18,7 ;0 ;
1362 ;0:10,30 ;2490 ;7 ;102;24;77;0,783 ;17,7 ;12,1 ;0 ;12,7 ;-31 ;3,30 ;18,0 ;0 ;
1362 ;0:10,40 ;3994 ;8 ;102;24;74;0,795 ;16,0 ;19,4 ;15 ;12,5 ;21 ;4,25 ;24,9 ;0 ;
1362 ;0:10,50 ;3790 ;8 ;102;24;79;0,772 ;15,6 ;18,4 ;10 ;12,6 ;17 ;4,15 ;24,1 ;0 ;
1362 ;0:10,60 ;2694 ;7 ;102;24;81;0,764 ;17,0 ;13,0 ;0 ;12,8 ;-23 ;3,48 ;18,5 ;0 ;
1362 ;0:10,70 ;2619 ;7 ;102;24;78;0,774 ;17,8 ;12,7 ;0 ;12,7 ;-28 ;3,40 ;18,3 ;0 ;
1362 ;0:10,80 ;4155 ;10 ;102;24;77;0,793 ;15,0 ;20,2 ;25 ;12,8 ;34 ;4,25 ;28,5 ;0 ;
1362 ;0:10,90 ;3690 ;10 ;102;24;82;0,776 ;16,0 ;17,9 ;1 ;12,5 ;11 ;4,15 ;26,2 ;0 ;
1362 ;0:11,00 ;2501 ;8 ;102;24;82;0,772 ;16,8 ;12,1 ;0 ;12,7 ;-27 ;3,33 ;20,0 ;0 ;
1362 ;0:11,10 ;2915 ;8 ;102;24;77;0,758 ;17,4 ;14,1 ;0 ;12,7 ;-18 ;3,69 ;20,8 ;0 ;
1362 ;0:11,20 ;4035 ;8 ;102;24;78;0,759 ;15,7 ;19,6 ;20 ;12,7 ;24 ;4,26 ;25,3 ;0 ;
1362 ;0:11,30 ;3118 ;8 ;102;24;82;0,766 ;16,0 ;15,1 ;0 ;12,8 ;-5 ;3,81 ;21,4 ;0 ;
1362 ;0:11,40 ;2611 ;8 ;102;24;81;0,754 ;16,9 ;12,6 ;0 ;12,7 ;-25 ;3,42 ;20,2 ;0 ;
1362 ;0:11,50 ;3347 ;8 ;102;24;78;0,745 ;15,5 ;16,2 ;0 ;12,7 ;4 ;3,93 ;22,3 ;0 ;
1362 ;0:11,60 ;3539 ;8 ;102;24;80;0,754 ;14,0 ;17,2 ;17 ;12,7 ;22 ;4,02 ;23,1 ;0 ;
1362 ;0:11,70 ;3088 ;7 ;102;24;81;0,766 ;14,6 ;15,0 ;0 ;12,7 ;2 ;3,81 ;19,8 ;0 ;
1362 ;0:11,80 ;2672 ;7 ;102;24;81;0,760 ;14,6 ;12,9 ;0 ;12,6 ;-11 ;3,46 ;18,4 ;0 ;
1362 ;0:11,90 ;2983 ;7 ;102;24;78;0,757 ;15,3 ;14,5 ;0 ;12,6 ;-5 ;3,75 ;19,3 ;0 ;
1362 ;0:12,00 ;3537 ;7 ;102;24;79;0,759 ;14,4 ;17,1 ;11 ;12,7 ;18 ;4,09 ;22,0 ;0 ;
1362 ;0:12,10 ;3425 ;7 ;102;24;80;0,759 ;14,3 ;16,6 ;8 ;12,5 ;16 ;4,03 ;21,5 ;0 ;
1362 ;0:12,20 ;2659 ;7 ;102;24;81;0,749 ;16,0 ;12,9 ;0 ;12,5 ;-19 ;3,44 ;18,4 ;0 ;
1362 ;0:12,30 ;2752 ;7 ;102;24;79;0,740 ;14,0 ;13,3 ;0 ;12,4 ;-5 ;3,53 ;18,7 ;0 ;
1362 ;0:12,40 ;3572 ;7 ;102;24;78;0,748 ;14,1 ;17,3 ;17 ;12,7 ;22 ;4,12 ;22,1 ;0 ;
1362 ;0:12,50 ;3474 ;7 ;102;24;80;0,756 ;14,3 ;16,8 ;10 ;12,8 ;17 ;4,05 ;21,6 ;0 ;
1362 ;0:12,60 ;2933 ;7 ;102;24;81;0,764 ;16,0 ;14,2 ;0 ;12,7 ;-11 ;3,70 ;19,2 ;0 ;
1362 ;0:12,70 ;2814 ;7 ;102;24;79;0,750 ;14,7 ;13,6 ;0 ;12,4 ;-7 ;3,59 ;18,9 ;0 ;
1362 ;0:12,80 ;3422 ;7 ;102;24;78;0,748 ;14,5 ;16,6 ;5 ;12,8 ;14 ;4,03 ;21,4 ;0 ;
1362 ;0:12,90 ;3502 ;7 ;102;24;78;0,763 ;14,8 ;17,0 ;5 ;12,7 ;14 ;4,08 ;21,8 ;0 ;
1362 ;0:13,00 ;3374 ;7 ;102;24;79;0,756 ;15,4 ;15,8 ;0 ;12,8 ;2 ;3,93 ;20,7 ;0 ;
1362 ;0:13,10 ;2869 ;7 ;102;24;79;0,774 ;15,2 ;13,9 ;0 ;12,7 ;-8 ;3,64 ;19,0 ;0 ;
1362 ;0:13,20 ;3025 ;7 ;102;24;77;0,774 ;16,2 ;14,7 ;0 ;12,4 ;-9 ;3,78 ;19,6 ;0 ;
1362 ;0:13,30 ;3598 ;7 ;102;24;76;0,789 ;14,7 ;17,4 ;11 ;12,5 ;18 ;4,13 ;22,2 ;0 ;
1362 ;0:13,40 ;3598 ;7 ;102;24;77;0,751 ;15,8 ;17,4 ;0 ;12,5 ;10 ;4,13 ;22,2 ;0 ;
1362 ;0:13,50 ;3358 ;7 ;102;24;78;0,751 ;15,8 ;16,3 ;0 ;12,6 ;3 ;3,98 ;21,1 ;0 ;
1362 ;0:13,60 ;2735 ;7 ;102;24;76;0,751 ;16,6 ;13,2 ;0 ;12,5 ;-20 ;3,51 ;18,6 ;0 ;
1362 ;0:13,70 ;3481 ;7 ;102;24;73;0,785 ;16,1 ;16,9 ;0 ;12,7 ;4 ;4,06 ;21,7 ;0 ;
1362 ;0:13,80 ;3969 ;7 ;102;24;73;0,836 ;16,4 ;19,2 ;10 ;12,7 ;17 ;4,36 ;24,0 ;0 ;
1362 ;0:13,90 ;3763 ;7 ;102;24;75;0,782 ;16,2 ;18,2 ;2 ;12,8 ;12 ;4,24 ;23,0 ;0 ;
1362 ;0:14,00 ;3095 ;7 ;102;24;74;0,747 ;17,3 ;15,0 ;0 ;12,6 ;-13 ;3,82 ;19,8 ;0 ;
1362 ;0:14,10 ;3394 ;7 ;102;24;72;0,784 ;18,6 ;16,5 ;0 ;12,7 ;-11 ;4,00 ;21,3 ;0 ;
1362 ;0:14,20 ;4125 ;7 ;102;24;71;0,779 ;17,8 ;20,0 ;2 ;12,6 ;12 ;4,39 ;25,4 ;0 ;
1362 ;0:14,30 ;3980 ;7 ;102;24;73;0,735 ;18,2 ;19,3 ;0 ;12,7 ;6 ;4,38 ;24,1 ;0 ;
1362 ;0:14,40 ;3064 ;7 ;102;24;73;0,735 ;19,3 ;14,8 ;0 ;12,8 ;-23 ;3,80 ;19,7 ;0 ;
1362 ;0:14,50 ;3576 ;7 ;102;24;70;0,783 ;20,5 ;17,3 ;0 ;12,7 ;-15 ;4,12 ;22,2 ;0 ;
1362 ;0:14,60 ;4307 ;7 ;102;24;70;0,873 ;19,7 ;20,9 ;0 ;12,7 ;6 ;4,39 ;27,1 ;0 ;
1362 ;0:14,70 ;3947 ;7 ;102;24;72;0,961 ;18,9 ;19,1 ;0 ;12,8 ;1 ;4,35 ;23,9 ;0 ;
1362 ;0:14,80 ;3870 ;7 ;102;24;72;0,981 ;19,4 ;18,8 ;0 ;12,7 ;-3 ;4,30 ;23,5 ;0 ;
1362 ;0:14,90 ;3889 ;7 ;102;24;71;0,963 ;20,8 ;18,9 ;0 ;12,8 ;-9 ;4,31 ;23,6 ;0 ;
1362 ;0:15,00 ;3976 ;7 ;102;24;70;0,932 ;19,3 ;19,3 ;0 ;12,7 ;0 ;4,37 ;24,1 ;0 ;
1362 ;0:15,10 ;4026 ;7 ;102;24;68;0,922 ;20,6 ;19,5 ;0 ;12,7 ;-5 ;4,39 ;24,4 ;0 ;
1362 ;0:15,20 ;4196 ;7 ;102;24;68;0,924 ;21,5 ;20,4 ;0 ;12,7 ;-5 ;4,39 ;26,0 ;0 ;
1362 ;0:15,30 ;4261 ;7 ;102;24;67;0,886 ;21,9 ;20,7 ;0 ;12,7 ;-5 ;4,39 ;26,7 ;0 ;
1362 ;0:15,40 ;4311 ;7 ;102;24;67;0,837 ;21,8 ;20,9 ;0 ;12,7 ;-4 ;4,39 ;27,1 ;0 ;
1362 ;0:15,50 ;4663 ;7 ;102;24;67;0,798 ;21,9 ;22,6 ;0 ;12,6 ;3 ;4,39 ;30,5 ;0 ;
1362 ;0:15,60 ;4231 ;7 ;102;24;68;0,852 ;23,7 ;20,5 ;0 ;12,7 ;-13 ;4,39 ;26,4 ;0 ;
1362 ;0:15,70 ;4353 ;7 ;102;24;69;0,927 ;23,4 ;21,1 ;0 ;12,4 ;-9 ;4,39 ;27,5 ;0 ;
1362 ;0:15,80 ;4719 ;7 ;102;24;70;0,895 ;23,5 ;22,9 ;0 ;12,4 ;-2 ;4,39 ;31,0 ;0 ;
1362 ;0:15,90 ;4661 ;7 ;102;24;74;0,831 ;23,8 ;22,6 ;0 ;12,7 ;-5 ;4,39 ;30,5 ;0 ;
1362 ;0:16,00 ;4626 ;20 ;102;24;79;0,757 ;22,4 ;22,6 ;0 ;12,5 ;0 ;3,77 ;34,2 ;0 ;
1362 ;0:16,10 ;4240 ;20 ;102;24;79;0,780 ;23,1 ;20,6 ;0 ;12,7 ;-10 ;3,77 ;31,5 ;0 ;
1362 ;0:16,20 ;4474 ;20 ;102;24;77;0,933 ;19,8 ;21,7 ;0 ;12,5 ;9 ;3,77 ;33,0 ;0 ;
1362 ;0:16,30 ;4503 ;17 ;102;24;74;0,967 ;18,6 ;21,8 ;10 ;12,7 ;17 ;3,78 ;33,9 ;0 ;
1362 ;0:16,40 ;4020 ;12 ;102;24;72;0,955 ;18,8 ;19,5 ;0 ;12,7 ;3 ;4,23 ;29,1 ;0 ;
1362 ;0:16,50 ;4035 ;9 ;102;24;69;0,970 ;18,1 ;19,6 ;0 ;12,4 ;8 ;4,26 ;26,3 ;0 ;
1362 ;0:16,60 ;4174 ;8 ;102;24;68;0,971 ;19,3 ;20,2 ;0 ;12,6 ;4 ;4,26 ;26,7 ;0 ;
1362 ;0:16,70 ;4242 ;8 ;102;24;67;0,949 ;18,9 ;20,6 ;0 ;12,7 ;8 ;4,26 ;27,4 ;0 ;
1362 ;0:16,80 ;4423 ;7 ;102;24;66;0,948 ;20,1 ;21,5 ;0 ;12,5 ;6 ;4,39 ;28,2 ;0 ;
1362 ;0:16,90 ;4449 ;7 ;102;24;65;0,904 ;21,2 ;21,6 ;0 ;12,5 ;1 ;4,39 ;28,4 ;0 ;
1362 ;0:17,00 ;4683 ;7 ;102;24;65;0,823 ;20,9 ;22,7 ;0 ;12,3 ;8 ;4,39 ;30,7 ;0 ;
1362 ;0:17,10 ;4689 ;7 ;102;24;66;0,767 ;21,5 ;22,7 ;0 ;12,7 ;5 ;4,39 ;30,7 ;0 ;
1362 ;0:17,20 ;4447 ;7 ;102;24;66;0,759 ;24,7 ;21,6 ;0 ;12,7 ;-12 ;4,39 ;28,4 ;0 ;
1362 ;0:17,30 ;5103 ;7 ;102;24;66;0,812 ;24,4 ;24,8 ;0 ;12,7 ;1 ;4,39 ;35,0 ;0 ;
1362 ;0:17,40 ;5513 ;10 ;102;24;68;0,818 ;24,0 ;26,8 ;1 ;12,5 ;11 ;4,22 ;44,9 ;0 ;
1362 ;0:17,50 ;5605 ;12 ;102;24;69;0,801 ;29,9 ;27,2 ;0 ;12,7 ;-9 ;4,16 ;48,7 ;0 ;
1362 ;0:17,60 ;5514 ;16 ;102;24;73;0,818 ;23,8 ;26,8 ;2 ;12,7 ;12 ;3,77 ;42,6 ;0 ;
1362 ;0:17,70 ;5231 ;17 ;102;24;74;0,779 ;22,3 ;25,4 ;4 ;12,8 ;13 ;3,73 ;39,1 ;0 ;
1362 ;0:17,80 ;4994 ;17 ;102;25;74;0,776 ;21,1 ;24,2 ;5 ;12,7 ;14 ;3,75 ;37,6 ;0 ;
1362 ;0:17,90 ;5337 ;18 ;102;25;73;0,888 ;22,3 ;25,9 ;8 ;12,7 ;16 ;3,55 ;38,2 ;0 ;
1362 ;0:18,00 ;5088 ;17 ;102;25;71;0,953 ;21,0 ;24,7 ;10 ;12,5 ;17 ;3,74 ;38,2 ;0 ;
