SESSION; TIME;RPM;THROT;LAMB;L U SP;L D SP;SLIP%;

956 ;0:00.01 ;1548 ;0 ;0.916 ;0.0 ;0.0 ;-1 ;
956 ;0:00.02 ;1530 ;0 ;0.916 ;0.0 ;0.0 ;-1 ;
956 ;0:00.03 ;1530 ;0 ;0.914 ;0.0 ;0.0 ;-1 ;
956 ;0:00.04 ;1581 ;0 ;0.912 ;0.0 ;0.0 ;-1 ;
956 ;0:00.05 ;1581 ;0 ;0.909 ;0.0 ;0.0 ;-1 ;
956 ;0:00.06 ;1529 ;0 ;0.912 ;0.0 ;0.0 ;-1 ;
956 ;0:00.07 ;1529 ;0 ;0.908 ;0.0 ;0.0 ;-1 ;
956 ;0:00.08 ;1544 ;0 ;0.913 ;0.0 ;0.0 ;-1 ;
956 ;0:00.09 ;1544 ;0 ;0.911 ;0.0 ;0.0 ;-1 ;
956 ;0:00.10 ;1563 ;0 ;0.910 ;0.0 ;0.0 ;-1 ;
956 ;0:00.11 ;1563 ;0 ;0.911 ;0.0 ;0.0 ;-1 ;
956 ;0:00.12 ;1465 ;0 ;0.909 ;0.0 ;0.0 ;-1 ;
956 ;0:00.13 ;1465 ;0 ;0.910 ;0.0 ;0.0 ;-1 ;
956 ;0:00.14 ;1455 ;0 ;0.908 ;0.0 ;0.0 ;-1 ;
956 ;0:00.15 ;1455 ;0 ;0.910 ;0.0 ;0.0 ;-1 ;
956 ;0:00.16 ;1545 ;0 ;0.909 ;0.0 ;0.0 ;-1 ;
956 ;0:00.17 ;1545 ;0 ;0.909 ;0.0 ;0.0 ;-1 ;
956 ;0:00.18 ;1544 ;0 ;0.911 ;0.0 ;0.0 ;-1 ;
956 ;0:00.19 ;1544 ;0 ;0.908 ;0.0 ;0.0 ;-1 ;
956 ;0:00.20 ;1554 ;0 ;0.906 ;0.0 ;0.0 ;-1 ;
956 ;0:00.21 ;1554 ;0 ;0.901 ;0.0 ;0.0 ;-1 ;
956 ;0:00.22 ;1544 ;0 ;0.906 ;0.0 ;0.0 ;-1 ;
956 ;0:00.23 ;1544 ;0 ;0.899 ;0.0 ;0.0 ;-1 ;
956 ;0:00.24 ;1597 ;0 ;0.905 ;0.0 ;0.0 ;-1 ;
956 ;0:00.25 ;1597 ;0 ;0.898 ;0.0 ;0.0 ;-1 ;
956 ;0:00.26 ;1615 ;0 ;0.903 ;0.0 ;0.0 ;-1 ;
956 ;0:00.27 ;1615 ;0 ;0.896 ;0.0 ;0.0 ;-1 ;
956 ;0:00.28 ;1534 ;0 ;0.913 ;0.0 ;0.0 ;-1 ;
956 ;0:00.29 ;1534 ;0 ;0.910 ;0.0 ;0.0 ;-1 ;
956 ;0:00.30 ;1510 ;0 ;0.913 ;0.0 ;0.0 ;-1 ;
956 ;0:00.31 ;1510 ;0 ;0.910 ;0.0 ;0.0 ;-1 ;
956 ;0:00.32 ;1596 ;0 ;0.913 ;0.0 ;0.0 ;-1 ;
956 ;0:00.33 ;1596 ;0 ;0.909 ;0.0 ;0.0 ;-1 ;
956 ;0:00.34 ;1597 ;0 ;0.915 ;0.0 ;0.0 ;-1 ;
956 ;0:00.35 ;1592 ;0 ;0.912 ;0.0 ;0.0 ;-1 ;
956 ;0:00.36 ;1592 ;0 ;0.942 ;0.0 ;0.0 ;-1 ;
956 ;0:00.37 ;1605 ;0 ;0.940 ;0.0 ;0.0 ;-1 ;
956 ;0:00.38 ;1605 ;0 ;0.943 ;0.0 ;0.0 ;-1 ;
956 ;0:00.39 ;1660 ;0 ;0.940 ;0.0 ;0.0 ;-1 ;
956 ;0:00.40 ;1660 ;0 ;0.943 ;0.0 ;0.0 ;-1 ;
956 ;0:00.41 ;1641 ;0 ;0.940 ;0.0 ;0.0 ;-1 ;
956 ;0:00.42 ;1641 ;0 ;0.936 ;0.0 ;0.0 ;-1 ;
956 ;0:00.43 ;1594 ;0 ;0.942 ;0.0 ;0.0 ;-1 ;
956 ;0:00.44 ;1594 ;0 ;0.928 ;0.0 ;0.0 ;-1 ;
956 ;0:00.45 ;1600 ;0 ;0.931 ;0.0 ;0.0 ;-1 ;
956 ;0:00.46 ;1600 ;0 ;0.919 ;0.0 ;0.0 ;-1 ;
956 ;0:00.47 ;1675 ;0 ;0.931 ;0.0 ;0.0 ;-1 ;
956 ;0:00.48 ;1675 ;0 ;0.922 ;0.0 ;0.0 ;-1 ;
956 ;0:00.49 ;1673 ;0 ;0.931 ;0.0 ;0.0 ;-1 ;
956 ;0:00.50 ;1670 ;0 ;0.927 ;0.0 ;0.0 ;-1 ;
956 ;0:00.51 ;1670 ;0 ;0.928 ;0.0 ;0.0 ;-1 ;
956 ;0:00.52 ;1700 ;0 ;0.929 ;0.0 ;0.0 ;-1 ;
956 ;0:00.53 ;1700 ;0 ;0.915 ;0.0 ;0.0 ;-1 ;
956 ;0:00.54 ;1776 ;0 ;0.923 ;0.0 ;0.0 ;-1 ;
956 ;0:00.55 ;1776 ;0 ;0.913 ;0.0 ;0.0 ;-1 ;
956 ;0:00.56 ;1747 ;0 ;0.924 ;0.0 ;0.0 ;-1 ;
956 ;0:00.57 ;1684 ;0 ;0.920 ;0.0 ;0.0 ;-1 ;
956 ;0:00.58 ;1684 ;0 ;0.922 ;0.0 ;0.0 ;-1 ;
956 ;0:00.59 ;1694 ;0 ;0.921 ;0.0 ;0.0 ;-1 ;
956 ;0:00.60 ;1694 ;0 ;0.913 ;0.0 ;0.0 ;-1 ;
956 ;0:00.61 ;1746 ;0 ;0.924 ;0.0 ;0.0 ;-1 ;
956 ;0:00.62 ;1746 ;0 ;0.914 ;0.0 ;0.0 ;-1 ;
956 ;0:00.63 ;1774 ;0 ;0.925 ;0.0 ;0.0 ;-1 ;
956 ;0:00.64 ;1810 ;0 ;0.921 ;0.0 ;0.0 ;-1 ;
956 ;0:00.65 ;1810 ;0 ;0.923 ;0.0 ;0.0 ;-1 ;
956 ;0:00.66 ;1810 ;0 ;0.921 ;0.0 ;0.0 ;-1 ;
956 ;0:00.67 ;1810 ;0 ;0.916 ;0.0 ;0.0 ;-1 ;
956 ;0:00.68 ;1848 ;0 ;0.922 ;0.0 ;0.0 ;-1 ;
956 ;0:00.69 ;1778 ;0 ;0.940 ;0.0 ;0.0 ;-1 ;
956 ;0:00.70 ;1778 ;0 ;0.937 ;0.0 ;0.0 ;-1 ;
956 ;0:00.71 ;1673 ;0 ;0.939 ;0.0 ;0.0 ;-1 ;
956 ;0:00.72 ;1673 ;0 ;0.934 ;0.0 ;0.0 ;-1 ;
956 ;0:00.73 ;1705 ;0 ;0.938 ;0.0 ;0.0 ;-1 ;
956 ;0:00.74 ;1777 ;0 ;0.940 ;0.0 ;0.0 ;-1 ;
956 ;0:00.75 ;1777 ;0 ;0.937 ;0.0 ;0.0 ;-1 ;
956 ;0:00.76 ;1823 ;0 ;0.941 ;0.0 ;0.0 ;-1 ;
956 ;0:00.77 ;1823 ;0 ;0.931 ;0.0 ;0.0 ;-1 ;
956 ;0:00.78 ;1859 ;0 ;0.938 ;0.0 ;0.0 ;-1 ;
956 ;0:00.79 ;1859 ;0 ;0.935 ;0.0 ;0.0 ;-1 ;
956 ;0:00.80 ;1819 ;0 ;0.937 ;0.0 ;0.0 ;-1 ;
956 ;0:00.81 ;1849 ;0 ;0.940 ;0.0 ;0.0 ;-1 ;
956 ;0:00.82 ;1849 ;0 ;0.929 ;0.0 ;0.0 ;-1 ;
956 ;0:00.83 ;1760 ;0 ;0.940 ;0.0 ;0.0 ;-1 ;
956 ;0:00.84 ;1684 ;0 ;0.936 ;0.0 ;0.0 ;-1 ;
956 ;0:00.85 ;1684 ;0 ;0.970 ;0.0 ;0.0 ;-1 ;
956 ;0:00.86 ;1747 ;0 ;0.974 ;0.0 ;0.0 ;-1 ;
956 ;0:00.87 ;1747 ;0 ;0.966 ;0.0 ;0.0 ;-1 ;
956 ;0:00.88 ;1840 ;0 ;0.975 ;0.0 ;0.0 ;-1 ;
956 ;0:00.89 ;1840 ;0 ;0.965 ;0.0 ;0.0 ;-1 ;
956 ;0:00.90 ;1891 ;0 ;0.976 ;0.0 ;0.0 ;-1 ;
956 ;0:00.91 ;1861 ;0 ;0.971 ;0.0 ;0.0 ;-1 ;
956 ;0:00.92 ;1861 ;0 ;0.967 ;0.0 ;0.0 ;-1 ;
956 ;0:00.93 ;1764 ;0 ;0.975 ;0.0 ;0.0 ;-1 ;
956 ;0:00.94 ;1764 ;0 ;1.009 ;0.0 ;0.0 ;-1 ;
956 ;0:00.95 ;1764 ;0 ;1.010 ;0.0 ;0.0 ;-1 ;
956 ;0:00.96 ;1723 ;0 ;1.009 ;0.0 ;0.0 ;-1 ;
956 ;0:00.97 ;1723 ;0 ;1.003 ;0.0 ;0.0 ;-1 ;
956 ;0:00.98 ;1744 ;0 ;1.009 ;0.0 ;0.0 ;-1 ;
