SESSION; TIME;RPM;THROT;LAMB;TAR LB;INJ;INJ %;

398 ;0:00.01 ;3399 ;0 ;0.833 ;0.850 ;2.93 ;8 ;
398 ;0:00.02 ;3406 ;0 ;0.829 ;0.850 ;2.92 ;8 ;
398 ;0:00.03 ;3435 ;0 ;0.831 ;0.850 ;2.92 ;8 ;
398 ;0:00.04 ;3415 ;0 ;0.830 ;0.850 ;2.92 ;8 ;
398 ;0:00.05 ;3417 ;0 ;0.825 ;0.850 ;2.92 ;8 ;
398 ;0:00.06 ;3393 ;0 ;0.826 ;0.850 ;2.93 ;8 ;
398 ;0:00.07 ;3383 ;0 ;0.827 ;0.850 ;2.93 ;8 ;
398 ;0:00.08 ;3407 ;0 ;0.833 ;0.850 ;2.92 ;8 ;
398 ;0:00.09 ;3399 ;0 ;0.829 ;0.850 ;2.93 ;8 ;
398 ;0:00.10 ;3426 ;0 ;0.832 ;0.850 ;2.92 ;8 ;
398 ;0:00.11 ;3409 ;0 ;0.829 ;0.850 ;2.92 ;8 ;
398 ;0:00.12 ;3396 ;0 ;0.828 ;0.850 ;2.93 ;8 ;
398 ;0:00.13 ;3374 ;0 ;0.826 ;0.850 ;2.93 ;8 ;
398 ;0:00.14 ;3396 ;0 ;0.828 ;0.850 ;2.93 ;8 ;
398 ;0:00.15 ;3417 ;0 ;0.833 ;0.850 ;2.92 ;8 ;
398 ;0:00.16 ;3399 ;0 ;0.831 ;0.850 ;2.93 ;8 ;
398 ;0:00.17 ;3402 ;0 ;0.834 ;0.850 ;2.92 ;8 ;
398 ;0:00.18 ;3377 ;0 ;0.830 ;0.850 ;2.93 ;8 ;
398 ;0:00.19 ;3367 ;0 ;0.832 ;0.850 ;2.93 ;8 ;
398 ;0:00.20 ;3352 ;0 ;0.827 ;0.850 ;2.93 ;8 ;
398 ;0:00.21 ;3357 ;0 ;0.819 ;0.850 ;2.93 ;8 ;
398 ;0:00.22 ;3356 ;0 ;0.824 ;0.850 ;2.93 ;8 ;
398 ;0:00.23 ;3326 ;0 ;0.824 ;0.850 ;2.93 ;8 ;
398 ;0:00.24 ;3339 ;0 ;0.828 ;0.850 ;2.93 ;8 ;
398 ;0:00.25 ;3338 ;0 ;0.824 ;0.850 ;2.93 ;8 ;
398 ;0:00.26 ;3345 ;0 ;0.828 ;0.850 ;2.93 ;8 ;
398 ;0:00.27 ;3313 ;0 ;0.823 ;0.850 ;2.93 ;8 ;
398 ;0:00.28 ;3308 ;0 ;0.824 ;0.850 ;2.93 ;8 ;
398 ;0:00.29 ;3308 ;0 ;0.813 ;0.850 ;2.93 ;8 ;
398 ;0:00.30 ;3301 ;0 ;0.812 ;0.850 ;2.93 ;8 ;
398 ;0:00.31 ;3294 ;0 ;0.816 ;0.850 ;2.94 ;8 ;
398 ;0:00.32 ;3327 ;0 ;0.816 ;0.850 ;2.93 ;8 ;
398 ;0:00.33 ;3334 ;0 ;0.821 ;0.850 ;2.93 ;8 ;
