SESSION; TIME;RPM;THROT;L U SP;L D SP;TAR LB;TRAC %;SLIP%;
440 ;1:04.82 ;2215 ;7 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:04.83 ;2134 ;6 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:04.84 ;2165 ;6 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:04.85 ;2165 ;5 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:04.86 ;2157 ;4 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:04.87 ;2144 ;4 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:04.88 ;2085 ;4 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:04.89 ;2085 ;3 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:04.90 ;2103 ;3 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:04.91 ;2082 ;2 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:04.92 ;2082 ;2 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:04.93 ;2081 ;1 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:04.94 ;2038 ;1 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:04.95 ;2038 ;1 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:04.96 ;2064 ;1 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:04.97 ;2128 ;1 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:04.98 ;2109 ;1 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:04.99 ;2109 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.00 ;2056 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.01 ;2103 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.02 ;2103 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.03 ;2053 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.04 ;2079 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.05 ;2079 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.06 ;2020 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.07 ;2032 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.08 ;2032 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.09 ;2051 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.10 ;1946 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.11 ;1917 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.12 ;1917 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.13 ;1984 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.14 ;1984 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.15 ;2072 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.16 ;2077 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.17 ;2077 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.18 ;1987 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.19 ;2001 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.20 ;2001 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.21 ;1974 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.22 ;2015 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.23 ;2015 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.24 ;2019 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.25 ;2070 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.26 ;2065 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.27 ;2065 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.28 ;1950 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.29 ;1885 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.30 ;1885 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.31 ;1939 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.32 ;1939 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.33 ;2020 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.34 ;2041 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.35 ;2041 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.36 ;1930 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.37 ;1919 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.38 ;1919 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.39 ;1894 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.40 ;1927 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.41 ;1927 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.42 ;1974 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.43 ;2046 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.44 ;2046 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.45 ;2038 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.46 ;1961 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.47 ;1961 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.48 ;1894 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.49 ;1929 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.50 ;1929 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.51 ;2016 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.52 ;2042 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.53 ;2042 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.54 ;1913 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.55 ;1886 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.56 ;1886 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.57 ;1921 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.58 ;1921 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.59 ;1955 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.60 ;2011 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.61 ;2011 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.62 ;2093 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.63 ;2096 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.64 ;2096 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.65 ;2036 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.66 ;1938 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.67 ;1961 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.68 ;1961 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.69 ;2039 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.70 ;2039 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.71 ;2098 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.72 ;2041 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.73 ;2066 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.74 ;2066 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.75 ;2018 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.76 ;1957 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.77 ;1957 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.78 ;1969 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.79 ;2034 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.80 ;2034 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.81 ;2081 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.82 ;2067 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.83 ;2067 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.84 ;2007 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.85 ;2044 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.86 ;2044 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.87 ;2013 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.88 ;1987 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.89 ;1987 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.90 ;1978 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.91 ;2034 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.92 ;2034 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.93 ;2080 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.94 ;2016 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.95 ;2016 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.96 ;1944 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.97 ;1988 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.98 ;1988 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:05.99 ;2021 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:06.00 ;2077 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:06.01 ;2077 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:06.02 ;2007 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:06.03 ;2013 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:06.04 ;2013 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:06.05 ;2008 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:06.06 ;1957 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:06.07 ;1957 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:06.08 ;1968 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:06.09 ;2045 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:06.10 ;2045 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:06.11 ;2069 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:06.12 ;2069 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:06.13 ;2069 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:06.14 ;1984 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:06.15 ;1998 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:06.16 ;1998 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:06.17 ;2042 ;0 ;0.0 ;9.9 ;0.850 ;0 ;-1 ;
440 ;1:06.18 ;2062 ;0 ;0.0 ;10.0 ;0.850 ;0 ;-1 ;
440 ;1:06.19 ;2087 ;0 ;0.0 ;10.1 ;0.850 ;0 ;-1 ;
440 ;1:06.20 ;2087 ;0 ;0.0 ;10.1 ;0.850 ;0 ;-1 ;
440 ;1:06.21 ;2158 ;0 ;0.0 ;10.4 ;0.850 ;0 ;-1 ;
440 ;1:06.22 ;2178 ;0 ;0.0 ;10.5 ;0.850 ;0 ;-1 ;
440 ;1:06.23 ;2178 ;0 ;0.0 ;10.5 ;0.850 ;0 ;-1 ;
440 ;1:06.24 ;2178 ;0 ;0.0 ;10.5 ;0.850 ;0 ;-1 ;
440 ;1:06.25 ;2104 ;0 ;0.0 ;10.2 ;0.850 ;0 ;-1 ;
440 ;1:06.26 ;2104 ;0 ;0.0 ;10.3 ;0.850 ;0 ;-1 ;
440 ;1:06.27 ;2123 ;0 ;0.0 ;10.3 ;0.850 ;0 ;-1 ;
440 ;1:06.28 ;2190 ;0 ;0.0 ;10.6 ;0.850 ;0 ;-1 ;
440 ;1:06.29 ;2190 ;0 ;0.0 ;10.6 ;0.850 ;0 ;-1 ;
440 ;1:06.30 ;2190 ;0 ;0.0 ;10.6 ;0.850 ;0 ;-1 ;
440 ;1:06.31 ;2212 ;0 ;0.0 ;10.7 ;0.850 ;0 ;-1 ;
440 ;1:06.32 ;2284 ;0 ;0.0 ;11.1 ;0.850 ;0 ;-1 ;
440 ;1:06.33 ;2261 ;0 ;0.0 ;10.9 ;0.850 ;0 ;-1 ;
440 ;1:06.34 ;2261 ;0 ;0.0 ;10.9 ;0.850 ;0 ;-1 ;
440 ;1:06.35 ;2246 ;0 ;0.0 ;10.9 ;0.850 ;0 ;-1 ;
440 ;1:06.36 ;2187 ;0 ;0.0 ;10.6 ;0.850 ;0 ;-1 ;
440 ;1:06.37 ;2208 ;0 ;0.0 ;10.7 ;0.850 ;0 ;-1 ;
440 ;1:06.38 ;2208 ;0 ;0.0 ;10.7 ;0.850 ;0 ;-1 ;
440 ;1:06.39 ;2278 ;0 ;0.0 ;11.0 ;0.850 ;0 ;-1 ;
440 ;1:06.40 ;2272 ;0 ;0.0 ;11.0 ;0.850 ;0 ;-1 ;
440 ;1:06.41 ;2272 ;0 ;0.0 ;11.0 ;0.850 ;0 ;-1 ;
440 ;1:06.42 ;2265 ;0 ;0.0 ;11.0 ;0.850 ;0 ;-1 ;
440 ;1:06.43 ;2325 ;0 ;0.0 ;11.3 ;0.850 ;0 ;-1 ;
440 ;1:06.44 ;2289 ;0 ;0.0 ;11.1 ;0.850 ;0 ;-1 ;
440 ;1:06.45 ;2260 ;0 ;0.0 ;10.9 ;0.850 ;0 ;-1 ;
440 ;1:06.46 ;2260 ;0 ;0.0 ;10.9 ;0.850 ;0 ;-1 ;
440 ;1:06.47 ;2240 ;0 ;0.0 ;10.8 ;0.850 ;0 ;-1 ;
440 ;1:06.48 ;2285 ;0 ;0.0 ;11.1 ;0.850 ;0 ;-1 ;
440 ;1:06.49 ;2361 ;0 ;0.0 ;11.4 ;0.850 ;0 ;-1 ;
440 ;1:06.50 ;2361 ;0 ;0.0 ;11.4 ;0.850 ;0 ;-1 ;
440 ;1:06.51 ;2370 ;0 ;0.0 ;11.5 ;0.850 ;0 ;-1 ;
440 ;1:06.52 ;2336 ;0 ;0.0 ;11.3 ;0.850 ;0 ;-1 ;
440 ;1:06.53 ;2380 ;0 ;0.0 ;11.5 ;0.850 ;0 ;-1 ;
440 ;1:06.54 ;2380 ;0 ;0.0 ;11.5 ;0.850 ;0 ;-1 ;
440 ;1:06.55 ;2370 ;0 ;0.0 ;11.5 ;0.850 ;0 ;-1 ;
440 ;1:06.56 ;2370 ;0 ;0.0 ;11.5 ;0.850 ;0 ;-1 ;
440 ;1:06.57 ;2403 ;0 ;0.0 ;11.6 ;0.850 ;0 ;-1 ;
440 ;1:06.58 ;2466 ;0 ;0.0 ;11.9 ;0.850 ;0 ;-1 ;
440 ;1:06.59 ;2466 ;0 ;0.0 ;11.9 ;0.850 ;0 ;-1 ;
440 ;1:06.60 ;2517 ;0 ;0.0 ;12.2 ;0.850 ;0 ;-1 ;
440 ;1:06.61 ;2514 ;0 ;0.0 ;12.2 ;0.850 ;0 ;-1 ;
440 ;1:06.62 ;2452 ;0 ;0.0 ;11.9 ;0.850 ;0 ;-1 ;
440 ;1:06.63 ;2474 ;0 ;0.0 ;12.0 ;0.850 ;0 ;-1 ;
440 ;1:06.64 ;2465 ;0 ;0.0 ;11.9 ;0.850 ;0 ;-1 ;
440 ;1:06.65 ;2465 ;0 ;0.0 ;11.9 ;0.850 ;0 ;-1 ;
440 ;1:06.66 ;2468 ;0 ;0.0 ;11.9 ;0.850 ;0 ;-1 ;
440 ;1:06.67 ;2509 ;0 ;0.0 ;12.1 ;0.850 ;0 ;-1 ;
440 ;1:06.68 ;2574 ;0 ;0.0 ;12.5 ;0.850 ;0 ;-1 ;
440 ;1:06.69 ;2628 ;0 ;0.0 ;12.7 ;0.850 ;0 ;-1 ;
440 ;1:06.70 ;2597 ;0 ;0.0 ;12.6 ;0.850 ;0 ;-1 ;
440 ;1:06.71 ;2597 ;0 ;0.0 ;12.6 ;0.850 ;0 ;-1 ;
440 ;1:06.72 ;2542 ;0 ;0.0 ;12.3 ;0.850 ;0 ;-1 ;
440 ;1:06.73 ;2575 ;0 ;0.0 ;12.5 ;0.850 ;0 ;-1 ;
440 ;1:06.74 ;2565 ;0 ;0.0 ;12.4 ;0.850 ;0 ;-1 ;
440 ;1:06.75 ;2581 ;0 ;0.0 ;12.5 ;0.850 ;0 ;-1 ;
440 ;1:06.76 ;2622 ;0 ;0.0 ;12.7 ;0.850 ;0 ;-1 ;
440 ;1:06.77 ;2682 ;0 ;0.0 ;13.0 ;0.850 ;0 ;-1 ;
440 ;1:06.78 ;2682 ;0 ;0.0 ;13.2 ;0.850 ;0 ;-1 ;
440 ;1:06.79 ;2722 ;0 ;0.0 ;13.2 ;0.850 ;0 ;-1 ;
440 ;1:06.80 ;2697 ;0 ;0.0 ;13.1 ;0.850 ;0 ;-1 ;
440 ;1:06.81 ;2645 ;0 ;0.0 ;12.8 ;0.850 ;0 ;-1 ;
440 ;1:06.82 ;2678 ;0 ;0.0 ;13.0 ;0.850 ;0 ;-1 ;
440 ;1:06.83 ;2709 ;0 ;0.0 ;13.1 ;0.850 ;0 ;-1 ;
440 ;1:06.84 ;2730 ;0 ;0.0 ;13.2 ;0.850 ;0 ;-1 ;
440 ;1:06.85 ;2748 ;0 ;0.0 ;13.3 ;0.850 ;0 ;-1 ;
440 ;1:06.86 ;2801 ;0 ;0.0 ;13.6 ;0.850 ;0 ;-1 ;
440 ;1:06.87 ;2817 ;0 ;0.0 ;13.6 ;0.850 ;0 ;-1 ;
440 ;1:06.88 ;2816 ;0 ;0.0 ;13.6 ;0.850 ;0 ;-1 ;
440 ;1:06.89 ;2816 ;0 ;0.0 ;13.6 ;0.850 ;0 ;-1 ;
440 ;1:06.90 ;2817 ;0 ;0.0 ;13.6 ;0.850 ;0 ;-1 ;
440 ;1:06.91 ;2863 ;0 ;0.0 ;13.9 ;0.850 ;0 ;-1 ;
440 ;1:06.92 ;2899 ;0 ;0.0 ;14.0 ;0.850 ;0 ;-1 ;
440 ;1:06.93 ;2915 ;0 ;0.0 ;14.1 ;0.850 ;0 ;-1 ;
440 ;1:06.94 ;2911 ;0 ;0.0 ;14.1 ;0.850 ;0 ;-1 ;
440 ;1:06.95 ;2953 ;0 ;0.0 ;14.3 ;0.850 ;0 ;-1 ;
440 ;1:06.96 ;2964 ;0 ;0.0 ;14.4 ;0.850 ;0 ;-1 ;
440 ;1:06.97 ;2963 ;0 ;0.0 ;14.4 ;0.850 ;0 ;-1 ;
440 ;1:06.98 ;2959 ;0 ;0.0 ;14.3 ;0.850 ;0 ;-1 ;
440 ;1:06.99 ;2999 ;0 ;0.0 ;14.5 ;0.850 ;0 ;-1 ;
440 ;1:07.00 ;3021 ;0 ;0.0 ;14.6 ;0.850 ;0 ;-1 ;
440 ;1:07.01 ;3024 ;0 ;0.0 ;14.7 ;0.850 ;0 ;-1 ;
440 ;1:07.02 ;3031 ;0 ;0.0 ;14.7 ;0.850 ;0 ;-1 ;
440 ;1:07.03 ;3079 ;0 ;0.0 ;14.9 ;0.850 ;0 ;-1 ;
440 ;1:07.04 ;3087 ;0 ;0.0 ;15.0 ;0.850 ;0 ;-1 ;
440 ;1:07.05 ;3069 ;0 ;0.0 ;14.9 ;0.850 ;0 ;-1 ;
440 ;1:07.06 ;3057 ;0 ;0.0 ;14.8 ;0.850 ;0 ;-1 ;
440 ;1:07.07 ;3094 ;0 ;0.0 ;15.0 ;0.850 ;0 ;-1 ;
440 ;1:07.08 ;3119 ;0 ;0.0 ;15.1 ;0.850 ;0 ;-1 ;
440 ;1:07.09 ;3138 ;0 ;0.0 ;15.2 ;0.850 ;0 ;-1 ;
440 ;1:07.10 ;3137 ;0 ;0.0 ;15.2 ;0.850 ;0 ;-1 ;
440 ;1:07.11 ;3176 ;0 ;0.0 ;15.4 ;0.850 ;0 ;-1 ;
440 ;1:07.12 ;3181 ;0 ;0.0 ;15.3 ;0.850 ;0 ;-1 ;
440 ;1:07.13 ;3118 ;0 ;0.0 ;15.1 ;0.850 ;0 ;-1 ;
440 ;1:07.14 ;3135 ;0 ;0.0 ;15.2 ;0.850 ;0 ;-1 ;
440 ;1:07.15 ;3143 ;0 ;0.0 ;15.2 ;0.850 ;0 ;-1 ;
440 ;1:07.16 ;3172 ;0 ;0.0 ;15.4 ;0.850 ;0 ;-1 ;
440 ;1:07.17 ;3173 ;0 ;0.0 ;15.4 ;0.850 ;0 ;-1 ;
440 ;1:07.18 ;3204 ;0 ;0.0 ;15.5 ;0.850 ;0 ;-1 ;
440 ;1:07.19 ;3216 ;0 ;0.0 ;15.6 ;0.850 ;0 ;-1 ;
440 ;1:07.20 ;3204 ;0 ;0.0 ;15.5 ;0.850 ;0 ;-1 ;
440 ;1:07.21 ;3191 ;0 ;0.0 ;15.5 ;0.850 ;0 ;-1 ;
440 ;1:07.22 ;3224 ;0 ;0.0 ;15.6 ;0.850 ;0 ;-1 ;
440 ;1:07.23 ;3219 ;0 ;0.0 ;15.6 ;0.850 ;0 ;-1 ;
440 ;1:07.24 ;3223 ;0 ;0.0 ;15.6 ;0.850 ;0 ;-1 ;
440 ;1:07.25 ;3226 ;0 ;0.0 ;15.6 ;0.850 ;0 ;-1 ;
440 ;1:07.26 ;3262 ;0 ;0.0 ;15.8 ;0.850 ;0 ;-1 ;
440 ;1:07.27 ;3276 ;0 ;0.0 ;15.9 ;0.850 ;0 ;-1 ;
440 ;1:07.28 ;3252 ;0 ;0.0 ;15.7 ;0.850 ;0 ;-1 ;
440 ;1:07.29 ;3277 ;0 ;0.0 ;15.9 ;0.850 ;0 ;-1 ;
440 ;1:07.30 ;3289 ;0 ;0.0 ;15.9 ;0.850 ;0 ;-1 ;
440 ;1:07.31 ;3315 ;0 ;0.0 ;16.1 ;0.850 ;0 ;-1 ;
440 ;1:07.32 ;3331 ;0 ;0.0 ;16.1 ;0.850 ;0 ;-1 ;
440 ;1:07.33 ;3368 ;0 ;0.0 ;16.3 ;0.850 ;0 ;-1 ;
440 ;1:07.34 ;3387 ;0 ;0.0 ;16.4 ;0.850 ;0 ;-1 ;
440 ;1:07.35 ;3391 ;0 ;0.0 ;16.4 ;0.850 ;0 ;-1 ;
440 ;1:07.36 ;3387 ;0 ;0.0 ;16.4 ;0.850 ;0 ;-1 ;
440 ;1:07.37 ;3423 ;0 ;0.0 ;16.5 ;0.850 ;0 ;-1 ;
440 ;1:07.38 ;3417 ;0 ;0.0 ;16.6 ;0.850 ;0 ;-1 ;
440 ;1:07.39 ;3446 ;0 ;0.0 ;16.7 ;0.850 ;0 ;-1 ;
440 ;1:07.40 ;3494 ;0 ;0.0 ;16.9 ;0.850 ;0 ;-1 ;
440 ;1:07.41 ;3511 ;0 ;0.0 ;17.0 ;0.850 ;0 ;-1 ;
440 ;1:07.42 ;3520 ;0 ;0.0 ;17.1 ;0.850 ;0 ;-1 ;
440 ;1:07.43 ;3511 ;0 ;0.0 ;17.0 ;0.850 ;0 ;-1 ;
440 ;1:07.44 ;3541 ;0 ;0.0 ;17.2 ;0.850 ;0 ;-1 ;
440 ;1:07.45 ;3553 ;0 ;0.0 ;17.2 ;0.850 ;0 ;-1 ;
440 ;1:07.46 ;3576 ;0 ;0.0 ;17.3 ;0.850 ;0 ;-1 ;
440 ;1:07.47 ;3623 ;0 ;0.0 ;17.6 ;0.850 ;0 ;-1 ;
440 ;1:07.48 ;3644 ;0 ;0.0 ;17.7 ;0.850 ;0 ;-1 ;
440 ;1:07.49 ;3640 ;0 ;0.0 ;17.6 ;0.850 ;0 ;-1 ;
440 ;1:07.50 ;3679 ;0 ;0.0 ;17.8 ;0.850 ;0 ;-1 ;
440 ;1:07.51 ;3684 ;0 ;0.0 ;17.9 ;0.850 ;0 ;-1 ;
440 ;1:07.52 ;3702 ;0 ;0.0 ;17.9 ;0.850 ;0 ;-1 ;
440 ;1:07.53 ;3720 ;0 ;0.0 ;18.0 ;0.850 ;0 ;-1 ;
440 ;1:07.54 ;3773 ;0 ;0.0 ;18.3 ;0.850 ;0 ;-1 ;
440 ;1:07.55 ;3789 ;0 ;0.0 ;18.4 ;0.850 ;0 ;-1 ;
440 ;1:07.56 ;3793 ;0 ;0.0 ;18.4 ;0.850 ;0 ;-1 ;
440 ;1:07.57 ;3820 ;0 ;0.0 ;18.5 ;0.850 ;0 ;-1 ;
440 ;1:07.58 ;3838 ;0 ;0.0 ;18.6 ;0.850 ;0 ;-1 ;
440 ;1:07.59 ;3840 ;0 ;0.0 ;18.6 ;0.850 ;0 ;-1 ;
440 ;1:07.60 ;3872 ;0 ;0.0 ;18.8 ;0.850 ;0 ;-1 ;
440 ;1:07.61 ;3897 ;0 ;0.0 ;18.9 ;0.850 ;0 ;-1 ;
440 ;1:07.62 ;3889 ;0 ;0.0 ;18.9 ;0.850 ;0 ;-1 ;
440 ;1:07.63 ;3907 ;0 ;0.0 ;18.9 ;0.850 ;0 ;-1 ;
440 ;1:07.64 ;3935 ;0 ;0.0 ;19.1 ;0.850 ;0 ;-1 ;
440 ;1:07.65 ;3985 ;0 ;0.0 ;19.3 ;0.850 ;0 ;-1 ;
