SESSION; TIME;RPM;THROT;L U SP;L D SP;SLIP%;SHIF A;

155 ;0:00.01 ;3401 ;0 ;4.6 ;0.0 ;0 ;0 ;
155 ;0:00.02 ;3370 ;0 ;5.0 ;0.0 ;0 ;0 ;
155 ;0:00.03 ;3360 ;0 ;5.0 ;0.0 ;0 ;0 ;
155 ;0:00.04 ;3346 ;0 ;5.0 ;0.0 ;0 ;0 ;
155 ;0:00.05 ;3333 ;0 ;5.0 ;0.0 ;0 ;0 ;
155 ;0:00.06 ;3356 ;0 ;5.0 ;0.0 ;0 ;0 ;
155 ;0:00.07 ;3383 ;0 ;5.0 ;0.0 ;0 ;0 ;
155 ;0:00.08 ;3403 ;0 ;5.0 ;0.0 ;0 ;0 ;
155 ;0:00.09 ;3394 ;0 ;5.0 ;0.0 ;0 ;0 ;
155 ;0:00.10 ;3377 ;0 ;5.0 ;0.0 ;0 ;0 ;
155 ;0:00.11 ;3372 ;0 ;5.0 ;0.0 ;0 ;0 ;
155 ;0:00.12 ;3361 ;0 ;5.0 ;0.0 ;0 ;0 ;
155 ;0:00.13 ;3380 ;0 ;5.0 ;0.0 ;0 ;0 ;
155 ;0:00.14 ;3399 ;0 ;5.0 ;0.0 ;0 ;0 ;
155 ;0:00.15 ;3409 ;0 ;5.2 ;0.0 ;0 ;0 ;
155 ;0:00.16 ;3417 ;0 ;5.2 ;0.0 ;0 ;0 ;
155 ;0:00.17 ;3405 ;0 ;5.2 ;0.0 ;0 ;0 ;
155 ;0:00.18 ;3417 ;0 ;5.2 ;0.0 ;0 ;0 ;
155 ;0:00.19 ;3429 ;0 ;5.2 ;0.0 ;0 ;0 ;
155 ;0:00.20 ;3443 ;0 ;5.2 ;0.0 ;0 ;0 ;
155 ;0:00.21 ;3453 ;0 ;5.2 ;0.0 ;0 ;0 ;
155 ;0:00.22 ;3458 ;0 ;5.2 ;0.0 ;0 ;0 ;
155 ;0:00.23 ;3446 ;0 ;5.2 ;0.0 ;0 ;0 ;
155 ;0:00.24 ;3445 ;0 ;5.2 ;0.0 ;0 ;0 ;
