SESSION; TIME;RPM;THROT;LAMB;L U SP;L D SP;SLIP%;SHIF A;
151 ;0:00.46 ;2536 ;0 ;1.049 ;3.1 ;0.0 ;0 ;0 ;
151 ;0:00.47 ;2499 ;0 ;1.051 ;3.1 ;0.0 ;0 ;0 ;
151 ;0:00.48 ;2416 ;0 ;1.043 ;3.1 ;0.0 ;0 ;0 ;
151 ;0:00.49 ;2391 ;0 ;1.048 ;3.1 ;0.0 ;0 ;0 ;
151 ;0:00.50 ;2411 ;0 ;1.048 ;3.1 ;0.0 ;0 ;0 ;
151 ;0:00.51 ;2411 ;0 ;1.052 ;3.0 ;0.0 ;0 ;0 ;
151 ;0:00.52 ;2449 ;0 ;1.049 ;3.0 ;0.0 ;0 ;0 ;
151 ;0:00.53 ;2509 ;0 ;1.047 ;3.0 ;0.0 ;0 ;0 ;
151 ;0:00.54 ;2518 ;0 ;1.050 ;3.0 ;0.0 ;0 ;0 ;
151 ;0:00.55 ;2538 ;0 ;1.056 ;3.0 ;0.0 ;0 ;0 ;
151 ;0:00.56 ;2505 ;0 ;1.060 ;3.0 ;0.0 ;0 ;0 ;
151 ;0:00.57 ;2505 ;0 ;1.056 ;3.0 ;0.0 ;0 ;0 ;
151 ;0:00.58 ;2410 ;0 ;1.061 ;3.0 ;0.0 ;0 ;0 ;
151 ;0:00.59 ;2384 ;0 ;1.050 ;3.0 ;0.0 ;0 ;0 ;
151 ;0:00.60 ;2402 ;0 ;1.056 ;3.0 ;0.0 ;0 ;0 ;
151 ;0:00.61 ;2437 ;0 ;1.057 ;3.4 ;0.0 ;0 ;0 ;
151 ;0:00.62 ;2497 ;0 ;1.066 ;3.4 ;0.0 ;0 ;0 ;
151 ;0:00.63 ;2497 ;0 ;1.068 ;3.4 ;0.0 ;0 ;0 ;
151 ;0:00.64 ;2466 ;0 ;1.062 ;3.4 ;0.0 ;0 ;0 ;
151 ;0:00.65 ;2468 ;0 ;1.061 ;3.4 ;0.0 ;0 ;0 ;
151 ;0:00.66 ;2423 ;0 ;1.063 ;3.4 ;0.0 ;0 ;0 ;
151 ;0:00.67 ;2330 ;0 ;1.070 ;3.4 ;0.0 ;0 ;0 ;
151 ;0:00.68 ;2330 ;0 ;1.065 ;3.4 ;0.0 ;0 ;0 ;
151 ;0:00.69 ;2311 ;0 ;1.065 ;3.4 ;0.0 ;0 ;0 ;
151 ;0:00.70 ;2345 ;0 ;1.060 ;3.3 ;0.0 ;0 ;0 ;
151 ;0:00.71 ;2399 ;0 ;1.066 ;3.3 ;0.0 ;0 ;0 ;
151 ;0:00.72 ;2436 ;0 ;1.068 ;3.3 ;0.0 ;0 ;0 ;
151 ;0:00.73 ;2436 ;0 ;1.066 ;3.3 ;0.0 ;0 ;0 ;
151 ;0:00.74 ;2398 ;0 ;1.065 ;3.3 ;0.0 ;0 ;0 ;
151 ;0:00.75 ;2374 ;0 ;1.060 ;3.3 ;0.0 ;0 ;0 ;
151 ;0:00.76 ;2331 ;0 ;1.069 ;3.3 ;0.0 ;0 ;0 ;
151 ;0:00.77 ;2306 ;0 ;1.065 ;3.3 ;0.0 ;0 ;0 ;
151 ;0:00.78 ;2306 ;0 ;1.069 ;3.3 ;0.0 ;0 ;0 ;
151 ;0:00.79 ;2338 ;0 ;1.061 ;3.5 ;0.0 ;0 ;0 ;
151 ;0:00.80 ;2387 ;0 ;1.066 ;3.5 ;0.0 ;0 ;0 ;
151 ;0:00.81 ;2427 ;0 ;1.070 ;3.5 ;0.0 ;0 ;0 ;
151 ;0:00.82 ;2427 ;0 ;1.067 ;3.5 ;0.0 ;0 ;0 ;
151 ;0:00.83 ;2386 ;0 ;1.070 ;3.5 ;0.0 ;0 ;0 ;
151 ;0:00.84 ;2304 ;0 ;1.058 ;3.5 ;0.0 ;0 ;0 ;
151 ;0:00.85 ;2292 ;0 ;1.070 ;3.5 ;0.0 ;0 ;0 ;
151 ;0:00.86 ;2297 ;0 ;1.074 ;3.5 ;0.0 ;0 ;0 ;
151 ;0:00.87 ;2297 ;0 ;1.076 ;3.5 ;0.0 ;0 ;0 ;
151 ;0:00.88 ;2330 ;0 ;1.071 ;3.8 ;0.0 ;0 ;0 ;
151 ;0:00.89 ;2350 ;0 ;1.071 ;3.8 ;0.0 ;0 ;0 ;
151 ;0:00.90 ;2362 ;0 ;1.077 ;3.8 ;0.0 ;0 ;0 ;
151 ;0:00.91 ;2362 ;0 ;1.074 ;3.8 ;0.0 ;0 ;0 ;
151 ;0:00.92 ;2302 ;0 ;1.077 ;3.8 ;0.0 ;0 ;0 ;
151 ;0:00.93 ;2259 ;0 ;1.066 ;3.8 ;0.0 ;0 ;0 ;
151 ;0:00.94 ;2271 ;0 ;1.075 ;3.8 ;0.0 ;0 ;0 ;
151 ;0:00.95 ;2322 ;0 ;1.070 ;3.8 ;0.0 ;0 ;0 ;
151 ;0:00.96 ;2322 ;0 ;1.071 ;3.8 ;0.0 ;0 ;0 ;
151 ;0:00.97 ;2392 ;0 ;1.064 ;3.8 ;0.0 ;0 ;0 ;
151 ;0:00.98 ;2424 ;0 ;1.068 ;3.8 ;0.0 ;0 ;0 ;
151 ;0:00.99 ;2383 ;0 ;1.073 ;3.8 ;0.0 ;0 ;0 ;
151 ;0:01.00 ;2383 ;0 ;1.070 ;3.8 ;0.0 ;0 ;0 ;
151 ;0:01.01 ;2334 ;0 ;1.073 ;3.8 ;0.0 ;0 ;0 ;
151 ;0:01.02 ;2258 ;0 ;1.059 ;3.8 ;0.0 ;0 ;0 ;
151 ;0:01.03 ;2249 ;0 ;1.044 ;4.1 ;0.0 ;0 ;0 ;
151 ;0:01.04 ;2295 ;0 ;1.044 ;4.1 ;0.0 ;0 ;0 ;
151 ;0:01.05 ;2295 ;0 ;1.044 ;4.1 ;0.0 ;0 ;0 ;
151 ;0:01.06 ;2359 ;0 ;1.037 ;4.1 ;0.0 ;0 ;0 ;
151 ;0:01.07 ;2406 ;0 ;1.040 ;4.1 ;0.0 ;0 ;0 ;
151 ;0:01.08 ;2393 ;0 ;1.046 ;4.1 ;0.0 ;0 ;0 ;
151 ;0:01.09 ;2393 ;0 ;1.042 ;4.1 ;0.0 ;0 ;0 ;
151 ;0:01.10 ;2317 ;0 ;1.045 ;4.1 ;0.0 ;0 ;0 ;
151 ;0:01.11 ;2281 ;0 ;1.029 ;4.4 ;0.0 ;0 ;0 ;
151 ;0:01.12 ;2285 ;0 ;1.040 ;4.4 ;0.0 ;0 ;0 ;
151 ;0:01.13 ;2320 ;0 ;1.040 ;4.4 ;0.0 ;0 ;0 ;
151 ;0:01.14 ;2320 ;0 ;1.039 ;4.4 ;0.0 ;0 ;0 ;
151 ;0:01.15 ;2375 ;0 ;1.034 ;4.4 ;0.0 ;0 ;0 ;
151 ;0:01.16 ;2431 ;0 ;1.036 ;4.4 ;0.0 ;0 ;0 ;
151 ;0:01.17 ;2439 ;0 ;1.042 ;4.4 ;0.0 ;0 ;0 ;
151 ;0:01.18 ;2439 ;0 ;1.038 ;4.3 ;0.0 ;0 ;0 ;
151 ;0:01.19 ;2373 ;0 ;1.047 ;4.3 ;0.0 ;0 ;0 ;
151 ;0:01.20 ;2260 ;0 ;1.036 ;4.3 ;0.0 ;0 ;0 ;
151 ;0:01.21 ;2235 ;0 ;1.044 ;4.3 ;0.0 ;0 ;0 ;
151 ;0:01.22 ;2266 ;0 ;1.045 ;4.3 ;0.0 ;0 ;0 ;
151 ;0:01.23 ;2266 ;0 ;1.044 ;4.3 ;0.0 ;0 ;0 ;
151 ;0:01.24 ;2332 ;0 ;1.040 ;4.3 ;0.0 ;0 ;0 ;
151 ;0:01.25 ;2403 ;0 ;1.040 ;4.6 ;0.0 ;0 ;0 ;
151 ;0:01.26 ;2433 ;0 ;1.047 ;4.6 ;0.0 ;0 ;0 ;
151 ;0:01.27 ;2433 ;0 ;1.063 ;4.6 ;0.0 ;0 ;0 ;
151 ;0:01.28 ;2391 ;0 ;1.067 ;4.6 ;0.0 ;0 ;0 ;
151 ;0:01.29 ;2330 ;0 ;1.057 ;4.6 ;0.0 ;0 ;0 ;
151 ;0:01.30 ;2215 ;0 ;1.064 ;4.6 ;0.0 ;0 ;0 ;
151 ;0:01.31 ;2203 ;0 ;1.066 ;4.6 ;0.0 ;0 ;0 ;
151 ;0:01.32 ;2203 ;0 ;1.064 ;4.6 ;0.0 ;0 ;0 ;
151 ;0:01.33 ;2269 ;0 ;1.059 ;4.6 ;0.0 ;0 ;0 ;
151 ;0:01.34 ;2306 ;0 ;1.063 ;4.6 ;0.0 ;0 ;0 ;
151 ;0:01.35 ;2348 ;0 ;1.069 ;4.6 ;0.0 ;0 ;0 ;
151 ;0:01.36 ;2348 ;0 ;1.066 ;4.6 ;0.0 ;0 ;0 ;
151 ;0:01.37 ;2358 ;0 ;1.065 ;4.6 ;0.0 ;0 ;0 ;
151 ;0:01.38 ;2324 ;0 ;1.061 ;4.6 ;0.0 ;0 ;0 ;
151 ;0:01.39 ;2319 ;0 ;1.068 ;4.6 ;0.0 ;0 ;0 ;
151 ;0:01.40 ;2319 ;0 ;1.069 ;4.6 ;0.0 ;0 ;0 ;
151 ;0:01.41 ;2257 ;0 ;1.066 ;4.6 ;0.0 ;0 ;0 ;
151 ;0:01.42 ;2268 ;0 ;1.062 ;4.6 ;0.0 ;0 ;0 ;
151 ;0:01.43 ;2308 ;0 ;1.064 ;4.6 ;0.0 ;0 ;0 ;
151 ;0:01.44 ;2309 ;0 ;1.048 ;4.7 ;0.0 ;0 ;0 ;
151 ;0:01.45 ;2309 ;0 ;1.043 ;4.7 ;0.0 ;0 ;0 ;
151 ;0:01.46 ;2349 ;0 ;1.039 ;4.7 ;0.0 ;0 ;0 ;
151 ;0:01.47 ;2343 ;0 ;1.043 ;4.7 ;0.0 ;0 ;0 ;
151 ;0:01.48 ;2326 ;0 ;1.045 ;4.7 ;0.0 ;0 ;0 ;
151 ;0:01.49 ;2326 ;0 ;1.046 ;4.7 ;0.0 ;0 ;0 ;
151 ;0:01.50 ;2350 ;0 ;1.040 ;4.7 ;0.0 ;0 ;0 ;
151 ;0:01.51 ;2277 ;0 ;1.038 ;5.0 ;0.0 ;0 ;0 ;
151 ;0:01.52 ;2254 ;0 ;1.046 ;5.0 ;0.0 ;0 ;0 ;
151 ;0:01.53 ;2254 ;0 ;1.050 ;5.0 ;0.0 ;0 ;0 ;
151 ;0:01.54 ;2286 ;0 ;1.044 ;5.0 ;0.0 ;0 ;0 ;
151 ;0:01.55 ;2252 ;0 ;1.040 ;5.0 ;0.0 ;0 ;0 ;
151 ;0:01.56 ;2271 ;0 ;1.047 ;5.0 ;0.0 ;0 ;0 ;
151 ;0:01.57 ;2313 ;0 ;1.047 ;4.9 ;0.0 ;0 ;0 ;
151 ;0:01.58 ;2313 ;0 ;1.049 ;4.9 ;0.0 ;0 ;0 ;
151 ;0:01.59 ;2285 ;0 ;1.038 ;4.9 ;0.0 ;0 ;0 ;
151 ;0:01.60 ;2299 ;0 ;1.055 ;4.9 ;0.0 ;0 ;0 ;
151 ;0:01.61 ;2241 ;0 ;1.051 ;4.9 ;0.0 ;0 ;0 ;
151 ;0:01.62 ;2241 ;0 ;1.055 ;4.9 ;0.0 ;0 ;0 ;
151 ;0:01.63 ;2212 ;0 ;1.044 ;5.0 ;0.0 ;0 ;0 ;
151 ;0:01.64 ;2261 ;0 ;1.052 ;5.0 ;0.0 ;0 ;0 ;
151 ;0:01.65 ;2212 ;0 ;1.053 ;5.0 ;0.0 ;0 ;0 ;
151 ;0:01.66 ;2212 ;0 ;1.052 ;5.0 ;0.0 ;0 ;0 ;
151 ;0:01.67 ;2213 ;0 ;1.046 ;5.0 ;0.0 ;0 ;0 ;
151 ;0:01.68 ;2263 ;0 ;1.052 ;5.0 ;0.0 ;0 ;0 ;
151 ;0:01.69 ;2281 ;0 ;1.056 ;5.2 ;0.0 ;0 ;0 ;
151 ;0:01.70 ;2281 ;0 ;1.052 ;5.2 ;0.0 ;0 ;0 ;
151 ;0:01.71 ;2340 ;0 ;1.048 ;5.2 ;0.0 ;0 ;0 ;
151 ;0:01.72 ;2317 ;0 ;1.051 ;5.2 ;0.0 ;0 ;0 ;
151 ;0:01.73 ;2352 ;0 ;1.054 ;5.2 ;0.0 ;0 ;0 ;
151 ;0:01.74 ;2352 ;0 ;1.055 ;5.3 ;0.0 ;0 ;0 ;
151 ;0:01.75 ;2354 ;0 ;1.049 ;5.3 ;0.0 ;0 ;0 ;
151 ;0:01.76 ;2275 ;0 ;1.053 ;5.3 ;0.0 ;0 ;0 ;
151 ;0:01.77 ;2256 ;0 ;1.055 ;5.3 ;0.0 ;0 ;0 ;
151 ;0:01.78 ;2256 ;0 ;1.060 ;5.3 ;0.0 ;0 ;0 ;
151 ;0:01.79 ;2244 ;0 ;1.053 ;5.3 ;0.0 ;0 ;0 ;
151 ;0:01.80 ;2260 ;0 ;1.050 ;5.1 ;0.0 ;0 ;0 ;
151 ;0:01.81 ;2307 ;0 ;1.056 ;5.1 ;0.0 ;0 ;0 ;
151 ;0:01.82 ;2307 ;0 ;1.057 ;5.1 ;0.0 ;0 ;0 ;
151 ;0:01.83 ;2310 ;0 ;1.057 ;5.1 ;0.0 ;0 ;0 ;
151 ;0:01.84 ;2336 ;0 ;1.047 ;5.1 ;0.0 ;0 ;0 ;
151 ;0:01.85 ;2298 ;0 ;1.053 ;5.1 ;0.0 ;0 ;0 ;
151 ;0:01.86 ;2210 ;0 ;1.050 ;5.3 ;0.0 ;0 ;0 ;
151 ;0:01.87 ;2210 ;0 ;1.055 ;5.3 ;0.0 ;0 ;0 ;
151 ;0:01.88 ;2200 ;0 ;1.042 ;5.3 ;0.0 ;0 ;0 ;
151 ;0:01.89 ;2244 ;0 ;1.052 ;5.3 ;0.0 ;0 ;0 ;
151 ;0:01.90 ;2283 ;0 ;1.052 ;5.3 ;0.0 ;0 ;0 ;
151 ;0:01.91 ;2283 ;0 ;1.051 ;5.3 ;0.0 ;0 ;0 ;
151 ;0:01.92 ;2339 ;0 ;1.046 ;5.3 ;0.0 ;0 ;0 ;
151 ;0:01.93 ;2312 ;0 ;1.047 ;5.3 ;0.0 ;0 ;0 ;
151 ;0:01.94 ;2311 ;0 ;1.052 ;5.3 ;0.0 ;0 ;0 ;
151 ;0:01.95 ;2311 ;0 ;1.048 ;5.3 ;0.0 ;0 ;0 ;
151 ;0:01.96 ;2247 ;0 ;1.048 ;5.3 ;0.0 ;0 ;0 ;
151 ;0:01.97 ;2191 ;0 ;1.046 ;5.6 ;0.0 ;0 ;0 ;
151 ;0:01.98 ;2233 ;0 ;1.050 ;5.6 ;0.0 ;0 ;0 ;
151 ;0:01.99 ;2233 ;0 ;1.050 ;5.6 ;0.0 ;0 ;0 ;
151 ;0:02.00 ;2273 ;0 ;1.043 ;5.6 ;0.0 ;0 ;0 ;
151 ;0:02.01 ;2324 ;0 ;1.042 ;5.6 ;0.0 ;0 ;0 ;
151 ;0:02.02 ;2362 ;0 ;1.042 ;5.5 ;0.0 ;0 ;0 ;
151 ;0:02.03 ;2362 ;0 ;1.045 ;5.5 ;0.0 ;0 ;0 ;
151 ;0:02.04 ;2296 ;0 ;1.038 ;5.5 ;0.0 ;0 ;0 ;
151 ;0:02.05 ;2286 ;0 ;1.039 ;5.5 ;0.0 ;0 ;0 ;
151 ;0:02.06 ;2251 ;0 ;1.041 ;5.5 ;0.0 ;0 ;0 ;
151 ;0:02.07 ;2251 ;0 ;1.043 ;5.8 ;0.0 ;0 ;0 ;
151 ;0:02.08 ;2237 ;0 ;1.042 ;5.8 ;0.0 ;0 ;0 ;
151 ;0:02.09 ;2278 ;0 ;1.042 ;5.8 ;0.0 ;0 ;0 ;
151 ;0:02.10 ;2303 ;0 ;1.053 ;5.8 ;0.0 ;0 ;0 ;
151 ;0:02.11 ;2303 ;0 ;1.049 ;5.8 ;0.0 ;0 ;0 ;
151 ;0:02.12 ;2341 ;0 ;1.053 ;5.8 ;0.0 ;0 ;0 ;
151 ;0:02.13 ;2370 ;0 ;1.042 ;5.7 ;0.0 ;0 ;0 ;
151 ;0:02.14 ;2308 ;0 ;1.050 ;5.7 ;0.0 ;0 ;0 ;
151 ;0:02.15 ;2316 ;0 ;1.050 ;5.7 ;0.0 ;0 ;0 ;
151 ;0:02.16 ;2316 ;0 ;1.051 ;5.7 ;0.0 ;0 ;0 ;
151 ;0:02.17 ;2273 ;0 ;1.064 ;5.7 ;0.0 ;0 ;0 ;
151 ;0:02.18 ;2260 ;0 ;1.064 ;5.6 ;0.0 ;0 ;0 ;
151 ;0:02.19 ;2311 ;0 ;1.070 ;5.6 ;0.0 ;0 ;0 ;
151 ;0:02.20 ;2311 ;0 ;1.066 ;5.6 ;0.0 ;0 ;0 ;
151 ;0:02.21 ;2317 ;0 ;1.068 ;5.6 ;0.0 ;0 ;0 ;
151 ;0:02.22 ;2355 ;0 ;1.057 ;5.6 ;0.0 ;0 ;0 ;
151 ;0:02.23 ;2340 ;0 ;1.069 ;5.8 ;0.0 ;0 ;0 ;
151 ;0:02.24 ;2250 ;0 ;1.067 ;5.8 ;0.0 ;0 ;0 ;
151 ;0:02.25 ;2250 ;0 ;1.065 ;5.8 ;0.0 ;0 ;0 ;
151 ;0:02.26 ;2264 ;0 ;1.045 ;5.8 ;0.0 ;0 ;0 ;
151 ;0:02.27 ;2253 ;0 ;1.048 ;5.8 ;0.0 ;0 ;0 ;
151 ;0:02.28 ;2258 ;0 ;1.053 ;6.0 ;0.0 ;0 ;0 ;
151 ;0:02.29 ;2258 ;0 ;1.049 ;6.0 ;0.0 ;0 ;0 ;
151 ;0:02.30 ;2313 ;0 ;1.046 ;6.0 ;0.0 ;0 ;0 ;
151 ;0:02.31 ;2324 ;0 ;1.047 ;6.0 ;0.0 ;0 ;0 ;
151 ;0:02.32 ;2318 ;0 ;1.052 ;6.0 ;0.0 ;0 ;0 ;
151 ;0:02.33 ;2318 ;0 ;1.051 ;5.8 ;0.0 ;0 ;0 ;
151 ;0:02.34 ;2280 ;0 ;1.037 ;5.8 ;0.0 ;0 ;0 ;
151 ;0:02.35 ;2243 ;0 ;1.038 ;5.8 ;0.0 ;0 ;0 ;
151 ;0:02.36 ;2279 ;0 ;1.040 ;5.8 ;0.0 ;0 ;0 ;
151 ;0:02.37 ;2279 ;0 ;1.044 ;5.8 ;0.0 ;0 ;0 ;
151 ;0:02.38 ;2312 ;0 ;1.037 ;6.0 ;0.0 ;0 ;0 ;
151 ;0:02.39 ;2361 ;0 ;1.038 ;6.0 ;0.0 ;0 ;0 ;
151 ;0:02.40 ;2370 ;0 ;1.039 ;6.0 ;0.0 ;0 ;0 ;
151 ;0:02.41 ;2347 ;0 ;1.042 ;6.0 ;0.0 ;0 ;0 ;
151 ;0:02.42 ;2347 ;0 ;1.044 ;6.0 ;0.0 ;0 ;0 ;
151 ;0:02.43 ;2311 ;0 ;1.036 ;5.9 ;0.0 ;0 ;0 ;
151 ;0:02.44 ;2246 ;0 ;1.044 ;5.9 ;0.0 ;0 ;0 ;
151 ;0:02.45 ;2225 ;0 ;1.042 ;5.9 ;0.0 ;0 ;0 ;
151 ;0:02.46 ;2225 ;0 ;1.046 ;5.9 ;0.0 ;0 ;0 ;
151 ;0:02.47 ;2252 ;0 ;1.036 ;5.9 ;0.0 ;0 ;0 ;
151 ;0:02.48 ;2320 ;0 ;1.043 ;5.9 ;0.0 ;0 ;0 ;
151 ;0:02.49 ;2379 ;0 ;1.042 ;5.9 ;0.0 ;0 ;0 ;
151 ;0:02.50 ;2379 ;0 ;1.035 ;5.9 ;0.0 ;0 ;0 ;
151 ;0:02.51 ;2334 ;0 ;1.033 ;5.9 ;0.0 ;0 ;0 ;
151 ;0:02.52 ;2315 ;0 ;1.026 ;5.9 ;0.0 ;0 ;0 ;
151 ;0:02.53 ;2266 ;0 ;1.036 ;6.1 ;0.0 ;0 ;0 ;
151 ;0:02.54 ;2212 ;0 ;1.033 ;6.1 ;0.0 ;0 ;0 ;
151 ;0:02.55 ;2212 ;0 ;1.037 ;6.1 ;0.0 ;0 ;0 ;
151 ;0:02.56 ;2232 ;0 ;1.024 ;6.1 ;0.0 ;0 ;0 ;
151 ;0:02.57 ;2300 ;0 ;1.036 ;6.1 ;0.0 ;0 ;0 ;
151 ;0:02.58 ;2300 ;0 ;1.035 ;6.3 ;0.0 ;0 ;0 ;
151 ;0:02.59 ;2351 ;0 ;1.035 ;6.3 ;0.0 ;0 ;0 ;
151 ;0:02.60 ;2341 ;0 ;1.030 ;6.3 ;0.0 ;0 ;0 ;
151 ;0:02.61 ;2280 ;0 ;1.032 ;6.3 ;0.0 ;0 ;0 ;
151 ;0:02.62 ;2228 ;0 ;1.038 ;6.1 ;0.0 ;0 ;0 ;
151 ;0:02.63 ;2228 ;0 ;1.034 ;6.1 ;0.0 ;0 ;0 ;
151 ;0:02.64 ;2215 ;0 ;1.032 ;6.1 ;0.0 ;0 ;0 ;
151 ;0:02.65 ;2256 ;0 ;1.032 ;6.1 ;0.0 ;0 ;0 ;
151 ;0:02.66 ;2308 ;0 ;1.038 ;6.1 ;0.0 ;0 ;0 ;
151 ;0:02.67 ;2308 ;0 ;1.040 ;6.3 ;0.0 ;0 ;0 ;
151 ;0:02.68 ;2369 ;0 ;1.034 ;6.3 ;0.0 ;0 ;0 ;
151 ;0:02.69 ;2348 ;0 ;1.035 ;6.3 ;0.0 ;0 ;0 ;
151 ;0:02.70 ;2235 ;0 ;1.039 ;6.3 ;0.0 ;0 ;0 ;
151 ;0:02.71 ;2235 ;0 ;1.042 ;6.3 ;0.0 ;0 ;0 ;
151 ;0:02.72 ;2151 ;0 ;1.035 ;6.4 ;0.0 ;0 ;0 ;
151 ;0:02.73 ;2189 ;0 ;1.040 ;6.4 ;0.0 ;0 ;0 ;
151 ;0:02.74 ;2243 ;0 ;1.038 ;6.4 ;0.0 ;0 ;0 ;
151 ;0:02.75 ;2243 ;0 ;1.041 ;6.4 ;0.0 ;0 ;0 ;
151 ;0:02.76 ;2307 ;0 ;1.034 ;6.4 ;0.0 ;0 ;0 ;
151 ;0:02.77 ;2336 ;0 ;1.034 ;6.2 ;0.0 ;0 ;0 ;
151 ;0:02.78 ;2301 ;0 ;1.041 ;6.2 ;0.0 ;0 ;0 ;
151 ;0:02.79 ;2301 ;0 ;1.038 ;6.2 ;0.0 ;0 ;0 ;
151 ;0:02.80 ;2241 ;0 ;1.040 ;6.2 ;0.0 ;0 ;0 ;
151 ;0:02.81 ;2179 ;0 ;1.032 ;6.4 ;0.0 ;0 ;0 ;
151 ;0:02.82 ;2160 ;0 ;1.042 ;6.4 ;0.0 ;0 ;0 ;
151 ;0:02.83 ;2160 ;0 ;1.032 ;6.4 ;0.0 ;0 ;0 ;
151 ;0:02.84 ;2207 ;0 ;1.028 ;6.4 ;0.0 ;0 ;0 ;
151 ;0:02.85 ;2269 ;0 ;1.031 ;6.4 ;0.0 ;0 ;0 ;
151 ;0:02.86 ;2286 ;0 ;1.033 ;6.4 ;0.0 ;0 ;0 ;
151 ;0:02.87 ;2286 ;0 ;1.035 ;6.4 ;0.0 ;0 ;0 ;
151 ;0:02.88 ;2238 ;0 ;1.027 ;6.4 ;0.0 ;0 ;0 ;
151 ;0:02.89 ;2217 ;0 ;1.034 ;6.4 ;0.0 ;0 ;0 ;
