SESSION; TIME;RPM;THROT;L U SP;L D SP;SLIP%;SHIF A;

163 ;0:00.01 ;2262 ;0 ;5.5 ;0.0 ;0 ;0 ;
163 ;0:00.02 ;2271 ;0 ;5.5 ;0.0 ;0 ;0 ;
163 ;0:00.03 ;2296 ;0 ;5.5 ;0.0 ;0 ;0 ;
163 ;0:00.04 ;2296 ;0 ;5.7 ;0.0 ;0 ;0 ;
163 ;0:00.05 ;2260 ;0 ;5.7 ;0.0 ;0 ;0 ;
163 ;0:00.06 ;2262 ;0 ;5.7 ;0.0 ;0 ;0 ;
163 ;0:00.07 ;2257 ;0 ;5.7 ;0.0 ;0 ;0 ;
163 ;0:00.08 ;2257 ;0 ;5.7 ;0.0 ;0 ;0 ;
163 ;0:00.09 ;2242 ;0 ;5.9 ;0.0 ;0 ;0 ;
163 ;0:00.10 ;2273 ;0 ;5.9 ;0.0 ;0 ;0 ;
163 ;0:00.11 ;2227 ;0 ;5.9 ;0.0 ;0 ;0 ;
163 ;0:00.12 ;2227 ;0 ;5.9 ;0.0 ;0 ;0 ;
163 ;0:00.13 ;2247 ;0 ;5.9 ;0.0 ;0 ;0 ;
163 ;0:00.14 ;2286 ;0 ;6.2 ;0.0 ;0 ;0 ;
163 ;0:00.15 ;2249 ;0 ;6.2 ;0.0 ;0 ;0 ;
163 ;0:00.16 ;2249 ;0 ;6.2 ;0.0 ;0 ;0 ;
163 ;0:00.17 ;2248 ;0 ;6.2 ;0.0 ;0 ;0 ;
163 ;0:00.18 ;2313 ;0 ;6.2 ;0.0 ;0 ;0 ;
163 ;0:00.19 ;2298 ;0 ;6.6 ;0.0 ;0 ;0 ;
163 ;0:00.20 ;2298 ;0 ;6.6 ;0.0 ;0 ;0 ;
163 ;0:00.21 ;2307 ;0 ;6.6 ;0.0 ;0 ;0 ;
163 ;0:00.22 ;2294 ;0 ;6.6 ;0.0 ;0 ;0 ;
163 ;0:00.23 ;2239 ;0 ;6.6 ;0.0 ;0 ;0 ;
163 ;0:00.24 ;2241 ;0 ;6.7 ;0.0 ;0 ;0 ;
163 ;0:00.25 ;2241 ;0 ;6.7 ;0.0 ;0 ;0 ;
163 ;0:00.26 ;2249 ;0 ;6.7 ;0.0 ;0 ;0 ;
163 ;0:00.27 ;2251 ;0 ;6.7 ;0.0 ;0 ;0 ;
163 ;0:00.28 ;2291 ;0 ;6.9 ;0.0 ;0 ;0 ;
163 ;0:00.29 ;2291 ;0 ;6.9 ;0.0 ;0 ;0 ;
163 ;0:00.30 ;2261 ;0 ;6.9 ;0.0 ;0 ;0 ;
163 ;0:00.31 ;2251 ;0 ;6.9 ;0.0 ;0 ;0 ;
163 ;0:00.32 ;2235 ;0 ;6.9 ;0.0 ;0 ;0 ;
163 ;0:00.33 ;2235 ;0 ;7.4 ;0.0 ;0 ;0 ;
163 ;0:00.34 ;2275 ;0 ;7.4 ;0.0 ;0 ;0 ;
163 ;0:00.35 ;2319 ;0 ;7.4 ;0.0 ;0 ;0 ;
163 ;0:00.36 ;2261 ;0 ;7.4 ;0.0 ;0 ;0 ;
163 ;0:00.37 ;2261 ;0 ;7.0 ;0.0 ;0 ;0 ;
163 ;0:00.38 ;2254 ;0 ;7.0 ;0.0 ;0 ;0 ;
163 ;0:00.39 ;2287 ;0 ;7.0 ;0.0 ;0 ;0 ;
163 ;0:00.40 ;2253 ;0 ;7.0 ;0.0 ;0 ;0 ;
163 ;0:00.41 ;2253 ;0 ;7.5 ;0.0 ;0 ;0 ;
163 ;0:00.42 ;2279 ;0 ;7.5 ;0.0 ;0 ;0 ;
163 ;0:00.43 ;2287 ;0 ;7.5 ;0.0 ;0 ;0 ;
163 ;0:00.44 ;2298 ;0 ;7.5 ;0.0 ;0 ;0 ;
163 ;0:00.45 ;2298 ;0 ;7.5 ;0.0 ;0 ;0 ;
163 ;0:00.46 ;2319 ;0 ;7.5 ;0.0 ;0 ;0 ;
163 ;0:00.47 ;2284 ;0 ;7.5 ;0.0 ;0 ;0 ;
163 ;0:00.48 ;2269 ;0 ;7.5 ;0.0 ;0 ;0 ;
163 ;0:00.49 ;2269 ;0 ;7.1 ;0.0 ;0 ;0 ;
163 ;0:00.50 ;2292 ;0 ;7.1 ;0.0 ;0 ;0 ;
163 ;0:00.51 ;2259 ;0 ;7.1 ;0.0 ;0 ;0 ;
163 ;0:00.52 ;2253 ;0 ;7.1 ;0.0 ;0 ;0 ;
163 ;0:00.53 ;2253 ;0 ;7.7 ;0.0 ;0 ;0 ;
163 ;0:00.54 ;2260 ;0 ;7.7 ;0.0 ;0 ;0 ;
163 ;0:00.55 ;2291 ;0 ;7.7 ;0.0 ;0 ;0 ;
163 ;0:00.56 ;2332 ;0 ;7.7 ;0.0 ;0 ;0 ;
163 ;0:00.57 ;2296 ;0 ;7.4 ;0.0 ;0 ;0 ;
163 ;0:00.58 ;2296 ;0 ;7.4 ;0.0 ;0 ;0 ;
163 ;0:00.59 ;2270 ;0 ;7.4 ;0.0 ;0 ;0 ;
163 ;0:00.60 ;2299 ;0 ;7.4 ;0.0 ;0 ;0 ;
163 ;0:00.61 ;2308 ;0 ;7.6 ;0.0 ;0 ;0 ;
163 ;0:00.62 ;2308 ;0 ;7.6 ;0.0 ;0 ;0 ;
163 ;0:00.63 ;2358 ;0 ;7.6 ;0.0 ;0 ;0 ;
163 ;0:00.64 ;2355 ;0 ;7.6 ;0.0 ;0 ;0 ;
163 ;0:00.65 ;2396 ;0 ;7.7 ;0.0 ;0 ;0 ;
163 ;0:00.66 ;2396 ;0 ;7.7 ;0.0 ;0 ;0 ;
163 ;0:00.67 ;2372 ;0 ;7.7 ;0.0 ;0 ;0 ;
163 ;0:00.68 ;2296 ;0 ;7.5 ;0.0 ;0 ;0 ;
163 ;0:00.69 ;2278 ;0 ;7.5 ;0.0 ;0 ;0 ;
163 ;0:00.70 ;2279 ;0 ;7.5 ;0.0 ;0 ;0 ;
163 ;0:00.71 ;2279 ;0 ;7.5 ;0.0 ;0 ;0 ;
163 ;0:00.72 ;2303 ;0 ;7.7 ;0.0 ;0 ;0 ;
163 ;0:00.73 ;2349 ;0 ;7.7 ;0.0 ;0 ;0 ;
163 ;0:00.74 ;2408 ;0 ;7.7 ;0.0 ;0 ;0 ;
163 ;0:00.75 ;2408 ;0 ;7.7 ;0.0 ;0 ;0 ;
163 ;0:00.76 ;2463 ;0 ;8.1 ;0.0 ;0 ;0 ;
163 ;0:00.77 ;2467 ;0 ;8.1 ;0.0 ;0 ;0 ;
163 ;0:00.78 ;2409 ;0 ;8.1 ;0.0 ;0 ;0 ;
163 ;0:00.79 ;2338 ;0 ;8.1 ;0.0 ;0 ;0 ;
163 ;0:00.80 ;2338 ;0 ;7.3 ;0.0 ;0 ;0 ;
163 ;0:00.81 ;2350 ;0 ;7.3 ;0.0 ;0 ;0 ;
163 ;0:00.82 ;2386 ;0 ;7.3 ;0.0 ;0 ;0 ;
163 ;0:00.83 ;2437 ;0 ;8.1 ;0.0 ;0 ;0 ;
163 ;0:00.84 ;2490 ;0 ;8.1 ;0.0 ;0 ;0 ;
163 ;0:00.85 ;2490 ;0 ;8.1 ;0.0 ;0 ;0 ;
163 ;0:00.86 ;2529 ;0 ;8.1 ;0.0 ;0 ;0 ;
163 ;0:00.87 ;2520 ;0 ;7.5 ;0.0 ;0 ;0 ;
163 ;0:00.88 ;2461 ;0 ;7.5 ;0.0 ;0 ;0 ;
163 ;0:00.89 ;2413 ;0 ;7.5 ;0.0 ;0 ;0 ;
163 ;0:00.90 ;2433 ;0 ;7.5 ;0.0 ;0 ;0 ;
163 ;0:00.91 ;2433 ;0 ;7.8 ;0.0 ;0 ;0 ;
163 ;0:00.92 ;2468 ;0 ;7.8 ;0.0 ;0 ;0 ;
