SESSION; TIME;RPM;THROT;MAP;LAMB;L U SP;

918 ;0:00.01 ;2526 ;0 ;86;0.977 ;1.8 ;
918 ;0:00.02 ;2473 ;0 ;86;0.982 ;1.8 ;
918 ;0:00.03 ;2469 ;0 ;86;0.974 ;1.8 ;
918 ;0:00.04 ;2465 ;0 ;86;0.983 ;1.8 ;
918 ;0:00.05 ;2502 ;0 ;86;0.989 ;1.8 ;
918 ;0:00.06 ;2495 ;0 ;86;0.990 ;1.8 ;
918 ;0:00.07 ;2495 ;0 ;86;0.991 ;2.0 ;
918 ;0:00.08 ;2474 ;0 ;86;0.988 ;2.0 ;
918 ;0:00.09 ;2445 ;0 ;86;0.986 ;2.0 ;
918 ;0:00.10 ;2476 ;0 ;86;0.983 ;2.0 ;
918 ;0:00.11 ;2451 ;0 ;86;0.992 ;2.0 ;
918 ;0:00.12 ;2446 ;0 ;86;0.991 ;2.0 ;
918 ;0:00.13 ;2446 ;0 ;86;0.994 ;2.0 ;
918 ;0:00.14 ;2421 ;0 ;85;0.990 ;2.0 ;
918 ;0:00.15 ;2454 ;0 ;86;0.985 ;2.0 ;
918 ;0:00.16 ;2459 ;0 ;86;0.993 ;2.0 ;
918 ;0:00.17 ;2467 ;0 ;86;0.990 ;2.0 ;
918 ;0:00.18 ;2467 ;0 ;86;0.996 ;2.0 ;
918 ;0:00.19 ;2461 ;0 ;85;0.990 ;2.0 ;
918 ;0:00.20 ;2508 ;0 ;86;0.990 ;2.0 ;
918 ;0:00.21 ;2468 ;0 ;86;0.989 ;2.0 ;
918 ;0:00.22 ;2452 ;0 ;86;0.997 ;2.0 ;
918 ;0:00.23 ;2451 ;0 ;86;0.998 ;2.2 ;
918 ;0:00.24 ;2451 ;0 ;85;0.997 ;2.2 ;
918 ;0:00.25 ;2496 ;0 ;86;0.997 ;2.2 ;
918 ;0:00.26 ;2471 ;0 ;86;0.987 ;2.2 ;
918 ;0:00.27 ;2460 ;0 ;86;0.997 ;2.2 ;
918 ;0:00.28 ;2448 ;0 ;86;0.994 ;2.2 ;
918 ;0:00.29 ;2448 ;0 ;86;1.000 ;2.2 ;
918 ;0:00.30 ;2488 ;0 ;86;0.998 ;2.2 ;
918 ;0:00.31 ;2462 ;0 ;86;0.996 ;2.2 ;
918 ;0:00.32 ;2457 ;0 ;86;0.992 ;2.2 ;
918 ;0:00.33 ;2436 ;0 ;86;0.997 ;2.2 ;
918 ;0:00.34 ;2475 ;0 ;86;1.000 ;2.2 ;
918 ;0:00.35 ;2475 ;0 ;86;0.997 ;2.2 ;
918 ;0:00.36 ;2463 ;0 ;86;1.000 ;2.2 ;
918 ;0:00.37 ;2470 ;0 ;86;0.986 ;2.4 ;
918 ;0:00.38 ;2458 ;0 ;86;0.993 ;2.4 ;
918 ;0:00.39 ;2491 ;0 ;86;0.995 ;2.4 ;
918 ;0:00.40 ;2460 ;0 ;86;0.996 ;2.4 ;
918 ;0:00.41 ;2460 ;0 ;86;0.997 ;2.4 ;
918 ;0:00.42 ;2445 ;0 ;86;0.993 ;2.4 ;
918 ;0:00.43 ;2432 ;0 ;86;0.990 ;2.4 ;
918 ;0:00.44 ;2473 ;0 ;86;0.993 ;2.4 ;
918 ;0:00.45 ;2478 ;0 ;86;0.990 ;2.4 ;
918 ;0:00.46 ;2478 ;0 ;86;0.986 ;2.4 ;
918 ;0:00.47 ;2492 ;0 ;86;0.988 ;2.4 ;
918 ;0:00.48 ;2477 ;0 ;85;0.982 ;2.4 ;
918 ;0:00.49 ;2515 ;0 ;86;0.981 ;2.4 ;
918 ;0:00.50 ;2470 ;0 ;86;0.988 ;2.5 ;
918 ;0:00.51 ;2435 ;0 ;86;0.987 ;2.5 ;
918 ;0:00.52 ;2435 ;0 ;86;0.990 ;2.5 ;
918 ;0:00.53 ;2429 ;0 ;85;0.994 ;2.5 ;
918 ;0:00.54 ;2473 ;0 ;86;0.990 ;2.5 ;
918 ;0:00.55 ;2482 ;0 ;86;0.992 ;2.5 ;
918 ;0:00.56 ;2500 ;0 ;86;0.996 ;2.5 ;
918 ;0:00.57 ;2479 ;0 ;86;0.997 ;2.5 ;
918 ;0:00.58 ;2479 ;0 ;85;0.995 ;2.5 ;
918 ;0:00.59 ;2507 ;0 ;86;0.994 ;2.5 ;
918 ;0:00.60 ;2464 ;0 ;86;0.987 ;2.5 ;
918 ;0:00.61 ;2452 ;0 ;86;0.994 ;2.5 ;
918 ;0:00.62 ;2452 ;0 ;86;0.991 ;2.6 ;
918 ;0:00.63 ;2452 ;0 ;86;0.994 ;2.6 ;
918 ;0:00.64 ;2498 ;0 ;85;0.992 ;2.6 ;
918 ;0:00.65 ;2513 ;0 ;85;0.988 ;2.6 ;
918 ;0:00.66 ;2513 ;0 ;86;0.986 ;2.6 ;
918 ;0:00.67 ;2462 ;0 ;86;0.990 ;2.6 ;
918 ;0:00.68 ;2485 ;0 ;86;0.995 ;2.6 ;
918 ;0:00.69 ;2485 ;0 ;86;0.992 ;2.6 ;
918 ;0:00.70 ;2468 ;0 ;85;1.007 ;2.6 ;
918 ;0:00.71 ;2468 ;0 ;85;0.998 ;2.6 ;
918 ;0:00.72 ;2471 ;0 ;86;1.000 ;2.6 ;
918 ;0:00.73 ;2517 ;0 ;86;1.003 ;2.6 ;
918 ;0:00.74 ;2506 ;0 ;86;1.003 ;2.7 ;
918 ;0:00.75 ;2506 ;0 ;85;1.006 ;2.7 ;
918 ;0:00.76 ;2513 ;0 ;85;1.002 ;2.7 ;
918 ;0:00.77 ;2480 ;0 ;85;1.001 ;2.7 ;
918 ;0:00.78 ;2507 ;0 ;86;1.004 ;2.7 ;
918 ;0:00.79 ;2490 ;0 ;86;1.015 ;2.7 ;
918 ;0:00.80 ;2492 ;0 ;86;1.010 ;2.7 ;
918 ;0:00.81 ;2492 ;0 ;85;1.014 ;2.7 ;
918 ;0:00.82 ;2484 ;0 ;85;1.012 ;2.7 ;
918 ;0:00.83 ;2512 ;0 ;85;1.006 ;2.7 ;
918 ;0:00.84 ;2493 ;0 ;86;1.008 ;2.7 ;
