SESSION; TIME;RPM;THROT;ANA1;L U SP;L D SP;SHIF A;
316 ;0:27.88 ;5070 ;0 ;0 ;37.5 ;0.0 ;0 ;
316 ;0:27.89 ;5070 ;0 ;0 ;35.5 ;0.0 ;0 ;
316 ;0:27.90 ;5055 ;0 ;0 ;34.0 ;0.0 ;0 ;
316 ;0:27.91 ;5062 ;0 ;0 ;35.5 ;0.0 ;0 ;
316 ;0:27.92 ;5043 ;0 ;0 ;35.5 ;0.0 ;0 ;
316 ;0:27.93 ;5025 ;0 ;0 ;35.8 ;0.0 ;0 ;
316 ;0:27.94 ;5009 ;0 ;0 ;36.3 ;0.0 ;0 ;
316 ;0:27.95 ;4993 ;0 ;0 ;34.5 ;0.0 ;0 ;
316 ;0:27.96 ;4997 ;0 ;0 ;35.0 ;0.0 ;0 ;
316 ;0:27.97 ;5017 ;0 ;0 ;35.6 ;0.0 ;0 ;
316 ;0:27.98 ;5040 ;0 ;0 ;35.3 ;0.0 ;0 ;
316 ;0:27.99 ;5075 ;0 ;0 ;37.7 ;0.0 ;0 ;
316 ;0:28.00 ;5078 ;0 ;0 ;36.3 ;0.0 ;0 ;
316 ;0:28.01 ;5110 ;0 ;0 ;37.7 ;0.0 ;0 ;
316 ;0:28.02 ;5132 ;0 ;0 ;36.1 ;0.0 ;0 ;
316 ;0:28.03 ;5161 ;0 ;0 ;37.6 ;0.0 ;0 ;
316 ;0:28.04 ;5188 ;0 ;0 ;36.1 ;0.0 ;0 ;
316 ;0:28.05 ;5217 ;0 ;0 ;38.7 ;0.0 ;0 ;
316 ;0:28.06 ;5250 ;0 ;0 ;36.1 ;0.0 ;0 ;
316 ;0:28.07 ;5289 ;0 ;0 ;38.9 ;0.0 ;0 ;
316 ;0:28.08 ;5290 ;0 ;0 ;36.9 ;0.0 ;0 ;
316 ;0:28.09 ;5335 ;0 ;0 ;38.4 ;0.0 ;0 ;
316 ;0:28.10 ;5383 ;0 ;0 ;40.1 ;0.0 ;0 ;
316 ;0:28.11 ;5437 ;0 ;0 ;39.1 ;0.0 ;0 ;
316 ;0:28.12 ;5482 ;0 ;0 ;37.2 ;0.0 ;0 ;
316 ;0:28.13 ;5550 ;0 ;0 ;38.7 ;0.0 ;0 ;
316 ;0:28.14 ;5620 ;0 ;0 ;38.1 ;0.0 ;0 ;
316 ;0:28.15 ;5681 ;0 ;0 ;40.1 ;0.0 ;0 ;
316 ;0:28.16 ;5733 ;0 ;0 ;38.9 ;0.0 ;0 ;
316 ;0:28.17 ;5774 ;0 ;0 ;41.6 ;0.0 ;0 ;
316 ;0:28.18 ;5797 ;0 ;0 ;40.2 ;0.0 ;0 ;
316 ;0:28.19 ;5803 ;0 ;0 ;39.1 ;0.0 ;0 ;
316 ;0:28.20 ;5792 ;0 ;0 ;38.0 ;0.0 ;0 ;
316 ;0:28.21 ;5772 ;0 ;0 ;39.2 ;0.0 ;0 ;
316 ;0:28.22 ;5742 ;0 ;0 ;40.4 ;0.0 ;0 ;
316 ;0:28.23 ;5716 ;0 ;0 ;40.9 ;0.0 ;0 ;
316 ;0:28.24 ;5690 ;0 ;0 ;41.1 ;0.0 ;0 ;
316 ;0:28.25 ;5680 ;0 ;0 ;40.8 ;0.0 ;0 ;
316 ;0:28.26 ;5683 ;0 ;0 ;41.1 ;0.0 ;0 ;
316 ;0:28.27 ;5702 ;0 ;0 ;39.3 ;0.0 ;0 ;
316 ;0:28.28 ;5730 ;0 ;0 ;39.9 ;0.0 ;0 ;
316 ;0:28.29 ;5769 ;0 ;0 ;42.0 ;0.0 ;0 ;
316 ;0:28.30 ;5812 ;0 ;0 ;40.5 ;0.0 ;0 ;
316 ;0:28.31 ;5857 ;0 ;0 ;41.4 ;0.0 ;0 ;
316 ;0:28.32 ;5901 ;0 ;0 ;40.8 ;0.0 ;0 ;
316 ;0:28.33 ;5933 ;0 ;0 ;41.1 ;0.0 ;0 ;
316 ;0:28.34 ;5948 ;0 ;0 ;39.5 ;0.0 ;0 ;
316 ;0:28.35 ;5944 ;0 ;0 ;42.4 ;0.0 ;0 ;
316 ;0:28.36 ;5956 ;0 ;0 ;40.3 ;0.0 ;0 ;
316 ;0:28.37 ;5941 ;0 ;0 ;42.5 ;0.0 ;0 ;
316 ;0:28.38 ;5931 ;0 ;0 ;41.1 ;0.0 ;0 ;
316 ;0:28.39 ;5920 ;0 ;0 ;43.7 ;0.0 ;0 ;
316 ;0:28.40 ;5922 ;0 ;0 ;39.3 ;0.0 ;0 ;
316 ;0:28.41 ;5929 ;0 ;0 ;40.4 ;0.0 ;0 ;
316 ;0:28.42 ;5950 ;0 ;0 ;41.4 ;0.0 ;0 ;
316 ;0:28.43 ;5977 ;0 ;0 ;40.5 ;0.0 ;0 ;
316 ;0:28.44 ;6011 ;0 ;0 ;43.1 ;0.0 ;0 ;
316 ;0:28.45 ;6038 ;0 ;0 ;42.1 ;0.0 ;0 ;
316 ;0:28.46 ;6067 ;0 ;0 ;41.3 ;0.0 ;0 ;
316 ;0:28.47 ;6085 ;0 ;0 ;42.0 ;0.0 ;0 ;
316 ;0:28.48 ;6097 ;0 ;0 ;41.1 ;0.0 ;0 ;
316 ;0:28.49 ;6095 ;0 ;0 ;43.4 ;0.0 ;0 ;
316 ;0:28.50 ;6091 ;0 ;0 ;41.9 ;0.0 ;0 ;
316 ;0:28.51 ;6081 ;0 ;0 ;43.6 ;0.0 ;0 ;
316 ;0:28.52 ;6052 ;0 ;0 ;41.5 ;0.0 ;0 ;
316 ;0:28.53 ;6064 ;0 ;0 ;43.9 ;0.0 ;0 ;
316 ;0:28.54 ;6052 ;0 ;0 ;41.7 ;0.0 ;0 ;
316 ;0:28.55 ;6077 ;0 ;0 ;41.5 ;0.0 ;0 ;
316 ;0:28.56 ;6111 ;0 ;0 ;42.7 ;0.0 ;0 ;
316 ;0:28.57 ;6151 ;0 ;0 ;42.8 ;0.0 ;0 ;
316 ;0:28.58 ;6190 ;0 ;0 ;43.1 ;0.0 ;0 ;
316 ;0:28.59 ;6218 ;0 ;0 ;44.9 ;0.0 ;0 ;
316 ;0:28.60 ;6233 ;0 ;0 ;43.4 ;0.0 ;0 ;
316 ;0:28.61 ;6247 ;0 ;0 ;43.4 ;0.0 ;0 ;
316 ;0:28.62 ;6254 ;0 ;0 ;43.9 ;0.0 ;0 ;
316 ;0:28.63 ;6262 ;0 ;0 ;44.4 ;0.0 ;0 ;
316 ;0:28.64 ;6260 ;0 ;0 ;44.2 ;0.0 ;0 ;
316 ;0:28.65 ;6260 ;0 ;0 ;43.8 ;0.0 ;0 ;
316 ;0:28.66 ;6252 ;0 ;0 ;44.9 ;0.0 ;0 ;
316 ;0:28.67 ;6243 ;0 ;0 ;44.9 ;0.0 ;0 ;
316 ;0:28.68 ;6225 ;0 ;0 ;43.6 ;0.0 ;0 ;
316 ;0:28.69 ;6200 ;0 ;0 ;43.4 ;0.0 ;0 ;
316 ;0:28.70 ;6173 ;0 ;0 ;42.8 ;0.0 ;0 ;
316 ;0:28.71 ;6151 ;0 ;0 ;45.5 ;0.0 ;0 ;
316 ;0:28.72 ;6115 ;0 ;0 ;45.4 ;0.0 ;0 ;
316 ;0:28.73 ;6077 ;0 ;0 ;45.2 ;0.0 ;0 ;
316 ;0:28.74 ;6062 ;0 ;0 ;45.6 ;0.0 ;0 ;
316 ;0:28.75 ;6027 ;0 ;0 ;43.3 ;0.0 ;0 ;
316 ;0:28.76 ;5950 ;0 ;0 ;45.2 ;0.0 ;0 ;
316 ;0:28.77 ;5948 ;0 ;0 ;45.1 ;0.0 ;0 ;
316 ;0:28.78 ;5918 ;0 ;0 ;46.8 ;0.0 ;0 ;
316 ;0:28.79 ;5837 ;0 ;0 ;45.0 ;0.0 ;0 ;
316 ;0:28.80 ;5812 ;0 ;0 ;46.7 ;0.0 ;0 ;
316 ;0:28.81 ;5804 ;0 ;0 ;45.7 ;0.0 ;0 ;
316 ;0:28.82 ;5806 ;0 ;0 ;44.6 ;0.0 ;0 ;
316 ;0:28.83 ;5866 ;0 ;0 ;44.4 ;0.0 ;0 ;
316 ;0:28.84 ;5883 ;0 ;0 ;47.4 ;0.0 ;0 ;
316 ;0:28.85 ;5965 ;0 ;0 ;45.7 ;0.0 ;0 ;
316 ;0:28.86 ;6046 ;0 ;0 ;45.9 ;0.0 ;0 ;
316 ;0:28.87 ;6127 ;0 ;0 ;46.2 ;0.0 ;0 ;
316 ;0:28.88 ;6202 ;0 ;0 ;44.7 ;0.0 ;0 ;
316 ;0:28.89 ;6313 ;0 ;0 ;47.5 ;0.0 ;0 ;
316 ;0:28.90 ;6338 ;0 ;0 ;47.2 ;0.0 ;0 ;
316 ;0:28.91 ;6412 ;0 ;0 ;46.6 ;0.0 ;0 ;
316 ;0:28.92 ;6487 ;0 ;0 ;45.7 ;0.0 ;0 ;
