SESSION; TIME;RPM;THROT;MAP;LAMB;L U SP;
922 ;0:03.26 ;2390 ;0 ;86;0.979 ;13.2 ;
922 ;0:03.27 ;2381 ;0 ;86;0.974 ;13.2 ;
922 ;0:03.28 ;2421 ;0 ;86;0.972 ;13.8 ;
922 ;0:03.29 ;2394 ;0 ;87;0.975 ;13.8 ;
922 ;0:03.30 ;2370 ;0 ;86;0.980 ;13.8 ;
922 ;0:03.31 ;2370 ;0 ;86;0.977 ;13.2 ;
922 ;0:03.32 ;2331 ;0 ;86;0.974 ;13.2 ;
922 ;0:03.33 ;2355 ;0 ;86;0.972 ;13.3 ;
922 ;0:03.34 ;2360 ;0 ;87;0.984 ;13.3 ;
922 ;0:03.35 ;2358 ;0 ;86;0.993 ;13.9 ;
922 ;0:03.36 ;2358 ;0 ;86;0.989 ;13.9 ;
922 ;0:03.37 ;2347 ;0 ;86;0.986 ;13.7 ;
922 ;0:03.38 ;2358 ;0 ;86;0.986 ;13.7 ;
922 ;0:03.39 ;2351 ;0 ;87;0.992 ;14.0 ;
922 ;0:03.40 ;2351 ;0 ;86;0.990 ;14.0 ;
922 ;0:03.41 ;2351 ;0 ;86;0.990 ;13.9 ;
922 ;0:03.42 ;2348 ;0 ;86;0.983 ;13.9 ;
922 ;0:03.43 ;2383 ;0 ;86;0.982 ;13.8 ;
922 ;0:03.44 ;2364 ;0 ;87;0.986 ;13.8 ;
922 ;0:03.45 ;2364 ;0 ;86;0.982 ;13.8 ;
922 ;0:03.46 ;2341 ;0 ;86;0.982 ;14.0 ;
922 ;0:03.47 ;2320 ;0 ;86;0.976 ;14.0 ;
922 ;0:03.48 ;2348 ;0 ;87;0.984 ;14.0 ;
922 ;0:03.49 ;2348 ;0 ;86;0.983 ;14.0 ;
922 ;0:03.50 ;2359 ;0 ;86;0.983 ;14.0 ;
922 ;0:03.51 ;2378 ;0 ;86;0.982 ;14.0 ;
922 ;0:03.52 ;2338 ;0 ;86;0.984 ;14.0 ;
922 ;0:03.53 ;2357 ;0 ;86;0.990 ;14.0 ;
922 ;0:03.54 ;2357 ;0 ;86;0.987 ;14.0 ;
922 ;0:03.55 ;2328 ;0 ;86;0.990 ;14.0 ;
922 ;0:03.56 ;2319 ;0 ;86;0.979 ;14.6 ;
922 ;0:03.57 ;2332 ;0 ;86;0.989 ;14.6 ;
922 ;0:03.58 ;2378 ;0 ;86;0.990 ;14.5 ;
922 ;0:03.59 ;2378 ;0 ;86;0.988 ;14.5 ;
922 ;0:03.60 ;2364 ;0 ;86;0.984 ;14.6 ;
922 ;0:03.61 ;2338 ;0 ;86;0.984 ;14.6 ;
922 ;0:03.62 ;2299 ;0 ;86;0.991 ;14.1 ;
922 ;0:03.63 ;2299 ;0 ;86;0.987 ;14.1 ;
922 ;0:03.64 ;2321 ;0 ;86;0.988 ;14.8 ;
922 ;0:03.65 ;2342 ;0 ;86;0.979 ;14.8 ;
922 ;0:03.66 ;2338 ;0 ;86;0.988 ;14.6 ;
922 ;0:03.67 ;2327 ;0 ;86;0.983 ;14.6 ;
922 ;0:03.68 ;2327 ;0 ;86;0.983 ;14.0 ;
922 ;0:03.69 ;2373 ;0 ;86;0.978 ;14.0 ;
922 ;0:03.70 ;2378 ;0 ;86;0.978 ;14.9 ;
922 ;0:03.71 ;2385 ;0 ;86;0.985 ;14.9 ;
922 ;0:03.72 ;2385 ;0 ;86;0.981 ;14.3 ;
922 ;0:03.73 ;2344 ;0 ;86;0.985 ;14.3 ;
922 ;0:03.74 ;2367 ;0 ;86;0.974 ;14.4 ;
922 ;0:03.75 ;2366 ;0 ;86;0.985 ;14.4 ;
922 ;0:03.76 ;2370 ;0 ;86;0.988 ;14.4 ;
922 ;0:03.77 ;2370 ;0 ;86;0.986 ;14.4 ;
922 ;0:03.78 ;2374 ;0 ;85;0.986 ;14.9 ;
922 ;0:03.79 ;2421 ;0 ;86;0.976 ;14.9 ;
922 ;0:03.80 ;2420 ;0 ;86;0.987 ;14.6 ;
922 ;0:03.81 ;2416 ;0 ;86;0.985 ;14.6 ;
922 ;0:03.82 ;2416 ;0 ;86;0.989 ;15.1 ;
922 ;0:03.83 ;2377 ;0 ;85;0.988 ;15.1 ;
922 ;0:03.84 ;2405 ;0 ;86;0.990 ;14.9 ;
922 ;0:03.85 ;2416 ;0 ;86;0.998 ;14.9 ;
922 ;0:03.86 ;2399 ;0 ;86;0.997 ;14.6 ;
922 ;0:03.87 ;2399 ;0 ;86;1.000 ;14.6 ;
