SESSION; TIME;RPM;THROT;WATER;AIR;MAP;LAMB;L U SP;L D SP;TAR LB;LAMB %;TRAC %;SLIP%;INJ;ADV;SHIF A;INJ %;L/100K;
118 ;1:08.10 ;8393 ;15 ;82;13;56;0.880 ;43.4 ;0.0 ;0.900 ;0.0 ;0 ;0 ;4.34 ;58.4 ;0 ;30 ;37.9;
118 ;1:08.20 ;8438 ;25 ;82;13;61;0.738 ;44.3 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.54 ;52.8 ;0 ;39 ;41.1;
118 ;1:08.30 ;8979 ;31 ;82;13;63;0.730 ;46.4 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.71 ;46.3 ;0 ;43 ;42.1;
118 ;1:08.40 ;8924 ;33 ;82;13;66;0.698 ;47.1 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.86 ;45.9 ;0 ;44 ;45.0;
118 ;1:08.50 ;8877 ;35 ;82;13;67;0.748 ;43.2 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.97 ;46.3 ;0 ;45 ;47.0;
118 ;1:08.60 ;8924 ;37 ;82;13;68;0.736 ;46.0 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.08 ;46.1 ;0 ;45 ;45.3;
118 ;1:08.70 ;8585 ;37 ;82;13;68;0.769 ;44.3 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.11 ;49.4 ;0 ;44 ;46.0;
118 ;1:08.80 ;8873 ;37 ;82;13;66;0.770 ;43.4 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.08 ;46.3 ;0 ;45 ;45.4;
118 ;1:08.90 ;8476 ;35 ;82;13;66;0.764 ;41.5 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.03 ;51.1 ;0 ;43 ;44.2;
118 ;1:09.00 ;8180 ;32 ;82;13;65;0.781 ;41.7 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.97 ;55.1 ;0 ;41 ;45.4;
118 ;1:09.10 ;8561 ;32 ;82;13;63;0.788 ;39.9 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.88 ;50.7 ;0 ;42 ;47.0;
118 ;1:09.20 ;8865 ;31 ;82;13;62;0.877 ;41.9 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.74 ;47.6 ;0 ;42 ;46.0;
118 ;1:09.30 ;8468 ;31 ;82;13;63;0.938 ;42.3 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.85 ;51.9 ;0 ;42 ;42.2;
118 ;1:09.40 ;8465 ;30 ;82;13;63;1.024 ;40.9 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.79 ;52.1 ;0 ;41 ;42.4;
118 ;1:09.50 ;8468 ;29 ;82;13;62;0.951 ;44.3 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.74 ;52.1 ;0 ;41 ;41.9;
118 ;1:09.60 ;8852 ;28 ;82;13;62;0.965 ;43.8 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.56 ;49.0 ;0 ;41 ;42.8;
118 ;1:09.70 ;8608 ;28 ;82;13;62;0.872 ;45.7 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.64 ;51.1 ;0 ;41 ;39.5;
118 ;1:09.80 ;8696 ;28 ;82;13;61;0.779 ;47.9 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.61 ;50.3 ;0 ;41 ;42.1;
118 ;1:09.90 ;9044 ;28 ;82;13;63;0.719 ;49.1 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.51 ;47.6 ;0 ;42 ;40.6;
118 ;1:10.00 ;9268 ;35 ;82;13;69;0.701 ;47.6 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.07 ;44.8 ;0 ;47 ;45.9;
118 ;1:10.10 ;9079 ;41 ;82;13;73;0.700 ;45.6 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.34 ;44.0 ;0 ;48 ;46.3;
118 ;1:10.20 ;8786 ;44 ;82;13;77;0.689 ;43.8 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.37 ;46.5 ;0 ;47 ;50.9;
118 ;1:10.30 ;8359 ;52 ;82;13;82;0.681 ;39.8 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.45 ;48.4 ;0 ;45 ;51.2;
118 ;1:10.40 ;7931 ;52 ;82;13;85;0.678 ;37.0 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.33 ;49.2 ;0 ;42 ;49.4;
118 ;1:10.50 ;7396 ;50 ;82;13;87;0.677 ;36.6 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.14 ;45.2 ;0 ;38 ;48.5;
118 ;1:10.60 ;7048 ;48 ;82;13;88;0.698 ;35.3 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.98 ;43.0 ;0 ;35 ;47.0;
118 ;1:10.70 ;6931 ;47 ;82;13;87;0.716 ;32.7 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.03 ;42.0 ;0 ;35 ;47.0;
118 ;1:10.80 ;6521 ;44 ;82;13;86;0.710 ;32.0 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.21 ;39.3 ;0 ;33 ;46.8;
118 ;1:10.90 ;6025 ;40 ;82;13;85;0.698 ;30.2 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.43 ;35.1 ;0 ;32 ;46.0;
118 ;1:11.00 ;6079 ;36 ;82;13;82;0.701 ;32.5 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.24 ;35.7 ;0 ;31 ;44.5;
118 ;1:11.10 ;5830 ;32 ;82;13;81;0.695 ;29.3 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.18 ;35.1 ;0 ;30 ;45.3;
118 ;1:11.20 ;6001 ;32 ;82;13;81;0.715 ;29.1 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.11 ;35.2 ;0 ;30 ;44.4;
118 ;1:11.30 ;5866 ;31 ;82;13;80;0.692 ;27.9 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.12 ;35.2 ;0 ;30 ;45.7;
118 ;1:11.40 ;5583 ;27 ;82;13;79;0.713 ;28.1 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.05 ;35.1 ;0 ;28 ;43.2;
118 ;1:11.50 ;5458 ;21 ;82;13;76;0.727 ;27.7 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.72 ;37.1 ;0 ;26 ;39.4;
118 ;1:11.60 ;5422 ;19 ;82;13;76;0.707 ;28.8 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.58 ;38.0 ;0 ;25 ;38.9;
118 ;1:11.70 ;5346 ;18 ;82;13;76;0.709 ;28.5 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.53 ;38.2 ;0 ;24 ;37.5;
118 ;1:11.80 ;5314 ;17 ;82;13;76;0.709 ;27.0 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.29 ;39.5 ;0 ;23 ;39.2;
118 ;1:11.90 ;5165 ;17 ;82;13;76;0.712 ;27.5 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.33 ;38.7 ;0 ;23 ;34.8;
118 ;1:12.00 ;5013 ;16 ;82;13;76;0.716 ;28.1 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.13 ;38.3 ;0 ;21 ;34.1;
118 ;1:12.10 ;4989 ;16 ;82;13;76;0.713 ;27.1 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.12 ;38.1 ;0 ;21 ;32.2;
118 ;1:12.20 ;4891 ;15 ;82;13;76;0.719 ;27.9 ;0.0 ;0.900 ;0.0 ;0 ;0 ;4.88 ;37.8 ;0 ;19 ;33.5;
118 ;1:12.30 ;4848 ;15 ;82;13;76;0.702 ;26.9 ;0.0 ;0.900 ;0.0 ;0 ;0 ;4.88 ;37.4 ;0 ;19 ;31.4;
118 ;1:12.40 ;4643 ;14 ;82;13;76;0.726 ;28.1 ;0.0 ;0.900 ;0.0 ;0 ;0 ;4.62 ;35.9 ;0 ;17 ;30.9;
118 ;1:12.50 ;4329 ;14 ;82;13;76;0.724 ;25.1 ;0.0 ;0.900 ;0.0 ;0 ;0 ;4.60 ;33.0 ;0 ;16 ;29.6;
118 ;1:12.60 ;4579 ;14 ;82;13;76;0.724 ;25.5 ;0.0 ;0.900 ;0.0 ;0 ;0 ;4.62 ;35.3 ;0 ;17 ;32.6;
118 ;1:12.70 ;4739 ;14 ;82;13;75;0.716 ;24.5 ;0.0 ;0.900 ;0.0 ;0 ;0 ;4.63 ;36.8 ;0 ;18 ;32.7;
118 ;1:12.80 ;4570 ;14 ;82;13;76;0.740 ;23.5 ;0.0 ;0.900 ;0.0 ;0 ;0 ;4.62 ;35.3 ;0 ;17 ;31.5;
118 ;1:12.90 ;4507 ;14 ;82;13;77;0.805 ;23.5 ;0.0 ;0.900 ;0.0 ;0 ;0 ;4.62 ;34.7 ;0 ;17 ;29.6;
118 ;1:13.00 ;3739 ;13 ;82;13;77;0.747 ;24.5 ;0.0 ;0.900 ;0.0 ;0 ;0 ;4.35 ;30.0 ;0 ;13 ;26.0;
118 ;1:13.10 ;3784 ;9 ;82;13;73;0.740 ;24.5 ;0.0 ;0.900 ;0.0 ;0 ;0 ;4.35 ;25.2 ;0 ;14 ;29.2;
118 ;1:13.20 ;4137 ;9 ;82;13;71;0.732 ;23.8 ;0.0 ;0.900 ;0.0 ;0 ;0 ;4.35 ;27.3 ;0 ;15 ;30.1;
118 ;1:13.30 ;4309 ;8 ;82;13;71;0.727 ;23.2 ;0.0 ;0.900 ;0.0 ;0 ;0 ;4.35 ;28.0 ;0 ;15 ;30.5;
118 ;1:13.40 ;4297 ;8 ;82;13;71;0.737 ;21.4 ;0.0 ;0.900 ;0.0 ;0 ;0 ;4.35 ;27.9 ;0 ;15 ;31.9;
118 ;1:13.50 ;4222 ;8 ;82;13;71;0.730 ;21.6 ;0.0 ;0.900 ;0.0 ;0 ;0 ;4.35 ;27.2 ;0 ;15 ;31.3;
118 ;1:13.60 ;4220 ;8 ;82;13;71;0.771 ;21.8 ;0.0 ;0.900 ;0.0 ;0 ;0 ;4.35 ;27.2 ;0 ;15 ;31.9;
118 ;1:13.70 ;4172 ;8 ;82;13;70;0.753 ;22.8 ;0.0 ;0.900 ;0.0 ;0 ;0 ;4.35 ;26.7 ;0 ;15 ;32.5;
118 ;1:13.80 ;4566 ;9 ;82;13;70;0.739 ;22.0 ;0.0 ;0.900 ;0.0 ;0 ;0 ;4.35 ;31.5 ;0 ;16 ;35.3;
118 ;1:13.90 ;4727 ;9 ;82;13;70;0.744 ;24.0 ;0.0 ;0.900 ;0.0 ;0 ;0 ;4.35 ;33.1 ;0 ;17 ;31.1;
118 ;1:14.00 ;4508 ;9 ;83;13;69;0.749 ;24.4 ;0.0 ;0.900 ;0.0 ;0 ;0 ;4.35 ;30.9 ;0 ;16 ;30.6;
118 ;1:14.10 ;4801 ;10 ;83;13;68;0.801 ;24.7 ;0.0 ;0.900 ;0.0 ;0 ;0 ;4.36 ;34.8 ;0 ;18 ;34.4;
118 ;1:14.20 ;5304 ;10 ;83;13;67;0.888 ;25.6 ;0.0 ;0.900 ;0.0 ;0 ;0 ;4.23 ;41.6 ;0 ;18 ;33.7;
118 ;1:14.30 ;5161 ;10 ;83;13;65;0.971 ;25.3 ;0.0 ;0.900 ;0.0 ;0 ;0 ;4.30 ;39.4 ;0 ;18 ;31.8;
118 ;1:14.40 ;5346 ;9 ;83;13;63;1.022 ;27.4 ;0.0 ;0.900 ;0.0 ;0 ;0 ;4.17 ;41.1 ;0 ;18 ;30.0;
118 ;1:14.50 ;5602 ;9 ;83;13;59;0.974 ;27.6 ;0.0 ;0.900 ;0.0 ;0 ;0 ;4.03 ;45.1 ;0 ;19 ;28.1;
118 ;1:14.60 ;5935 ;9 ;83;13;56;1.024 ;30.7 ;0.0 ;0.900 ;0.0 ;0 ;0 ;3.85 ;50.3 ;0 ;19 ;26.2;
118 ;1:14.70 ;6336 ;9 ;83;13;53;1.007 ;33.9 ;0.0 ;0.900 ;0.0 ;0 ;0 ;3.65 ;52.9 ;0 ;19 ;24.9;
118 ;1:14.80 ;6773 ;9 ;83;13;52;1.016 ;36.1 ;0.0 ;0.900 ;0.0 ;0 ;0 ;3.44 ;54.9 ;0 ;19 ;22.4;
118 ;1:14.90 ;7118 ;9 ;83;13;52;0.857 ;40.0 ;0.0 ;0.900 ;0.0 ;0 ;0 ;3.40 ;56.4 ;0 ;20 ;25.6;
118 ;1:15.00 ;7416 ;9 ;83;13;54;0.729 ;40.8 ;0.0 ;0.900 ;0.0 ;0 ;0 ;3.61 ;57.6 ;0 ;22 ;26.7;
118 ;1:15.10 ;8071 ;17 ;83;13;57;0.710 ;43.7 ;0.0 ;0.900 ;0.0 ;0 ;0 ;4.99 ;58.2 ;0 ;34 ;36.1;
118 ;1:15.20 ;8484 ;25 ;83;13;66;0.684 ;41.8 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.52 ;52.5 ;0 ;39 ;45.3;
118 ;1:15.30 ;8348 ;38 ;83;13;72;0.683 ;40.4 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.16 ;52.0 ;0 ;43 ;48.7;
118 ;1:15.40 ;8263 ;38 ;83;13;72;0.693 ;39.0 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.16 ;52.9 ;0 ;43 ;48.3;
118 ;1:15.50 ;7894 ;37 ;83;13;73;0.714 ;39.4 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.09 ;55.0 ;0 ;40 ;51.4;
118 ;1:15.60 ;8002 ;36 ;83;13;73;0.720 ;36.8 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.12 ;56.5 ;0 ;41 ;47.8;
118 ;1:15.70 ;7621 ;34 ;83;13;72;0.728 ;37.3 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.89 ;52.5 ;0 ;37 ;49.8;
118 ;1:15.80 ;7668 ;32 ;83;13;72;0.726 ;37.3 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.85 ;53.8 ;0 ;38 ;44.6;
118 ;1:15.90 ;7554 ;30 ;83;13;70;0.752 ;33.6 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.69 ;52.7 ;0 ;36 ;44.2;
118 ;1:16.00 ;7350 ;28 ;83;13;67;0.760 ;36.1 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.49 ;51.7 ;0 ;34 ;45.1;
118 ;1:16.10 ;7575 ;26 ;83;13;65;0.773 ;33.4 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.51 ;53.6 ;0 ;35 ;43.4;
118 ;1:16.20 ;7390 ;25 ;83;13;64;0.791 ;34.1 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.36 ;53.1 ;0 ;33 ;43.3;
118 ;1:16.30 ;7419 ;23 ;83;13;63;0.829 ;37.5 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.27 ;54.0 ;0 ;33 ;42.3;
118 ;1:16.40 ;7467 ;23 ;83;13;62;0.992 ;33.9 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.26 ;54.0 ;0 ;33 ;41.4;
118 ;1:16.50 ;7557 ;22 ;83;13;61;1.011 ;35.9 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.25 ;54.6 ;0 ;33 ;40.6;
118 ;1:16.60 ;7621 ;22 ;83;13;60;0.999 ;37.0 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.28 ;54.9 ;0 ;34 ;42.0;
118 ;1:16.70 ;7838 ;21 ;83;13;58;1.014 ;39.4 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.34 ;56.2 ;0 ;35 ;41.5;
118 ;1:16.80 ;8138 ;21 ;83;13;57;0.956 ;43.1 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.38 ;56.3 ;0 ;37 ;38.9;
118 ;1:16.90 ;8307 ;20 ;83;13;58;0.862 ;41.9 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.22 ;55.8 ;0 ;36 ;37.7;
118 ;1:17.00 ;8542 ;27 ;83;13;60;0.807 ;44.0 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.61 ;51.9 ;0 ;40 ;40.0;
118 ;1:17.10 ;8869 ;28 ;83;13;61;0.895 ;46.0 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.55 ;48.9 ;0 ;41 ;41.1;
118 ;1:17.20 ;9044 ;31 ;83;13;64;0.833 ;47.4 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.71 ;46.0 ;0 ;43 ;45.2;
118 ;1:17.30 ;9209 ;32 ;83;13;64;0.867 ;45.7 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.83 ;45.5 ;0 ;45 ;44.9;
118 ;1:17.40 ;8802 ;32 ;83;13;67;0.767 ;43.8 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.82 ;47.8 ;0 ;43 ;45.9;
118 ;1:17.50 ;10399 ;41 ;83;13;76;0.723 ;47.2 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.79 ;44.6 ;0 ;60 ;67.0;
118 ;1:17.60 ;10353 ;70 ;83;13;84;0.737 ;49.0 ;0.0 ;0.900 ;0.0 ;0 ;0 ;7.47 ;42.4 ;0 ;65 ;59.0;
118 ;1:17.70 ;9407 ;70 ;83;13;86;0.739 ;44.0 ;0.0 ;0.900 ;0.0 ;0 ;0 ;7.01 ;44.5 ;0 ;55 ;52.8;
118 ;1:17.80 ;8585 ;67 ;83;13;87;0.689 ;40.0 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.61 ;47.3 ;0 ;47 ;51.2;
118 ;1:17.90 ;7783 ;59 ;83;13;88;0.683 ;37.8 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.33 ;47.0 ;0 ;41 ;50.9;
118 ;1:18.00 ;7301 ;51 ;83;13;87;0.687 ;37.3 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.11 ;44.4 ;0 ;37 ;45.5;
118 ;1:18.10 ;6698 ;43 ;83;13;85;0.699 ;33.4 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.08 ;41.2 ;0 ;34 ;46.2;
118 ;1:18.20 ;6595 ;39 ;83;13;83;0.755 ;31.5 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.02 ;41.1 ;0 ;33 ;47.1;
118 ;1:18.30 ;5992 ;37 ;83;13;83;0.743 ;32.3 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.33 ;34.9 ;0 ;32 ;48.0;
118 ;1:18.40 ;6095 ;35 ;83;13;84;0.736 ;31.4 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.19 ;35.9 ;0 ;30 ;42.7;
118 ;1:18.50 ;6099 ;34 ;83;13;82;0.738 ;29.9 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.15 ;36.0 ;0 ;31 ;47.6;
118 ;1:18.60 ;5832 ;34 ;83;13;83;0.685 ;29.8 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.26 ;35.0 ;0 ;30 ;44.3;
118 ;1:18.70 ;5959 ;33 ;83;13;80;0.712 ;28.5 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.18 ;35.0 ;0 ;31 ;47.9;
118 ;1:18.80 ;5859 ;30 ;83;13;79;0.698 ;29.9 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.08 ;35.3 ;0 ;30 ;45.3;
118 ;1:18.90 ;5870 ;23 ;83;13;74;0.701 ;28.9 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.73 ;36.8 ;0 ;28 ;40.0;
118 ;1:19.00 ;5628 ;18 ;83;13;74;0.707 ;29.7 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.46 ;39.1 ;0 ;25 ;34.1;
118 ;1:19.10 ;5316 ;17 ;83;13;74;0.703 ;28.2 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.29 ;39.5 ;0 ;23 ;34.4;
118 ;1:19.20 ;5400 ;16 ;83;12;73;0.715 ;28.3 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.03 ;41.7 ;0 ;22 ;37.7;
118 ;1:19.30 ;5360 ;16 ;83;12;73;0.709 ;27.2 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.04 ;41.3 ;0 ;22 ;35.9;
118 ;1:19.40 ;5522 ;16 ;83;12;72;0.700 ;28.8 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.00 ;42.7 ;0 ;23 ;36.4;
118 ;1:19.50 ;5753 ;16 ;83;12;72;0.724 ;27.9 ;0.0 ;0.900 ;0.0 ;0 ;0 ;4.94 ;44.7 ;0 ;23 ;35.2;
118 ;1:19.60 ;5555 ;15 ;83;12;73;0.727 ;29.3 ;0.0 ;0.900 ;0.0 ;0 ;0 ;4.75 ;45.1 ;0 ;22 ;35.7;
118 ;1:19.70 ;5501 ;15 ;83;12;74;0.733 ;28.0 ;0.0 ;0.900 ;0.0 ;0 ;0 ;4.76 ;44.4 ;0 ;22 ;35.4;
118 ;1:19.80 ;5266 ;15 ;83;12;75;0.725 ;27.0 ;0.0 ;0.900 ;0.0 ;0 ;0 ;4.83 ;41.8 ;0 ;21 ;34.9;
118 ;1:19.90 ;4868 ;15 ;83;12;74;0.727 ;27.4 ;0.0 ;0.900 ;0.0 ;0 ;0 ;4.88 ;37.6 ;0 ;20 ;32.5;
118 ;1:20.00 ;4647 ;14 ;83;12;73;0.744 ;27.5 ;0.0 ;0.900 ;0.0 ;0 ;0 ;4.62 ;35.9 ;0 ;18 ;29.0;
118 ;1:20.10 ;4847 ;14 ;83;12;71;0.791 ;25.2 ;0.0 ;0.900 ;0.0 ;0 ;0 ;4.64 ;37.8 ;0 ;18 ;30.8;
118 ;1:20.20 ;4594 ;12 ;83;12;68;0.894 ;26.8 ;0.0 ;0.900 ;0.0 ;0 ;0 ;4.37 ;34.7 ;0 ;16 ;28.3;
118 ;1:20.30 ;4620 ;8 ;83;12;64;0.913 ;27.1 ;0.0 ;0.900 ;0.0 ;0 ;0 ;4.35 ;31.2 ;0 ;16 ;27.3;
118 ;1:20.40 ;4575 ;6 ;83;12;62;0.919 ;26.3 ;0.0 ;0.900 ;0.0 ;0 ;0 ;4.05 ;28.6 ;0 ;15 ;26.6;
118 ;1:20.50 ;4903 ;1 ;83;12;59;0.964 ;28.0 ;0.0 ;0.900 ;0.0 ;0 ;0 ;3.00 ;18.2 ;0 ;12 ;18.7;
118 ;1:20.60 ;5024 ;0 ;83;12;58;0.986 ;26.2 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.75 ;15.1 ;0 ;11 ;19.7;
118 ;1:20.70 ;5201 ;0 ;83;13;57;0.975 ;27.2 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.75 ;16.0 ;0 ;12 ;20.2;
118 ;1:20.80 ;5292 ;0 ;83;13;55;0.982 ;27.4 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.75 ;16.4 ;0 ;12 ;19.7;
118 ;1:20.90 ;5450 ;0 ;83;13;54;0.992 ;27.4 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.75 ;17.2 ;0 ;12 ;20.3;
118 ;1:21.00 ;5656 ;0 ;83;13;54;0.991 ;27.8 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.75 ;18.2 ;0 ;13 ;19.0;
118 ;1:21.10 ;5555 ;0 ;83;13;54;0.966 ;30.8 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.75 ;17.7 ;0 ;12 ;17.1;
118 ;1:21.20 ;5514 ;0 ;83;13;53;0.959 ;33.8 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.75 ;17.5 ;0 ;12 ;15.7;
118 ;1:21.30 ;5583 ;0 ;83;13;52;0.978 ;36.2 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.75 ;17.9 ;0 ;12 ;14.6;
118 ;1:21.40 ;5699 ;0 ;83;13;50;0.963 ;39.8 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.75 ;18.4 ;0 ;12 ;14.8;
118 ;1:21.50 ;5926 ;0 ;83;13;47;0.966 ;43.7 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.75 ;19.6 ;0 ;13 ;14.1;
118 ;1:21.60 ;6311 ;0 ;83;13;44;0.955 ;45.5 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.75 ;23.1 ;0 ;14 ;14.4;
118 ;1:21.70 ;6722 ;0 ;83;13;43;0.976 ;47.7 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.75 ;27.2 ;0 ;15 ;14.7;
118 ;1:21.80 ;7219 ;0 ;83;13;42;0.983 ;49.0 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.75 ;34.3 ;0 ;16 ;15.2;
118 ;1:21.90 ;7674 ;0 ;83;13;42;0.959 ;50.5 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.75 ;43.4 ;0 ;17 ;15.1;
118 ;1:22.00 ;7671 ;0 ;83;13;43;0.929 ;53.4 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.75 ;43.4 ;0 ;17 ;13.7;
118 ;1:22.10 ;7396 ;0 ;83;13;43;0.902 ;58.2 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.75 ;38.2 ;0 ;17 ;13.3;
118 ;1:22.20 ;7287 ;0 ;83;13;44;0.953 ;61.5 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.75 ;35.7 ;0 ;16 ;13.1;
118 ;1:22.30 ;7548 ;0 ;83;13;45;1.000 ;60.5 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.75 ;40.9 ;0 ;17 ;12.1;
118 ;1:22.40 ;8656 ;0 ;83;13;47;0.892 ;63.7 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.75 ;60.0 ;0 ;20 ;14.3;
118 ;1:22.50 ;8898 ;5 ;83;13;56;0.738 ;67.3 ;0.0 ;0.900 ;0.0 ;0 ;0 ;3.30 ;60.0 ;0 ;24 ;17.7;
118 ;1:22.60 ;9989 ;32 ;83;13;76;0.819 ;67.7 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.07 ;45.6 ;0 ;51 ;43.4;
118 ;1:22.70 ;10016 ;90 ;83;13;89;0.905 ;65.4 ;0.0 ;0.900 ;0.0 ;0 ;0 ;7.45 ;41.8 ;0 ;63 ;41.7;
118 ;1:22.80 ;9659 ;100 ;83;13;89;0.883 ;61.2 ;0.0 ;0.900 ;0.0 ;0 ;0 ;7.26 ;43.2 ;0 ;59 ;40.0;
118 ;1:22.90 ;9389 ;100 ;83;13;90;0.906 ;62.9 ;0.0 ;0.900 ;0.0 ;0 ;0 ;7.10 ;44.5 ;0 ;56 ;39.1;
118 ;1:23.00 ;9027 ;100 ;83;13;90;0.899 ;63.9 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.87 ;46.1 ;0 ;52 ;38.2;
118 ;1:23.10 ;8668 ;100 ;83;13;91;0.895 ;57.7 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.71 ;47.2 ;0 ;49 ;37.9;
118 ;1:23.20 ;8442 ;100 ;83;13;90;0.884 ;53.4 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.61 ;47.9 ;0 ;46 ;42.6;
118 ;1:23.30 ;9204 ;100 ;83;13;90;0.933 ;49.9 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.98 ;45.3 ;0 ;54 ;51.1;
118 ;1:23.40 ;9493 ;100 ;83;13;91;1.371 ;49.5 ;0.0 ;0.900 ;0.0 ;0 ;0 ;7.16 ;44.0 ;0 ;57 ;47.7;
