SESSION; TIME;RPM;THROT;L U SP;L D SP;SLIP%;SHIF A;

164 ;0:00.01 ;2248 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.02 ;2260 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.03 ;2290 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.04 ;2290 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.05 ;2318 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.06 ;2337 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.07 ;2277 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.08 ;2277 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.09 ;2263 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.10 ;2228 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.11 ;2216 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.12 ;2216 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.13 ;2243 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.14 ;2250 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.15 ;2232 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.16 ;2232 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.17 ;2161 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.18 ;2076 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.19 ;2078 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.20 ;2078 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.21 ;2091 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.22 ;2123 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.23 ;2123 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.24 ;2089 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.25 ;2049 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.26 ;2049 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.27 ;2051 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.28 ;2014 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.29 ;2007 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.30 ;2007 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.31 ;2065 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.32 ;2037 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.33 ;2037 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.34 ;2030 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.35 ;1979 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.36 ;1979 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.37 ;2013 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.38 ;2016 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.39 ;2016 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.40 ;1976 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.41 ;2003 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.42 ;2003 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.43 ;1981 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.44 ;1989 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.45 ;1989 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.46 ;2013 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.47 ;1945 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.48 ;1945 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.49 ;1930 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.50 ;1920 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.51 ;1920 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.52 ;1923 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.53 ;1923 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.54 ;1978 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.55 ;2034 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.56 ;2034 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.57 ;2013 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.58 ;1911 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.59 ;1911 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.60 ;1822 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.61 ;1829 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.62 ;1829 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.63 ;1885 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.64 ;1961 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.65 ;1961 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.66 ;1971 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.67 ;1971 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.68 ;1953 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.69 ;1879 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.70 ;1879 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.71 ;1812 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.72 ;1838 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.73 ;1838 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.74 ;1922 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.75 ;1922 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.76 ;1963 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.77 ;1980 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.78 ;1980 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.79 ;1919 ;0 ;0.0 ;0.0 ;0 ;0 ;
164 ;0:00.80 ;1833 ;0 ;0.0 ;0.0 ;0 ;0 ;
