SESSION; TIME;RPM;THROT;MAP;LAMB;L U SP;

924 ;0:00.01 ;2485 ;0 ;85;0.984 ;1.5 ;
924 ;0:00.02 ;2487 ;0 ;85;0.989 ;1.5 ;
924 ;0:00.03 ;2533 ;0 ;85;0.985 ;1.5 ;
924 ;0:00.04 ;2533 ;0 ;84;0.983 ;1.5 ;
924 ;0:00.05 ;2527 ;0 ;84;0.985 ;1.5 ;
924 ;0:00.06 ;2511 ;0 ;84;0.978 ;1.5 ;
924 ;0:00.07 ;2461 ;0 ;85;0.981 ;1.5 ;
924 ;0:00.08 ;2478 ;0 ;85;0.982 ;1.5 ;
924 ;0:00.09 ;2500 ;0 ;84;0.986 ;1.5 ;
924 ;0:00.10 ;2500 ;0 ;84;0.984 ;1.5 ;
924 ;0:00.11 ;2523 ;0 ;84;0.995 ;1.5 ;
924 ;0:00.12 ;2539 ;0 ;84;0.990 ;1.5 ;
924 ;0:00.13 ;2596 ;0 ;84;0.987 ;1.5 ;
924 ;0:00.14 ;2562 ;0 ;85;0.995 ;1.5 ;
924 ;0:00.15 ;2545 ;0 ;84;0.992 ;1.5 ;
924 ;0:00.16 ;2545 ;0 ;84;0.998 ;1.5 ;
924 ;0:00.17 ;2490 ;0 ;84;0.993 ;1.5 ;
924 ;0:00.18 ;2509 ;0 ;84;0.993 ;1.5 ;
924 ;0:00.19 ;2520 ;0 ;84;0.978 ;1.5 ;
924 ;0:00.20 ;2531 ;0 ;84;0.983 ;1.5 ;
924 ;0:00.21 ;2541 ;0 ;84;0.988 ;1.5 ;
924 ;0:00.22 ;2598 ;0 ;84;0.986 ;1.5 ;
924 ;0:00.23 ;2598 ;0 ;84;0.988 ;1.5 ;
924 ;0:00.24 ;2561 ;0 ;84;0.984 ;1.5 ;
924 ;0:00.25 ;2522 ;0 ;84;0.984 ;1.5 ;
924 ;0:00.26 ;2502 ;0 ;84;0.978 ;1.5 ;
924 ;0:00.27 ;2547 ;0 ;84;0.975 ;1.5 ;
924 ;0:00.28 ;2575 ;0 ;84;0.975 ;1.5 ;
924 ;0:00.29 ;2575 ;0 ;84;0.974 ;1.5 ;
924 ;0:00.30 ;2599 ;0 ;83;0.977 ;1.5 ;
924 ;0:00.31 ;2573 ;0 ;83;0.974 ;1.5 ;
924 ;0:00.32 ;2602 ;0 ;83;0.971 ;1.5 ;
924 ;0:00.33 ;2588 ;0 ;84;0.966 ;1.5 ;
924 ;0:00.34 ;2582 ;0 ;84;0.976 ;1.5 ;
924 ;0:00.35 ;2585 ;0 ;84;0.972 ;1.5 ;
924 ;0:00.36 ;2585 ;0 ;83;0.974 ;1.5 ;
924 ;0:00.37 ;2629 ;0 ;83;0.974 ;1.5 ;
924 ;0:00.38 ;2633 ;0 ;83;0.974 ;1.5 ;
924 ;0:00.39 ;2637 ;0 ;83;0.972 ;1.5 ;
924 ;0:00.40 ;2604 ;0 ;83;0.965 ;1.5 ;
924 ;0:00.41 ;2630 ;0 ;84;0.971 ;1.5 ;
924 ;0:00.42 ;2608 ;0 ;84;0.971 ;1.5 ;
924 ;0:00.43 ;2589 ;0 ;84;0.960 ;1.5 ;
924 ;0:00.44 ;2589 ;0 ;83;0.950 ;1.5 ;
924 ;0:00.45 ;2599 ;0 ;83;0.950 ;1.5 ;
924 ;0:00.46 ;2652 ;0 ;83;0.952 ;1.5 ;
924 ;0:00.47 ;2657 ;0 ;83;0.946 ;1.5 ;
924 ;0:00.48 ;2651 ;0 ;83;0.945 ;1.5 ;
924 ;0:00.49 ;2601 ;0 ;84;0.944 ;1.5 ;
924 ;0:00.50 ;2622 ;0 ;84;0.953 ;1.5 ;
924 ;0:00.51 ;2615 ;0 ;84;0.948 ;2.1 ;
924 ;0:00.52 ;2615 ;0 ;83;0.929 ;2.1 ;
924 ;0:00.53 ;2619 ;0 ;83;0.928 ;2.1 ;
924 ;0:00.54 ;2617 ;0 ;83;0.928 ;2.1 ;
924 ;0:00.55 ;2661 ;0 ;84;0.925 ;2.1 ;
924 ;0:00.56 ;2677 ;0 ;84;0.919 ;2.1 ;
924 ;0:00.57 ;2659 ;0 ;84;0.926 ;2.1 ;
924 ;0:00.58 ;2612 ;0 ;84;0.926 ;2.1 ;
924 ;0:00.59 ;2633 ;0 ;84;0.931 ;2.1 ;
924 ;0:00.60 ;2633 ;0 ;84;0.966 ;2.1 ;
924 ;0:00.61 ;2632 ;0 ;84;0.968 ;2.1 ;
924 ;0:00.62 ;2636 ;0 ;83;0.967 ;2.1 ;
924 ;0:00.63 ;2641 ;0 ;83;0.965 ;2.1 ;
924 ;0:00.64 ;2682 ;0 ;84;0.963 ;2.1 ;
924 ;0:00.65 ;2661 ;0 ;84;0.959 ;2.1 ;
924 ;0:00.66 ;2637 ;0 ;84;0.966 ;2.1 ;
924 ;0:00.67 ;2599 ;0 ;84;0.966 ;2.1 ;
924 ;0:00.68 ;2628 ;0 ;84;0.966 ;2.1 ;
924 ;0:00.69 ;2628 ;0 ;84;0.961 ;2.1 ;
924 ;0:00.70 ;2622 ;0 ;84;0.964 ;2.4 ;
924 ;0:00.71 ;2603 ;0 ;84;0.963 ;2.4 ;
924 ;0:00.72 ;2597 ;0 ;84;0.957 ;2.4 ;
924 ;0:00.73 ;2644 ;0 ;84;0.955 ;2.4 ;
924 ;0:00.74 ;2596 ;0 ;85;0.960 ;2.4 ;
924 ;0:00.75 ;2560 ;0 ;85;0.965 ;2.4 ;
924 ;0:00.76 ;2541 ;0 ;85;1.041 ;2.4 ;
924 ;0:00.77 ;2541 ;0 ;84;1.046 ;2.4 ;
924 ;0:00.78 ;2579 ;0 ;85;1.042 ;2.4 ;
924 ;0:00.79 ;2552 ;0 ;85;1.039 ;2.4 ;
924 ;0:00.80 ;2523 ;0 ;85;1.036 ;2.4 ;
924 ;0:00.81 ;2488 ;0 ;85;1.041 ;2.4 ;
924 ;0:00.82 ;2520 ;0 ;85;1.044 ;2.4 ;
924 ;0:00.83 ;2520 ;0 ;85;1.042 ;2.4 ;
924 ;0:00.84 ;2541 ;0 ;85;1.030 ;2.6 ;
924 ;0:00.85 ;2548 ;0 ;85;1.006 ;2.6 ;
