SESSION; TIME;RPM;THROT;MAP;LAMB;L U SP;
924 ;0:00.86 ;2511 ;0 ;85;1.007 ;2.6 ;
924 ;0:00.87 ;2527 ;0 ;85;1.008 ;2.6 ;
924 ;0:00.88 ;2517 ;0 ;85;1.011 ;2.6 ;
924 ;0:00.89 ;2492 ;0 ;85;1.013 ;2.6 ;
924 ;0:00.90 ;2492 ;0 ;85;1.011 ;2.6 ;
924 ;0:00.91 ;2496 ;0 ;85;1.012 ;2.6 ;
924 ;0:00.92 ;2551 ;0 ;85;1.001 ;2.6 ;
924 ;0:00.93 ;2563 ;0 ;85;0.986 ;2.6 ;
924 ;0:00.94 ;2554 ;0 ;86;0.986 ;2.6 ;
924 ;0:00.95 ;2474 ;0 ;85;0.990 ;2.6 ;
924 ;0:00.96 ;2474 ;0 ;85;0.988 ;3.1 ;
924 ;0:00.97 ;2470 ;0 ;85;0.988 ;3.1 ;
924 ;0:00.98 ;2438 ;0 ;85;0.983 ;3.1 ;
924 ;0:00.99 ;2446 ;0 ;85;0.983 ;3.1 ;
924 ;0:01.00 ;2492 ;0 ;85;0.990 ;3.1 ;
924 ;0:01.01 ;2538 ;0 ;85;0.967 ;3.1 ;
924 ;0:01.02 ;2538 ;0 ;85;0.972 ;3.1 ;
924 ;0:01.03 ;2533 ;0 ;85;0.966 ;3.1 ;
924 ;0:01.04 ;2517 ;0 ;85;0.964 ;3.1 ;
924 ;0:01.05 ;2456 ;0 ;85;0.966 ;3.1 ;
924 ;0:01.06 ;2471 ;0 ;85;0.968 ;3.1 ;
924 ;0:01.07 ;2454 ;0 ;86;0.969 ;3.4 ;
924 ;0:01.08 ;2454 ;0 ;85;0.968 ;3.4 ;
924 ;0:01.09 ;2448 ;0 ;85;0.946 ;3.4 ;
924 ;0:01.10 ;2450 ;0 ;85;0.938 ;3.4 ;
924 ;0:01.11 ;2498 ;0 ;85;0.948 ;3.4 ;
924 ;0:01.12 ;2484 ;0 ;86;0.944 ;3.4 ;
924 ;0:01.13 ;2484 ;0 ;85;0.948 ;3.4 ;
924 ;0:01.14 ;2460 ;0 ;85;0.947 ;3.4 ;
924 ;0:01.15 ;2427 ;0 ;85;0.942 ;3.4 ;
924 ;0:01.16 ;2454 ;0 ;85;0.943 ;3.8 ;
924 ;0:01.17 ;2465 ;0 ;86;0.963 ;3.8 ;
924 ;0:01.18 ;2479 ;0 ;85;0.968 ;3.8 ;
924 ;0:01.19 ;2479 ;0 ;85;0.964 ;3.8 ;
924 ;0:01.20 ;2476 ;0 ;85;0.967 ;3.8 ;
924 ;0:01.21 ;2516 ;0 ;85;0.957 ;3.8 ;
924 ;0:01.22 ;2506 ;0 ;86;0.962 ;3.8 ;
924 ;0:01.23 ;2483 ;0 ;86;0.966 ;3.8 ;
924 ;0:01.24 ;2450 ;0 ;85;0.965 ;4.3 ;
924 ;0:01.25 ;2450 ;0 ;85;1.056 ;4.3 ;
924 ;0:01.26 ;2484 ;0 ;85;1.077 ;4.3 ;
924 ;0:01.27 ;2458 ;0 ;86;1.076 ;4.3 ;
924 ;0:01.28 ;2458 ;0 ;86;1.077 ;4.3 ;
924 ;0:01.29 ;2454 ;0 ;86;1.083 ;4.3 ;
924 ;0:01.30 ;2454 ;0 ;85;1.081 ;4.3 ;
924 ;0:01.31 ;2490 ;0 ;85;1.081 ;4.3 ;
924 ;0:01.32 ;2480 ;0 ;85;1.079 ;4.5 ;
924 ;0:01.33 ;2467 ;0 ;86;1.064 ;4.5 ;
924 ;0:01.34 ;2420 ;0 ;86;1.020 ;4.5 ;
924 ;0:01.35 ;2435 ;0 ;86;1.017 ;4.5 ;
924 ;0:01.36 ;2435 ;0 ;86;1.022 ;4.5 ;
924 ;0:01.37 ;2428 ;0 ;86;1.016 ;4.5 ;
924 ;0:01.38 ;2428 ;0 ;86;1.013 ;4.5 ;
924 ;0:01.39 ;2429 ;0 ;86;1.017 ;4.8 ;
924 ;0:01.40 ;2477 ;0 ;86;1.018 ;4.8 ;
924 ;0:01.41 ;2477 ;0 ;86;1.020 ;4.8 ;
924 ;0:01.42 ;2474 ;0 ;86;0.996 ;4.8 ;
924 ;0:01.43 ;2429 ;0 ;86;0.995 ;4.8 ;
924 ;0:01.44 ;2386 ;0 ;86;0.990 ;4.8 ;
924 ;0:01.45 ;2420 ;0 ;86;1.000 ;5.1 ;
924 ;0:01.46 ;2410 ;0 ;86;0.995 ;5.1 ;
924 ;0:01.47 ;2410 ;0 ;86;0.999 ;5.1 ;
924 ;0:01.48 ;2396 ;0 ;86;0.992 ;5.1 ;
924 ;0:01.49 ;2396 ;0 ;86;0.992 ;5.1 ;
924 ;0:01.50 ;2433 ;0 ;86;0.997 ;5.1 ;
924 ;0:01.51 ;2416 ;0 ;86;0.996 ;5.2 ;
924 ;0:01.52 ;2416 ;0 ;86;0.998 ;5.2 ;
924 ;0:01.53 ;2398 ;0 ;86;0.991 ;5.2 ;
924 ;0:01.54 ;2363 ;0 ;86;0.991 ;5.2 ;
924 ;0:01.55 ;2395 ;0 ;86;0.995 ;5.2 ;
924 ;0:01.56 ;2404 ;0 ;86;0.997 ;5.2 ;
924 ;0:01.57 ;2404 ;0 ;86;0.997 ;5.6 ;
924 ;0:01.58 ;2417 ;0 ;86;0.992 ;5.6 ;
924 ;0:01.59 ;2405 ;0 ;86;0.992 ;5.6 ;
924 ;0:01.60 ;2438 ;0 ;86;0.995 ;5.6 ;
924 ;0:01.61 ;2419 ;0 ;86;1.000 ;5.6 ;
924 ;0:01.62 ;2419 ;0 ;86;0.995 ;5.6 ;
924 ;0:01.63 ;2377 ;0 ;86;0.997 ;5.9 ;
924 ;0:01.64 ;2349 ;0 ;86;0.988 ;5.9 ;
924 ;0:01.65 ;2391 ;0 ;86;0.998 ;5.9 ;
924 ;0:01.66 ;2391 ;0 ;86;1.000 ;5.9 ;
924 ;0:01.67 ;2391 ;0 ;86;1.000 ;5.9 ;
924 ;0:01.68 ;2392 ;0 ;86;0.997 ;5.7 ;
924 ;0:01.69 ;2374 ;0 ;86;0.994 ;5.7 ;
924 ;0:01.70 ;2414 ;0 ;86;1.002 ;5.7 ;
924 ;0:01.71 ;2394 ;0 ;86;0.999 ;5.7 ;
924 ;0:01.72 ;2394 ;0 ;86;1.002 ;5.7 ;
924 ;0:01.73 ;2382 ;0 ;85;0.994 ;6.1 ;
924 ;0:01.74 ;2366 ;0 ;86;0.998 ;6.1 ;
924 ;0:01.75 ;2410 ;0 ;86;1.006 ;6.1 ;
924 ;0:01.76 ;2410 ;0 ;86;1.005 ;6.1 ;
924 ;0:01.77 ;2403 ;0 ;85;1.007 ;6.1 ;
924 ;0:01.78 ;2380 ;0 ;85;0.999 ;6.2 ;
924 ;0:01.79 ;2364 ;0 ;86;1.005 ;6.2 ;
924 ;0:01.80 ;2406 ;0 ;86;1.003 ;6.2 ;
924 ;0:01.81 ;2406 ;0 ;86;1.008 ;6.2 ;
924 ;0:01.82 ;2402 ;0 ;85;1.004 ;6.2 ;
924 ;0:01.83 ;2397 ;0 ;85;0.996 ;6.4 ;
924 ;0:01.84 ;2369 ;0 ;85;1.000 ;6.4 ;
924 ;0:01.85 ;2409 ;0 ;85;1.001 ;6.4 ;
924 ;0:01.86 ;2409 ;0 ;85;1.005 ;6.4 ;
924 ;0:01.87 ;2430 ;0 ;85;1.000 ;6.6 ;
924 ;0:01.88 ;2445 ;0 ;85;1.000 ;6.6 ;
924 ;0:01.89 ;2430 ;0 ;85;0.996 ;6.6 ;
924 ;0:01.90 ;2478 ;0 ;85;1.003 ;6.6 ;
924 ;0:01.91 ;2458 ;0 ;85;1.005 ;6.6 ;
924 ;0:01.92 ;2458 ;0 ;85;1.004 ;6.8 ;
924 ;0:01.93 ;2437 ;0 ;85;1.004 ;6.8 ;
924 ;0:01.94 ;2413 ;0 ;85;0.996 ;6.8 ;
924 ;0:01.95 ;2452 ;0 ;85;1.006 ;6.8 ;
924 ;0:01.96 ;2480 ;0 ;85;1.004 ;7.1 ;
924 ;0:01.97 ;2480 ;0 ;85;1.007 ;7.1 ;
924 ;0:01.98 ;2488 ;0 ;85;1.003 ;7.1 ;
924 ;0:01.99 ;2502 ;0 ;85;0.999 ;7.1 ;
924 ;0:02.00 ;2557 ;0 ;85;1.000 ;7.1 ;
924 ;0:02.01 ;2520 ;0 ;85;1.004 ;7.2 ;
924 ;0:02.02 ;2480 ;0 ;85;1.006 ;7.2 ;
924 ;0:02.03 ;2480 ;0 ;85;1.004 ;7.2 ;
924 ;0:02.04 ;2424 ;0 ;85;1.007 ;7.2 ;
924 ;0:02.05 ;2440 ;0 ;85;0.997 ;7.2 ;
924 ;0:02.06 ;2470 ;0 ;85;1.004 ;7.2 ;
924 ;0:02.07 ;2497 ;0 ;85;0.982 ;7.2 ;
924 ;0:02.08 ;2495 ;0 ;85;0.984 ;7.2 ;
924 ;0:02.09 ;2495 ;0 ;84;0.986 ;7.5 ;
924 ;0:02.10 ;2535 ;0 ;85;0.981 ;7.5 ;
924 ;0:02.11 ;2527 ;0 ;85;0.979 ;7.5 ;
924 ;0:02.12 ;2522 ;0 ;85;0.980 ;7.5 ;
924 ;0:02.13 ;2518 ;0 ;85;0.986 ;7.6 ;
924 ;0:02.14 ;2563 ;0 ;85;0.983 ;7.6 ;
924 ;0:02.15 ;2563 ;0 ;85;0.981 ;7.6 ;
924 ;0:02.16 ;2536 ;0 ;85;0.965 ;7.6 ;
924 ;0:02.17 ;2522 ;0 ;85;0.961 ;7.6 ;
924 ;0:02.18 ;2508 ;0 ;85;0.959 ;7.6 ;
924 ;0:02.19 ;2547 ;0 ;85;0.963 ;7.6 ;
924 ;0:02.20 ;2514 ;0 ;85;0.967 ;7.6 ;
924 ;0:02.21 ;2514 ;0 ;85;0.965 ;7.7 ;
924 ;0:02.22 ;2483 ;0 ;85;0.967 ;7.7 ;
924 ;0:02.23 ;2443 ;0 ;85;0.963 ;7.7 ;
924 ;0:02.24 ;2466 ;0 ;85;1.022 ;7.7 ;
924 ;0:02.25 ;2506 ;0 ;85;1.026 ;8.6 ;
924 ;0:02.26 ;2513 ;0 ;85;1.027 ;8.6 ;
924 ;0:02.27 ;2513 ;0 ;85;1.029 ;8.6 ;
924 ;0:02.28 ;2519 ;0 ;84;1.026 ;8.0 ;
924 ;0:02.29 ;2560 ;0 ;85;1.024 ;8.0 ;
924 ;0:02.30 ;2536 ;0 ;85;1.018 ;8.0 ;
924 ;0:02.31 ;2537 ;0 ;85;1.029 ;8.0 ;
924 ;0:02.32 ;2509 ;0 ;85;1.109 ;8.6 ;
924 ;0:02.33 ;2509 ;0 ;85;1.112 ;8.6 ;
924 ;0:02.34 ;2539 ;0 ;85;1.113 ;8.6 ;
924 ;0:02.35 ;2540 ;0 ;85;1.110 ;8.5 ;
924 ;0:02.36 ;2517 ;0 ;85;1.106 ;8.5 ;
924 ;0:02.37 ;2509 ;0 ;85;1.107 ;8.5 ;
924 ;0:02.38 ;2560 ;0 ;85;1.114 ;8.5 ;
924 ;0:02.39 ;2511 ;0 ;85;1.111 ;8.5 ;
924 ;0:02.40 ;2511 ;0 ;85;1.024 ;8.5 ;
924 ;0:02.41 ;2504 ;0 ;85;1.020 ;8.5 ;
924 ;0:02.42 ;2471 ;0 ;85;1.017 ;8.9 ;
924 ;0:02.43 ;2497 ;0 ;85;1.018 ;8.9 ;
924 ;0:02.44 ;2480 ;0 ;86;1.020 ;8.9 ;
924 ;0:02.45 ;2443 ;0 ;86;1.024 ;8.9 ;
924 ;0:02.46 ;2443 ;0 ;85;1.021 ;9.1 ;
924 ;0:02.47 ;2439 ;0 ;85;1.023 ;9.1 ;
924 ;0:02.48 ;2489 ;0 ;85;1.022 ;9.1 ;
924 ;0:02.49 ;2448 ;0 ;86;1.031 ;8.6 ;
924 ;0:02.50 ;2432 ;0 ;86;1.031 ;8.6 ;
924 ;0:02.51 ;2432 ;0 ;86;1.033 ;8.6 ;
924 ;0:02.52 ;2394 ;0 ;86;1.033 ;9.4 ;
924 ;0:02.53 ;2383 ;0 ;86;1.024 ;9.4 ;
924 ;0:02.54 ;2395 ;0 ;86;1.031 ;9.4 ;
924 ;0:02.55 ;2374 ;0 ;86;1.031 ;9.4 ;
924 ;0:02.56 ;2374 ;0 ;86;1.040 ;9.0 ;
924 ;0:02.57 ;2377 ;0 ;85;1.040 ;9.0 ;
924 ;0:02.58 ;2424 ;0 ;85;1.036 ;9.0 ;
924 ;0:02.59 ;2400 ;0 ;86;1.039 ;9.0 ;
924 ;0:02.60 ;2409 ;0 ;86;1.042 ;9.0 ;
924 ;0:02.61 ;2409 ;0 ;86;1.044 ;9.0 ;
924 ;0:02.62 ;2367 ;0 ;85;1.042 ;9.3 ;
924 ;0:02.63 ;2386 ;0 ;85;1.036 ;9.3 ;
924 ;0:02.64 ;2404 ;0 ;86;1.037 ;9.3 ;
924 ;0:02.65 ;2383 ;0 ;86;1.033 ;9.5 ;
924 ;0:02.66 ;2383 ;0 ;85;1.029 ;9.5 ;
924 ;0:02.67 ;2377 ;0 ;85;1.031 ;9.5 ;
924 ;0:02.68 ;2431 ;0 ;85;1.023 ;9.6 ;
924 ;0:02.69 ;2430 ;0 ;86;1.027 ;9.6 ;
924 ;0:02.70 ;2421 ;0 ;86;1.031 ;9.6 ;
924 ;0:02.71 ;2421 ;0 ;85;1.029 ;9.7 ;
924 ;0:02.72 ;2398 ;0 ;85;1.033 ;9.7 ;
924 ;0:02.73 ;2434 ;0 ;85;1.020 ;9.7 ;
924 ;0:02.74 ;2455 ;0 ;86;1.026 ;9.9 ;
924 ;0:02.75 ;2460 ;0 ;86;1.025 ;9.9 ;
924 ;0:02.76 ;2460 ;0 ;85;1.027 ;9.9 ;
924 ;0:02.77 ;2446 ;0 ;85;1.027 ;10.1 ;
924 ;0:02.78 ;2481 ;0 ;85;1.024 ;10.1 ;
924 ;0:02.79 ;2458 ;0 ;85;1.021 ;10.1 ;
924 ;0:02.80 ;2430 ;0 ;86;1.025 ;9.8 ;
924 ;0:02.81 ;2389 ;0 ;86;1.030 ;9.8 ;
924 ;0:02.82 ;2389 ;0 ;85;1.026 ;9.8 ;
924 ;0:02.83 ;2418 ;0 ;85;1.029 ;10.2 ;
924 ;0:02.84 ;2441 ;0 ;85;1.018 ;10.2 ;
924 ;0:02.85 ;2448 ;0 ;85;1.025 ;10.2 ;
924 ;0:02.86 ;2418 ;0 ;85;1.027 ;9.9 ;
924 ;0:02.87 ;2418 ;0 ;85;1.026 ;9.9 ;
924 ;0:02.88 ;2444 ;0 ;85;1.029 ;9.9 ;
924 ;0:02.89 ;2460 ;0 ;85;1.009 ;10.7 ;
924 ;0:02.90 ;2462 ;0 ;85;1.015 ;10.7 ;
924 ;0:02.91 ;2469 ;0 ;85;1.015 ;10.7 ;
924 ;0:02.92 ;2517 ;0 ;85;1.019 ;10.2 ;
924 ;0:02.93 ;2517 ;0 ;85;1.017 ;10.2 ;
924 ;0:02.94 ;2492 ;0 ;85;1.017 ;10.2 ;
924 ;0:02.95 ;2475 ;0 ;85;1.011 ;10.7 ;
924 ;0:02.96 ;2403 ;0 ;85;1.012 ;10.7 ;
924 ;0:02.97 ;2402 ;0 ;85;1.007 ;10.7 ;
924 ;0:02.98 ;2402 ;0 ;85;0.999 ;10.7 ;
924 ;0:02.99 ;2446 ;0 ;85;1.003 ;10.7 ;
924 ;0:03.00 ;2444 ;0 ;85;0.994 ;10.4 ;
924 ;0:03.01 ;2450 ;0 ;85;0.998 ;10.4 ;
924 ;0:03.02 ;2508 ;0 ;85;1.000 ;10.4 ;
924 ;0:03.03 ;2478 ;0 ;85;1.000 ;10.7 ;
924 ;0:03.04 ;2478 ;0 ;85;1.002 ;10.7 ;
924 ;0:03.05 ;2454 ;0 ;85;0.999 ;10.7 ;
924 ;0:03.06 ;2410 ;0 ;85;0.993 ;10.8 ;
924 ;0:03.07 ;2433 ;0 ;85;0.995 ;10.8 ;
924 ;0:03.08 ;2461 ;0 ;85;1.000 ;10.8 ;
924 ;0:03.09 ;2461 ;0 ;85;0.996 ;10.7 ;
924 ;0:03.10 ;2468 ;0 ;85;0.999 ;10.7 ;
924 ;0:03.11 ;2470 ;0 ;84;0.993 ;10.4 ;
924 ;0:03.12 ;2518 ;0 ;85;0.992 ;10.4 ;
924 ;0:03.13 ;2526 ;0 ;85;1.000 ;10.4 ;
924 ;0:03.14 ;2527 ;0 ;85;1.028 ;10.6 ;
924 ;0:03.15 ;2527 ;0 ;85;1.032 ;10.6 ;
924 ;0:03.16 ;2498 ;0 ;84;1.028 ;10.6 ;
924 ;0:03.17 ;2534 ;0 ;84;1.027 ;10.7 ;
924 ;0:03.18 ;2536 ;0 ;85;1.021 ;10.7 ;
924 ;0:03.19 ;2546 ;0 ;85;1.028 ;10.7 ;
924 ;0:03.20 ;2504 ;0 ;85;1.030 ;10.5 ;
924 ;0:03.21 ;2504 ;0 ;85;1.029 ;10.5 ;
924 ;0:03.22 ;2527 ;0 ;85;1.087 ;10.5 ;
924 ;0:03.23 ;2550 ;0 ;85;1.082 ;11.0 ;
924 ;0:03.24 ;2533 ;0 ;85;1.081 ;11.0 ;
924 ;0:03.25 ;2539 ;0 ;85;1.081 ;11.1 ;
924 ;0:03.26 ;2595 ;0 ;85;1.087 ;11.1 ;
924 ;0:03.27 ;2548 ;0 ;85;1.085 ;11.1 ;
924 ;0:03.28 ;2548 ;0 ;85;1.086 ;11.0 ;
924 ;0:03.29 ;2530 ;0 ;85;1.087 ;11.0 ;
924 ;0:03.30 ;2476 ;0 ;85;1.025 ;11.0 ;
924 ;0:03.31 ;2476 ;0 ;85;1.024 ;11.1 ;
924 ;0:03.32 ;2515 ;0 ;85;1.028 ;11.1 ;
924 ;0:03.33 ;2481 ;0 ;85;1.032 ;10.8 ;
924 ;0:03.34 ;2481 ;0 ;85;1.028 ;10.8 ;
924 ;0:03.35 ;2482 ;0 ;85;1.030 ;10.8 ;
924 ;0:03.36 ;2542 ;0 ;85;1.024 ;11.5 ;
924 ;0:03.37 ;2517 ;0 ;85;1.022 ;11.5 ;
924 ;0:03.38 ;2519 ;0 ;85;1.031 ;11.5 ;
924 ;0:03.39 ;2483 ;0 ;85;1.030 ;11.0 ;
924 ;0:03.40 ;2483 ;0 ;85;1.033 ;11.0 ;
924 ;0:03.41 ;2506 ;0 ;85;1.029 ;11.1 ;
924 ;0:03.42 ;2493 ;0 ;85;1.029 ;11.1 ;
924 ;0:03.43 ;2450 ;0 ;85;1.022 ;11.1 ;
924 ;0:03.44 ;2436 ;0 ;85;1.030 ;11.2 ;
924 ;0:03.45 ;2472 ;0 ;85;1.032 ;11.2 ;
924 ;0:03.46 ;2472 ;0 ;85;1.034 ;11.3 ;
924 ;0:03.47 ;2511 ;0 ;85;1.048 ;11.3 ;
924 ;0:03.48 ;2533 ;0 ;85;1.040 ;11.3 ;
924 ;0:03.49 ;2517 ;0 ;85;1.043 ;11.1 ;
924 ;0:03.50 ;2553 ;0 ;85;1.044 ;11.1 ;
924 ;0:03.51 ;2493 ;0 ;85;1.049 ;11.1 ;
924 ;0:03.52 ;2493 ;0 ;85;1.046 ;12.3 ;
924 ;0:03.53 ;2423 ;0 ;85;1.048 ;12.3 ;
924 ;0:03.54 ;2398 ;0 ;85;1.041 ;11.4 ;
924 ;0:03.55 ;2439 ;0 ;85;1.036 ;11.4 ;
924 ;0:03.56 ;2474 ;0 ;85;1.041 ;11.4 ;
924 ;0:03.57 ;2500 ;0 ;85;1.039 ;11.7 ;
924 ;0:03.58 ;2500 ;0 ;85;1.043 ;11.7 ;
924 ;0:03.59 ;2476 ;0 ;85;1.036 ;12.1 ;
924 ;0:03.60 ;2506 ;0 ;85;1.033 ;12.1 ;
924 ;0:03.61 ;2485 ;0 ;85;1.037 ;12.1 ;
924 ;0:03.62 ;2463 ;0 ;85;1.040 ;11.7 ;
924 ;0:03.63 ;2463 ;0 ;85;1.049 ;11.7 ;
924 ;0:03.64 ;2454 ;0 ;85;1.047 ;11.6 ;
924 ;0:03.65 ;2502 ;0 ;85;1.045 ;11.6 ;
924 ;0:03.66 ;2512 ;0 ;85;1.039 ;11.6 ;
924 ;0:03.67 ;2516 ;0 ;85;1.050 ;11.5 ;
924 ;0:03.68 ;2481 ;0 ;85;1.046 ;11.5 ;
924 ;0:03.69 ;2481 ;0 ;85;1.049 ;11.9 ;
924 ;0:03.70 ;2504 ;0 ;85;1.048 ;11.9 ;
924 ;0:03.71 ;2465 ;0 ;85;1.045 ;11.9 ;
924 ;0:03.72 ;2429 ;0 ;85;1.042 ;11.4 ;
924 ;0:03.73 ;2425 ;0 ;85;1.048 ;11.4 ;
924 ;0:03.74 ;2461 ;0 ;85;1.052 ;11.9 ;
924 ;0:03.75 ;2461 ;0 ;85;1.048 ;11.9 ;
924 ;0:03.76 ;2494 ;0 ;85;1.050 ;11.9 ;
924 ;0:03.77 ;2514 ;0 ;85;1.041 ;11.9 ;
924 ;0:03.78 ;2484 ;0 ;85;1.046 ;11.9 ;
924 ;0:03.79 ;2514 ;0 ;85;1.045 ;11.9 ;
924 ;0:03.80 ;2470 ;0 ;85;1.046 ;11.9 ;
924 ;0:03.81 ;2470 ;0 ;85;1.048 ;11.9 ;
924 ;0:03.82 ;2445 ;0 ;85;1.042 ;12.2 ;
924 ;0:03.83 ;2443 ;0 ;85;1.041 ;12.2 ;
924 ;0:03.84 ;2485 ;0 ;85;1.043 ;11.8 ;
924 ;0:03.85 ;2500 ;0 ;85;1.047 ;11.8 ;
924 ;0:03.86 ;2500 ;0 ;85;1.045 ;12.0 ;
924 ;0:03.87 ;2497 ;0 ;85;1.048 ;12.0 ;
