SESSION; TIME;RPM;THROT;LAMB;TAR LB;INJ;INJ %;

403 ;0:00.01 ;2349 ;0 ;0.821 ;0.850 ;3.13 ;7 ;
403 ;0:00.02 ;2300 ;0 ;0.843 ;0.850 ;3.15 ;7 ;
403 ;0:00.03 ;2331 ;0 ;0.835 ;0.850 ;3.14 ;7 ;
403 ;0:00.04 ;2383 ;0 ;0.841 ;0.850 ;3.12 ;7 ;
403 ;0:00.05 ;2392 ;0 ;0.845 ;0.850 ;3.11 ;7 ;
403 ;0:00.06 ;2392 ;0 ;0.841 ;0.850 ;3.11 ;7 ;
403 ;0:00.07 ;2368 ;0 ;0.843 ;0.850 ;3.12 ;7 ;
403 ;0:00.08 ;2308 ;0 ;0.833 ;0.850 ;3.15 ;7 ;
403 ;0:00.09 ;2329 ;0 ;0.844 ;0.850 ;3.14 ;7 ;
403 ;0:00.10 ;2356 ;0 ;0.869 ;0.850 ;3.13 ;7 ;
403 ;0:00.11 ;2356 ;0 ;0.870 ;0.850 ;3.13 ;7 ;
403 ;0:00.12 ;2401 ;0 ;0.864 ;0.850 ;3.11 ;7 ;
403 ;0:00.13 ;2442 ;0 ;0.866 ;0.850 ;3.09 ;7 ;
403 ;0:00.14 ;2424 ;0 ;0.872 ;0.850 ;3.10 ;7 ;
403 ;0:00.15 ;2424 ;0 ;0.869 ;0.850 ;3.12 ;7 ;
403 ;0:00.16 ;2378 ;0 ;0.874 ;0.850 ;3.12 ;7 ;
403 ;0:00.17 ;2382 ;0 ;0.862 ;0.850 ;3.12 ;7 ;
403 ;0:00.18 ;2392 ;0 ;0.870 ;0.850 ;3.11 ;7 ;
403 ;0:00.19 ;2436 ;0 ;0.884 ;0.850 ;3.09 ;7 ;
403 ;0:00.20 ;2436 ;0 ;0.884 ;0.850 ;3.08 ;7 ;
403 ;0:00.21 ;2459 ;0 ;0.886 ;0.850 ;3.08 ;7 ;
403 ;0:00.22 ;2486 ;0 ;0.878 ;0.850 ;3.07 ;7 ;
403 ;0:00.23 ;2481 ;0 ;0.880 ;0.850 ;3.07 ;7 ;
403 ;0:00.24 ;2517 ;0 ;0.882 ;0.850 ;3.06 ;7 ;
403 ;0:00.25 ;2531 ;0 ;0.888 ;0.850 ;3.06 ;7 ;
403 ;0:00.26 ;2531 ;0 ;0.883 ;0.850 ;3.06 ;7 ;
403 ;0:00.27 ;2551 ;0 ;0.902 ;0.850 ;3.05 ;7 ;
403 ;0:00.28 ;2579 ;0 ;0.897 ;0.850 ;3.05 ;7 ;
403 ;0:00.29 ;2593 ;0 ;0.892 ;0.850 ;3.05 ;7 ;
403 ;0:00.30 ;2593 ;0 ;0.900 ;0.850 ;3.05 ;7 ;
403 ;0:00.31 ;2640 ;0 ;0.899 ;0.850 ;3.04 ;7 ;
403 ;0:00.32 ;2674 ;0 ;0.904 ;0.850 ;3.03 ;7 ;
403 ;0:00.33 ;2674 ;0 ;0.899 ;0.850 ;3.03 ;7 ;
403 ;0:00.34 ;2702 ;0 ;0.903 ;0.850 ;3.02 ;7 ;
403 ;0:00.35 ;2692 ;0 ;0.900 ;0.850 ;3.03 ;7 ;
403 ;0:00.36 ;2647 ;0 ;0.900 ;0.850 ;3.04 ;7 ;
403 ;0:00.37 ;2659 ;0 ;0.896 ;0.850 ;3.03 ;7 ;
403 ;0:00.38 ;2704 ;0 ;0.893 ;0.850 ;3.02 ;7 ;
403 ;0:00.39 ;2735 ;0 ;0.901 ;0.850 ;3.02 ;7 ;
403 ;0:00.40 ;2780 ;0 ;0.899 ;0.850 ;3.01 ;7 ;
403 ;0:00.41 ;2716 ;0 ;0.904 ;0.850 ;3.02 ;7 ;
403 ;0:00.42 ;2695 ;0 ;0.900 ;0.850 ;3.03 ;7 ;
403 ;0:00.43 ;2695 ;0 ;0.891 ;0.850 ;3.03 ;7 ;
403 ;0:00.44 ;2738 ;0 ;0.889 ;0.850 ;3.02 ;7 ;
403 ;0:00.45 ;2763 ;0 ;0.890 ;0.850 ;3.01 ;7 ;
403 ;0:00.46 ;2806 ;0 ;0.890 ;0.850 ;3.00 ;7 ;
403 ;0:00.47 ;2871 ;0 ;0.886 ;0.850 ;2.99 ;7 ;
403 ;0:00.48 ;2851 ;0 ;0.888 ;0.850 ;2.99 ;7 ;
403 ;0:00.49 ;2835 ;0 ;0.882 ;0.850 ;3.00 ;7 ;
403 ;0:00.50 ;2800 ;0 ;0.885 ;0.850 ;3.00 ;7 ;
403 ;0:00.51 ;2783 ;0 ;0.883 ;0.850 ;3.01 ;7 ;
403 ;0:00.52 ;2818 ;0 ;0.890 ;0.850 ;3.00 ;7 ;
403 ;0:00.53 ;2813 ;0 ;0.891 ;0.850 ;3.00 ;7 ;
403 ;0:00.54 ;2811 ;0 ;0.892 ;0.850 ;3.00 ;7 ;
403 ;0:00.55 ;2853 ;0 ;0.895 ;0.850 ;2.99 ;7 ;
403 ;0:00.56 ;2850 ;0 ;0.892 ;0.850 ;2.99 ;7 ;
403 ;0:00.57 ;2856 ;0 ;0.896 ;0.850 ;2.99 ;7 ;
403 ;0:00.58 ;2856 ;0 ;0.892 ;0.850 ;3.00 ;7 ;
403 ;0:00.59 ;2814 ;0 ;0.900 ;0.850 ;3.00 ;7 ;
403 ;0:00.60 ;2808 ;0 ;0.900 ;0.850 ;3.00 ;7 ;
403 ;0:00.61 ;2823 ;0 ;0.903 ;0.850 ;3.00 ;7 ;
403 ;0:00.62 ;2771 ;0 ;0.902 ;0.850 ;3.01 ;7 ;
403 ;0:00.63 ;2743 ;0 ;0.901 ;0.850 ;3.02 ;7 ;
403 ;0:00.64 ;2781 ;0 ;0.900 ;0.850 ;3.01 ;7 ;
403 ;0:00.65 ;2798 ;0 ;0.895 ;0.850 ;3.01 ;7 ;
403 ;0:00.66 ;2826 ;0 ;0.896 ;0.850 ;3.00 ;7 ;
403 ;0:00.67 ;2793 ;0 ;0.891 ;0.850 ;3.01 ;7 ;
403 ;0:00.68 ;2783 ;0 ;0.889 ;0.850 ;3.01 ;7 ;
403 ;0:00.69 ;2773 ;0 ;0.887 ;0.850 ;3.01 ;7 ;
403 ;0:00.70 ;2744 ;0 ;0.891 ;0.850 ;3.02 ;7 ;
403 ;0:00.71 ;2736 ;0 ;0.891 ;0.850 ;3.02 ;7 ;
403 ;0:00.72 ;2736 ;0 ;0.890 ;0.850 ;3.01 ;7 ;
403 ;0:00.73 ;2776 ;0 ;0.892 ;0.850 ;3.01 ;7 ;
403 ;0:00.74 ;2768 ;0 ;0.889 ;0.850 ;3.01 ;7 ;
403 ;0:00.75 ;2764 ;0 ;0.894 ;0.850 ;3.01 ;7 ;
403 ;0:00.76 ;2737 ;0 ;0.900 ;0.850 ;3.02 ;7 ;
403 ;0:00.77 ;2743 ;0 ;0.902 ;0.850 ;3.02 ;7 ;
403 ;0:00.78 ;2751 ;0 ;0.895 ;0.850 ;3.01 ;7 ;
403 ;0:00.79 ;2748 ;0 ;0.894 ;0.850 ;3.02 ;7 ;
403 ;0:00.80 ;2751 ;0 ;0.897 ;0.850 ;3.01 ;7 ;
403 ;0:00.81 ;2767 ;0 ;0.899 ;0.850 ;3.01 ;7 ;
403 ;0:00.82 ;2748 ;0 ;0.903 ;0.850 ;3.02 ;7 ;
403 ;0:00.83 ;2752 ;0 ;0.900 ;0.850 ;3.01 ;7 ;
403 ;0:00.84 ;2727 ;0 ;0.914 ;0.850 ;3.02 ;7 ;
403 ;0:00.85 ;2727 ;0 ;0.909 ;0.850 ;3.02 ;7 ;
403 ;0:00.86 ;2742 ;0 ;0.912 ;0.850 ;3.02 ;7 ;
403 ;0:00.87 ;2748 ;0 ;0.910 ;0.850 ;3.02 ;7 ;
403 ;0:00.88 ;2721 ;0 ;0.911 ;0.850 ;3.02 ;7 ;
403 ;0:00.89 ;2694 ;0 ;0.909 ;0.850 ;3.03 ;7 ;
403 ;0:00.90 ;2728 ;0 ;0.904 ;0.850 ;3.02 ;7 ;
403 ;0:00.91 ;2716 ;0 ;0.906 ;0.850 ;3.02 ;7 ;
403 ;0:00.92 ;2736 ;0 ;0.894 ;0.850 ;3.02 ;7 ;
403 ;0:00.93 ;2707 ;0 ;0.900 ;0.850 ;3.02 ;7 ;
403 ;0:00.94 ;2703 ;0 ;0.896 ;0.850 ;3.02 ;7 ;
403 ;0:00.95 ;2708 ;0 ;0.900 ;0.850 ;3.02 ;7 ;
403 ;0:00.96 ;2708 ;0 ;0.899 ;0.850 ;3.02 ;7 ;
403 ;0:00.97 ;2688 ;0 ;0.898 ;0.850 ;3.03 ;7 ;
403 ;0:00.98 ;2690 ;0 ;0.900 ;0.850 ;3.03 ;7 ;
403 ;0:00.99 ;2731 ;0 ;0.895 ;0.850 ;3.02 ;7 ;
403 ;0:01.00 ;2732 ;0 ;0.891 ;0.850 ;3.02 ;7 ;
403 ;0:01.01 ;2745 ;0 ;0.876 ;0.850 ;3.02 ;7 ;
403 ;0:01.02 ;2701 ;0 ;0.882 ;0.850 ;3.02 ;7 ;
403 ;0:01.03 ;2708 ;0 ;0.882 ;0.850 ;3.02 ;7 ;
403 ;0:01.04 ;2700 ;0 ;0.886 ;0.850 ;3.02 ;7 ;
403 ;0:01.05 ;2683 ;0 ;0.886 ;0.850 ;3.03 ;7 ;
403 ;0:01.06 ;2683 ;0 ;0.885 ;0.850 ;3.03 ;7 ;
403 ;0:01.07 ;2693 ;0 ;0.887 ;0.850 ;3.03 ;7 ;
403 ;0:01.08 ;2715 ;0 ;0.885 ;0.850 ;3.02 ;7 ;
403 ;0:01.09 ;2707 ;0 ;0.899 ;0.850 ;3.02 ;7 ;
403 ;0:01.10 ;2699 ;0 ;0.891 ;0.850 ;3.03 ;7 ;
403 ;0:01.11 ;2679 ;0 ;0.892 ;0.850 ;3.03 ;7 ;
403 ;0:01.12 ;2694 ;0 ;0.890 ;0.850 ;3.03 ;7 ;
403 ;0:01.13 ;2691 ;0 ;0.896 ;0.850 ;3.03 ;7 ;
403 ;0:01.14 ;2707 ;0 ;0.898 ;0.850 ;3.02 ;7 ;
403 ;0:01.15 ;2688 ;0 ;0.897 ;0.850 ;3.03 ;7 ;
403 ;0:01.16 ;2688 ;0 ;0.900 ;0.850 ;3.03 ;7 ;
403 ;0:01.17 ;2720 ;0 ;0.889 ;0.850 ;3.02 ;7 ;
403 ;0:01.18 ;2697 ;0 ;0.894 ;0.850 ;3.03 ;7 ;
403 ;0:01.19 ;2666 ;0 ;0.888 ;0.850 ;3.03 ;7 ;
403 ;0:01.20 ;2650 ;0 ;0.887 ;0.850 ;3.03 ;7 ;
403 ;0:01.21 ;2693 ;0 ;0.881 ;0.850 ;3.03 ;7 ;
403 ;0:01.22 ;2705 ;0 ;0.887 ;0.850 ;3.02 ;7 ;
403 ;0:01.23 ;2718 ;0 ;0.890 ;0.850 ;3.02 ;7 ;
403 ;0:01.24 ;2710 ;0 ;0.889 ;0.850 ;3.02 ;7 ;
403 ;0:01.25 ;2711 ;0 ;0.903 ;0.850 ;3.02 ;7 ;
403 ;0:01.26 ;2711 ;0 ;0.899 ;0.850 ;3.02 ;7 ;
403 ;0:01.27 ;2695 ;0 ;0.904 ;0.850 ;3.03 ;7 ;
403 ;0:01.28 ;2705 ;0 ;0.899 ;0.850 ;3.02 ;7 ;
403 ;0:01.29 ;2691 ;0 ;0.900 ;0.850 ;3.03 ;7 ;
403 ;0:01.30 ;2697 ;0 ;0.894 ;0.850 ;3.03 ;7 ;
403 ;0:01.31 ;2692 ;0 ;0.893 ;0.850 ;3.03 ;7 ;
403 ;0:01.32 ;2686 ;0 ;0.898 ;0.850 ;3.03 ;7 ;
403 ;0:01.33 ;2664 ;0 ;0.890 ;0.850 ;3.03 ;7 ;
403 ;0:01.34 ;2692 ;0 ;0.895 ;0.850 ;3.03 ;7 ;
403 ;0:01.35 ;2681 ;0 ;0.891 ;0.850 ;3.03 ;7 ;
403 ;0:01.36 ;2681 ;0 ;0.896 ;0.850 ;3.03 ;7 ;
403 ;0:01.37 ;2682 ;0 ;0.891 ;0.850 ;3.03 ;7 ;
403 ;0:01.38 ;2680 ;0 ;0.894 ;0.850 ;3.03 ;7 ;
403 ;0:01.39 ;2716 ;0 ;0.889 ;0.850 ;3.02 ;7 ;
403 ;0:01.40 ;2706 ;0 ;0.886 ;0.850 ;3.02 ;7 ;
403 ;0:01.41 ;2680 ;0 ;0.886 ;0.850 ;3.03 ;7 ;
403 ;0:01.42 ;2653 ;0 ;0.889 ;0.850 ;3.03 ;7 ;
403 ;0:01.43 ;2666 ;0 ;0.894 ;0.850 ;3.03 ;7 ;
403 ;0:01.44 ;2682 ;0 ;0.891 ;0.850 ;3.03 ;7 ;
403 ;0:01.45 ;2682 ;0 ;0.896 ;0.850 ;3.03 ;7 ;
403 ;0:01.46 ;2707 ;0 ;0.891 ;0.850 ;3.02 ;7 ;
403 ;0:01.47 ;2690 ;0 ;0.894 ;0.850 ;3.03 ;7 ;
403 ;0:01.48 ;2716 ;0 ;0.892 ;0.850 ;3.02 ;7 ;
403 ;0:01.49 ;2682 ;0 ;0.888 ;0.850 ;3.03 ;7 ;
403 ;0:01.50 ;2634 ;0 ;0.893 ;0.850 ;3.04 ;7 ;
403 ;0:01.51 ;2615 ;0 ;0.894 ;0.850 ;3.04 ;7 ;
403 ;0:01.52 ;2650 ;0 ;0.900 ;0.850 ;3.03 ;7 ;
403 ;0:01.53 ;2670 ;0 ;0.897 ;0.850 ;3.03 ;7 ;
403 ;0:01.54 ;2670 ;0 ;0.901 ;0.850 ;3.03 ;7 ;
403 ;0:01.55 ;2689 ;0 ;0.898 ;0.850 ;3.03 ;7 ;
403 ;0:01.56 ;2675 ;0 ;0.900 ;0.850 ;3.03 ;7 ;
403 ;0:01.57 ;2675 ;0 ;0.898 ;0.850 ;3.03 ;7 ;
403 ;0:01.58 ;2650 ;0 ;0.894 ;0.850 ;3.03 ;7 ;
403 ;0:01.59 ;2637 ;0 ;0.893 ;0.850 ;3.04 ;7 ;
403 ;0:01.60 ;2628 ;0 ;0.895 ;0.850 ;3.04 ;7 ;
403 ;0:01.61 ;2661 ;0 ;0.902 ;0.850 ;3.03 ;7 ;
