SESSION; TIME;RPM;THROT;L U SP;L D SP;TRAC %;SLIP%;
318 ;0:00.55 ;1643 ;0 ;2.1 ;7.9 ;0 ;276 ;
318 ;0:00.56 ;1643 ;0 ;2.1 ;7.9 ;0 ;276 ;
318 ;0:00.57 ;1631 ;0 ;2.1 ;7.9 ;0 ;276 ;
318 ;0:00.58 ;1631 ;0 ;2.1 ;7.9 ;0 ;276 ;
318 ;0:00.59 ;1591 ;0 ;2.1 ;7.7 ;0 ;266 ;
318 ;0:00.60 ;1591 ;0 ;2.1 ;7.7 ;0 ;266 ;
318 ;0:00.61 ;1663 ;0 ;2.1 ;8.0 ;0 ;280 ;
318 ;0:00.62 ;1663 ;0 ;2.1 ;8.0 ;0 ;280 ;
318 ;0:00.63 ;1612 ;0 ;2.1 ;7.8 ;0 ;271 ;
318 ;0:00.64 ;1612 ;0 ;2.1 ;7.8 ;0 ;271 ;
318 ;0:00.65 ;1632 ;0 ;2.1 ;7.9 ;0 ;276 ;
318 ;0:00.66 ;1632 ;0 ;2.1 ;7.9 ;0 ;276 ;
318 ;0:00.67 ;1679 ;0 ;2.1 ;8.1 ;0 ;285 ;
318 ;0:00.68 ;1573 ;0 ;2.1 ;7.6 ;0 ;261 ;
318 ;0:00.69 ;1573 ;0 ;2.6 ;7.6 ;0 ;192 ;
318 ;0:00.70 ;1571 ;0 ;2.6 ;7.6 ;0 ;192 ;
318 ;0:00.71 ;1571 ;0 ;2.6 ;7.6 ;0 ;192 ;
318 ;0:00.72 ;1488 ;0 ;2.6 ;7.2 ;0 ;176 ;
318 ;0:00.73 ;1488 ;0 ;2.6 ;7.2 ;0 ;176 ;
318 ;0:00.74 ;1489 ;0 ;2.6 ;7.2 ;0 ;176 ;
318 ;0:00.75 ;1489 ;0 ;2.6 ;7.2 ;0 ;176 ;
318 ;0:00.76 ;1593 ;0 ;2.6 ;7.7 ;0 ;196 ;
318 ;0:00.77 ;1593 ;0 ;2.6 ;7.7 ;0 ;196 ;
318 ;0:00.78 ;1453 ;0 ;2.6 ;7.0 ;0 ;169 ;
318 ;0:00.79 ;1453 ;0 ;2.6 ;7.0 ;0 ;169 ;
318 ;0:00.80 ;1430 ;0 ;2.6 ;6.9 ;0 ;165 ;
318 ;0:00.81 ;1430 ;0 ;2.6 ;6.9 ;0 ;165 ;
318 ;0:00.82 ;1414 ;0 ;2.7 ;6.8 ;0 ;151 ;
318 ;0:00.83 ;1414 ;0 ;2.7 ;6.8 ;0 ;151 ;
318 ;0:00.84 ;1336 ;0 ;2.7 ;6.4 ;0 ;137 ;
318 ;0:00.85 ;1336 ;0 ;2.7 ;6.4 ;0 ;137 ;
318 ;0:00.86 ;1404 ;0 ;2.7 ;6.8 ;0 ;151 ;
318 ;0:00.87 ;1404 ;0 ;2.7 ;6.8 ;0 ;151 ;
318 ;0:00.88 ;1270 ;0 ;2.7 ;6.1 ;0 ;125 ;
318 ;0:00.89 ;1270 ;0 ;2.7 ;6.1 ;0 ;125 ;
318 ;0:00.90 ;1270 ;0 ;2.7 ;6.1 ;0 ;125 ;
318 ;0:00.91 ;1254 ;0 ;2.7 ;6.0 ;0 ;122 ;
318 ;0:00.92 ;1254 ;0 ;2.7 ;6.0 ;0 ;122 ;
318 ;0:00.93 ;1394 ;0 ;2.7 ;6.7 ;0 ;148 ;
318 ;0:00.94 ;1394 ;0 ;3.1 ;6.7 ;0 ;116 ;
318 ;0:00.95 ;1211 ;0 ;3.1 ;5.8 ;0 ;87 ;
318 ;0:00.96 ;1211 ;0 ;3.1 ;5.8 ;0 ;87 ;
318 ;0:00.97 ;1176 ;0 ;3.1 ;5.7 ;0 ;83 ;
318 ;0:00.98 ;1176 ;0 ;3.1 ;5.7 ;0 ;83 ;
318 ;0:00.99 ;1176 ;0 ;3.1 ;5.7 ;0 ;83 ;
318 ;0:01.00 ;1251 ;0 ;3.1 ;6.0 ;0 ;93 ;
318 ;0:01.01 ;1251 ;0 ;3.1 ;6.0 ;0 ;93 ;
318 ;0:01.02 ;1251 ;0 ;3.1 ;5.5 ;0 ;77 ;
318 ;0:01.03 ;1144 ;0 ;3.1 ;5.5 ;0 ;77 ;
318 ;0:01.04 ;1144 ;0 ;3.3 ;5.5 ;0 ;66 ;
318 ;0:01.05 ;1202 ;0 ;3.3 ;5.8 ;0 ;75 ;
318 ;0:01.06 ;1202 ;0 ;3.3 ;5.8 ;0 ;75 ;
318 ;0:01.07 ;1202 ;0 ;3.3 ;5.0 ;0 ;51 ;
318 ;0:01.08 ;1041 ;0 ;3.3 ;5.0 ;0 ;51 ;
318 ;0:01.09 ;1041 ;0 ;3.3 ;5.0 ;0 ;51 ;
318 ;0:01.10 ;1036 ;0 ;3.3 ;5.0 ;0 ;51 ;
318 ;0:01.11 ;1036 ;0 ;3.3 ;5.0 ;0 ;51 ;
318 ;0:01.12 ;1036 ;0 ;3.3 ;5.0 ;0 ;51 ;
318 ;0:01.13 ;1195 ;0 ;3.3 ;5.8 ;0 ;75 ;
318 ;0:01.14 ;1195 ;0 ;3.6 ;5.8 ;0 ;61 ;
318 ;0:01.15 ;1195 ;0 ;3.6 ;5.8 ;0 ;61 ;
318 ;0:01.16 ;999 ;0 ;3.6 ;4.8 ;0 ;33 ;
318 ;0:01.17 ;999 ;0 ;3.6 ;4.8 ;0 ;33 ;
318 ;0:01.18 ;1001 ;0 ;3.6 ;4.8 ;0 ;33 ;
318 ;0:01.19 ;1001 ;0 ;3.6 ;4.8 ;0 ;33 ;
318 ;0:01.20 ;1001 ;0 ;3.6 ;4.8 ;0 ;33 ;
318 ;0:01.21 ;1107 ;0 ;3.6 ;5.3 ;0 ;47 ;
318 ;0:01.22 ;1107 ;0 ;3.8 ;5.3 ;0 ;39 ;
318 ;0:01.23 ;1107 ;0 ;3.8 ;5.3 ;0 ;39 ;
318 ;0:01.24 ;1067 ;0 ;3.8 ;5.1 ;0 ;34 ;
318 ;0:01.25 ;1067 ;0 ;3.8 ;5.1 ;0 ;34 ;
318 ;0:01.26 ;1067 ;0 ;3.8 ;5.1 ;0 ;34 ;
318 ;0:01.27 ;1158 ;0 ;3.8 ;5.6 ;0 ;47 ;
318 ;0:01.28 ;1158 ;0 ;3.8 ;5.6 ;0 ;47 ;
318 ;0:01.29 ;1158 ;0 ;3.8 ;5.6 ;0 ;47 ;
318 ;0:01.30 ;1058 ;0 ;4.0 ;5.1 ;0 ;27 ;
318 ;0:01.31 ;1058 ;0 ;4.0 ;5.1 ;0 ;27 ;
318 ;0:01.32 ;1009 ;0 ;4.0 ;4.9 ;0 ;22 ;
318 ;0:01.33 ;1009 ;0 ;4.0 ;4.9 ;0 ;22 ;
318 ;0:01.34 ;1009 ;0 ;4.0 ;4.9 ;0 ;22 ;
318 ;0:01.35 ;1078 ;0 ;4.0 ;5.2 ;0 ;30 ;
318 ;0:01.36 ;1078 ;0 ;4.0 ;5.2 ;0 ;30 ;
318 ;0:01.37 ;1078 ;0 ;4.0 ;5.2 ;0 ;30 ;
318 ;0:01.38 ;1018 ;0 ;4.2 ;4.9 ;0 ;16 ;
318 ;0:01.39 ;1018 ;0 ;4.2 ;4.9 ;0 ;16 ;
318 ;0:01.40 ;1018 ;0 ;4.2 ;4.9 ;0 ;16 ;
318 ;0:01.41 ;1083 ;0 ;4.2 ;5.2 ;0 ;23 ;
318 ;0:01.42 ;1083 ;0 ;4.2 ;5.2 ;0 ;23 ;
318 ;0:01.43 ;1083 ;0 ;4.2 ;5.2 ;0 ;23 ;
318 ;0:01.44 ;1225 ;0 ;4.2 ;5.9 ;0 ;40 ;
318 ;0:01.45 ;1225 ;0 ;4.3 ;5.9 ;0 ;37 ;
318 ;0:01.46 ;1225 ;0 ;4.3 ;5.9 ;0 ;37 ;
318 ;0:01.47 ;1283 ;0 ;4.3 ;6.2 ;0 ;44 ;
318 ;0:01.48 ;1283 ;0 ;4.3 ;6.2 ;0 ;44 ;
318 ;0:01.49 ;1326 ;0 ;4.3 ;6.4 ;0 ;48 ;
318 ;0:01.50 ;1326 ;0 ;4.3 ;6.4 ;0 ;48 ;
318 ;0:01.51 ;1298 ;0 ;4.3 ;6.3 ;0 ;46 ;
318 ;0:01.52 ;1298 ;0 ;4.6 ;6.3 ;0 ;36 ;
318 ;0:01.53 ;1298 ;0 ;4.6 ;6.3 ;0 ;36 ;
318 ;0:01.54 ;1364 ;0 ;4.6 ;6.6 ;0 ;43 ;
318 ;0:01.55 ;1364 ;0 ;4.6 ;6.6 ;0 ;43 ;
318 ;0:01.56 ;1425 ;0 ;4.6 ;6.9 ;0 ;50 ;
318 ;0:01.57 ;1425 ;0 ;4.6 ;6.9 ;0 ;50 ;
318 ;0:01.58 ;1514 ;0 ;4.6 ;7.3 ;0 ;58 ;
318 ;0:01.59 ;1514 ;0 ;4.5 ;7.3 ;0 ;62 ;
318 ;0:01.60 ;1595 ;0 ;4.5 ;7.7 ;0 ;71 ;
318 ;0:01.61 ;1595 ;0 ;4.5 ;7.7 ;0 ;71 ;
318 ;0:01.62 ;1609 ;0 ;4.5 ;7.8 ;0 ;73 ;
318 ;0:01.63 ;1609 ;0 ;4.5 ;7.8 ;0 ;73 ;
318 ;0:01.64 ;1650 ;0 ;4.5 ;8.0 ;0 ;77 ;
318 ;0:01.65 ;1650 ;0 ;4.7 ;8.0 ;0 ;70 ;
318 ;0:01.66 ;1751 ;0 ;4.7 ;8.5 ;0 ;80 ;
318 ;0:01.67 ;1751 ;0 ;4.7 ;8.5 ;0 ;80 ;
318 ;0:01.68 ;1820 ;0 ;4.7 ;8.8 ;0 ;87 ;
318 ;0:01.69 ;1820 ;0 ;4.7 ;8.8 ;0 ;87 ;
318 ;0:01.70 ;1878 ;0 ;4.7 ;9.1 ;0 ;93 ;
318 ;0:01.71 ;1867 ;0 ;4.7 ;9.0 ;0 ;91 ;
318 ;0:01.72 ;1867 ;0 ;4.8 ;9.0 ;0 ;87 ;
318 ;0:01.73 ;1811 ;0 ;4.8 ;8.8 ;0 ;83 ;
318 ;0:01.74 ;1835 ;0 ;4.8 ;8.9 ;0 ;85 ;
318 ;0:01.75 ;1835 ;0 ;4.8 ;8.9 ;0 ;85 ;
318 ;0:01.76 ;1920 ;0 ;4.8 ;9.3 ;0 ;93 ;
318 ;0:01.77 ;1920 ;0 ;4.8 ;9.3 ;0 ;93 ;
318 ;0:01.78 ;1996 ;0 ;4.9 ;9.7 ;0 ;97 ;
318 ;0:01.79 ;2054 ;0 ;4.9 ;9.9 ;0 ;102 ;
318 ;0:01.80 ;2054 ;0 ;4.9 ;9.9 ;0 ;102 ;
318 ;0:01.81 ;2058 ;0 ;4.9 ;10.0 ;0 ;104 ;
318 ;0:01.82 ;2039 ;0 ;4.9 ;9.9 ;0 ;102 ;
318 ;0:01.83 ;2039 ;0 ;4.9 ;9.9 ;0 ;102 ;
318 ;0:01.84 ;2042 ;0 ;5.3 ;9.9 ;0 ;86 ;
318 ;0:01.85 ;2075 ;0 ;5.3 ;10.0 ;0 ;88 ;
318 ;0:01.86 ;2075 ;0 ;5.3 ;10.0 ;0 ;88 ;
318 ;0:01.87 ;2127 ;0 ;5.3 ;10.3 ;0 ;94 ;
318 ;0:01.88 ;2153 ;0 ;5.3 ;10.4 ;0 ;96 ;
318 ;0:01.89 ;2153 ;0 ;5.3 ;10.4 ;0 ;96 ;
318 ;0:01.90 ;2162 ;0 ;5.1 ;10.5 ;0 ;105 ;
318 ;0:01.91 ;2152 ;0 ;5.1 ;10.4 ;0 ;103 ;
318 ;0:01.92 ;2135 ;0 ;5.1 ;10.3 ;0 ;101 ;
318 ;0:01.93 ;2135 ;0 ;5.1 ;10.3 ;0 ;101 ;
318 ;0:01.94 ;2170 ;0 ;5.1 ;10.5 ;0 ;105 ;
318 ;0:01.95 ;2206 ;0 ;5.1 ;10.7 ;0 ;109 ;
318 ;0:01.96 ;2206 ;0 ;5.4 ;10.7 ;0 ;98 ;
318 ;0:01.97 ;2216 ;0 ;5.4 ;10.7 ;0 ;98 ;
318 ;0:01.98 ;2188 ;0 ;5.4 ;10.6 ;0 ;96 ;
318 ;0:01.99 ;2180 ;0 ;5.4 ;10.5 ;0 ;94 ;
318 ;0:02.00 ;2180 ;0 ;5.4 ;10.5 ;0 ;94 ;
318 ;0:02.01 ;2202 ;0 ;5.5 ;10.7 ;0 ;94 ;
318 ;0:02.02 ;2242 ;0 ;5.5 ;10.9 ;0 ;98 ;
318 ;0:02.03 ;2257 ;0 ;5.5 ;10.9 ;0 ;98 ;
318 ;0:02.04 ;2257 ;0 ;5.5 ;10.9 ;0 ;98 ;
318 ;0:02.05 ;2270 ;0 ;5.5 ;11.0 ;0 ;100 ;
318 ;0:02.06 ;2285 ;0 ;5.5 ;11.1 ;0 ;101 ;
318 ;0:02.07 ;2277 ;0 ;5.4 ;11.0 ;0 ;103 ;
318 ;0:02.08 ;2277 ;0 ;5.4 ;11.0 ;0 ;103 ;
318 ;0:02.09 ;2282 ;0 ;5.4 ;11.0 ;0 ;103 ;
318 ;0:02.10 ;2270 ;0 ;5.4 ;11.0 ;0 ;103 ;
318 ;0:02.11 ;2266 ;0 ;5.4 ;11.0 ;0 ;103 ;
318 ;0:02.12 ;2266 ;0 ;5.7 ;11.0 ;0 ;92 ;
318 ;0:02.13 ;2279 ;0 ;5.7 ;11.0 ;0 ;92 ;
318 ;0:02.14 ;2277 ;0 ;5.7 ;11.0 ;0 ;92 ;
318 ;0:02.15 ;2293 ;0 ;5.7 ;11.1 ;0 ;94 ;
318 ;0:02.16 ;2293 ;0 ;5.7 ;11.1 ;0 ;94 ;
318 ;0:02.17 ;2313 ;0 ;5.9 ;11.2 ;0 ;89 ;
318 ;0:02.18 ;2278 ;0 ;5.9 ;11.0 ;0 ;86 ;
318 ;0:02.19 ;2239 ;0 ;5.9 ;10.8 ;0 ;83 ;
318 ;0:02.20 ;2225 ;0 ;5.9 ;10.8 ;0 ;83 ;
318 ;0:02.21 ;2225 ;0 ;5.9 ;10.8 ;0 ;83 ;
318 ;0:02.22 ;2242 ;0 ;5.9 ;10.9 ;0 ;84 ;
318 ;0:02.23 ;2288 ;0 ;5.6 ;11.1 ;0 ;98 ;
318 ;0:02.24 ;2288 ;0 ;5.6 ;11.0 ;0 ;96 ;
318 ;0:02.25 ;2282 ;0 ;5.6 ;11.0 ;0 ;96 ;
318 ;0:02.26 ;2258 ;0 ;5.6 ;10.9 ;0 ;94 ;
318 ;0:02.27 ;2246 ;0 ;5.6 ;10.9 ;0 ;94 ;
318 ;0:02.28 ;2214 ;0 ;5.9 ;10.7 ;0 ;81 ;
318 ;0:02.29 ;2214 ;0 ;5.9 ;10.7 ;0 ;81 ;
318 ;0:02.30 ;2233 ;0 ;5.9 ;10.8 ;0 ;83 ;
318 ;0:02.31 ;2254 ;0 ;5.9 ;10.9 ;0 ;84 ;
318 ;0:02.32 ;2256 ;0 ;5.9 ;10.9 ;0 ;84 ;
318 ;0:02.33 ;2256 ;0 ;5.9 ;10.9 ;0 ;84 ;
318 ;0:02.34 ;2231 ;0 ;5.9 ;10.8 ;0 ;83 ;
318 ;0:02.35 ;2185 ;0 ;5.9 ;10.6 ;0 ;79 ;
318 ;0:02.36 ;2176 ;0 ;5.9 ;10.5 ;0 ;77 ;
318 ;0:02.37 ;2176 ;0 ;5.9 ;10.5 ;0 ;77 ;
318 ;0:02.38 ;2215 ;0 ;5.8 ;10.7 ;0 ;84 ;
318 ;0:02.39 ;2253 ;0 ;5.8 ;10.9 ;0 ;87 ;
318 ;0:02.40 ;2253 ;0 ;5.8 ;10.9 ;0 ;87 ;
318 ;0:02.41 ;2238 ;0 ;5.8 ;10.8 ;0 ;86 ;
318 ;0:02.42 ;2205 ;0 ;5.8 ;10.7 ;0 ;84 ;
318 ;0:02.43 ;2182 ;0 ;6.0 ;10.6 ;0 ;76 ;
318 ;0:02.44 ;2182 ;0 ;6.0 ;10.6 ;0 ;76 ;
318 ;0:02.45 ;2204 ;0 ;6.0 ;10.7 ;0 ;78 ;
318 ;0:02.46 ;2226 ;0 ;6.0 ;10.8 ;0 ;80 ;
318 ;0:02.47 ;2233 ;0 ;6.0 ;10.8 ;0 ;80 ;
318 ;0:02.48 ;2233 ;0 ;6.2 ;10.8 ;0 ;74 ;
318 ;0:02.49 ;2218 ;0 ;6.2 ;10.7 ;0 ;72 ;
318 ;0:02.50 ;2194 ;0 ;6.2 ;10.6 ;0 ;70 ;
318 ;0:02.51 ;2214 ;0 ;6.2 ;10.7 ;0 ;72 ;
318 ;0:02.52 ;2214 ;0 ;6.2 ;10.7 ;0 ;72 ;
318 ;0:02.53 ;2250 ;0 ;6.1 ;10.9 ;0 ;78 ;
318 ;0:02.54 ;2296 ;0 ;6.1 ;11.1 ;0 ;81 ;
318 ;0:02.55 ;2295 ;0 ;6.1 ;11.1 ;0 ;81 ;
318 ;0:02.56 ;2295 ;0 ;6.1 ;11.1 ;0 ;81 ;
318 ;0:02.57 ;2281 ;0 ;6.2 ;11.0 ;0 ;77 ;
318 ;0:02.58 ;2279 ;0 ;6.2 ;11.0 ;0 ;77 ;
318 ;0:02.59 ;2296 ;0 ;6.2 ;11.1 ;0 ;79 ;
318 ;0:02.60 ;2296 ;0 ;6.2 ;11.1 ;0 ;79 ;
318 ;0:02.61 ;2319 ;0 ;6.2 ;11.2 ;0 ;80 ;
318 ;0:02.62 ;2328 ;0 ;6.5 ;11.3 ;0 ;73 ;
318 ;0:02.63 ;2327 ;0 ;6.5 ;11.3 ;0 ;73 ;
318 ;0:02.64 ;2327 ;0 ;6.5 ;11.3 ;0 ;73 ;
318 ;0:02.65 ;2316 ;0 ;6.5 ;11.2 ;0 ;72 ;
318 ;0:02.66 ;2282 ;0 ;6.5 ;11.0 ;0 ;69 ;
318 ;0:02.67 ;2274 ;0 ;6.1 ;11.0 ;0 ;80 ;
318 ;0:02.68 ;2301 ;0 ;6.1 ;11.1 ;0 ;81 ;
318 ;0:02.69 ;2301 ;0 ;6.1 ;11.1 ;0 ;81 ;
318 ;0:02.70 ;2332 ;0 ;6.1 ;11.3 ;0 ;85 ;
318 ;0:02.71 ;2335 ;0 ;6.3 ;11.3 ;0 ;79 ;
318 ;0:02.72 ;2331 ;0 ;6.3 ;11.3 ;0 ;79 ;
318 ;0:02.73 ;2331 ;0 ;6.3 ;11.3 ;0 ;79 ;
318 ;0:02.74 ;2311 ;0 ;6.3 ;11.2 ;0 ;77 ;
318 ;0:02.75 ;2322 ;0 ;6.3 ;11.2 ;0 ;77 ;
318 ;0:02.76 ;2312 ;0 ;6.3 ;11.2 ;0 ;77 ;
318 ;0:02.77 ;2312 ;0 ;6.3 ;11.2 ;0 ;77 ;
318 ;0:02.78 ;2282 ;0 ;6.3 ;11.0 ;0 ;74 ;
318 ;0:02.79 ;2302 ;0 ;6.3 ;11.1 ;0 ;76 ;
318 ;0:02.80 ;2302 ;0 ;6.3 ;11.1 ;0 ;76 ;
318 ;0:02.81 ;2275 ;0 ;6.2 ;11.0 ;0 ;77 ;
318 ;0:02.82 ;2275 ;0 ;6.2 ;11.0 ;0 ;77 ;
318 ;0:02.83 ;2293 ;0 ;6.2 ;11.1 ;0 ;79 ;
318 ;0:02.84 ;2256 ;0 ;6.2 ;10.9 ;0 ;75 ;
318 ;0:02.85 ;2263 ;0 ;6.7 ;11.0 ;0 ;64 ;
318 ;0:02.86 ;2263 ;0 ;6.7 ;11.0 ;0 ;64 ;
318 ;0:02.87 ;2263 ;0 ;6.7 ;11.0 ;0 ;64 ;
318 ;0:02.88 ;2201 ;0 ;6.7 ;10.7 ;0 ;59 ;
318 ;0:02.89 ;2200 ;0 ;6.7 ;10.6 ;0 ;58 ;
318 ;0:02.90 ;2200 ;0 ;6.5 ;10.6 ;0 ;63 ;
318 ;0:02.91 ;2201 ;0 ;6.5 ;10.7 ;0 ;64 ;
318 ;0:02.92 ;2227 ;0 ;6.5 ;10.8 ;0 ;66 ;
318 ;0:02.93 ;2251 ;0 ;6.5 ;10.9 ;0 ;67 ;
318 ;0:02.94 ;2251 ;0 ;6.5 ;10.9 ;0 ;67 ;
318 ;0:02.95 ;2239 ;0 ;6.5 ;10.8 ;0 ;66 ;
318 ;0:02.96 ;2260 ;0 ;6.5 ;10.9 ;0 ;67 ;
318 ;0:02.97 ;2253 ;0 ;6.5 ;10.9 ;0 ;67 ;
318 ;0:02.98 ;2253 ;0 ;6.5 ;10.9 ;0 ;67 ;
318 ;0:02.99 ;2223 ;0 ;6.9 ;10.8 ;0 ;56 ;
318 ;0:03.00 ;2232 ;0 ;6.9 ;10.8 ;0 ;56 ;
318 ;0:03.01 ;2247 ;0 ;6.9 ;10.9 ;0 ;57 ;
318 ;0:03.02 ;2247 ;0 ;6.9 ;10.9 ;0 ;57 ;
318 ;0:03.03 ;2253 ;0 ;6.5 ;10.9 ;0 ;67 ;
318 ;0:03.04 ;2247 ;0 ;6.5 ;10.9 ;0 ;67 ;
318 ;0:03.05 ;2247 ;0 ;6.5 ;10.8 ;0 ;66 ;
318 ;0:03.06 ;2231 ;0 ;6.5 ;10.8 ;0 ;66 ;
318 ;0:03.07 ;2246 ;0 ;6.5 ;10.9 ;0 ;67 ;
318 ;0:03.08 ;2260 ;0 ;6.7 ;10.9 ;0 ;62 ;
318 ;0:03.09 ;2260 ;0 ;6.7 ;10.9 ;0 ;62 ;
318 ;0:03.10 ;2248 ;0 ;6.7 ;10.9 ;0 ;62 ;
318 ;0:03.11 ;2245 ;0 ;6.7 ;10.9 ;0 ;62 ;
318 ;0:03.12 ;2252 ;0 ;6.9 ;10.9 ;0 ;57 ;
318 ;0:03.13 ;2230 ;0 ;6.9 ;10.8 ;0 ;56 ;
318 ;0:03.14 ;2230 ;0 ;6.9 ;10.8 ;0 ;56 ;
318 ;0:03.15 ;2216 ;0 ;6.9 ;10.7 ;0 ;55 ;
318 ;0:03.16 ;2225 ;0 ;6.6 ;10.8 ;0 ;63 ;
318 ;0:03.17 ;2225 ;0 ;6.6 ;10.9 ;0 ;65 ;
318 ;0:03.18 ;2259 ;0 ;6.6 ;10.9 ;0 ;65 ;
318 ;0:03.19 ;2260 ;0 ;6.6 ;10.9 ;0 ;65 ;
318 ;0:03.20 ;2289 ;0 ;6.6 ;11.1 ;0 ;68 ;
318 ;0:03.21 ;2289 ;0 ;6.8 ;11.1 ;0 ;63 ;
318 ;0:03.22 ;2286 ;0 ;6.8 ;11.1 ;0 ;63 ;
318 ;0:03.23 ;2288 ;0 ;6.8 ;11.1 ;0 ;63 ;
318 ;0:03.24 ;2304 ;0 ;6.8 ;11.2 ;0 ;64 ;
318 ;0:03.25 ;2323 ;0 ;6.7 ;11.2 ;0 ;67 ;
318 ;0:03.26 ;2323 ;0 ;6.7 ;11.2 ;0 ;67 ;
318 ;0:03.27 ;2339 ;0 ;6.7 ;11.3 ;0 ;68 ;
318 ;0:03.28 ;2358 ;0 ;6.7 ;11.4 ;0 ;70 ;
318 ;0:03.29 ;2327 ;0 ;6.8 ;11.3 ;0 ;66 ;
318 ;0:03.30 ;2327 ;0 ;6.8 ;11.3 ;0 ;66 ;
318 ;0:03.31 ;2281 ;0 ;6.8 ;11.0 ;0 ;61 ;
