SESSION; TIME;RPM;THROT;LAMB;L U SP;L D SP;INJ;

1067 ;0:00.01 ;2722 ;0 ;0.904 ;6.7 ;0.0 ;4.02 ;
1067 ;0:00.02 ;2722 ;0 ;0.904 ;7.1 ;0.0 ;4.02 ;
1067 ;0:00.03 ;2722 ;0 ;0.904 ;7.1 ;0.0 ;4.02 ;
1067 ;0:00.04 ;2722 ;0 ;0.904 ;7.1 ;0.0 ;4.02 ;
1067 ;0:00.05 ;2722 ;0 ;0.904 ;7.1 ;0.0 ;4.02 ;
1067 ;0:00.06 ;2722 ;0 ;0.904 ;7.1 ;0.0 ;4.02 ;
1067 ;0:00.07 ;2722 ;0 ;0.903 ;7.9 ;0.0 ;4.02 ;
1067 ;0:00.08 ;2722 ;0 ;0.904 ;7.9 ;0.0 ;4.02 ;
1067 ;0:00.09 ;2722 ;0 ;0.904 ;7.9 ;0.0 ;4.02 ;
1067 ;0:00.10 ;2722 ;0 ;0.904 ;7.9 ;0.0 ;4.02 ;
1067 ;0:00.11 ;2722 ;0 ;0.904 ;8.2 ;0.0 ;4.02 ;
1067 ;0:00.12 ;2722 ;0 ;0.904 ;8.2 ;0.0 ;4.02 ;
1067 ;0:00.13 ;2722 ;0 ;0.904 ;8.2 ;0.0 ;4.02 ;
1067 ;0:00.14 ;2722 ;0 ;0.904 ;8.7 ;0.0 ;4.02 ;
1067 ;0:00.15 ;2722 ;0 ;0.904 ;8.7 ;0.0 ;4.02 ;
1067 ;0:00.16 ;2722 ;0 ;0.904 ;8.7 ;0.0 ;4.02 ;
1067 ;0:00.17 ;2722 ;0 ;0.904 ;8.7 ;0.0 ;4.02 ;
1067 ;0:00.18 ;2722 ;0 ;0.904 ;9.0 ;0.0 ;4.02 ;
1067 ;0:00.19 ;2722 ;0 ;0.904 ;9.0 ;0.0 ;4.02 ;
1067 ;0:00.20 ;2722 ;0 ;0.904 ;9.0 ;0.0 ;4.02 ;
1067 ;0:00.21 ;2722 ;0 ;0.904 ;9.6 ;0.0 ;4.02 ;
1067 ;0:00.22 ;2722 ;0 ;0.904 ;9.6 ;0.0 ;4.02 ;
1067 ;0:00.23 ;2722 ;0 ;0.904 ;9.6 ;0.0 ;4.02 ;
1067 ;0:00.24 ;2722 ;0 ;0.904 ;9.6 ;0.0 ;4.02 ;
1067 ;0:00.25 ;2722 ;0 ;0.904 ;10.2 ;0.0 ;4.02 ;
1067 ;0:00.26 ;2722 ;0 ;0.904 ;10.2 ;0.0 ;4.02 ;
1067 ;0:00.27 ;2722 ;0 ;0.904 ;10.2 ;0.0 ;4.02 ;
1067 ;0:00.28 ;2722 ;0 ;0.903 ;9.6 ;0.0 ;4.02 ;
1067 ;0:00.29 ;2722 ;0 ;0.903 ;9.6 ;0.0 ;4.02 ;
1067 ;0:00.30 ;2722 ;0 ;0.903 ;10.5 ;0.0 ;4.02 ;
1067 ;0:00.31 ;2722 ;0 ;0.903 ;10.5 ;0.0 ;4.02 ;
1067 ;0:00.32 ;2722 ;0 ;0.903 ;10.5 ;0.0 ;4.02 ;
1067 ;0:00.33 ;2722 ;0 ;0.903 ;10.8 ;0.0 ;4.02 ;
1067 ;0:00.34 ;2722 ;0 ;0.903 ;10.8 ;0.0 ;4.02 ;
1067 ;0:00.35 ;2722 ;0 ;0.903 ;10.8 ;0.0 ;4.02 ;
1067 ;0:00.36 ;2722 ;0 ;0.903 ;11.0 ;0.0 ;4.02 ;
1067 ;0:00.37 ;2722 ;0 ;0.903 ;11.0 ;0.0 ;4.02 ;
1067 ;0:00.38 ;2722 ;0 ;0.903 ;11.0 ;0.0 ;4.02 ;
1067 ;0:00.39 ;2722 ;0 ;0.903 ;10.7 ;0.0 ;4.02 ;
1067 ;0:00.40 ;2722 ;0 ;0.904 ;10.7 ;0.0 ;4.02 ;
1067 ;0:00.41 ;2722 ;0 ;0.903 ;10.7 ;0.0 ;4.02 ;
1067 ;0:00.42 ;2722 ;0 ;0.904 ;11.5 ;0.0 ;4.02 ;
1067 ;0:00.43 ;2722 ;0 ;0.904 ;11.5 ;0.0 ;4.02 ;
1067 ;0:00.44 ;2722 ;0 ;0.904 ;11.1 ;0.0 ;4.02 ;
1067 ;0:00.45 ;2722 ;0 ;0.904 ;11.1 ;0.0 ;4.02 ;
1067 ;0:00.46 ;2722 ;0 ;0.903 ;11.1 ;0.0 ;4.02 ;
1067 ;0:00.47 ;2722 ;0 ;0.904 ;11.7 ;0.0 ;4.02 ;
1067 ;0:00.48 ;2722 ;0 ;0.903 ;11.7 ;0.0 ;4.02 ;
1067 ;0:00.49 ;2722 ;0 ;0.903 ;11.7 ;0.0 ;4.02 ;
1067 ;0:00.50 ;2722 ;0 ;0.903 ;11.3 ;0.0 ;4.02 ;
1067 ;0:00.51 ;2722 ;0 ;0.903 ;11.3 ;0.0 ;4.02 ;
1067 ;0:00.52 ;2722 ;0 ;0.903 ;12.2 ;0.0 ;4.02 ;
1067 ;0:00.53 ;2722 ;0 ;0.903 ;12.2 ;0.0 ;4.02 ;
1067 ;0:00.54 ;2722 ;0 ;0.903 ;12.2 ;0.0 ;4.02 ;
1067 ;0:00.55 ;2722 ;0 ;0.903 ;11.7 ;0.0 ;4.02 ;
1067 ;0:00.56 ;2722 ;0 ;0.903 ;11.7 ;0.0 ;4.02 ;
1067 ;0:00.57 ;2722 ;0 ;0.903 ;12.2 ;0.0 ;4.02 ;
1067 ;0:00.58 ;2722 ;0 ;0.903 ;12.2 ;0.0 ;4.02 ;
1067 ;0:00.59 ;2722 ;0 ;0.903 ;12.2 ;0.0 ;4.02 ;
1067 ;0:00.60 ;2722 ;0 ;0.904 ;12.3 ;0.0 ;4.02 ;
1067 ;0:00.61 ;2722 ;0 ;0.904 ;12.3 ;0.0 ;4.02 ;
1067 ;0:00.62 ;2722 ;0 ;0.904 ;12.5 ;0.0 ;4.02 ;
1067 ;0:00.63 ;2722 ;0 ;0.904 ;12.5 ;0.0 ;4.02 ;
1067 ;0:00.64 ;2722 ;0 ;0.904 ;12.5 ;0.0 ;4.02 ;
1067 ;0:00.65 ;2722 ;0 ;0.904 ;12.5 ;0.0 ;4.02 ;
1067 ;0:00.66 ;2722 ;0 ;0.904 ;12.5 ;0.0 ;4.02 ;
1067 ;0:00.67 ;2722 ;0 ;0.904 ;12.3 ;0.0 ;4.02 ;
1067 ;0:00.68 ;2722 ;0 ;0.903 ;12.3 ;0.0 ;4.02 ;
1067 ;0:00.69 ;2722 ;0 ;0.903 ;12.3 ;0.0 ;4.02 ;
1067 ;0:00.70 ;2722 ;0 ;0.903 ;12.3 ;0.0 ;4.02 ;
1067 ;0:00.71 ;2722 ;0 ;0.903 ;12.9 ;0.0 ;4.02 ;
1067 ;0:00.72 ;2722 ;0 ;0.903 ;12.9 ;0.0 ;4.02 ;
1067 ;0:00.73 ;2722 ;0 ;0.903 ;12.9 ;0.0 ;4.02 ;
1067 ;0:00.74 ;2722 ;0 ;0.904 ;12.6 ;0.0 ;4.02 ;
1067 ;0:00.75 ;2722 ;0 ;0.903 ;12.6 ;0.0 ;4.02 ;
1067 ;0:00.76 ;2722 ;0 ;0.904 ;13.7 ;0.0 ;4.02 ;
1067 ;0:00.77 ;2722 ;0 ;0.904 ;13.7 ;0.0 ;4.02 ;
1067 ;0:00.78 ;2722 ;0 ;0.904 ;12.8 ;0.0 ;4.02 ;
1067 ;0:00.79 ;2722 ;0 ;0.904 ;12.8 ;0.0 ;4.02 ;
1067 ;0:00.80 ;2722 ;0 ;0.904 ;13.4 ;0.0 ;4.02 ;
1067 ;0:00.81 ;2722 ;0 ;0.904 ;13.4 ;0.0 ;4.02 ;
1067 ;0:00.82 ;2722 ;0 ;0.904 ;13.4 ;0.0 ;4.02 ;
1067 ;0:00.83 ;2722 ;0 ;0.904 ;13.9 ;0.0 ;4.02 ;
1067 ;0:00.84 ;2722 ;0 ;0.904 ;13.9 ;0.0 ;4.02 ;
1067 ;0:00.85 ;2722 ;0 ;0.904 ;12.7 ;0.0 ;4.02 ;
1067 ;0:00.86 ;2722 ;0 ;0.904 ;12.7 ;0.0 ;4.02 ;
1067 ;0:00.87 ;2722 ;0 ;0.904 ;13.6 ;0.0 ;4.02 ;
1067 ;0:00.88 ;2722 ;0 ;0.904 ;13.6 ;0.0 ;4.02 ;
1067 ;0:00.89 ;2722 ;0 ;0.904 ;14.4 ;0.0 ;4.02 ;
1067 ;0:00.90 ;2722 ;0 ;0.904 ;14.4 ;0.0 ;4.02 ;
1067 ;0:00.91 ;2722 ;0 ;0.904 ;13.3 ;0.0 ;4.02 ;
