SESSION; TIME;RPM;THROT;WATER;AIR;MAP;LAMB;L U SP;L D SP;TAR LB;LAMB %;TRAC %;SLIP%;INJ;ADV;SHIF A;INJ %;L/100K;
124 ;0:01.20 ;3247 ;0 ;91;13;75;0.879 ;3.5 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.59 ;10.2 ;0 ;7 ;84.2;
124 ;0:01.30 ;3271 ;0 ;91;13;75;0.870 ;3.8 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.60 ;10.2 ;0 ;7 ;80.0;
124 ;0:01.40 ;3275 ;0 ;91;13;75;0.874 ;4.0 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.60 ;10.2 ;0 ;7 ;80.0;
124 ;0:01.50 ;3256 ;0 ;91;13;75;0.874 ;4.0 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.60 ;10.2 ;0 ;7 ;66.6;
124 ;0:01.60 ;3213 ;0 ;91;13;75;0.883 ;4.5 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.59 ;10.2 ;0 ;6 ;72.7;
124 ;0:01.70 ;3223 ;0 ;91;13;75;0.874 ;4.4 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.59 ;10.2 ;0 ;6 ;65.9;
124 ;0:01.80 ;3288 ;0 ;91;13;75;0.866 ;4.7 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.60 ;10.2 ;0 ;7 ;68.7;
124 ;0:01.90 ;3306 ;0 ;91;13;75;0.863 ;4.9 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.61 ;10.3 ;0 ;7 ;61.5;
124 ;0:02.00 ;3283 ;0 ;91;13;75;0.863 ;5.2 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.60 ;10.3 ;0 ;7 ;59.2;
124 ;0:02.10 ;3316 ;0 ;91;13;75;0.873 ;5.4 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.61 ;10.3 ;0 ;7 ;57.1;
124 ;0:02.20 ;3313 ;0 ;91;13;75;0.863 ;5.5 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.61 ;10.3 ;0 ;7 ;60.0;
124 ;0:02.30 ;3315 ;0 ;91;13;75;0.873 ;5.9 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.61 ;10.3 ;0 ;7 ;56.1;
124 ;0:02.40 ;3377 ;0 ;91;13;75;0.872 ;6.2 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.62 ;10.3 ;0 ;7 ;55.9;
124 ;0:02.50 ;3319 ;0 ;91;13;75;0.867 ;6.3 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.61 ;10.3 ;0 ;7 ;50.7;
124 ;0:02.60 ;3323 ;0 ;91;13;75;0.861 ;6.1 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.61 ;10.3 ;0 ;7 ;48.4;
124 ;0:02.70 ;3289 ;0 ;91;13;75;0.856 ;6.6 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.60 ;10.2 ;0 ;7 ;47.7;
124 ;0:02.80 ;3271 ;0 ;91;13;75;0.860 ;6.7 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.60 ;10.2 ;0 ;7 ;47.0;
124 ;0:02.90 ;3213 ;0 ;91;13;75;0.859 ;6.7 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.59 ;10.2 ;0 ;7 ;41.8;
124 ;0:03.00 ;3290 ;0 ;90;13;75;0.862 ;7.1 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.60 ;10.2 ;0 ;7 ;42.6;
124 ;0:03.10 ;3252 ;0 ;90;13;75;0.867 ;7.5 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.60 ;10.2 ;0 ;7 ;41.8;
124 ;0:03.20 ;3225 ;0 ;90;13;75;0.858 ;7.5 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.59 ;10.2 ;0 ;7 ;38.7;
124 ;0:03.30 ;3245 ;0 ;90;13;75;0.860 ;7.6 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.59 ;10.2 ;0 ;7 ;37.8;
124 ;0:03.40 ;3229 ;0 ;90;13;75;0.857 ;8.2 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.59 ;10.2 ;0 ;7 ;37.3;
124 ;0:03.50 ;3286 ;0 ;90;13;75;0.864 ;8.7 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.60 ;10.2 ;0 ;7 ;37.2;
124 ;0:03.60 ;3263 ;0 ;90;13;75;0.869 ;8.3 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.60 ;10.2 ;0 ;7 ;38.5;
124 ;0:03.70 ;3287 ;0 ;90;13;75;0.874 ;9.2 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.60 ;10.2 ;0 ;7 ;36.3;
124 ;0:03.80 ;3309 ;0 ;90;13;75;0.885 ;9.1 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.61 ;10.3 ;0 ;7 ;37.0;
124 ;0:03.90 ;3371 ;0 ;90;13;75;0.879 ;8.9 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.62 ;10.3 ;0 ;7 ;35.1;
124 ;0:04.00 ;3341 ;0 ;90;13;75;0.886 ;8.9 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.61 ;10.3 ;0 ;7 ;34.3;
124 ;0:04.10 ;3402 ;0 ;90;13;75;0.871 ;8.9 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.63 ;10.4 ;0 ;7 ;34.3;
124 ;0:04.20 ;3363 ;0 ;90;13;76;0.878 ;9.6 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.62 ;10.3 ;0 ;7 ;32.6;
124 ;0:04.30 ;3308 ;0 ;90;13;76;0.911 ;10.1 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.61 ;10.3 ;0 ;7 ;28.8;
124 ;0:04.40 ;3245 ;0 ;90;13;76;0.959 ;11.0 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.59 ;10.2 ;0 ;7 ;27.9;
124 ;0:04.50 ;3279 ;0 ;90;13;77;0.994 ;10.9 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.60 ;10.2 ;0 ;7 ;27.9;
124 ;0:04.60 ;3195 ;0 ;90;13;77;0.969 ;11.6 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.58 ;10.1 ;0 ;6 ;24.7;
124 ;0:04.70 ;2979 ;0 ;90;13;78;0.961 ;12.2 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.56 ;9.9 ;0 ;6 ;24.3;
124 ;0:04.80 ;2929 ;0 ;90;13;79;0.968 ;11.6 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.57 ;9.8 ;0 ;6 ;22.6;
124 ;0:04.90 ;2824 ;0 ;90;13;80;0.979 ;11.9 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.59 ;9.6 ;0 ;6 ;22.6;
124 ;0:05.00 ;2685 ;0 ;90;13;80;0.966 ;11.9 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.62 ;9.3 ;0 ;6 ;22.4;
124 ;0:05.10 ;2622 ;0 ;90;13;81;0.952 ;12.5 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.63 ;9.2 ;0 ;6 ;20.8;
124 ;0:05.20 ;2513 ;0 ;90;13;81;0.936 ;12.3 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.65 ;9.0 ;0 ;6 ;21.5;
124 ;0:05.30 ;2512 ;0 ;90;13;81;0.896 ;11.7 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.65 ;9.0 ;0 ;6 ;21.0;
124 ;0:05.40 ;2531 ;0 ;90;13;82;0.873 ;11.9 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.65 ;9.0 ;0 ;6 ;20.3;
124 ;0:05.50 ;2538 ;0 ;90;13;82;0.852 ;11.7 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.65 ;9.0 ;0 ;6 ;20.6;
124 ;0:05.60 ;2502 ;0 ;90;13;82;0.819 ;12.2 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.65 ;9.0 ;0 ;6 ;19.8;
124 ;0:05.70 ;2384 ;0 ;90;13;83;0.830 ;12.9 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.79 ;8.5 ;0 ;6 ;19.8;
124 ;0:05.80 ;2364 ;0 ;90;13;82;0.834 ;12.6 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.82 ;8.3 ;0 ;7 ;17.9;
124 ;0:05.90 ;2393 ;0 ;90;13;81;0.825 ;13.4 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.78 ;8.5 ;0 ;6 ;18.1;
124 ;0:06.00 ;2371 ;0 ;90;13;80;0.817 ;14.4 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.81 ;8.4 ;0 ;7 ;17.2;
124 ;0:06.10 ;2472 ;0 ;90;13;79;0.803 ;14.9 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.69 ;8.8 ;0 ;6 ;17.4;
124 ;0:06.20 ;2594 ;0 ;90;12;76;0.763 ;15.0 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.64 ;9.1 ;0 ;6 ;16.0;
124 ;0:06.30 ;2742 ;0 ;90;13;75;0.740 ;15.9 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.61 ;9.4 ;0 ;6 ;15.2;
124 ;0:06.40 ;2700 ;0 ;90;13;72;0.751 ;17.0 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.61 ;9.4 ;0 ;6 ;16.4;
124 ;0:06.50 ;3374 ;0 ;90;13;69;0.790 ;16.9 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.62 ;10.3 ;0 ;7 ;24.2;
124 ;0:06.60 ;3969 ;1 ;90;13;70;0.787 ;17.2 ;0.0 ;0.900 ;0.0 ;0 ;0 ;2.99 ;13.6 ;0 ;9 ;27.1;
124 ;0:06.70 ;3849 ;2 ;90;12;73;0.749 ;17.5 ;0.0 ;0.900 ;0.0 ;0 ;0 ;3.23 ;15.8 ;0 ;10 ;18.7;
124 ;0:06.80 ;2814 ;2 ;90;13;74;0.749 ;18.9 ;0.0 ;0.900 ;0.0 ;0 ;0 ;3.17 ;11.7 ;0 ;7 ;18.6;
124 ;0:06.90 ;3281 ;2 ;90;13;70;0.746 ;19.0 ;0.0 ;0.900 ;0.0 ;0 ;0 ;3.17 ;13.5 ;0 ;9 ;35.4;
124 ;0:07.00 ;4489 ;4 ;90;13;70;0.777 ;18.2 ;0.0 ;0.900 ;0.0 ;0 ;0 ;3.75 ;25.9 ;0 ;14 ;31.6;
124 ;0:07.10 ;3889 ;4 ;90;12;74;0.759 ;18.4 ;0.0 ;0.900 ;0.0 ;0 ;0 ;3.75 ;21.2 ;0 ;11 ;24.3;
124 ;0:07.20 ;3238 ;4 ;90;13;72;0.759 ;19.4 ;0.0 ;0.900 ;0.0 ;0 ;0 ;3.75 ;16.7 ;0 ;10 ;25.5;
124 ;0:07.30 ;3635 ;4 ;90;13;69;0.745 ;20.2 ;0.0 ;0.900 ;0.0 ;0 ;0 ;3.75 ;19.4 ;0 ;11 ;30.2;
124 ;0:07.40 ;4226 ;4 ;90;13;68;0.800 ;18.9 ;0.0 ;0.900 ;0.0 ;0 ;0 ;3.75 ;23.8 ;0 ;13 ;31.0;
124 ;0:07.50 ;4100 ;4 ;90;13;69;0.807 ;19.3 ;0.0 ;0.900 ;0.0 ;0 ;0 ;3.75 ;22.8 ;0 ;12 ;28.5;
124 ;0:07.60 ;3975 ;4 ;90;13;69;0.794 ;20.0 ;0.0 ;0.900 ;0.0 ;0 ;0 ;3.75 ;21.8 ;0 ;12 ;27.0;
124 ;0:07.70 ;3944 ;4 ;90;13;68;0.806 ;19.4 ;0.0 ;0.900 ;0.0 ;0 ;0 ;3.75 ;21.6 ;0 ;12 ;29.4;
124 ;0:07.80 ;4031 ;4 ;90;13;67;0.803 ;20.2 ;0.0 ;0.900 ;0.0 ;0 ;0 ;3.75 ;22.2 ;0 ;12 ;28.0;
124 ;0:07.90 ;4092 ;4 ;90;13;67;0.811 ;20.2 ;0.0 ;0.900 ;0.0 ;0 ;0 ;3.75 ;22.7 ;0 ;12 ;27.6;
124 ;0:08.00 ;4192 ;4 ;90;13;66;0.837 ;21.3 ;0.0 ;0.900 ;0.0 ;0 ;0 ;3.75 ;23.5 ;0 ;13 ;28.7;
124 ;0:08.10 ;4256 ;4 ;90;13;65;0.866 ;21.9 ;0.0 ;0.900 ;0.0 ;0 ;0 ;3.75 ;24.0 ;0 ;13 ;27.7;
124 ;0:08.20 ;4304 ;4 ;90;13;65;0.944 ;21.5 ;0.0 ;0.900 ;0.0 ;0 ;0 ;3.75 ;24.4 ;0 ;13 ;27.7;
124 ;0:08.30 ;4557 ;4 ;90;13;64;0.982 ;22.1 ;0.0 ;0.900 ;0.0 ;0 ;0 ;3.75 ;26.4 ;0 ;14 ;26.7;
124 ;0:08.40 ;4463 ;4 ;90;13;64;0.942 ;23.7 ;0.0 ;0.900 ;0.0 ;0 ;0 ;3.75 ;25.7 ;0 ;14 ;28.4;
124 ;0:08.50 ;4739 ;4 ;90;13;63;0.945 ;24.0 ;0.0 ;0.900 ;0.0 ;0 ;0 ;3.75 ;27.9 ;0 ;14 ;28.9;
124 ;0:08.60 ;4811 ;4 ;90;13;63;0.925 ;23.8 ;0.0 ;0.900 ;0.0 ;0 ;0 ;3.75 ;28.3 ;0 ;15 ;27.8;
124 ;0:08.70 ;4873 ;4 ;90;13;63;0.864 ;24.3 ;0.0 ;0.900 ;0.0 ;0 ;0 ;3.75 ;28.9 ;0 ;15 ;28.4;
124 ;0:08.80 ;5277 ;4 ;90;13;63;0.793 ;25.6 ;0.0 ;0.900 ;0.0 ;0 ;0 ;3.75 ;31.3 ;0 ;16 ;27.4;
124 ;0:08.90 ;4885 ;4 ;90;13;65;0.754 ;25.8 ;0.0 ;0.900 ;0.0 ;0 ;0 ;3.75 ;29.0 ;0 ;15 ;26.1;
124 ;0:09.00 ;4964 ;4 ;90;13;64;0.742 ;27.7 ;0.0 ;0.900 ;0.0 ;0 ;0 ;3.75 ;29.7 ;0 ;15 ;27.5;
124 ;0:09.10 ;5514 ;6 ;90;13;64;0.759 ;26.6 ;0.0 ;0.900 ;0.0 ;0 ;0 ;3.89 ;37.6 ;0 ;18 ;29.5;
124 ;0:09.20 ;5500 ;8 ;90;13;66;0.783 ;26.6 ;0.0 ;0.900 ;0.0 ;0 ;0 ;4.04 ;42.5 ;0 ;18 ;28.8;
124 ;0:09.30 ;5476 ;9 ;90;13;66;0.779 ;28.2 ;0.0 ;0.900 ;0.0 ;0 ;0 ;4.10 ;43.2 ;0 ;18 ;31.5;
124 ;0:09.40 ;5676 ;10 ;90;13;65;0.779 ;30.1 ;0.0 ;0.900 ;0.0 ;0 ;0 ;4.06 ;47.7 ;0 ;19 ;31.7;
124 ;0:09.50 ;5833 ;10 ;90;13;65;0.827 ;27.4 ;0.0 ;0.900 ;0.0 ;0 ;0 ;3.98 ;49.9 ;0 ;19 ;31.6;
124 ;0:09.60 ;5765 ;10 ;90;13;64;0.900 ;29.2 ;0.0 ;0.900 ;0.0 ;0 ;0 ;4.01 ;48.9 ;0 ;19 ;31.8;
124 ;0:09.70 ;5686 ;10 ;90;13;63;0.982 ;30.2 ;0.0 ;0.900 ;0.0 ;0 ;0 ;4.05 ;47.6 ;0 ;19 ;29.2;
124 ;0:09.80 ;5881 ;10 ;90;13;61;1.036 ;30.3 ;0.0 ;0.900 ;0.0 ;0 ;0 ;3.96 ;50.7 ;0 ;19 ;30.1;
124 ;0:09.90 ;5958 ;10 ;90;13;59;1.027 ;31.2 ;0.0 ;0.900 ;0.0 ;0 ;0 ;3.92 ;51.9 ;0 ;19 ;29.8;
124 ;0:10.00 ;6065 ;10 ;90;13;57;1.007 ;31.8 ;0.0 ;0.900 ;0.0 ;0 ;0 ;3.87 ;52.8 ;0 ;19 ;27.3;
124 ;0:10.10 ;6254 ;9 ;90;13;55;0.966 ;31.6 ;0.0 ;0.900 ;0.0 ;0 ;0 ;3.69 ;52.5 ;0 ;19 ;26.8;
124 ;0:10.20 ;6291 ;9 ;90;13;54;0.980 ;32.2 ;0.0 ;0.900 ;0.0 ;0 ;0 ;3.67 ;52.6 ;0 ;19 ;26.6;
124 ;0:10.30 ;6665 ;9 ;90;13;54;0.892 ;32.2 ;0.0 ;0.900 ;0.0 ;0 ;0 ;3.50 ;54.3 ;0 ;19 ;26.8;
124 ;0:10.40 ;6308 ;9 ;90;13;56;0.850 ;33.3 ;0.0 ;0.900 ;0.0 ;0 ;0 ;3.66 ;52.7 ;0 ;19 ;26.7;
124 ;0:10.50 ;6616 ;9 ;90;13;57;0.798 ;34.3 ;0.0 ;0.900 ;0.0 ;0 ;0 ;3.52 ;54.1 ;0 ;19 ;25.2;
124 ;0:10.60 ;6783 ;9 ;90;13;61;0.733 ;34.9 ;0.0 ;0.900 ;0.0 ;0 ;0 ;3.44 ;54.9 ;0 ;19 ;31.6;
124 ;0:10.70 ;7167 ;18 ;90;13;67;0.720 ;35.0 ;0.0 ;0.900 ;0.0 ;0 ;0 ;4.73 ;53.6 ;0 ;28 ;36.8;
124 ;0:10.80 ;6776 ;23 ;90;13;71;0.723 ;33.9 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.16 ;48.7 ;0 ;29 ;40.0;
124 ;0:10.90 ;6952 ;25 ;90;13;72;0.738 ;35.7 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.19 ;50.9 ;0 ;30 ;38.8;
124 ;0:11.00 ;6651 ;25 ;90;13;73;0.740 ;32.9 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.39 ;46.1 ;0 ;30 ;42.0;
124 ;0:11.10 ;6677 ;26 ;90;13;75;0.722 ;33.1 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.42 ;46.0 ;0 ;30 ;42.0;
124 ;0:11.20 ;6639 ;26 ;90;13;77;0.714 ;33.5 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.44 ;45.4 ;0 ;30 ;41.9;
124 ;0:11.30 ;6216 ;28 ;90;13;82;0.722 ;31.7 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.81 ;38.6 ;0 ;30 ;47.3;
124 ;0:11.40 ;6338 ;41 ;90;13;86;0.688 ;31.6 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.28 ;38.1 ;0 ;33 ;50.3;
124 ;0:11.50 ;6165 ;42 ;90;13;86;0.749 ;29.6 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.40 ;36.3 ;0 ;33 ;53.9;
124 ;0:11.60 ;6220 ;42 ;90;13;86;0.718 ;26.6 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.37 ;36.9 ;0 ;33 ;58.5;
124 ;0:11.70 ;5956 ;43 ;90;13;87;0.685 ;23.8 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.53 ;34.5 ;0 ;32 ;68.0;
124 ;0:11.80 ;6073 ;43 ;90;13;87;0.691 ;21.6 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.47 ;35.2 ;0 ;33 ;72.4;
124 ;0:11.90 ;6399 ;43 ;90;13;86;0.711 ;20.1 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.26 ;38.3 ;0 ;33 ;83.2;
124 ;0:12.00 ;5978 ;43 ;90;13;87;0.738 ;17.8 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.52 ;34.5 ;0 ;32 ;90.4;
124 ;0:12.10 ;6390 ;43 ;90;13;87;0.726 ;15.8 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.27 ;38.3 ;0 ;33 ;94.8;
124 ;0:12.20 ;5739 ;43 ;90;13;88;0.788 ;14.3 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.59 ;34.5 ;0 ;31 ;109.5;
124 ;0:12.30 ;6289 ;42 ;90;13;86;0.871 ;13.4 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.32 ;37.5 ;0 ;33 ;115.3;
124 ;0:12.40 ;5864 ;42 ;90;13;89;0.722 ;12.8 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.54 ;34.6 ;0 ;31 ;82.5;
124 ;0:12.50 ;3839 ;41 ;90;13;94;0.712 ;12.1 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.45 ;30.0 ;0 ;20 ;53.7;
124 ;0:12.60 ;2439 ;40 ;90;13;95;0.713 ;11.9 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.42 ;30.0 ;0 ;16 ;45.6;
124 ;0:12.70 ;2188 ;39 ;90;13;95;0.716 ;11.6 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.40 ;30.0 ;0 ;16 ;40.3;
124 ;0:12.80 ;2003 ;35 ;90;13;95;0.711 ;10.7 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.32 ;30.0 ;0 ;15 ;38.5;
124 ;0:12.90 ;1834 ;29 ;90;13;95;0.717 ;10.9 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.17 ;25.7 ;0 ;15 ;33.3;
124 ;0:13.00 ;1693 ;25 ;90;13;95;0.712 ;10.9 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.09 ;22.0 ;0 ;15 ;35.7;
124 ;0:13.10 ;1631 ;23 ;90;13;95;0.715 ;10.9 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.03 ;22.1 ;0 ;15 ;40.5;
124 ;0:13.20 ;1856 ;23 ;90;13;95;0.712 ;11.0 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.93 ;26.9 ;0 ;14 ;35.2;
124 ;0:13.30 ;1691 ;23 ;89;13;95;0.706 ;10.5 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.00 ;23.4 ;0 ;15 ;36.2;
124 ;0:13.40 ;1618 ;23 ;89;13;95;0.715 ;10.2 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.04 ;21.9 ;0 ;15 ;37.6;
124 ;0:13.50 ;1730 ;23 ;89;13;95;0.707 ;10.1 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.98 ;24.3 ;0 ;14 ;40.0;
124 ;0:13.60 ;1665 ;23 ;89;13;94;0.713 ;9.4 ;0.0 ;0.900 ;0.0 ;0 ;0 ;6.01 ;22.9 ;0 ;15 ;43.3;
124 ;0:13.70 ;1705 ;22 ;89;13;95;0.708 ;9.5 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.95 ;24.4 ;0 ;14 ;42.6;
124 ;0:13.80 ;1549 ;20 ;89;13;95;0.714 ;9.2 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.96 ;23.4 ;0 ;14 ;42.5;
124 ;0:13.90 ;1731 ;18 ;89;13;94;0.733 ;8.7 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.76 ;27.3 ;0 ;14 ;36.7;
124 ;0:14.00 ;1589 ;16 ;89;13;94;0.740 ;8.3 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.72 ;25.8 ;0 ;14 ;31.3;
124 ;0:14.10 ;1235 ;16 ;89;13;94;0.767 ;8.7 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.86 ;25.0 ;0 ;14 ;42.8;
124 ;0:14.20 ;1951 ;15 ;89;13;93;0.774 ;8.3 ;0.0 ;0.900 ;0.0 ;0 ;0 ;5.13 ;28.5 ;0 ;12 ;37.9;
124 ;0:14.30 ;1951 ;12 ;89;13;93;0.756 ;9.5 ;0.0 ;0.900 ;0.0 ;0 ;0 ;4.47 ;27.5 ;0 ;11 ;30.3;
124 ;0:14.40 ;1658 ;10 ;89;13;92;0.743 ;10.8 ;0.0 ;0.900 ;0.0 ;0 ;0 ;4.88 ;20.5 ;0 ;12 ;19.5;
124 ;0:14.50 ;1327 ;9 ;89;13;91;0.749 ;12.5 ;0.0 ;0.900 ;0.0 ;0 ;0 ;4.90 ;17.0 ;0 ;12 ;22.6;
124 ;0:14.60 ;1816 ;9 ;89;13;86;0.761 ;13.1 ;0.0 ;0.900 ;0.0 ;0 ;0 ;4.55 ;20.1 ;0 ;11 ;29.9;
124 ;0:14.70 ;2839 ;9 ;89;13;78;0.737 ;13.2 ;0.0 ;0.900 ;0.0 ;0 ;0 ;4.35 ;22.4 ;0 ;10 ;47.6;
124 ;0:14.80 ;3975 ;9 ;89;13;75;0.743 ;13.4 ;0.0 ;0.900 ;0.0 ;0 ;0 ;4.35 ;25.9 ;0 ;14 ;59.5;
124 ;0:14.90 ;4815 ;10 ;89;13;75;0.824 ;13.0 ;0.0 ;0.900 ;0.0 ;0 ;0 ;4.36 ;35.0 ;0 ;17 ;64.1;
124 ;0:15.00 ;4989 ;14 ;89;13;77;0.821 ;12.2 ;0.0 ;0.900 ;0.0 ;0 ;0 ;4.64 ;39.1 ;0 ;19 ;65.3;
124 ;0:15.10 ;4567 ;14 ;89;13;80;0.766 ;12.3 ;0.0 ;0.900 ;0.0 ;0 ;0 ;4.62 ;35.2 ;0 ;17 ;55.3;
124 ;0:15.20 ;3767 ;14 ;89;13;85;0.739 ;11.7 ;0.0 ;0.900 ;0.0 ;0 ;0 ;4.59 ;30.0 ;0 ;14 ;50.4;
124 ;0:15.30 ;3420 ;14 ;89;13;87;0.747 ;11.3 ;0.0 ;0.900 ;0.0 ;0 ;0 ;4.59 ;30.0 ;0 ;13 ;42.0;
