SESSION; TIME;RPM;THROT;L U SP;L D SP;TRAC %;SLIP%;SHIF A;
173 ;0:01.30 ;2044 ;0 ;5.3 ;9.9 ;0 ;86 ;0 ;
173 ;0:01.31 ;1987 ;0 ;5.3 ;9.6 ;0 ;81 ;0 ;
173 ;0:01.32 ;1987 ;0 ;5.3 ;9.6 ;0 ;81 ;0 ;
173 ;0:01.33 ;2027 ;0 ;5.5 ;9.8 ;0 ;78 ;0 ;
173 ;0:01.34 ;2094 ;0 ;5.5 ;10.1 ;0 ;83 ;0 ;
173 ;0:01.35 ;2094 ;0 ;5.5 ;10.1 ;0 ;83 ;0 ;
173 ;0:01.36 ;2145 ;0 ;5.5 ;10.4 ;0 ;89 ;0 ;
173 ;0:01.37 ;2078 ;0 ;5.5 ;10.1 ;0 ;83 ;0 ;
173 ;0:01.38 ;2078 ;0 ;5.5 ;10.1 ;0 ;83 ;0 ;
173 ;0:01.39 ;2005 ;0 ;5.6 ;9.7 ;0 ;73 ;0 ;
173 ;0:01.40 ;1938 ;0 ;5.6 ;9.4 ;0 ;67 ;0 ;
173 ;0:01.41 ;1938 ;0 ;5.6 ;9.4 ;0 ;67 ;0 ;
173 ;0:01.42 ;1907 ;0 ;5.6 ;9.2 ;0 ;64 ;0 ;
173 ;0:01.43 ;1961 ;0 ;5.6 ;9.5 ;0 ;69 ;0 ;
173 ;0:01.44 ;1961 ;0 ;5.8 ;9.5 ;0 ;63 ;0 ;
173 ;0:01.45 ;2050 ;0 ;5.8 ;9.9 ;0 ;70 ;0 ;
173 ;0:01.46 ;2055 ;0 ;5.8 ;9.9 ;0 ;70 ;0 ;
173 ;0:01.47 ;2055 ;0 ;5.8 ;9.9 ;0 ;70 ;0 ;
173 ;0:01.48 ;2034 ;0 ;5.8 ;9.8 ;0 ;68 ;0 ;
173 ;0:01.49 ;1974 ;0 ;6.4 ;9.5 ;0 ;48 ;0 ;
173 ;0:01.50 ;1974 ;0 ;6.4 ;9.5 ;0 ;48 ;0 ;
173 ;0:01.51 ;1893 ;0 ;6.4 ;9.2 ;0 ;43 ;0 ;
173 ;0:01.52 ;1899 ;0 ;6.4 ;9.2 ;0 ;43 ;0 ;
173 ;0:01.53 ;1899 ;0 ;6.4 ;9.2 ;0 ;43 ;0 ;
173 ;0:01.54 ;1956 ;0 ;6.4 ;9.5 ;0 ;48 ;0 ;
173 ;0:01.55 ;2009 ;0 ;6.2 ;9.7 ;0 ;56 ;0 ;
173 ;0:01.56 ;2009 ;0 ;6.2 ;9.7 ;0 ;56 ;0 ;
173 ;0:01.57 ;2053 ;0 ;6.2 ;9.9 ;0 ;59 ;0 ;
173 ;0:01.58 ;1999 ;0 ;6.2 ;9.7 ;0 ;56 ;0 ;
173 ;0:01.59 ;1999 ;0 ;6.6 ;9.7 ;0 ;46 ;0 ;
173 ;0:01.60 ;1842 ;0 ;6.6 ;8.9 ;0 ;34 ;0 ;
173 ;0:01.61 ;1734 ;0 ;6.6 ;8.4 ;0 ;27 ;0 ;
173 ;0:01.62 ;1734 ;0 ;6.6 ;8.4 ;0 ;27 ;0 ;
173 ;0:01.63 ;1792 ;0 ;6.6 ;8.7 ;0 ;31 ;0 ;
173 ;0:01.64 ;1792 ;0 ;6.7 ;8.7 ;0 ;29 ;0 ;
173 ;0:01.65 ;1866 ;0 ;6.7 ;9.0 ;0 ;34 ;0 ;
173 ;0:01.66 ;1943 ;0 ;6.7 ;9.4 ;0 ;40 ;0 ;
173 ;0:01.67 ;1943 ;0 ;6.7 ;9.4 ;0 ;40 ;0 ;
173 ;0:01.68 ;1905 ;0 ;6.8 ;9.2 ;0 ;35 ;0 ;
173 ;0:01.69 ;1905 ;0 ;6.8 ;9.2 ;0 ;35 ;0 ;
173 ;0:01.70 ;1817 ;0 ;6.8 ;8.8 ;0 ;29 ;0 ;
173 ;0:01.71 ;1736 ;0 ;6.8 ;8.4 ;0 ;23 ;0 ;
173 ;0:01.72 ;1736 ;0 ;6.8 ;8.4 ;0 ;23 ;0 ;
173 ;0:01.73 ;1721 ;0 ;7.0 ;8.3 ;0 ;18 ;0 ;
173 ;0:01.74 ;1721 ;0 ;7.0 ;8.3 ;0 ;18 ;0 ;
173 ;0:01.75 ;1778 ;0 ;7.0 ;8.6 ;0 ;22 ;0 ;
173 ;0:01.76 ;1870 ;0 ;7.0 ;9.0 ;0 ;28 ;0 ;
173 ;0:01.77 ;1870 ;0 ;7.2 ;9.0 ;0 ;25 ;0 ;
173 ;0:01.78 ;1878 ;0 ;7.2 ;9.1 ;0 ;26 ;0 ;
173 ;0:01.79 ;1878 ;0 ;7.2 ;9.1 ;0 ;26 ;0 ;
173 ;0:01.80 ;1882 ;0 ;7.2 ;9.1 ;0 ;26 ;0 ;
173 ;0:01.81 ;1765 ;0 ;7.0 ;8.5 ;0 ;21 ;0 ;
173 ;0:01.82 ;1765 ;0 ;7.0 ;8.5 ;0 ;21 ;0 ;
173 ;0:01.83 ;1670 ;0 ;7.0 ;8.1 ;0 ;15 ;0 ;
173 ;0:01.84 ;1700 ;0 ;7.0 ;8.2 ;0 ;17 ;0 ;
173 ;0:01.85 ;1700 ;0 ;7.4 ;8.2 ;0 ;10 ;0 ;
173 ;0:01.86 ;1782 ;0 ;7.4 ;8.6 ;0 ;16 ;0 ;
173 ;0:01.87 ;1782 ;0 ;7.4 ;8.6 ;0 ;16 ;0 ;
173 ;0:01.88 ;1864 ;0 ;7.4 ;9.0 ;0 ;21 ;0 ;
173 ;0:01.89 ;1864 ;0 ;7.1 ;9.0 ;0 ;26 ;0 ;
173 ;0:01.90 ;1900 ;0 ;7.1 ;9.2 ;0 ;29 ;0 ;
173 ;0:01.91 ;1844 ;0 ;7.1 ;8.9 ;0 ;25 ;0 ;
173 ;0:01.92 ;1844 ;0 ;7.1 ;8.9 ;0 ;25 ;0 ;
173 ;0:01.93 ;1738 ;0 ;7.4 ;8.4 ;0 ;13 ;0 ;
173 ;0:01.94 ;1738 ;0 ;7.4 ;7.8 ;0 ;5 ;0 ;
173 ;0:01.95 ;1615 ;0 ;7.4 ;7.8 ;0 ;5 ;0 ;
173 ;0:01.96 ;1616 ;0 ;7.4 ;7.8 ;0 ;5 ;0 ;
173 ;0:01.97 ;1616 ;0 ;7.4 ;7.8 ;0 ;5 ;0 ;
173 ;0:01.98 ;1677 ;0 ;7.4 ;8.1 ;0 ;9 ;0 ;
173 ;0:01.99 ;1677 ;0 ;7.4 ;8.1 ;0 ;9 ;0 ;
173 ;0:02.00 ;1762 ;0 ;7.4 ;8.5 ;0 ;14 ;0 ;
173 ;0:02.01 ;1762 ;0 ;7.8 ;8.5 ;0 ;8 ;0 ;
173 ;0:02.02 ;1755 ;0 ;7.8 ;8.5 ;0 ;8 ;0 ;
173 ;0:02.03 ;1684 ;0 ;7.8 ;8.1 ;0 ;3 ;0 ;
173 ;0:02.04 ;1684 ;0 ;7.8 ;8.1 ;0 ;3 ;0 ;
173 ;0:02.05 ;1584 ;0 ;7.8 ;7.7 ;0 ;-1 ;0 ;
173 ;0:02.06 ;1584 ;0 ;7.8 ;7.7 ;0 ;-1 ;0 ;
173 ;0:02.07 ;1461 ;0 ;7.8 ;7.1 ;0 ;-8 ;0 ;
173 ;0:02.08 ;1461 ;0 ;7.8 ;7.1 ;0 ;-8 ;0 ;
173 ;0:02.09 ;1456 ;0 ;7.9 ;7.0 ;0 ;-11 ;0 ;
173 ;0:02.10 ;1456 ;0 ;7.9 ;7.0 ;0 ;-11 ;0 ;
173 ;0:02.11 ;1509 ;0 ;7.9 ;7.3 ;0 ;-7 ;0 ;
173 ;0:02.12 ;1509 ;0 ;7.9 ;7.3 ;0 ;-7 ;0 ;
173 ;0:02.13 ;1521 ;0 ;8.3 ;7.3 ;0 ;-12 ;0 ;
173 ;0:02.14 ;1521 ;0 ;8.3 ;7.3 ;0 ;-12 ;0 ;
173 ;0:02.15 ;1544 ;0 ;8.3 ;7.5 ;0 ;-9 ;0 ;
173 ;0:02.16 ;1544 ;0 ;7.9 ;7.5 ;0 ;-5 ;0 ;
173 ;0:02.17 ;1470 ;0 ;7.9 ;7.1 ;0 ;-10 ;0 ;
173 ;0:02.18 ;1470 ;0 ;7.9 ;7.1 ;0 ;-10 ;0 ;
173 ;0:02.19 ;1525 ;0 ;7.9 ;7.4 ;0 ;-6 ;0 ;
173 ;0:02.20 ;1525 ;0 ;8.3 ;7.4 ;0 ;-10 ;0 ;
173 ;0:02.21 ;1448 ;0 ;8.3 ;7.0 ;0 ;-15 ;0 ;
173 ;0:02.22 ;1448 ;0 ;8.3 ;7.0 ;0 ;-15 ;0 ;
173 ;0:02.23 ;1354 ;0 ;8.3 ;6.5 ;0 ;-21 ;0 ;
173 ;0:02.24 ;1354 ;0 ;8.1 ;6.5 ;0 ;-19 ;0 ;
173 ;0:02.25 ;1361 ;0 ;8.1 ;6.6 ;0 ;-18 ;0 ;
173 ;0:02.26 ;1361 ;0 ;8.1 ;6.6 ;0 ;-18 ;0 ;
173 ;0:02.27 ;1258 ;0 ;8.3 ;6.1 ;0 ;-26 ;0 ;
173 ;0:02.28 ;1258 ;0 ;8.3 ;6.1 ;0 ;-26 ;0 ;
173 ;0:02.29 ;1255 ;0 ;8.3 ;6.1 ;0 ;-26 ;0 ;
173 ;0:02.30 ;1255 ;0 ;8.3 ;6.1 ;0 ;-26 ;0 ;
173 ;0:02.31 ;1255 ;0 ;8.7 ;6.1 ;0 ;-29 ;0 ;
173 ;0:02.32 ;1258 ;0 ;8.7 ;6.1 ;0 ;-29 ;0 ;
173 ;0:02.33 ;1258 ;0 ;8.7 ;6.1 ;0 ;-29 ;0 ;
173 ;0:02.34 ;1216 ;0 ;8.4 ;5.9 ;0 ;-29 ;0 ;
173 ;0:02.35 ;1216 ;0 ;8.4 ;5.9 ;0 ;-29 ;0 ;
173 ;0:02.36 ;1216 ;0 ;8.4 ;5.9 ;0 ;-29 ;0 ;
173 ;0:02.37 ;1306 ;0 ;8.4 ;6.3 ;0 ;-25 ;0 ;
173 ;0:02.38 ;1306 ;0 ;8.9 ;6.3 ;0 ;-29 ;0 ;
173 ;0:02.39 ;1185 ;0 ;8.9 ;5.7 ;0 ;-35 ;0 ;
173 ;0:02.40 ;1185 ;0 ;8.9 ;5.7 ;0 ;-35 ;0 ;
173 ;0:02.41 ;1094 ;0 ;8.8 ;5.3 ;0 ;-39 ;0 ;
173 ;0:02.42 ;1094 ;0 ;8.8 ;5.3 ;0 ;-39 ;0 ;
173 ;0:02.43 ;1094 ;0 ;8.8 ;5.3 ;0 ;-39 ;0 ;
173 ;0:02.44 ;1124 ;0 ;8.7 ;5.4 ;0 ;-37 ;0 ;
173 ;0:02.45 ;1124 ;0 ;8.7 ;5.4 ;0 ;-37 ;0 ;
173 ;0:02.46 ;1124 ;0 ;8.7 ;5.4 ;0 ;-37 ;0 ;
173 ;0:02.47 ;1167 ;0 ;8.7 ;5.6 ;0 ;-35 ;0 ;
173 ;0:02.48 ;1167 ;0 ;9.1 ;5.6 ;0 ;-38 ;0 ;
173 ;0:02.49 ;1277 ;0 ;9.1 ;6.2 ;0 ;-31 ;0 ;
173 ;0:02.50 ;1277 ;0 ;9.1 ;6.2 ;0 ;-31 ;0 ;
173 ;0:02.51 ;1277 ;0 ;9.0 ;6.2 ;0 ;-31 ;0 ;
173 ;0:02.52 ;1338 ;0 ;9.0 ;6.5 ;0 ;-27 ;0 ;
173 ;0:02.53 ;1338 ;0 ;9.0 ;6.5 ;0 ;-27 ;0 ;
173 ;0:02.54 ;1379 ;0 ;8.9 ;6.7 ;0 ;-24 ;0 ;
173 ;0:02.55 ;1379 ;0 ;8.9 ;6.7 ;0 ;-24 ;0 ;
173 ;0:02.56 ;1446 ;0 ;8.9 ;7.0 ;0 ;-21 ;0 ;
173 ;0:02.57 ;1446 ;0 ;9.2 ;7.0 ;0 ;-23 ;0 ;
173 ;0:02.58 ;1446 ;0 ;9.2 ;7.0 ;0 ;-23 ;0 ;
173 ;0:02.59 ;1411 ;0 ;9.2 ;6.8 ;0 ;-26 ;0 ;
173 ;0:02.60 ;1411 ;0 ;9.2 ;6.8 ;0 ;-26 ;0 ;
173 ;0:02.61 ;1450 ;0 ;9.1 ;7.0 ;0 ;-23 ;0 ;
173 ;0:02.62 ;1450 ;0 ;9.1 ;7.0 ;0 ;-23 ;0 ;
173 ;0:02.63 ;1566 ;0 ;9.1 ;7.6 ;0 ;-16 ;0 ;
173 ;0:02.64 ;1566 ;0 ;9.2 ;7.6 ;0 ;-17 ;0 ;
173 ;0:02.65 ;1643 ;0 ;9.2 ;7.9 ;0 ;-14 ;0 ;
173 ;0:02.66 ;1643 ;0 ;9.2 ;7.9 ;0 ;-14 ;0 ;
173 ;0:02.67 ;1685 ;0 ;9.3 ;8.1 ;0 ;-12 ;0 ;
173 ;0:02.68 ;1685 ;0 ;9.3 ;8.1 ;0 ;-12 ;0 ;
173 ;0:02.69 ;1691 ;0 ;9.3 ;8.2 ;0 ;-11 ;0 ;
173 ;0:02.70 ;1693 ;0 ;9.9 ;8.2 ;0 ;-17 ;0 ;
173 ;0:02.71 ;1693 ;0 ;9.9 ;8.2 ;0 ;-17 ;0 ;
173 ;0:02.72 ;1752 ;0 ;9.9 ;8.5 ;0 ;-14 ;0 ;
173 ;0:02.73 ;1752 ;0 ;9.9 ;8.5 ;0 ;-14 ;0 ;
173 ;0:02.74 ;1840 ;0 ;10.0 ;8.9 ;0 ;-11 ;0 ;
173 ;0:02.75 ;1840 ;0 ;10.0 ;8.9 ;0 ;-11 ;0 ;
173 ;0:02.76 ;1922 ;0 ;10.3 ;9.3 ;0 ;-9 ;0 ;
173 ;0:02.77 ;2000 ;0 ;10.3 ;9.7 ;0 ;-5 ;0 ;
173 ;0:02.78 ;2000 ;0 ;10.3 ;9.7 ;0 ;-5 ;0 ;
173 ;0:02.79 ;2033 ;0 ;10.8 ;9.8 ;0 ;-9 ;0 ;
173 ;0:02.80 ;2021 ;0 ;10.8 ;9.8 ;0 ;-9 ;0 ;
173 ;0:02.81 ;2021 ;0 ;10.8 ;9.8 ;0 ;-9 ;0 ;
173 ;0:02.82 ;2035 ;0 ;11.0 ;9.8 ;0 ;-10 ;0 ;
173 ;0:02.83 ;2076 ;0 ;11.0 ;10.0 ;0 ;-9 ;0 ;
173 ;0:02.84 ;2076 ;0 ;11.0 ;10.0 ;0 ;-9 ;0 ;
173 ;0:02.85 ;2117 ;0 ;11.2 ;10.2 ;0 ;-8 ;0 ;
173 ;0:02.86 ;2164 ;0 ;11.2 ;10.5 ;0 ;-6 ;0 ;
173 ;0:02.87 ;2164 ;0 ;11.2 ;10.5 ;0 ;-6 ;0 ;
173 ;0:02.88 ;2184 ;0 ;11.3 ;10.6 ;0 ;-6 ;0 ;
173 ;0:02.89 ;2202 ;0 ;11.3 ;10.7 ;0 ;-5 ;0 ;
173 ;0:02.90 ;2254 ;0 ;11.6 ;10.9 ;0 ;-6 ;0 ;
173 ;0:02.91 ;2254 ;0 ;11.6 ;10.9 ;0 ;-6 ;0 ;
173 ;0:02.92 ;2332 ;0 ;11.6 ;11.3 ;0 ;-2 ;0 ;
173 ;0:02.93 ;2402 ;0 ;12.5 ;11.6 ;0 ;-7 ;0 ;
173 ;0:02.94 ;2471 ;0 ;12.5 ;12.0 ;0 ;-4 ;0 ;
173 ;0:02.95 ;2471 ;0 ;12.5 ;12.0 ;0 ;-4 ;0 ;
173 ;0:02.96 ;2478 ;0 ;12.5 ;12.0 ;0 ;-4 ;0 ;
173 ;0:02.97 ;2455 ;0 ;12.5 ;11.9 ;0 ;-4 ;0 ;
173 ;0:02.98 ;2484 ;0 ;13.0 ;12.0 ;0 ;-7 ;0 ;
173 ;0:02.99 ;2553 ;0 ;13.0 ;12.4 ;0 ;-4 ;0 ;
173 ;0:03.00 ;2632 ;0 ;13.2 ;12.7 ;0 ;-3 ;0 ;
