SESSION; TIME;RPM;THROT;L U SP;L D SP;SLIP%;SHIF A;

157 ;0:00.01 ;3279 ;0 ;4.6 ;0.0 ;0 ;0 ;
157 ;0:00.02 ;3207 ;0 ;4.6 ;0.0 ;0 ;0 ;
157 ;0:00.03 ;3192 ;0 ;4.6 ;0.0 ;0 ;0 ;
157 ;0:00.04 ;3174 ;0 ;4.6 ;0.0 ;0 ;0 ;
157 ;0:00.05 ;3157 ;0 ;4.6 ;0.0 ;0 ;0 ;
157 ;0:00.06 ;3163 ;0 ;4.6 ;0.0 ;0 ;0 ;
157 ;0:00.07 ;3207 ;0 ;4.6 ;0.0 ;0 ;0 ;
157 ;0:00.08 ;3219 ;0 ;5.1 ;0.0 ;0 ;0 ;
157 ;0:00.09 ;3192 ;0 ;5.1 ;0.0 ;0 ;0 ;
157 ;0:00.10 ;3176 ;0 ;5.1 ;0.0 ;0 ;0 ;
157 ;0:00.11 ;3170 ;0 ;5.1 ;0.0 ;0 ;0 ;
157 ;0:00.12 ;3180 ;0 ;5.1 ;0.0 ;0 ;0 ;
157 ;0:00.13 ;3182 ;0 ;5.1 ;0.0 ;0 ;0 ;
157 ;0:00.14 ;3204 ;0 ;5.3 ;0.0 ;0 ;0 ;
157 ;0:00.15 ;3184 ;0 ;5.3 ;0.0 ;0 ;0 ;
157 ;0:00.16 ;3168 ;0 ;5.3 ;0.0 ;0 ;0 ;
157 ;0:00.17 ;3158 ;0 ;5.3 ;0.0 ;0 ;0 ;
157 ;0:00.18 ;3160 ;0 ;5.3 ;0.0 ;0 ;0 ;
157 ;0:00.19 ;3166 ;0 ;5.3 ;0.0 ;0 ;0 ;
157 ;0:00.20 ;3180 ;0 ;5.8 ;0.0 ;0 ;0 ;
157 ;0:00.21 ;3173 ;0 ;5.8 ;0.0 ;0 ;0 ;
157 ;0:00.22 ;3178 ;0 ;5.8 ;0.0 ;0 ;0 ;
157 ;0:00.23 ;3162 ;0 ;5.8 ;0.0 ;0 ;0 ;
157 ;0:00.24 ;3149 ;0 ;5.8 ;0.0 ;0 ;0 ;
157 ;0:00.25 ;3178 ;0 ;5.8 ;0.0 ;0 ;0 ;
157 ;0:00.26 ;3170 ;0 ;6.1 ;0.0 ;0 ;0 ;
157 ;0:00.27 ;3166 ;0 ;6.1 ;0.0 ;0 ;0 ;
157 ;0:00.28 ;3156 ;0 ;6.1 ;0.0 ;0 ;0 ;
157 ;0:00.29 ;3155 ;0 ;6.1 ;0.0 ;0 ;0 ;
157 ;0:00.30 ;3165 ;0 ;6.1 ;0.0 ;0 ;0 ;
157 ;0:00.31 ;3181 ;0 ;6.3 ;0.0 ;0 ;0 ;
157 ;0:00.32 ;3182 ;0 ;6.3 ;0.0 ;0 ;0 ;
157 ;0:00.33 ;3216 ;0 ;6.3 ;0.0 ;0 ;0 ;
157 ;0:00.34 ;3218 ;0 ;6.3 ;0.0 ;0 ;0 ;
157 ;0:00.35 ;3211 ;0 ;6.4 ;0.0 ;0 ;0 ;
157 ;0:00.36 ;3190 ;0 ;6.4 ;0.0 ;0 ;0 ;
157 ;0:00.37 ;3171 ;0 ;6.4 ;0.0 ;0 ;0 ;
157 ;0:00.38 ;3167 ;0 ;6.4 ;0.0 ;0 ;0 ;
157 ;0:00.39 ;3176 ;0 ;6.4 ;0.0 ;0 ;0 ;
157 ;0:00.40 ;3184 ;0 ;6.9 ;0.0 ;0 ;0 ;
157 ;0:00.41 ;3208 ;0 ;6.9 ;0.0 ;0 ;0 ;
157 ;0:00.42 ;3199 ;0 ;6.9 ;0.0 ;0 ;0 ;
157 ;0:00.43 ;3182 ;0 ;6.9 ;0.0 ;0 ;0 ;
157 ;0:00.44 ;3180 ;0 ;6.9 ;0.0 ;0 ;0 ;
157 ;0:00.45 ;3192 ;0 ;6.8 ;0.0 ;0 ;0 ;
157 ;0:00.46 ;3204 ;0 ;6.8 ;0.0 ;0 ;0 ;
157 ;0:00.47 ;3198 ;0 ;6.8 ;0.0 ;0 ;0 ;
157 ;0:00.48 ;3205 ;0 ;6.8 ;0.0 ;0 ;0 ;
157 ;0:00.49 ;3183 ;0 ;7.3 ;0.0 ;0 ;0 ;
157 ;0:00.50 ;3172 ;0 ;7.3 ;0.0 ;0 ;0 ;
157 ;0:00.51 ;3168 ;0 ;7.3 ;0.0 ;0 ;0 ;
157 ;0:00.52 ;3178 ;0 ;7.3 ;0.0 ;0 ;0 ;
157 ;0:00.53 ;3194 ;0 ;7.1 ;0.0 ;0 ;0 ;
157 ;0:00.54 ;3192 ;0 ;7.1 ;0.0 ;0 ;0 ;
157 ;0:00.55 ;3174 ;0 ;7.1 ;0.0 ;0 ;0 ;
157 ;0:00.56 ;3166 ;0 ;7.1 ;0.0 ;0 ;0 ;
157 ;0:00.57 ;3178 ;0 ;7.3 ;0.0 ;0 ;0 ;
157 ;0:00.58 ;3176 ;0 ;7.3 ;0.0 ;0 ;0 ;
157 ;0:00.59 ;3186 ;0 ;7.3 ;0.0 ;0 ;0 ;
