SESSION; TIME;RPM;THROT;WATER;AIR;LAMB;TAR LB;INJ;ADV;L/100K;

60 ;0:00.10 ;3599 ;0 ;68;17;0.501 ;0.900 ;2.75 ;20.0 ;0.0;
60 ;0:00.20 ;3911 ;0 ;68;17;0.504 ;0.900 ;2.75 ;20.0 ;0.0;
60 ;0:00.30 ;4047 ;0 ;68;17;0.506 ;0.900 ;2.75 ;20.9 ;0.0;
60 ;0:00.40 ;4158 ;0 ;68;17;0.502 ;0.900 ;2.75 ;23.1 ;0.0;
60 ;0:00.50 ;4190 ;0 ;68;17;0.508 ;0.900 ;2.75 ;23.8 ;0.0;
60 ;0:00.60 ;4344 ;0 ;68;17;0.504 ;0.900 ;2.75 ;26.8 ;0.0;
60 ;0:00.70 ;4519 ;0 ;68;17;0.502 ;0.900 ;2.75 ;30.3 ;0.0;
60 ;0:00.80 ;4665 ;0 ;68;17;0.507 ;0.900 ;2.75 ;33.3 ;0.0;
60 ;0:00.90 ;4778 ;0 ;68;17;0.500 ;0.900 ;2.75 ;35.5 ;0.0;
60 ;0:01.00 ;4962 ;0 ;68;17;0.508 ;0.900 ;2.75 ;39.2 ;0.0;
60 ;0:01.10 ;5252 ;0 ;68;17;0.500 ;0.900 ;2.75 ;40.0 ;0.0;
60 ;0:01.20 ;5485 ;0 ;68;17;0.500 ;0.900 ;2.75 ;40.0 ;0.0;
60 ;0:01.30 ;5688 ;0 ;68;17;0.504 ;0.900 ;2.75 ;40.0 ;0.0;
60 ;0:01.40 ;5544 ;0 ;68;17;0.501 ;0.900 ;2.75 ;40.0 ;0.0;
60 ;0:01.50 ;4827 ;0 ;68;17;0.501 ;0.900 ;2.75 ;36.5 ;0.0;
60 ;0:01.60 ;4031 ;0 ;68;17;0.501 ;0.900 ;2.75 ;20.6 ;0.0;
60 ;0:01.70 ;3003 ;0 ;68;17;0.502 ;0.900 ;2.75 ;20.0 ;0.0;
60 ;0:01.80 ;2420 ;0 ;68;17;0.503 ;0.900 ;2.99 ;20.0 ;0.0;
60 ;0:01.90 ;1784 ;0 ;68;17;0.501 ;0.900 ;3.45 ;20.0 ;0.0;
60 ;0:02.00 ;0 ;0 ;68;17;0.503 ;0.900 ;0.00 ;0.0 ;0.0;
54 ;0:02.10 ;4418 ;0 ;81;24;0.816 ;0.900 ;2.75 ;28.3 ;0.0;
54 ;0:02.20 ;4286 ;0 ;81;24;0.813 ;0.900 ;2.75 ;25.7 ;0.0;
54 ;0:02.30 ;3960 ;0 ;81;24;0.812 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:02.40 ;3801 ;0 ;81;24;0.809 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:02.50 ;3635 ;0 ;81;24;0.838 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:02.60 ;3618 ;0 ;81;24;0.820 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:02.70 ;3654 ;0 ;81;24;0.812 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:02.80 ;3728 ;0 ;81;24;0.805 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:02.90 ;3909 ;0 ;81;24;0.792 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:03.00 ;4049 ;0 ;81;24;0.795 ;0.900 ;2.75 ;20.9 ;0.0;
54 ;0:03.10 ;4150 ;0 ;81;24;0.799 ;0.900 ;2.75 ;23.0 ;0.0;
54 ;0:03.20 ;4149 ;0 ;81;24;0.798 ;0.900 ;2.75 ;22.9 ;0.0;
54 ;0:03.30 ;4175 ;0 ;81;24;0.794 ;0.900 ;2.75 ;23.5 ;0.0;
54 ;0:03.40 ;4207 ;0 ;81;24;0.799 ;0.900 ;2.75 ;24.1 ;0.0;
54 ;0:03.50 ;4222 ;0 ;81;24;0.797 ;0.900 ;2.75 ;24.4 ;0.0;
54 ;0:03.60 ;4238 ;0 ;81;24;0.809 ;0.900 ;2.75 ;24.7 ;0.0;
54 ;0:03.70 ;4302 ;0 ;81;24;0.811 ;0.900 ;2.75 ;26.0 ;0.0;
54 ;0:03.80 ;4339 ;0 ;81;24;0.807 ;0.900 ;2.75 ;26.7 ;0.0;
54 ;0:03.90 ;4414 ;0 ;81;24;0.796 ;0.900 ;2.75 ;28.2 ;0.0;
54 ;0:04.00 ;4491 ;0 ;81;24;0.796 ;0.900 ;2.75 ;29.8 ;0.0;
54 ;0:04.10 ;4539 ;0 ;81;24;0.809 ;0.900 ;2.75 ;30.7 ;0.0;
54 ;0:04.20 ;4515 ;0 ;81;24;0.827 ;0.900 ;2.75 ;30.3 ;0.0;
54 ;0:04.30 ;4442 ;0 ;80;24;0.849 ;0.900 ;2.75 ;28.8 ;0.0;
54 ;0:04.40 ;4400 ;0 ;80;24;0.841 ;0.900 ;2.75 ;28.0 ;0.0;
54 ;0:04.50 ;4143 ;0 ;80;24;0.835 ;0.900 ;2.75 ;22.8 ;0.0;
54 ;0:04.60 ;3854 ;0 ;80;24;0.826 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:04.70 ;3628 ;0 ;80;24;0.831 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:04.80 ;3462 ;0 ;80;24;0.838 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:04.90 ;3378 ;0 ;80;24;0.818 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:05.00 ;3461 ;0 ;80;24;0.816 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:05.10 ;3596 ;0 ;80;24;0.799 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:05.20 ;3869 ;0 ;80;24;0.805 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:05.30 ;4032 ;0 ;80;24;0.799 ;0.900 ;2.75 ;20.6 ;0.0;
54 ;0:05.40 ;4055 ;0 ;80;24;0.799 ;0.900 ;2.75 ;21.1 ;0.0;
54 ;0:05.50 ;4146 ;0 ;80;24;0.792 ;0.900 ;2.75 ;22.9 ;0.0;
54 ;0:05.60 ;4223 ;0 ;80;24;0.786 ;0.900 ;2.75 ;24.4 ;0.0;
54 ;0:05.70 ;4208 ;0 ;80;24;0.788 ;0.900 ;2.75 ;24.1 ;0.0;
54 ;0:05.80 ;4235 ;0 ;80;24;0.791 ;0.900 ;2.75 ;24.7 ;0.0;
54 ;0:05.90 ;4204 ;0 ;80;24;0.798 ;0.900 ;2.75 ;24.0 ;0.0;
54 ;0:06.00 ;4257 ;0 ;80;24;0.792 ;0.900 ;2.75 ;25.1 ;0.0;
54 ;0:06.10 ;4329 ;0 ;80;24;0.795 ;0.900 ;2.75 ;26.5 ;0.0;
54 ;0:06.20 ;4353 ;0 ;80;24;0.791 ;0.900 ;2.75 ;27.0 ;0.0;
54 ;0:06.30 ;4390 ;0 ;80;24;0.808 ;0.900 ;2.75 ;27.8 ;0.0;
54 ;0:06.40 ;4435 ;0 ;80;24;0.825 ;0.900 ;2.75 ;28.7 ;0.0;
54 ;0:06.50 ;4437 ;0 ;80;24;0.835 ;0.900 ;2.75 ;28.7 ;0.0;
54 ;0:06.60 ;4388 ;0 ;80;24;0.835 ;0.900 ;2.75 ;27.7 ;0.0;
54 ;0:06.70 ;4260 ;0 ;80;24;0.828 ;0.900 ;2.75 ;25.2 ;0.0;
54 ;0:06.80 ;3897 ;0 ;80;24;0.825 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:06.90 ;3669 ;0 ;80;24;0.830 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:07.00 ;3430 ;0 ;80;24;0.855 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:07.10 ;3211 ;0 ;80;24;0.845 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:07.20 ;3245 ;0 ;80;24;0.833 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:07.30 ;3457 ;0 ;79;24;0.821 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:07.40 ;3714 ;0 ;79;24;0.808 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:07.50 ;3975 ;0 ;79;24;0.785 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:07.60 ;4133 ;0 ;79;24;0.791 ;0.900 ;2.75 ;22.6 ;0.0;
54 ;0:07.70 ;4178 ;0 ;79;23;0.787 ;0.900 ;2.75 ;23.5 ;0.0;
54 ;0:07.80 ;4241 ;0 ;79;23;0.791 ;0.900 ;2.75 ;24.8 ;0.0;
54 ;0:07.90 ;4292 ;0 ;79;23;0.790 ;0.900 ;2.75 ;25.8 ;0.0;
54 ;0:08.00 ;4414 ;0 ;79;23;0.796 ;0.900 ;2.75 ;28.2 ;0.0;
54 ;0:08.10 ;4497 ;0 ;79;23;0.786 ;0.900 ;2.75 ;29.9 ;0.0;
54 ;0:08.20 ;4558 ;0 ;79;23;0.806 ;0.900 ;2.75 ;31.1 ;0.0;
54 ;0:08.30 ;4528 ;0 ;79;23;0.827 ;0.900 ;2.75 ;30.5 ;0.0;
54 ;0:08.40 ;4471 ;0 ;79;23;0.850 ;0.900 ;2.75 ;29.4 ;0.0;
54 ;0:08.50 ;4402 ;0 ;79;23;0.842 ;0.900 ;2.75 ;28.0 ;0.0;
54 ;0:08.60 ;4132 ;0 ;79;23;0.828 ;0.900 ;2.75 ;22.6 ;0.0;
54 ;0:08.70 ;3821 ;0 ;79;23;0.831 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:08.80 ;3572 ;0 ;79;23;0.849 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:08.90 ;3372 ;0 ;79;23;0.861 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:09.00 ;3275 ;0 ;79;23;0.841 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:09.10 ;3366 ;0 ;79;23;0.820 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:09.20 ;3597 ;0 ;79;23;0.814 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:09.30 ;3861 ;0 ;79;23;0.794 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:09.40 ;4028 ;0 ;79;23;0.803 ;0.900 ;2.75 ;20.5 ;0.0;
54 ;0:09.50 ;4106 ;0 ;79;23;0.802 ;0.900 ;2.75 ;22.1 ;0.0;
54 ;0:09.60 ;4256 ;0 ;79;23;0.807 ;0.900 ;2.75 ;25.1 ;0.0;
54 ;0:09.70 ;4297 ;0 ;79;23;0.804 ;0.900 ;2.75 ;25.9 ;0.0;
54 ;0:09.80 ;4384 ;0 ;79;23;0.803 ;0.900 ;2.75 ;27.6 ;0.0;
54 ;0:09.90 ;4484 ;0 ;79;23;0.811 ;0.900 ;2.75 ;29.6 ;0.0;
54 ;0:10.00 ;4621 ;0 ;79;23;0.811 ;0.900 ;2.75 ;32.4 ;0.0;
54 ;0:10.10 ;4621 ;0 ;79;23;0.819 ;0.900 ;2.75 ;32.4 ;0.0;
54 ;0:10.20 ;4556 ;0 ;79;23;0.845 ;0.900 ;2.75 ;31.1 ;0.0;
54 ;0:10.30 ;4454 ;0 ;79;23;0.840 ;0.900 ;2.75 ;29.0 ;0.0;
54 ;0:10.40 ;4331 ;0 ;79;23;0.848 ;0.900 ;2.75 ;26.6 ;0.0;
54 ;0:10.50 ;4054 ;0 ;79;23;0.835 ;0.900 ;2.75 ;21.0 ;0.0;
54 ;0:10.60 ;3817 ;0 ;79;23;0.826 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:10.70 ;3601 ;0 ;79;23;0.839 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:10.80 ;3481 ;0 ;79;23;0.842 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:10.90 ;3365 ;0 ;79;23;0.839 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:11.00 ;3389 ;0 ;78;23;0.819 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:11.10 ;3590 ;0 ;78;23;0.808 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:11.20 ;3813 ;0 ;78;23;0.791 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:11.30 ;4036 ;0 ;78;23;0.795 ;0.900 ;2.75 ;20.7 ;0.0;
54 ;0:11.40 ;4120 ;0 ;78;23;0.796 ;0.900 ;2.75 ;22.4 ;0.0;
54 ;0:11.50 ;4134 ;0 ;78;23;0.801 ;0.900 ;2.75 ;22.6 ;0.0;
54 ;0:11.60 ;4162 ;0 ;78;23;0.802 ;0.900 ;2.75 ;23.2 ;0.0;
54 ;0:11.70 ;4232 ;0 ;78;23;0.797 ;0.900 ;2.75 ;24.6 ;0.0;
54 ;0:11.80 ;4265 ;0 ;78;23;0.809 ;0.900 ;2.75 ;25.3 ;0.0;
54 ;0:11.90 ;4243 ;0 ;78;23;0.813 ;0.900 ;2.75 ;24.8 ;0.0;
54 ;0:12.00 ;4321 ;0 ;78;23;0.798 ;0.900 ;2.75 ;26.2 ;0.0;
54 ;0:12.10 ;4347 ;0 ;78;23;0.808 ;0.900 ;2.75 ;26.9 ;0.0;
54 ;0:12.20 ;4424 ;0 ;78;23;0.810 ;0.900 ;2.75 ;28.4 ;0.0;
54 ;0:12.30 ;4423 ;0 ;78;23;0.834 ;0.900 ;2.75 ;28.4 ;0.0;
54 ;0:12.40 ;4395 ;0 ;78;23;0.839 ;0.900 ;2.75 ;27.9 ;0.0;
54 ;0:12.50 ;4244 ;0 ;78;23;0.833 ;0.900 ;2.75 ;24.8 ;0.0;
54 ;0:12.60 ;3884 ;0 ;78;23;0.814 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:12.70 ;3616 ;0 ;78;23;0.831 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:12.80 ;3472 ;0 ;78;23;0.831 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:12.90 ;3338 ;0 ;78;23;0.823 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:13.00 ;3260 ;0 ;78;23;0.809 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:13.10 ;3483 ;0 ;78;23;0.796 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:13.20 ;3702 ;0 ;78;23;0.798 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:13.30 ;3974 ;0 ;78;23;0.806 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:13.40 ;4038 ;0 ;78;23;0.808 ;0.900 ;2.75 ;20.7 ;0.0;
54 ;0:13.50 ;4154 ;0 ;78;23;0.799 ;0.900 ;2.75 ;23.0 ;0.0;
54 ;0:13.60 ;4255 ;0 ;78;23;0.793 ;0.900 ;2.75 ;25.1 ;0.0;
54 ;0:13.70 ;4309 ;0 ;77;23;0.795 ;0.900 ;2.75 ;26.1 ;0.0;
54 ;0:13.80 ;4415 ;0 ;77;23;0.802 ;0.900 ;2.75 ;28.3 ;0.0;
54 ;0:13.90 ;4564 ;0 ;77;23;0.813 ;0.900 ;2.75 ;31.2 ;0.0;
54 ;0:14.00 ;4608 ;0 ;77;23;0.813 ;0.900 ;2.75 ;32.1 ;0.0;
54 ;0:14.10 ;4637 ;0 ;77;23;0.829 ;0.900 ;2.75 ;32.7 ;0.0;
54 ;0:14.20 ;4565 ;0 ;77;23;0.844 ;0.900 ;2.75 ;31.3 ;0.0;
54 ;0:14.30 ;4437 ;0 ;77;23;0.841 ;0.900 ;2.75 ;28.7 ;0.0;
54 ;0:14.40 ;4139 ;0 ;77;23;0.823 ;0.900 ;2.75 ;22.7 ;0.0;
54 ;0:14.50 ;3787 ;0 ;77;23;0.815 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:14.60 ;3623 ;0 ;77;23;0.830 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:14.70 ;3446 ;0 ;77;23;0.828 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:14.80 ;3357 ;0 ;77;23;0.832 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:14.90 ;3467 ;0 ;77;23;0.816 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:15.00 ;3649 ;0 ;77;23;0.806 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:15.10 ;3808 ;0 ;77;23;0.804 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:15.20 ;3951 ;0 ;77;23;0.806 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:15.30 ;4106 ;0 ;77;23;0.807 ;0.900 ;2.75 ;22.1 ;0.0;
54 ;0:15.40 ;4143 ;0 ;77;23;0.808 ;0.900 ;2.75 ;22.8 ;0.0;
54 ;0:15.50 ;4234 ;0 ;77;23;0.801 ;0.900 ;2.75 ;24.6 ;0.0;
54 ;0:15.60 ;4286 ;0 ;77;23;0.788 ;0.900 ;2.75 ;25.7 ;0.0;
54 ;0:15.70 ;4403 ;0 ;77;23;0.794 ;0.900 ;2.75 ;28.0 ;0.0;
54 ;0:15.80 ;4438 ;0 ;77;23;0.790 ;0.900 ;2.75 ;28.7 ;0.0;
54 ;0:15.90 ;4489 ;0 ;77;23;0.793 ;0.900 ;2.75 ;29.7 ;0.0;
54 ;0:16.00 ;4544 ;0 ;77;23;0.804 ;0.900 ;2.75 ;30.5 ;0.0;
54 ;0:16.10 ;4541 ;0 ;77;23;0.835 ;0.900 ;2.75 ;30.8 ;0.0;
54 ;0:16.20 ;4495 ;0 ;77;23;0.844 ;0.900 ;2.75 ;29.9 ;0.0;
54 ;0:16.30 ;4415 ;0 ;77;23;0.834 ;0.900 ;2.75 ;28.3 ;0.0;
54 ;0:16.40 ;4097 ;0 ;77;23;0.835 ;0.900 ;2.75 ;21.9 ;0.0;
54 ;0:16.50 ;3777 ;0 ;76;23;0.829 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:16.60 ;3564 ;0 ;76;23;0.828 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:16.70 ;3427 ;0 ;76;23;0.836 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:16.80 ;3309 ;0 ;76;23;0.838 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:16.90 ;3357 ;0 ;76;23;0.821 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:17.00 ;3527 ;0 ;76;23;0.808 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:17.10 ;3738 ;0 ;76;23;0.803 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:17.20 ;3974 ;0 ;76;23;0.801 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:17.30 ;4096 ;0 ;76;23;0.810 ;0.900 ;2.75 ;21.9 ;0.0;
54 ;0:17.40 ;4227 ;0 ;76;23;0.800 ;0.900 ;2.75 ;24.5 ;0.0;
54 ;0:17.50 ;4324 ;0 ;76;23;0.800 ;0.900 ;2.75 ;26.4 ;0.0;
54 ;0:17.60 ;4328 ;0 ;76;23;0.796 ;0.900 ;2.75 ;26.5 ;0.0;
54 ;0:17.70 ;4445 ;0 ;76;23;0.796 ;0.900 ;2.75 ;28.9 ;0.0;
54 ;0:17.80 ;4555 ;0 ;76;23;0.793 ;0.900 ;2.75 ;31.1 ;0.0;
54 ;0:17.90 ;4644 ;0 ;76;23;0.820 ;0.900 ;2.75 ;33.0 ;0.0;
54 ;0:18.00 ;4680 ;0 ;76;23;0.829 ;0.900 ;2.75 ;33.6 ;0.0;
54 ;0:18.10 ;4614 ;0 ;76;23;0.840 ;0.900 ;2.75 ;32.2 ;0.0;
54 ;0:18.20 ;4501 ;0 ;76;23;0.848 ;0.900 ;2.75 ;30.0 ;0.0;
54 ;0:18.30 ;4380 ;0 ;76;23;0.835 ;0.900 ;2.75 ;27.6 ;0.0;
54 ;0:18.40 ;4033 ;0 ;76;23;0.830 ;0.900 ;2.75 ;20.6 ;0.0;
54 ;0:18.50 ;3787 ;0 ;76;23;0.832 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:18.60 ;3586 ;0 ;76;23;0.835 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:18.70 ;3405 ;0 ;76;23;0.830 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:18.80 ;3396 ;0 ;76;23;0.820 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:18.90 ;3517 ;0 ;76;23;0.812 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:19.00 ;3683 ;0 ;76;23;0.806 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:19.10 ;3854 ;0 ;76;23;0.813 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:19.20 ;4030 ;0 ;76;23;0.810 ;0.900 ;2.75 ;20.6 ;0.0;
54 ;0:19.30 ;4028 ;0 ;76;23;0.803 ;0.900 ;2.75 ;20.5 ;0.0;
54 ;0:19.40 ;4130 ;0 ;75;23;0.801 ;0.900 ;2.75 ;22.6 ;0.0;
54 ;0:19.50 ;4204 ;0 ;75;23;0.812 ;0.900 ;2.75 ;24.0 ;0.0;
54 ;0:19.60 ;4189 ;0 ;75;23;0.798 ;0.900 ;2.75 ;23.7 ;0.0;
54 ;0:19.70 ;4140 ;0 ;75;23;0.810 ;0.900 ;2.75 ;22.8 ;0.0;
54 ;0:19.80 ;4258 ;0 ;75;23;0.811 ;0.900 ;2.75 ;25.1 ;0.0;
54 ;0:19.90 ;4202 ;0 ;75;23;0.808 ;0.900 ;2.75 ;24.0 ;0.0;
54 ;0:20.00 ;4208 ;0 ;75;23;0.799 ;0.900 ;2.75 ;24.1 ;0.0;
54 ;0:20.10 ;4217 ;0 ;75;23;0.800 ;0.900 ;2.75 ;24.3 ;0.0;
54 ;0:20.20 ;4342 ;0 ;75;23;0.796 ;0.900 ;2.75 ;26.8 ;0.0;
54 ;0:20.30 ;4385 ;0 ;75;23;0.804 ;0.900 ;2.75 ;27.7 ;0.0;
54 ;0:20.40 ;4392 ;0 ;75;23;0.809 ;0.900 ;2.75 ;27.8 ;0.0;
54 ;0:20.50 ;4447 ;0 ;75;23;0.816 ;0.900 ;2.75 ;28.9 ;0.0;
54 ;0:20.60 ;4445 ;0 ;75;23;0.843 ;0.900 ;2.75 ;28.9 ;0.0;
54 ;0:20.70 ;4463 ;0 ;75;23;0.852 ;0.900 ;2.75 ;29.2 ;0.0;
54 ;0:20.80 ;4357 ;0 ;75;23;0.839 ;0.900 ;2.75 ;27.1 ;0.0;
54 ;0:20.90 ;4023 ;0 ;75;23;0.827 ;0.900 ;2.75 ;20.4 ;0.0;
54 ;0:21.00 ;3758 ;0 ;75;23;0.823 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:21.10 ;3551 ;0 ;75;23;0.836 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:21.20 ;3408 ;0 ;75;23;0.833 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:21.30 ;3435 ;0 ;75;23;0.833 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:21.40 ;3576 ;0 ;75;23;0.820 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:21.50 ;3678 ;0 ;75;23;0.804 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:21.60 ;3839 ;0 ;75;23;0.804 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:21.70 ;3967 ;0 ;75;23;0.810 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:21.80 ;4042 ;0 ;75;23;0.804 ;0.900 ;2.75 ;20.8 ;0.0;
54 ;0:21.90 ;4110 ;0 ;75;23;0.810 ;0.900 ;2.75 ;22.2 ;0.0;
54 ;0:22.00 ;4129 ;0 ;75;23;0.810 ;0.900 ;2.75 ;22.5 ;0.0;
54 ;0:22.10 ;4150 ;0 ;74;23;0.803 ;0.900 ;2.75 ;23.0 ;0.0;
54 ;0:22.20 ;4231 ;0 ;74;23;0.810 ;0.900 ;2.75 ;24.6 ;0.0;
54 ;0:22.30 ;4264 ;0 ;74;23;0.800 ;0.900 ;2.75 ;25.2 ;0.0;
54 ;0:22.40 ;4346 ;0 ;74;23;0.799 ;0.900 ;2.75 ;26.9 ;0.0;
54 ;0:22.50 ;4345 ;0 ;74;23;0.811 ;0.900 ;2.75 ;26.9 ;0.0;
54 ;0:22.60 ;4398 ;0 ;74;23;0.807 ;0.900 ;2.75 ;27.9 ;0.0;
54 ;0:22.70 ;4511 ;0 ;74;23;0.822 ;0.900 ;2.75 ;30.2 ;0.0;
54 ;0:22.80 ;4541 ;0 ;74;23;0.835 ;0.900 ;2.75 ;30.8 ;0.0;
54 ;0:22.90 ;4520 ;0 ;74;23;0.848 ;0.900 ;2.75 ;30.4 ;0.0;
54 ;0:23.00 ;4516 ;0 ;74;23;0.849 ;0.900 ;2.75 ;30.3 ;0.0;
54 ;0:23.10 ;4354 ;0 ;74;23;0.833 ;0.900 ;2.75 ;27.0 ;0.0;
54 ;0:23.20 ;3979 ;0 ;74;23;0.828 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:23.30 ;3681 ;0 ;74;23;0.843 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:23.40 ;3507 ;0 ;74;23;0.857 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:23.50 ;3344 ;0 ;74;23;0.846 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:23.60 ;3301 ;0 ;74;23;0.840 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:23.70 ;3414 ;0 ;74;23;0.831 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:23.80 ;3633 ;0 ;74;23;0.815 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:23.90 ;3843 ;0 ;74;23;0.815 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:24.00 ;4027 ;0 ;74;23;0.806 ;0.900 ;2.75 ;20.5 ;0.0;
54 ;0:24.10 ;4101 ;0 ;74;23;0.809 ;0.900 ;2.75 ;22.0 ;0.0;
54 ;0:24.20 ;4129 ;0 ;74;23;0.807 ;0.900 ;2.75 ;22.5 ;0.0;
54 ;0:24.30 ;4171 ;0 ;73;23;0.807 ;0.900 ;2.75 ;23.4 ;0.0;
54 ;0:24.40 ;4249 ;0 ;73;23;0.804 ;0.900 ;2.75 ;24.9 ;0.0;
54 ;0:24.50 ;4372 ;0 ;73;23;0.799 ;0.900 ;2.75 ;27.4 ;0.0;
54 ;0:24.60 ;4451 ;0 ;73;23;0.797 ;0.900 ;2.75 ;29.0 ;0.0;
54 ;0:24.70 ;4544 ;0 ;73;23;0.799 ;0.900 ;2.75 ;30.8 ;0.0;
54 ;0:24.80 ;4609 ;0 ;73;23;0.820 ;0.900 ;2.75 ;32.1 ;0.0;
54 ;0:24.90 ;4589 ;0 ;73;23;0.840 ;0.900 ;2.75 ;31.7 ;0.0;
54 ;0:25.00 ;4496 ;0 ;73;23;0.841 ;0.900 ;2.75 ;29.9 ;0.0;
54 ;0:25.10 ;4383 ;0 ;73;23;0.845 ;0.900 ;2.75 ;27.6 ;0.0;
54 ;0:25.20 ;4112 ;0 ;73;23;0.832 ;0.900 ;2.75 ;22.2 ;0.0;
54 ;0:25.30 ;3827 ;0 ;73;23;0.831 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:25.40 ;3625 ;0 ;73;23;0.827 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:25.50 ;3491 ;0 ;73;23;0.839 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:25.60 ;3394 ;0 ;73;23;0.838 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:25.70 ;3310 ;0 ;73;23;0.827 ;0.900 ;2.75 ;20.0 ;0.0;
54 ;0:25.80 ;3474 ;0 ;73;23;0.817 ;0.900 ;2.75 ;20.0 ;0.0;
