SESSION; TIME;RPM;THROT;LAMB;TAR LB;INJ;INJ %;
397 ;0:01.09 ;3333 ;0 ;0.832 ;0.850 ;2.93 ;8 ;
397 ;0:01.10 ;3326 ;0 ;0.835 ;0.850 ;2.93 ;8 ;
397 ;0:01.11 ;3309 ;0 ;0.833 ;0.850 ;2.93 ;8 ;
397 ;0:01.12 ;3303 ;0 ;0.829 ;0.850 ;2.93 ;8 ;
397 ;0:01.13 ;3277 ;0 ;0.825 ;0.850 ;2.94 ;8 ;
397 ;0:01.14 ;3300 ;0 ;0.829 ;0.850 ;2.93 ;8 ;
397 ;0:01.15 ;3309 ;0 ;0.824 ;0.850 ;2.93 ;8 ;
397 ;0:01.16 ;3303 ;0 ;0.823 ;0.850 ;2.93 ;8 ;
397 ;0:01.17 ;3325 ;0 ;0.820 ;0.850 ;2.93 ;8 ;
397 ;0:01.18 ;3283 ;0 ;0.822 ;0.850 ;2.94 ;8 ;
397 ;0:01.19 ;3268 ;0 ;0.827 ;0.850 ;2.94 ;8 ;
397 ;0:01.20 ;3242 ;0 ;0.824 ;0.850 ;2.94 ;8 ;
397 ;0:01.21 ;3258 ;0 ;0.828 ;0.850 ;2.94 ;8 ;
397 ;0:01.22 ;3293 ;0 ;0.824 ;0.850 ;2.94 ;8 ;
397 ;0:01.23 ;3279 ;0 ;0.828 ;0.850 ;2.94 ;8 ;
397 ;0:01.24 ;3264 ;0 ;0.824 ;0.850 ;2.94 ;8 ;
397 ;0:01.25 ;3245 ;0 ;0.825 ;0.850 ;2.94 ;8 ;
397 ;0:01.26 ;3252 ;0 ;0.825 ;0.850 ;2.94 ;8 ;
397 ;0:01.27 ;3254 ;0 ;0.820 ;0.850 ;2.94 ;8 ;
397 ;0:01.28 ;3268 ;0 ;0.825 ;0.850 ;2.94 ;8 ;
397 ;0:01.29 ;3270 ;0 ;0.824 ;0.850 ;2.94 ;8 ;
397 ;0:01.30 ;3242 ;0 ;0.830 ;0.850 ;2.94 ;7 ;
397 ;0:01.31 ;3206 ;0 ;0.827 ;0.850 ;2.94 ;7 ;
397 ;0:01.32 ;3226 ;0 ;0.832 ;0.850 ;2.94 ;7 ;
397 ;0:01.33 ;3196 ;0 ;0.830 ;0.850 ;2.95 ;7 ;
397 ;0:01.34 ;3188 ;0 ;0.830 ;0.850 ;2.95 ;7 ;
397 ;0:01.35 ;3187 ;0 ;0.831 ;0.850 ;2.95 ;7 ;
397 ;0:01.36 ;3210 ;0 ;0.830 ;0.850 ;2.94 ;7 ;
397 ;0:01.37 ;3224 ;0 ;0.835 ;0.850 ;2.94 ;7 ;
397 ;0:01.38 ;3194 ;0 ;0.831 ;0.850 ;2.95 ;7 ;
397 ;0:01.39 ;3200 ;0 ;0.834 ;0.850 ;2.94 ;7 ;
397 ;0:01.40 ;3182 ;0 ;0.828 ;0.850 ;2.95 ;7 ;
397 ;0:01.41 ;3185 ;0 ;0.829 ;0.850 ;2.95 ;7 ;
397 ;0:01.42 ;3185 ;0 ;0.827 ;0.850 ;2.95 ;7 ;
397 ;0:01.43 ;3205 ;0 ;0.827 ;0.850 ;2.94 ;7 ;
397 ;0:01.44 ;3220 ;0 ;0.828 ;0.850 ;2.94 ;7 ;
397 ;0:01.45 ;3208 ;0 ;0.808 ;0.850 ;2.94 ;7 ;
397 ;0:01.46 ;3198 ;0 ;0.813 ;0.850 ;2.95 ;7 ;
397 ;0:01.47 ;3227 ;0 ;0.809 ;0.850 ;2.94 ;7 ;
397 ;0:01.48 ;3201 ;0 ;0.813 ;0.850 ;2.94 ;7 ;
397 ;0:01.49 ;3202 ;0 ;0.809 ;0.850 ;2.94 ;7 ;
397 ;0:01.50 ;3190 ;0 ;0.811 ;0.850 ;2.95 ;7 ;
397 ;0:01.51 ;3200 ;0 ;0.811 ;0.850 ;2.94 ;7 ;
397 ;0:01.52 ;3194 ;0 ;0.809 ;0.850 ;2.95 ;7 ;
397 ;0:01.53 ;3172 ;0 ;0.813 ;0.850 ;2.95 ;7 ;
397 ;0:01.54 ;3198 ;0 ;0.809 ;0.850 ;2.95 ;7 ;
397 ;0:01.55 ;3159 ;0 ;0.812 ;0.850 ;2.95 ;7 ;
397 ;0:01.56 ;3159 ;0 ;0.805 ;0.850 ;2.95 ;7 ;
397 ;0:01.57 ;3129 ;0 ;0.808 ;0.850 ;2.95 ;7 ;
397 ;0:01.58 ;3113 ;0 ;0.805 ;0.850 ;2.95 ;7 ;
397 ;0:01.59 ;3141 ;0 ;0.807 ;0.850 ;2.95 ;7 ;
397 ;0:01.60 ;3140 ;0 ;0.810 ;0.850 ;2.95 ;7 ;
397 ;0:01.61 ;3153 ;0 ;0.823 ;0.850 ;2.95 ;7 ;
397 ;0:01.62 ;3179 ;0 ;0.828 ;0.850 ;2.95 ;7 ;
397 ;0:01.63 ;3130 ;0 ;0.825 ;0.850 ;2.95 ;7 ;
397 ;0:01.64 ;3104 ;0 ;0.829 ;0.850 ;2.95 ;7 ;
397 ;0:01.65 ;3086 ;0 ;0.825 ;0.850 ;2.96 ;7 ;
397 ;0:01.66 ;3115 ;0 ;0.828 ;0.850 ;2.95 ;7 ;
397 ;0:01.67 ;3156 ;0 ;0.826 ;0.850 ;2.95 ;7 ;
397 ;0:01.68 ;3130 ;0 ;0.826 ;0.850 ;2.95 ;7 ;
397 ;0:01.69 ;3113 ;0 ;0.827 ;0.850 ;2.95 ;7 ;
397 ;0:01.70 ;3154 ;0 ;0.824 ;0.850 ;2.95 ;7 ;
397 ;0:01.71 ;3113 ;0 ;0.828 ;0.850 ;2.95 ;7 ;
397 ;0:01.72 ;3105 ;0 ;0.824 ;0.850 ;2.95 ;7 ;
397 ;0:01.73 ;3095 ;0 ;0.828 ;0.850 ;2.96 ;7 ;
397 ;0:01.74 ;3117 ;0 ;0.823 ;0.850 ;2.95 ;7 ;
397 ;0:01.75 ;3106 ;0 ;0.826 ;0.850 ;2.95 ;7 ;
397 ;0:01.76 ;3086 ;0 ;0.824 ;0.850 ;2.96 ;7 ;
397 ;0:01.77 ;3115 ;0 ;0.816 ;0.850 ;2.95 ;7 ;
397 ;0:01.78 ;3087 ;0 ;0.812 ;0.850 ;2.96 ;7 ;
397 ;0:01.79 ;3086 ;0 ;0.808 ;0.850 ;2.96 ;7 ;
397 ;0:01.80 ;3099 ;0 ;0.811 ;0.850 ;2.96 ;7 ;
397 ;0:01.81 ;3090 ;0 ;0.805 ;0.850 ;2.96 ;7 ;
397 ;0:01.82 ;3109 ;0 ;0.808 ;0.850 ;2.95 ;7 ;
397 ;0:01.83 ;3108 ;0 ;0.803 ;0.850 ;2.95 ;7 ;
397 ;0:01.84 ;3086 ;0 ;0.806 ;0.850 ;2.96 ;7 ;
397 ;0:01.85 ;3106 ;0 ;0.807 ;0.850 ;2.95 ;7 ;
397 ;0:01.86 ;3078 ;0 ;0.812 ;0.850 ;2.96 ;7 ;
397 ;0:01.87 ;3079 ;0 ;0.815 ;0.850 ;2.96 ;7 ;
397 ;0:01.88 ;3102 ;0 ;0.813 ;0.850 ;2.95 ;7 ;
397 ;0:01.89 ;3128 ;0 ;0.818 ;0.850 ;2.95 ;7 ;
397 ;0:01.90 ;3165 ;0 ;0.814 ;0.850 ;2.95 ;7 ;
397 ;0:01.91 ;3179 ;0 ;0.820 ;0.850 ;2.95 ;7 ;
397 ;0:01.92 ;3172 ;0 ;0.816 ;0.850 ;2.95 ;7 ;
397 ;0:01.93 ;3198 ;0 ;0.818 ;0.850 ;2.95 ;7 ;
397 ;0:01.94 ;3194 ;0 ;0.830 ;0.850 ;2.95 ;7 ;
397 ;0:01.95 ;3224 ;0 ;0.829 ;0.850 ;2.94 ;8 ;
397 ;0:01.96 ;3250 ;0 ;0.831 ;0.850 ;2.94 ;8 ;
397 ;0:01.97 ;3286 ;0 ;0.828 ;0.850 ;2.94 ;8 ;
397 ;0:01.98 ;3301 ;0 ;0.831 ;0.850 ;2.93 ;8 ;
397 ;0:01.99 ;3333 ;0 ;0.824 ;0.850 ;2.93 ;8 ;
397 ;0:02.00 ;3385 ;0 ;0.824 ;0.850 ;2.93 ;8 ;
397 ;0:02.01 ;3425 ;0 ;0.824 ;0.850 ;2.92 ;8 ;
397 ;0:02.02 ;3454 ;0 ;0.823 ;0.850 ;2.92 ;8 ;
397 ;0:02.03 ;3456 ;0 ;0.824 ;0.850 ;2.92 ;8 ;
397 ;0:02.04 ;3478 ;0 ;0.823 ;0.850 ;2.92 ;8 ;
397 ;0:02.05 ;3467 ;0 ;0.825 ;0.850 ;2.92 ;8 ;
397 ;0:02.06 ;3504 ;0 ;0.818 ;0.850 ;2.91 ;8 ;
397 ;0:02.07 ;3541 ;0 ;0.820 ;0.850 ;2.91 ;8 ;
397 ;0:02.08 ;3557 ;0 ;0.820 ;0.850 ;2.91 ;8 ;
397 ;0:02.09 ;3567 ;0 ;0.826 ;0.850 ;2.91 ;8 ;
397 ;0:02.10 ;3554 ;0 ;0.812 ;0.850 ;2.91 ;8 ;
397 ;0:02.11 ;3584 ;0 ;0.811 ;0.850 ;2.91 ;8 ;
397 ;0:02.12 ;3612 ;0 ;0.806 ;0.850 ;2.90 ;8 ;
397 ;0:02.13 ;3646 ;0 ;0.809 ;0.850 ;2.90 ;8 ;
397 ;0:02.14 ;3678 ;0 ;0.815 ;0.850 ;2.90 ;8 ;
397 ;0:02.15 ;3682 ;0 ;0.810 ;0.850 ;2.90 ;8 ;
397 ;0:02.16 ;3688 ;0 ;0.812 ;0.850 ;2.90 ;9 ;
397 ;0:02.17 ;3726 ;0 ;0.805 ;0.850 ;2.89 ;9 ;
397 ;0:02.18 ;3756 ;0 ;0.817 ;0.850 ;2.89 ;9 ;
397 ;0:02.19 ;3794 ;0 ;0.816 ;0.850 ;2.89 ;9 ;
397 ;0:02.20 ;3851 ;0 ;0.812 ;0.850 ;2.88 ;9 ;
397 ;0:02.21 ;3857 ;0 ;0.814 ;0.850 ;2.88 ;9 ;
397 ;0:02.22 ;3828 ;0 ;0.815 ;0.850 ;2.88 ;9 ;
397 ;0:02.23 ;3817 ;0 ;0.818 ;0.850 ;2.88 ;9 ;
397 ;0:02.24 ;3894 ;0 ;0.807 ;0.850 ;2.88 ;9 ;
397 ;0:02.25 ;3937 ;0 ;0.819 ;0.850 ;2.87 ;9 ;
397 ;0:02.26 ;3938 ;0 ;0.813 ;0.850 ;2.87 ;9 ;
397 ;0:02.27 ;3969 ;0 ;0.803 ;0.850 ;2.87 ;9 ;
397 ;0:02.28 ;3957 ;0 ;0.806 ;0.850 ;2.87 ;9 ;
397 ;0:02.29 ;3961 ;0 ;0.807 ;0.850 ;2.87 ;9 ;
397 ;0:02.30 ;4029 ;0 ;0.805 ;0.850 ;2.86 ;9 ;
397 ;0:02.31 ;4075 ;0 ;0.804 ;0.850 ;2.86 ;9 ;
397 ;0:02.32 ;4063 ;0 ;0.810 ;0.850 ;2.86 ;9 ;
397 ;0:02.33 ;4042 ;0 ;0.799 ;0.850 ;2.86 ;9 ;
397 ;0:02.34 ;4023 ;0 ;0.808 ;0.850 ;2.86 ;9 ;
397 ;0:02.35 ;4033 ;0 ;0.801 ;0.850 ;2.86 ;9 ;
397 ;0:02.36 ;4080 ;0 ;0.796 ;0.850 ;2.86 ;9 ;
397 ;0:02.37 ;4119 ;0 ;0.804 ;0.850 ;2.84 ;9 ;
397 ;0:02.38 ;4092 ;0 ;0.801 ;0.850 ;2.86 ;9 ;
397 ;0:02.39 ;4076 ;0 ;0.799 ;0.850 ;2.86 ;9 ;
397 ;0:02.40 ;4114 ;0 ;0.802 ;0.850 ;2.84 ;9 ;
397 ;0:02.41 ;4175 ;0 ;0.803 ;0.850 ;2.84 ;9 ;
397 ;0:02.42 ;4187 ;0 ;0.798 ;0.850 ;2.84 ;9 ;
397 ;0:02.43 ;4162 ;0 ;0.806 ;0.850 ;2.84 ;9 ;
397 ;0:02.44 ;4096 ;0 ;0.798 ;0.850 ;2.86 ;9 ;
397 ;0:02.45 ;4098 ;0 ;0.805 ;0.850 ;2.86 ;9 ;
397 ;0:02.46 ;4133 ;0 ;0.805 ;0.850 ;2.84 ;9 ;
397 ;0:02.47 ;4185 ;0 ;0.799 ;0.850 ;2.84 ;9 ;
397 ;0:02.48 ;4160 ;0 ;0.807 ;0.850 ;2.84 ;9 ;
397 ;0:02.49 ;4123 ;0 ;0.800 ;0.850 ;2.84 ;9 ;
397 ;0:02.50 ;4151 ;0 ;0.806 ;0.850 ;2.84 ;9 ;
397 ;0:02.51 ;4150 ;0 ;0.819 ;0.850 ;2.84 ;9 ;
397 ;0:02.52 ;4158 ;0 ;0.815 ;0.850 ;2.84 ;9 ;
397 ;0:02.53 ;4171 ;0 ;0.821 ;0.850 ;2.84 ;9 ;
397 ;0:02.54 ;4145 ;0 ;0.819 ;0.850 ;2.84 ;9 ;
397 ;0:02.55 ;4111 ;0 ;0.820 ;0.850 ;2.84 ;9 ;
397 ;0:02.56 ;4113 ;0 ;0.820 ;0.850 ;2.84 ;9 ;
397 ;0:02.57 ;4033 ;0 ;0.819 ;0.850 ;2.86 ;9 ;
397 ;0:02.58 ;4004 ;0 ;0.819 ;0.850 ;2.86 ;9 ;
397 ;0:02.59 ;4010 ;0 ;0.838 ;0.850 ;2.86 ;9 ;
397 ;0:02.60 ;3974 ;0 ;0.829 ;0.850 ;2.87 ;9 ;
397 ;0:02.61 ;3946 ;0 ;0.835 ;0.850 ;2.87 ;9 ;
397 ;0:02.62 ;3926 ;0 ;0.836 ;0.850 ;2.87 ;9 ;
397 ;0:02.63 ;3829 ;0 ;0.833 ;0.850 ;2.88 ;9 ;
397 ;0:02.64 ;3808 ;0 ;0.833 ;0.850 ;2.88 ;9 ;
397 ;0:02.65 ;3833 ;0 ;0.834 ;0.850 ;2.88 ;9 ;
397 ;0:02.66 ;3851 ;0 ;0.837 ;0.850 ;2.88 ;9 ;
397 ;0:02.67 ;3824 ;0 ;0.829 ;0.850 ;2.88 ;9 ;
397 ;0:02.68 ;3797 ;0 ;0.844 ;0.850 ;2.89 ;9 ;
397 ;0:02.69 ;3740 ;0 ;0.841 ;0.850 ;2.89 ;9 ;
397 ;0:02.70 ;3682 ;0 ;0.842 ;0.850 ;2.90 ;8 ;
397 ;0:02.71 ;3706 ;0 ;0.836 ;0.850 ;2.89 ;9 ;
397 ;0:02.72 ;3728 ;0 ;0.841 ;0.850 ;2.89 ;9 ;
397 ;0:02.73 ;3711 ;0 ;0.845 ;0.850 ;2.89 ;8 ;
397 ;0:02.74 ;3687 ;0 ;0.841 ;0.850 ;2.90 ;8 ;
397 ;0:02.75 ;3625 ;0 ;0.841 ;0.850 ;2.90 ;8 ;
397 ;0:02.76 ;3625 ;0 ;0.855 ;0.850 ;2.90 ;8 ;
397 ;0:02.77 ;3605 ;0 ;0.862 ;0.850 ;2.90 ;8 ;
397 ;0:02.78 ;3621 ;0 ;0.859 ;0.850 ;2.90 ;8 ;
397 ;0:02.79 ;3618 ;0 ;0.859 ;0.850 ;2.90 ;8 ;
397 ;0:02.80 ;3585 ;0 ;0.855 ;0.850 ;2.91 ;8 ;
397 ;0:02.81 ;3577 ;0 ;0.857 ;0.850 ;2.91 ;8 ;
397 ;0:02.82 ;3572 ;0 ;0.862 ;0.850 ;2.91 ;8 ;
397 ;0:02.83 ;3555 ;0 ;0.859 ;0.850 ;2.91 ;8 ;
397 ;0:02.84 ;3499 ;0 ;0.906 ;0.850 ;2.92 ;8 ;
397 ;0:02.85 ;3502 ;0 ;0.898 ;0.850 ;2.91 ;8 ;
397 ;0:02.86 ;3507 ;0 ;0.899 ;0.850 ;2.91 ;8 ;
397 ;0:02.87 ;3510 ;0 ;0.902 ;0.850 ;2.91 ;8 ;
397 ;0:02.88 ;3517 ;0 ;0.904 ;0.850 ;2.91 ;8 ;
397 ;0:02.89 ;3509 ;0 ;0.905 ;0.850 ;2.91 ;8 ;
397 ;0:02.90 ;3462 ;0 ;0.902 ;0.850 ;2.92 ;8 ;
397 ;0:02.91 ;3454 ;0 ;0.903 ;0.850 ;2.92 ;8 ;
397 ;0:02.92 ;3419 ;0 ;0.924 ;0.850 ;2.92 ;8 ;
397 ;0:02.93 ;3392 ;0 ;0.933 ;0.850 ;2.93 ;8 ;
397 ;0:02.94 ;3379 ;0 ;0.930 ;0.850 ;2.93 ;8 ;
397 ;0:02.95 ;3399 ;0 ;0.934 ;0.850 ;2.93 ;8 ;
397 ;0:02.96 ;3407 ;0 ;0.932 ;0.850 ;2.92 ;8 ;
397 ;0:02.97 ;3385 ;0 ;0.931 ;0.850 ;2.93 ;8 ;
397 ;0:02.98 ;3390 ;0 ;0.931 ;0.850 ;2.93 ;8 ;
397 ;0:02.99 ;3354 ;0 ;0.924 ;0.850 ;2.93 ;8 ;
397 ;0:03.00 ;3322 ;0 ;0.951 ;0.850 ;2.93 ;7 ;
397 ;0:03.01 ;3270 ;0 ;0.951 ;0.850 ;2.94 ;8 ;
397 ;0:03.02 ;3236 ;0 ;0.957 ;0.850 ;2.94 ;7 ;
397 ;0:03.03 ;3242 ;0 ;0.952 ;0.850 ;2.94 ;7 ;
397 ;0:03.04 ;3247 ;0 ;0.954 ;0.850 ;2.94 ;8 ;
397 ;0:03.05 ;3248 ;0 ;0.954 ;0.850 ;2.94 ;8 ;
397 ;0:03.06 ;3260 ;0 ;0.953 ;0.850 ;2.94 ;7 ;
397 ;0:03.07 ;3130 ;0 ;0.955 ;0.850 ;2.95 ;7 ;
397 ;0:03.08 ;3078 ;0 ;0.949 ;0.850 ;2.96 ;7 ;
397 ;0:03.09 ;3059 ;0 ;0.947 ;0.850 ;2.96 ;7 ;
397 ;0:03.10 ;3063 ;0 ;0.942 ;0.850 ;2.96 ;7 ;
397 ;0:03.11 ;3083 ;0 ;0.945 ;0.850 ;2.96 ;7 ;
397 ;0:03.12 ;3040 ;0 ;0.941 ;0.850 ;2.96 ;7 ;
397 ;0:03.13 ;3020 ;0 ;0.942 ;0.850 ;2.96 ;7 ;
397 ;0:03.14 ;2969 ;0 ;0.943 ;0.850 ;2.97 ;7 ;
397 ;0:03.15 ;2935 ;0 ;0.941 ;0.850 ;2.98 ;7 ;
397 ;0:03.16 ;2950 ;0 ;0.943 ;0.850 ;2.97 ;7 ;
