SESSION; TIME;RPM;THROT;L U SP;L D SP;SLIP%;SHIF A;

128 ;0:00.01 ;3267 ;0 ;4.7 ;0.0 ;0 ;0 ;
128 ;0:00.02 ;3213 ;0 ;4.7 ;0.0 ;0 ;0 ;
128 ;0:00.03 ;3235 ;0 ;4.7 ;0.0 ;0 ;0 ;
128 ;0:00.04 ;3228 ;0 ;4.3 ;0.0 ;0 ;0 ;
128 ;0:00.05 ;3229 ;0 ;4.3 ;0.0 ;0 ;0 ;
128 ;0:00.06 ;3227 ;0 ;4.3 ;0.0 ;0 ;0 ;
128 ;0:00.07 ;3234 ;0 ;4.3 ;0.0 ;0 ;0 ;
128 ;0:00.08 ;3229 ;0 ;4.3 ;0.0 ;0 ;0 ;
128 ;0:00.09 ;3233 ;0 ;4.3 ;0.0 ;0 ;0 ;
128 ;0:00.10 ;3236 ;0 ;5.0 ;0.0 ;0 ;0 ;
128 ;0:00.11 ;3270 ;0 ;5.0 ;0.0 ;0 ;0 ;
128 ;0:00.12 ;3290 ;0 ;5.0 ;0.0 ;0 ;0 ;
128 ;0:00.13 ;3286 ;0 ;5.0 ;0.0 ;0 ;0 ;
128 ;0:00.14 ;3240 ;0 ;5.0 ;0.0 ;0 ;0 ;
128 ;0:00.15 ;3229 ;0 ;5.0 ;0.0 ;0 ;0 ;
128 ;0:00.16 ;3229 ;0 ;5.0 ;0.0 ;0 ;0 ;
128 ;0:00.17 ;3226 ;0 ;4.9 ;0.0 ;0 ;0 ;
128 ;0:00.18 ;3256 ;0 ;4.9 ;0.0 ;0 ;0 ;
128 ;0:00.19 ;3265 ;0 ;4.9 ;0.0 ;0 ;0 ;
128 ;0:00.20 ;3281 ;0 ;4.9 ;0.0 ;0 ;0 ;
128 ;0:00.21 ;3280 ;0 ;4.9 ;0.0 ;0 ;0 ;
128 ;0:00.22 ;3272 ;0 ;4.9 ;0.0 ;0 ;0 ;
128 ;0:00.23 ;3281 ;0 ;4.6 ;0.0 ;0 ;0 ;
