SESSION; TIME;RPM;THROT;WATER;AIR;MAP;LAMB;ANA3;L U SP;L D SP;TAR LB;TRAC %;VOLTS;SLIP%;GEAR;SHIF A;INJ %;A1 VAL;A2 VAL;A3 VAL;
623 ;1:30.50 ;9709 ;45 ;93;21;75;0.500 ;735 ;23.1 ;47.2 ;0.850 ;100 ;12.6 ;104 ;1 ;0 ;42 ;0.0 ;0.0 ;0.0 ;
623 ;1:30.60 ;9780 ;54 ;93;21;78;0.500 ;750 ;44.5 ;47.5 ;0.850 ;0 ;12.7 ;6 ;1 ;0 ;46 ;0.0 ;0.0 ;0.0 ;
623 ;1:30.70 ;8865 ;54 ;93;21;81;0.500 ;751 ;44.3 ;43.1 ;0.850 ;0 ;12.6 ;-2 ;1 ;0 ;41 ;0.0 ;0.0 ;0.0 ;
623 ;1:30.80 ;8937 ;55 ;93;21;82;0.500 ;727 ;37.2 ;43.4 ;0.850 ;3 ;12.4 ;16 ;1 ;0 ;42 ;0.0 ;0.0 ;0.0 ;
623 ;1:30.90 ;8794 ;58 ;93;21;85;0.500 ;737 ;34.2 ;42.7 ;0.850 ;30 ;12.7 ;24 ;1 ;0 ;42 ;0.0 ;0.0 ;0.0 ;
623 ;1:31.00 ;7307 ;59 ;93;21;88;0.500 ;752 ;38.2 ;35.5 ;0.850 ;0 ;12.7 ;-7 ;1 ;0 ;32 ;0.0 ;0.0 ;0.0 ;
623 ;1:31.10 ;7767 ;59 ;93;21;90;0.500 ;731 ;33.9 ;37.7 ;0.850 ;0 ;12.5 ;11 ;1 ;0 ;35 ;0.0 ;0.0 ;0.0 ;
623 ;1:31.20 ;7295 ;59 ;93;21;92;0.500 ;731 ;16.3 ;35.4 ;0.850 ;100 ;12.5 ;117 ;1 ;0 ;32 ;0.0 ;0.0 ;0.0 ;
623 ;1:31.30 ;6845 ;59 ;93;21;91;0.500 ;734 ;30.9 ;33.2 ;0.850 ;0 ;12.6 ;7 ;1 ;0 ;30 ;0.0 ;0.0 ;0.0 ;
623 ;1:31.40 ;6929 ;59 ;93;21;91;0.500 ;736 ;27.8 ;33.6 ;0.850 ;16 ;12.7 ;20 ;1 ;0 ;30 ;0.0 ;0.0 ;0.0 ;
623 ;1:31.50 ;6805 ;57 ;93;21;89;0.500 ;747 ;26.1 ;33.0 ;0.850 ;36 ;12.8 ;26 ;1 ;0 ;29 ;0.0 ;0.0 ;0.0 ;
623 ;1:31.60 ;7233 ;50 ;93;21;86;0.500 ;743 ;12.8 ;35.1 ;0.850 ;100 ;12.7 ;174 ;1 ;0 ;30 ;0.0 ;0.0 ;0.0 ;
623 ;1:31.70 ;6768 ;41 ;93;21;79;0.500 ;754 ;13.9 ;32.9 ;0.850 ;100 ;12.8 ;136 ;1 ;0 ;27 ;0.0 ;0.0 ;0.0 ;
623 ;1:31.80 ;7278 ;33 ;93;21;74;0.500 ;754 ;25.5 ;35.3 ;0.850 ;76 ;12.8 ;38 ;1 ;0 ;29 ;0.0 ;0.0 ;0.0 ;
623 ;1:31.90 ;7367 ;31 ;93;21;75;0.500 ;743 ;9.1 ;35.3 ;0.850 ;0 ;12.6 ;287 ;1 ;0 ;28 ;0.0 ;0.0 ;0.0 ;
623 ;1:32.00 ;7088 ;28 ;93;21;71;0.500 ;768 ;28.4 ;34.4 ;0.850 ;20 ;12.8 ;21 ;1 ;0 ;27 ;0.0 ;0.0 ;0.0 ;
