SESSION; TIME;RPM;THROT;L U SP;L D SP;SLIP%;SHIF A;

158 ;0:00.01 ;3099 ;0 ;5.4 ;0.0 ;0 ;0 ;
158 ;0:00.02 ;3101 ;0 ;5.4 ;0.0 ;0 ;0 ;
158 ;0:00.03 ;3112 ;0 ;5.5 ;0.0 ;0 ;0 ;
158 ;0:00.04 ;3114 ;0 ;5.5 ;0.0 ;0 ;0 ;
158 ;0:00.05 ;3146 ;0 ;5.5 ;0.0 ;0 ;0 ;
158 ;0:00.06 ;3107 ;0 ;5.5 ;0.0 ;0 ;0 ;
158 ;0:00.07 ;3089 ;0 ;5.5 ;0.0 ;0 ;0 ;
158 ;0:00.08 ;3086 ;0 ;6.0 ;0.0 ;0 ;0 ;
158 ;0:00.09 ;3077 ;0 ;6.0 ;0.0 ;0 ;0 ;
158 ;0:00.10 ;3088 ;0 ;6.0 ;0.0 ;0 ;0 ;
158 ;0:00.11 ;3083 ;0 ;6.0 ;0.0 ;0 ;0 ;
158 ;0:00.12 ;3055 ;0 ;6.0 ;0.0 ;0 ;0 ;
158 ;0:00.13 ;3074 ;0 ;5.9 ;0.0 ;0 ;0 ;
158 ;0:00.14 ;3063 ;0 ;5.9 ;0.0 ;0 ;0 ;
158 ;0:00.15 ;3060 ;0 ;5.9 ;0.0 ;0 ;0 ;
158 ;0:00.16 ;3073 ;0 ;5.9 ;0.0 ;0 ;0 ;
158 ;0:00.17 ;3072 ;0 ;5.9 ;0.0 ;0 ;0 ;
158 ;0:00.18 ;3083 ;0 ;6.4 ;0.0 ;0 ;0 ;
158 ;0:00.19 ;3094 ;0 ;6.4 ;0.0 ;0 ;0 ;
158 ;0:00.20 ;3079 ;0 ;6.4 ;0.0 ;0 ;0 ;
158 ;0:00.21 ;3064 ;0 ;6.4 ;0.0 ;0 ;0 ;
158 ;0:00.22 ;3031 ;0 ;6.4 ;0.0 ;0 ;0 ;
158 ;0:00.23 ;3031 ;0 ;6.4 ;0.0 ;0 ;0 ;
158 ;0:00.24 ;3029 ;0 ;6.4 ;0.0 ;0 ;0 ;
158 ;0:00.25 ;3040 ;0 ;6.4 ;0.0 ;0 ;0 ;
158 ;0:00.26 ;3074 ;0 ;6.4 ;0.0 ;0 ;0 ;
158 ;0:00.27 ;3063 ;0 ;6.4 ;0.0 ;0 ;0 ;
158 ;0:00.28 ;3067 ;0 ;6.3 ;0.0 ;0 ;0 ;
158 ;0:00.29 ;3027 ;0 ;6.3 ;0.0 ;0 ;0 ;
158 ;0:00.30 ;2959 ;0 ;6.3 ;0.0 ;0 ;0 ;
158 ;0:00.31 ;2946 ;0 ;6.3 ;0.0 ;0 ;0 ;
158 ;0:00.32 ;2974 ;0 ;6.6 ;0.0 ;0 ;0 ;
158 ;0:00.33 ;3012 ;0 ;6.6 ;0.0 ;0 ;0 ;
158 ;0:00.34 ;3058 ;0 ;6.6 ;0.0 ;0 ;0 ;
158 ;0:00.35 ;3033 ;0 ;6.6 ;0.0 ;0 ;0 ;
158 ;0:00.36 ;3017 ;0 ;6.6 ;0.0 ;0 ;0 ;
158 ;0:00.37 ;2965 ;0 ;6.6 ;0.0 ;0 ;0 ;
158 ;0:00.38 ;2907 ;0 ;6.6 ;0.0 ;0 ;0 ;
158 ;0:00.39 ;2910 ;0 ;6.6 ;0.0 ;0 ;0 ;
158 ;0:00.40 ;2956 ;0 ;6.6 ;0.0 ;0 ;0 ;
158 ;0:00.41 ;3003 ;0 ;6.8 ;0.0 ;0 ;0 ;
158 ;0:00.42 ;3030 ;0 ;6.8 ;0.0 ;0 ;0 ;
158 ;0:00.43 ;2996 ;0 ;6.8 ;0.0 ;0 ;0 ;
158 ;0:00.44 ;2974 ;0 ;6.8 ;0.0 ;0 ;0 ;
158 ;0:00.45 ;2927 ;0 ;6.8 ;0.0 ;0 ;0 ;
158 ;0:00.46 ;2899 ;0 ;6.9 ;0.0 ;0 ;0 ;
158 ;0:00.47 ;2914 ;0 ;6.9 ;0.0 ;0 ;0 ;
158 ;0:00.48 ;2945 ;0 ;6.9 ;0.0 ;0 ;0 ;
158 ;0:00.49 ;2985 ;0 ;6.9 ;0.0 ;0 ;0 ;
158 ;0:00.50 ;3014 ;0 ;6.9 ;0.0 ;0 ;0 ;
158 ;0:00.51 ;2982 ;0 ;6.9 ;0.0 ;0 ;0 ;
158 ;0:00.52 ;2971 ;0 ;6.9 ;0.0 ;0 ;0 ;
158 ;0:00.53 ;2971 ;0 ;6.9 ;0.0 ;0 ;0 ;
158 ;0:00.54 ;2940 ;0 ;7.1 ;0.0 ;0 ;0 ;
158 ;0:00.55 ;2925 ;0 ;7.1 ;0.0 ;0 ;0 ;
158 ;0:00.56 ;2943 ;0 ;7.1 ;0.0 ;0 ;0 ;
158 ;0:00.57 ;2996 ;0 ;7.1 ;0.0 ;0 ;0 ;
158 ;0:00.58 ;3049 ;0 ;7.2 ;0.0 ;0 ;0 ;
158 ;0:00.59 ;3052 ;0 ;7.2 ;0.0 ;0 ;0 ;
158 ;0:00.60 ;3014 ;0 ;7.2 ;0.0 ;0 ;0 ;
