SESSION; TIME;RPM;THROT;LAMB;TAR LB;INJ;INJ %;

401 ;0:00.01 ;3295 ;0 ;0.832 ;0.850 ;2.94 ;8 ;
401 ;0:00.02 ;3306 ;0 ;0.828 ;0.850 ;2.93 ;8 ;
401 ;0:00.03 ;3323 ;0 ;0.830 ;0.850 ;2.93 ;8 ;
401 ;0:00.04 ;3311 ;0 ;0.830 ;0.850 ;2.93 ;8 ;
401 ;0:00.05 ;3306 ;0 ;0.836 ;0.850 ;2.93 ;8 ;
401 ;0:00.06 ;3287 ;0 ;0.833 ;0.850 ;2.94 ;8 ;
401 ;0:00.07 ;3258 ;0 ;0.824 ;0.850 ;2.94 ;8 ;
401 ;0:00.08 ;3271 ;0 ;0.818 ;0.850 ;2.94 ;8 ;
401 ;0:00.09 ;3287 ;0 ;0.821 ;0.850 ;2.94 ;8 ;
401 ;0:00.10 ;3299 ;0 ;0.820 ;0.850 ;2.94 ;8 ;
401 ;0:00.11 ;3296 ;0 ;0.818 ;0.850 ;2.94 ;8 ;
401 ;0:00.12 ;3315 ;0 ;0.816 ;0.850 ;2.93 ;8 ;
401 ;0:00.13 ;3287 ;0 ;0.813 ;0.850 ;2.94 ;8 ;
401 ;0:00.14 ;3274 ;0 ;0.820 ;0.850 ;2.94 ;8 ;
401 ;0:00.15 ;3260 ;0 ;0.823 ;0.850 ;2.94 ;8 ;
401 ;0:00.16 ;3284 ;0 ;0.828 ;0.850 ;2.94 ;8 ;
401 ;0:00.17 ;3273 ;0 ;0.824 ;0.850 ;2.94 ;8 ;
401 ;0:00.18 ;3263 ;0 ;0.826 ;0.850 ;2.94 ;8 ;
401 ;0:00.19 ;3270 ;0 ;0.827 ;0.850 ;2.94 ;8 ;
401 ;0:00.20 ;3258 ;0 ;0.825 ;0.850 ;2.94 ;8 ;
401 ;0:00.21 ;3276 ;0 ;0.827 ;0.850 ;2.94 ;7 ;
401 ;0:00.22 ;3244 ;0 ;0.822 ;0.850 ;2.94 ;7 ;
401 ;0:00.23 ;3246 ;0 ;0.817 ;0.850 ;2.94 ;7 ;
401 ;0:00.24 ;3247 ;0 ;0.811 ;0.850 ;2.94 ;7 ;
401 ;0:00.25 ;3224 ;0 ;0.817 ;0.850 ;2.94 ;7 ;
401 ;0:00.26 ;3205 ;0 ;0.816 ;0.850 ;2.94 ;7 ;
401 ;0:00.27 ;3211 ;0 ;0.819 ;0.850 ;2.94 ;7 ;
401 ;0:00.28 ;3216 ;0 ;0.821 ;0.850 ;2.94 ;7 ;
401 ;0:00.29 ;3201 ;0 ;0.819 ;0.850 ;2.94 ;7 ;
401 ;0:00.30 ;3222 ;0 ;0.822 ;0.850 ;2.94 ;7 ;
401 ;0:00.31 ;3211 ;0 ;0.818 ;0.850 ;2.94 ;7 ;
401 ;0:00.32 ;3186 ;0 ;0.821 ;0.850 ;2.95 ;7 ;
401 ;0:00.33 ;3157 ;0 ;0.816 ;0.850 ;2.95 ;7 ;
401 ;0:00.34 ;3170 ;0 ;0.819 ;0.850 ;2.95 ;7 ;
401 ;0:00.35 ;3186 ;0 ;0.817 ;0.850 ;2.95 ;7 ;
401 ;0:00.36 ;3190 ;0 ;0.816 ;0.850 ;2.95 ;7 ;
401 ;0:00.37 ;3156 ;0 ;0.816 ;0.850 ;2.95 ;7 ;
401 ;0:00.38 ;3161 ;0 ;0.811 ;0.850 ;2.95 ;7 ;
401 ;0:00.39 ;3155 ;0 ;0.814 ;0.850 ;2.95 ;7 ;
401 ;0:00.40 ;3148 ;0 ;0.818 ;0.850 ;2.95 ;7 ;
401 ;0:00.41 ;3151 ;0 ;0.824 ;0.850 ;2.95 ;7 ;
401 ;0:00.42 ;3169 ;0 ;0.821 ;0.850 ;2.95 ;7 ;
401 ;0:00.43 ;3218 ;0 ;0.826 ;0.850 ;2.94 ;7 ;
401 ;0:00.44 ;3194 ;0 ;0.826 ;0.850 ;2.95 ;7 ;
401 ;0:00.45 ;3215 ;0 ;0.825 ;0.850 ;2.94 ;7 ;
401 ;0:00.46 ;3176 ;0 ;0.827 ;0.850 ;2.95 ;7 ;
401 ;0:00.47 ;3096 ;0 ;0.825 ;0.850 ;2.96 ;7 ;
401 ;0:00.48 ;3046 ;0 ;0.849 ;0.850 ;2.96 ;7 ;
401 ;0:00.49 ;3056 ;0 ;0.845 ;0.850 ;2.96 ;7 ;
401 ;0:00.50 ;3083 ;0 ;0.849 ;0.850 ;2.96 ;7 ;
401 ;0:00.51 ;3117 ;0 ;0.845 ;0.850 ;2.95 ;7 ;
401 ;0:00.52 ;3100 ;0 ;0.847 ;0.850 ;2.95 ;7 ;
401 ;0:00.53 ;3112 ;0 ;0.847 ;0.850 ;2.95 ;7 ;
401 ;0:00.54 ;3101 ;0 ;0.845 ;0.850 ;2.95 ;7 ;
401 ;0:00.55 ;3057 ;0 ;0.848 ;0.850 ;2.96 ;7 ;
401 ;0:00.56 ;3027 ;0 ;0.859 ;0.850 ;2.96 ;7 ;
401 ;0:00.57 ;3055 ;0 ;0.863 ;0.850 ;2.96 ;7 ;
401 ;0:00.58 ;3064 ;0 ;0.858 ;0.850 ;2.96 ;7 ;
401 ;0:00.59 ;3073 ;0 ;0.861 ;0.850 ;2.96 ;7 ;
401 ;0:00.60 ;3023 ;0 ;0.858 ;0.850 ;2.96 ;7 ;
