SESSION; TIME;RPM;THROT;LAMB;L U SP;L D SP;TAR LB;SLIP%;INJ;ADV;SHIF A;INJ %;L/100K;
131 ;1:00.80 ;4295 ;1 ;0.863 ;25.6 ;0.0 ;0.900 ;0 ;2.89 ;15.1 ;0 ;10 ;17.6;
131 ;1:00.90 ;4468 ;0 ;0.878 ;24.0 ;0.0 ;0.900 ;0 ;2.65 ;12.8 ;0 ;9 ;19.1;
131 ;1:01.00 ;4622 ;0 ;0.884 ;24.4 ;0.0 ;0.900 ;0 ;2.65 ;13.4 ;0 ;10 ;18.7;
131 ;1:01.10 ;4651 ;0 ;0.882 ;24.5 ;0.0 ;0.900 ;0 ;2.65 ;13.6 ;0 ;10 ;20.2;
131 ;1:01.20 ;4922 ;0 ;0.873 ;24.2 ;0.0 ;0.900 ;0 ;2.65 ;14.6 ;0 ;11 ;19.4;
131 ;1:01.30 ;4851 ;0 ;0.897 ;25.5 ;0.0 ;0.900 ;0 ;2.65 ;14.4 ;0 ;10 ;20.4;
131 ;1:01.40 ;5118 ;0 ;0.893 ;24.9 ;0.0 ;0.900 ;0 ;2.65 ;15.5 ;0 ;11 ;20.3;
131 ;1:01.50 ;5228 ;0 ;0.908 ;25.5 ;0.0 ;0.900 ;0 ;2.65 ;16.1 ;0 ;11 ;19.6;
131 ;1:01.60 ;5295 ;0 ;0.942 ;27.0 ;0.0 ;0.900 ;0 ;2.65 ;16.4 ;0 ;11 ;19.2;
131 ;1:01.70 ;5485 ;0 ;0.865 ;28.6 ;0.0 ;0.900 ;0 ;2.65 ;17.4 ;0 ;12 ;18.6;
131 ;1:01.80 ;5550 ;0 ;0.921 ;27.4 ;0.0 ;0.900 ;0 ;2.65 ;17.7 ;0 ;12 ;20.5;
131 ;1:01.90 ;5914 ;0 ;0.943 ;28.7 ;0.0 ;0.900 ;0 ;2.65 ;19.5 ;0 ;13 ;17.2;
131 ;1:02.00 ;5304 ;0 ;0.910 ;29.6 ;0.0 ;0.900 ;0 ;2.65 ;16.5 ;0 ;11 ;14.5;
