SESSION; TIME;RPM;THROT;MAP;LAMB;L U SP;

921 ;0:00.01 ;2487 ;0 ;85;0.962 ;1.2 ;
921 ;0:00.02 ;2469 ;0 ;86;0.958 ;1.2 ;
921 ;0:00.03 ;2458 ;0 ;85;0.957 ;1.2 ;
921 ;0:00.04 ;2458 ;0 ;85;0.952 ;1.2 ;
921 ;0:00.05 ;2499 ;0 ;85;0.954 ;1.2 ;
921 ;0:00.06 ;2502 ;0 ;85;0.960 ;1.2 ;
921 ;0:00.07 ;2529 ;0 ;85;0.957 ;1.2 ;
921 ;0:00.08 ;2478 ;0 ;85;0.961 ;1.2 ;
921 ;0:00.09 ;2492 ;0 ;85;0.955 ;1.2 ;
921 ;0:00.10 ;2492 ;0 ;85;0.947 ;1.2 ;
921 ;0:00.11 ;2473 ;0 ;85;0.951 ;1.2 ;
921 ;0:00.12 ;2494 ;0 ;85;0.953 ;1.2 ;
921 ;0:00.13 ;2512 ;0 ;85;0.955 ;1.2 ;
921 ;0:00.14 ;2563 ;0 ;85;0.953 ;1.2 ;
921 ;0:00.15 ;2563 ;0 ;85;0.954 ;1.2 ;
921 ;0:00.16 ;2524 ;0 ;84;0.945 ;1.2 ;
921 ;0:00.17 ;2520 ;0 ;84;0.952 ;1.2 ;
921 ;0:00.18 ;2496 ;0 ;84;0.937 ;1.2 ;
921 ;0:00.19 ;2520 ;0 ;85;0.940 ;1.2 ;
921 ;0:00.20 ;2526 ;0 ;85;0.940 ;1.5 ;
921 ;0:00.21 ;2534 ;0 ;84;0.938 ;1.5 ;
921 ;0:00.22 ;2534 ;0 ;84;0.935 ;1.5 ;
921 ;0:00.23 ;2530 ;0 ;84;0.933 ;1.5 ;
921 ;0:00.24 ;2573 ;0 ;84;0.941 ;1.5 ;
921 ;0:00.25 ;2544 ;0 ;84;0.938 ;1.5 ;
921 ;0:00.26 ;2560 ;0 ;84;0.933 ;1.5 ;
921 ;0:00.27 ;2559 ;0 ;84;0.913 ;1.5 ;
921 ;0:00.28 ;2603 ;0 ;84;0.912 ;1.5 ;
921 ;0:00.29 ;2603 ;0 ;84;0.908 ;1.5 ;
921 ;0:00.30 ;2574 ;0 ;84;0.909 ;1.5 ;
921 ;0:00.31 ;2555 ;0 ;84;0.915 ;1.5 ;
921 ;0:00.32 ;2561 ;0 ;84;0.913 ;1.5 ;
921 ;0:00.33 ;2609 ;0 ;84;0.917 ;1.5 ;
921 ;0:00.34 ;2605 ;0 ;84;0.911 ;1.5 ;
921 ;0:00.35 ;2628 ;0 ;84;0.902 ;1.5 ;
921 ;0:00.36 ;2628 ;0 ;84;0.895 ;1.5 ;
921 ;0:00.37 ;2583 ;0 ;83;0.896 ;1.5 ;
921 ;0:00.38 ;2591 ;0 ;84;0.902 ;1.5 ;
921 ;0:00.39 ;2579 ;0 ;84;0.901 ;1.5 ;
921 ;0:00.40 ;2599 ;0 ;84;0.904 ;1.5 ;
921 ;0:00.41 ;2614 ;0 ;84;0.901 ;1.5 ;
921 ;0:00.42 ;2660 ;0 ;84;0.904 ;1.8 ;
921 ;0:00.43 ;2660 ;0 ;84;0.871 ;1.8 ;
921 ;0:00.44 ;2643 ;0 ;84;0.871 ;1.8 ;
921 ;0:00.45 ;2643 ;0 ;83;0.872 ;1.8 ;
921 ;0:00.46 ;2605 ;0 ;83;0.876 ;1.8 ;
921 ;0:00.47 ;2625 ;0 ;84;0.878 ;1.8 ;
921 ;0:00.48 ;2619 ;0 ;84;0.876 ;1.8 ;
921 ;0:00.49 ;2630 ;0 ;84;0.879 ;1.8 ;
921 ;0:00.50 ;2630 ;0 ;84;0.875 ;1.8 ;
921 ;0:00.51 ;2630 ;0 ;84;0.867 ;1.8 ;
921 ;0:00.52 ;2669 ;0 ;83;0.858 ;1.8 ;
921 ;0:00.53 ;2642 ;0 ;83;0.863 ;1.8 ;
921 ;0:00.54 ;2638 ;0 ;84;0.866 ;1.8 ;
921 ;0:00.55 ;2629 ;0 ;84;0.867 ;1.8 ;
921 ;0:00.56 ;2664 ;0 ;84;0.869 ;1.8 ;
921 ;0:00.57 ;2676 ;0 ;84;0.867 ;1.8 ;
921 ;0:00.58 ;2685 ;0 ;84;0.870 ;1.8 ;
921 ;0:00.59 ;2661 ;0 ;84;0.893 ;1.8 ;
921 ;0:00.60 ;2661 ;0 ;84;0.893 ;1.8 ;
921 ;0:00.61 ;2683 ;0 ;83;0.887 ;1.8 ;
921 ;0:00.62 ;2655 ;0 ;83;0.892 ;2.4 ;
921 ;0:00.63 ;2666 ;0 ;84;0.895 ;2.4 ;
921 ;0:00.64 ;2662 ;0 ;84;0.895 ;2.4 ;
921 ;0:00.65 ;2690 ;0 ;84;0.898 ;2.4 ;
921 ;0:00.66 ;2656 ;0 ;84;0.895 ;2.4 ;
921 ;0:00.67 ;2645 ;0 ;84;0.921 ;2.4 ;
921 ;0:00.68 ;2635 ;0 ;84;0.940 ;2.4 ;
921 ;0:00.69 ;2635 ;0 ;84;0.939 ;2.4 ;
921 ;0:00.70 ;2669 ;0 ;84;0.934 ;2.4 ;
921 ;0:00.71 ;2651 ;0 ;84;0.939 ;2.4 ;
