SESSION; TIME;RPM;THROT;LAMB;L U SP;L D SP;SLIP%;INJ;
457 ;1:05.06 ;7267 ;31 ;0.702 ;0.8 ;0.0 ;0 ;5.55 ;
457 ;1:05.07 ;7270 ;31 ;0.699 ;0.8 ;0.0 ;0 ;5.53 ;
457 ;1:05.08 ;7236 ;30 ;0.700 ;0.8 ;0.0 ;0 ;5.48 ;
457 ;1:05.09 ;7301 ;30 ;0.702 ;0.8 ;0.0 ;0 ;5.51 ;
457 ;1:05.10 ;7455 ;30 ;0.699 ;0.8 ;0.0 ;0 ;5.59 ;
457 ;1:05.11 ;7443 ;30 ;0.703 ;0.8 ;0.0 ;0 ;5.58 ;
457 ;1:05.12 ;7491 ;30 ;0.701 ;0.8 ;0.0 ;0 ;5.61 ;
457 ;1:05.13 ;7467 ;30 ;0.740 ;0.8 ;0.0 ;0 ;5.59 ;
457 ;1:05.14 ;7509 ;30 ;0.741 ;0.8 ;0.0 ;0 ;5.62 ;
457 ;1:05.15 ;7563 ;30 ;0.739 ;0.8 ;0.0 ;0 ;5.64 ;
457 ;1:05.16 ;5927 ;9 ;0.774 ;2.2 ;0.0 ;0 ;3.83 ;
457 ;1:05.17 ;5969 ;9 ;0.785 ;2.2 ;0.0 ;0 ;3.80 ;
457 ;1:05.18 ;5975 ;9 ;0.805 ;2.2 ;0.0 ;0 ;3.80 ;
457 ;1:05.19 ;5978 ;8 ;0.801 ;2.2 ;0.0 ;0 ;3.73 ;
457 ;1:05.20 ;5929 ;8 ;0.806 ;2.2 ;0.0 ;0 ;3.76 ;
457 ;1:05.21 ;5892 ;8 ;0.801 ;2.2 ;0.0 ;0 ;3.78 ;
457 ;1:05.22 ;5881 ;8 ;0.804 ;2.2 ;0.0 ;0 ;3.79 ;
457 ;1:05.23 ;5864 ;8 ;0.803 ;2.2 ;0.0 ;0 ;3.80 ;
457 ;1:05.24 ;5799 ;8 ;0.802 ;2.2 ;0.0 ;0 ;3.84 ;
457 ;1:05.25 ;5751 ;8 ;0.804 ;2.2 ;0.0 ;0 ;3.86 ;
457 ;1:05.26 ;5737 ;8 ;0.824 ;2.2 ;0.0 ;0 ;3.87 ;
457 ;1:05.27 ;5699 ;7 ;0.826 ;2.2 ;0.0 ;0 ;3.86 ;
457 ;1:05.28 ;5756 ;8 ;0.820 ;2.2 ;0.0 ;0 ;3.86 ;
457 ;1:05.29 ;5744 ;8 ;0.826 ;2.2 ;0.0 ;0 ;3.87 ;
457 ;1:05.30 ;5697 ;8 ;0.824 ;2.2 ;0.0 ;0 ;3.92 ;
457 ;1:05.31 ;5628 ;8 ;0.829 ;2.2 ;0.0 ;0 ;3.95 ;
457 ;1:05.32 ;5612 ;8 ;0.829 ;2.2 ;0.0 ;0 ;3.96 ;
457 ;1:05.33 ;5632 ;8 ;0.829 ;2.2 ;0.0 ;0 ;3.95 ;
457 ;1:05.34 ;5656 ;8 ;0.836 ;2.2 ;0.0 ;0 ;3.93 ;
457 ;1:05.35 ;5615 ;8 ;0.832 ;2.2 ;0.0 ;0 ;3.96 ;
457 ;1:05.36 ;5642 ;8 ;0.833 ;2.2 ;0.0 ;0 ;3.94 ;
457 ;1:05.37 ;5707 ;9 ;0.827 ;2.2 ;0.0 ;0 ;3.96 ;
457 ;1:05.38 ;5693 ;9 ;0.833 ;2.2 ;0.0 ;0 ;3.96 ;
457 ;1:05.39 ;5685 ;9 ;0.832 ;2.2 ;0.0 ;0 ;3.99 ;
457 ;1:05.40 ;5666 ;9 ;0.835 ;2.2 ;0.0 ;0 ;3.98 ;
457 ;1:05.41 ;5681 ;9 ;0.836 ;2.2 ;0.0 ;0 ;3.97 ;
457 ;1:05.42 ;5728 ;10 ;0.739 ;2.2 ;0.0 ;0 ;4.01 ;
457 ;1:05.43 ;5801 ;10 ;0.741 ;2.2 ;0.0 ;0 ;3.97 ;
457 ;1:05.44 ;5776 ;10 ;0.736 ;2.2 ;0.0 ;0 ;3.98 ;
457 ;1:05.45 ;5765 ;10 ;0.739 ;2.2 ;0.0 ;0 ;3.99 ;
457 ;1:05.46 ;5746 ;11 ;0.733 ;2.2 ;0.0 ;0 ;4.06 ;
457 ;1:05.47 ;5815 ;11 ;0.735 ;2.2 ;0.0 ;0 ;4.03 ;
457 ;1:05.48 ;5864 ;11 ;0.732 ;2.2 ;0.0 ;0 ;4.02 ;
457 ;1:05.49 ;5839 ;12 ;0.735 ;2.2 ;0.0 ;0 ;4.10 ;
457 ;1:05.50 ;5914 ;12 ;0.736 ;2.2 ;0.0 ;0 ;4.07 ;
457 ;1:05.51 ;5944 ;12 ;0.734 ;2.2 ;0.0 ;0 ;4.06 ;
457 ;1:05.52 ;5886 ;13 ;0.738 ;2.2 ;0.0 ;0 ;4.15 ;
457 ;1:05.53 ;5886 ;13 ;0.735 ;2.2 ;0.0 ;0 ;4.14 ;
457 ;1:05.54 ;5924 ;13 ;0.739 ;2.2 ;0.0 ;0 ;4.13 ;
457 ;1:05.55 ;5992 ;13 ;0.735 ;2.2 ;0.0 ;0 ;4.13 ;
457 ;1:05.56 ;6013 ;14 ;0.738 ;2.2 ;0.0 ;0 ;4.35 ;
457 ;1:05.57 ;6064 ;14 ;0.736 ;2.2 ;0.0 ;0 ;4.35 ;
457 ;1:05.58 ;6081 ;14 ;0.793 ;2.2 ;0.0 ;0 ;4.34 ;
457 ;1:05.59 ;6135 ;13 ;0.817 ;2.2 ;0.0 ;0 ;4.09 ;
457 ;1:05.60 ;6079 ;14 ;0.814 ;2.2 ;0.0 ;0 ;4.31 ;
457 ;1:05.61 ;6202 ;14 ;0.817 ;2.2 ;0.0 ;0 ;4.29 ;
457 ;1:05.62 ;6218 ;13 ;0.811 ;2.2 ;0.0 ;0 ;4.06 ;
457 ;1:05.63 ;6181 ;13 ;0.816 ;2.2 ;0.0 ;0 ;4.07 ;
457 ;1:05.64 ;6129 ;13 ;0.812 ;2.2 ;0.0 ;0 ;4.09 ;
457 ;1:05.65 ;6099 ;13 ;0.816 ;2.2 ;0.0 ;0 ;4.10 ;
457 ;1:05.66 ;6075 ;13 ;0.817 ;2.4 ;0.0 ;0 ;4.10 ;
457 ;1:05.67 ;5992 ;13 ;0.821 ;2.4 ;0.0 ;0 ;4.13 ;
457 ;1:05.68 ;5899 ;13 ;0.823 ;2.4 ;0.0 ;0 ;4.15 ;
457 ;1:05.69 ;5842 ;13 ;0.819 ;2.4 ;0.0 ;0 ;4.16 ;
457 ;1:05.70 ;5806 ;13 ;0.822 ;2.4 ;0.0 ;0 ;4.17 ;
457 ;1:05.71 ;5744 ;13 ;0.816 ;2.4 ;0.0 ;0 ;4.19 ;
457 ;1:05.72 ;5716 ;13 ;0.822 ;2.4 ;0.0 ;0 ;4.20 ;
457 ;1:05.73 ;5699 ;13 ;0.820 ;2.4 ;0.0 ;0 ;4.20 ;
457 ;1:05.74 ;5681 ;13 ;0.822 ;2.4 ;0.0 ;0 ;4.20 ;
457 ;1:05.75 ;5615 ;13 ;0.732 ;2.4 ;0.0 ;0 ;4.22 ;
457 ;1:05.76 ;5562 ;13 ;0.731 ;2.4 ;0.0 ;0 ;4.24 ;
457 ;1:05.77 ;5595 ;13 ;0.732 ;2.4 ;0.0 ;0 ;4.24 ;
457 ;1:05.78 ;5657 ;13 ;0.727 ;2.4 ;0.0 ;0 ;4.21 ;
457 ;1:05.79 ;5681 ;12 ;0.729 ;2.6 ;0.0 ;0 ;4.14 ;
457 ;1:05.80 ;5632 ;12 ;0.722 ;2.6 ;0.0 ;0 ;4.16 ;
457 ;1:05.81 ;5632 ;12 ;0.731 ;2.6 ;0.0 ;0 ;4.16 ;
457 ;1:05.82 ;5681 ;12 ;0.729 ;2.6 ;0.0 ;0 ;4.14 ;
457 ;1:05.83 ;5700 ;12 ;0.731 ;2.6 ;0.0 ;0 ;4.14 ;
457 ;1:05.84 ;5772 ;12 ;0.732 ;2.6 ;0.0 ;0 ;4.11 ;
457 ;1:05.85 ;5819 ;12 ;0.730 ;2.6 ;0.0 ;0 ;4.10 ;
457 ;1:05.86 ;5767 ;12 ;0.732 ;2.6 ;0.0 ;0 ;4.11 ;
457 ;1:05.87 ;5806 ;12 ;0.728 ;2.6 ;0.0 ;0 ;4.10 ;
457 ;1:05.88 ;5875 ;12 ;0.731 ;2.6 ;0.0 ;0 ;4.08 ;
457 ;1:05.89 ;5907 ;11 ;0.726 ;2.6 ;0.0 ;0 ;4.00 ;
457 ;1:05.90 ;5888 ;11 ;0.729 ;2.6 ;0.0 ;0 ;4.00 ;
457 ;1:05.91 ;5920 ;11 ;0.736 ;2.6 ;0.0 ;0 ;3.99 ;
457 ;1:05.92 ;5952 ;11 ;0.736 ;2.6 ;0.0 ;0 ;3.98 ;
457 ;1:05.93 ;5984 ;11 ;0.737 ;2.6 ;0.0 ;0 ;3.97 ;
457 ;1:05.94 ;5916 ;11 ;0.735 ;2.6 ;0.0 ;0 ;4.00 ;
457 ;1:05.95 ;5929 ;11 ;0.737 ;2.6 ;0.0 ;0 ;3.99 ;
457 ;1:05.96 ;5937 ;11 ;0.733 ;2.6 ;0.0 ;0 ;3.98 ;
457 ;1:05.97 ;5885 ;11 ;0.738 ;2.6 ;0.0 ;0 ;4.00 ;
457 ;1:05.98 ;5760 ;11 ;0.732 ;2.6 ;0.0 ;0 ;4.05 ;
457 ;1:05.99 ;5730 ;11 ;0.749 ;2.6 ;0.0 ;0 ;4.07 ;
457 ;1:06.00 ;5673 ;11 ;0.749 ;2.6 ;0.0 ;0 ;4.08 ;
457 ;1:06.01 ;5649 ;11 ;0.751 ;2.6 ;0.0 ;0 ;4.10 ;
457 ;1:06.02 ;5534 ;11 ;0.755 ;2.6 ;0.0 ;0 ;4.14 ;
457 ;1:06.03 ;5503 ;10 ;0.753 ;2.7 ;0.0 ;0 ;4.11 ;
457 ;1:06.04 ;5381 ;10 ;0.754 ;2.7 ;0.0 ;0 ;4.17 ;
457 ;1:06.05 ;5332 ;10 ;0.746 ;2.7 ;0.0 ;0 ;4.19 ;
457 ;1:06.06 ;5237 ;10 ;0.752 ;2.7 ;0.0 ;0 ;4.24 ;
457 ;1:06.07 ;5241 ;10 ;0.753 ;2.7 ;0.0 ;0 ;4.24 ;
457 ;1:06.08 ;5141 ;10 ;0.764 ;2.7 ;0.0 ;0 ;4.29 ;
457 ;1:06.09 ;5093 ;10 ;0.758 ;2.7 ;0.0 ;0 ;4.31 ;
457 ;1:06.10 ;5092 ;10 ;0.762 ;2.7 ;0.0 ;0 ;4.31 ;
457 ;1:06.11 ;5049 ;10 ;0.766 ;2.7 ;0.0 ;0 ;4.33 ;
457 ;1:06.12 ;5045 ;10 ;0.758 ;2.7 ;0.0 ;0 ;4.33 ;
457 ;1:06.13 ;4962 ;10 ;0.765 ;2.7 ;0.0 ;0 ;4.34 ;
457 ;1:06.14 ;4961 ;10 ;0.763 ;3.0 ;0.0 ;0 ;4.34 ;
457 ;1:06.15 ;4940 ;10 ;0.761 ;3.0 ;0.0 ;0 ;4.34 ;
457 ;1:06.16 ;4914 ;9 ;0.774 ;3.0 ;0.0 ;0 ;4.33 ;
457 ;1:06.17 ;4957 ;9 ;0.777 ;3.0 ;0.0 ;0 ;4.33 ;
457 ;1:06.18 ;4908 ;9 ;0.770 ;3.0 ;0.0 ;0 ;4.33 ;
457 ;1:06.19 ;4918 ;9 ;0.775 ;3.0 ;0.0 ;0 ;4.33 ;
457 ;1:06.20 ;4959 ;9 ;0.778 ;3.0 ;0.0 ;0 ;4.33 ;
457 ;1:06.21 ;4934 ;9 ;0.767 ;3.0 ;0.0 ;0 ;4.33 ;
457 ;1:06.22 ;4904 ;9 ;0.779 ;3.0 ;0.0 ;0 ;4.33 ;
457 ;1:06.23 ;4807 ;9 ;0.772 ;3.0 ;0.0 ;0 ;4.33 ;
457 ;1:06.24 ;4803 ;9 ;0.740 ;3.0 ;0.0 ;0 ;4.33 ;
457 ;1:06.25 ;4834 ;9 ;0.742 ;3.4 ;0.0 ;0 ;4.33 ;
457 ;1:06.26 ;4811 ;9 ;0.735 ;3.4 ;0.0 ;0 ;4.33 ;
457 ;1:06.27 ;4825 ;9 ;0.743 ;3.4 ;0.0 ;0 ;4.33 ;
457 ;1:06.28 ;4828 ;9 ;0.739 ;3.4 ;0.0 ;0 ;4.33 ;
457 ;1:06.29 ;4877 ;9 ;0.740 ;3.4 ;0.0 ;0 ;4.33 ;
457 ;1:06.30 ;4898 ;9 ;0.741 ;3.4 ;0.0 ;0 ;4.33 ;
457 ;1:06.31 ;4844 ;9 ;0.740 ;3.4 ;0.0 ;0 ;4.33 ;
457 ;1:06.32 ;4832 ;9 ;0.746 ;3.4 ;0.0 ;0 ;4.33 ;
457 ;1:06.33 ;4831 ;9 ;0.750 ;3.4 ;0.0 ;0 ;4.33 ;
457 ;1:06.34 ;4800 ;9 ;0.742 ;3.9 ;0.0 ;0 ;4.33 ;
457 ;1:06.35 ;4808 ;9 ;0.749 ;3.9 ;0.0 ;0 ;4.33 ;
457 ;1:06.36 ;4748 ;9 ;0.746 ;3.9 ;0.0 ;0 ;4.33 ;
457 ;1:06.37 ;4744 ;9 ;0.747 ;3.9 ;0.0 ;0 ;4.33 ;
457 ;1:06.38 ;4722 ;9 ;0.750 ;3.9 ;0.0 ;0 ;4.33 ;
457 ;1:06.39 ;4713 ;9 ;0.744 ;3.9 ;0.0 ;0 ;4.33 ;
457 ;1:06.40 ;4748 ;9 ;0.742 ;3.9 ;0.0 ;0 ;4.33 ;
457 ;1:06.41 ;4731 ;9 ;0.729 ;3.9 ;0.0 ;0 ;4.33 ;
457 ;1:06.42 ;4762 ;8 ;0.739 ;3.9 ;0.0 ;0 ;4.33 ;
457 ;1:06.43 ;4797 ;8 ;0.735 ;4.0 ;0.0 ;0 ;4.33 ;
457 ;1:06.44 ;4784 ;8 ;0.735 ;4.0 ;0.0 ;0 ;4.33 ;
457 ;1:06.45 ;4821 ;8 ;0.740 ;4.0 ;0.0 ;0 ;4.33 ;
457 ;1:06.46 ;4792 ;8 ;0.730 ;4.0 ;0.0 ;0 ;4.33 ;
457 ;1:06.47 ;4766 ;8 ;0.741 ;4.0 ;0.0 ;0 ;4.33 ;
457 ;1:06.48 ;4744 ;8 ;0.742 ;4.0 ;0.0 ;0 ;4.33 ;
457 ;1:06.49 ;4743 ;8 ;0.773 ;4.0 ;0.0 ;0 ;4.33 ;
457 ;1:06.50 ;4786 ;8 ;0.771 ;4.7 ;0.0 ;0 ;4.33 ;
457 ;1:06.51 ;4746 ;8 ;0.765 ;4.7 ;0.0 ;0 ;4.33 ;
457 ;1:06.52 ;4726 ;8 ;0.774 ;4.7 ;0.0 ;0 ;4.33 ;
457 ;1:06.53 ;4671 ;8 ;0.767 ;4.7 ;0.0 ;0 ;4.33 ;
457 ;1:06.54 ;4638 ;8 ;0.774 ;4.7 ;0.0 ;0 ;4.33 ;
457 ;1:06.55 ;4651 ;8 ;0.768 ;4.7 ;0.0 ;0 ;4.33 ;
457 ;1:06.56 ;4623 ;8 ;0.775 ;4.7 ;0.0 ;0 ;4.33 ;
457 ;1:06.57 ;4619 ;8 ;0.791 ;5.1 ;0.0 ;0 ;4.33 ;
457 ;1:06.58 ;4585 ;8 ;0.793 ;5.1 ;0.0 ;0 ;4.33 ;
457 ;1:06.59 ;4580 ;8 ;0.793 ;5.1 ;0.0 ;0 ;4.33 ;
457 ;1:06.60 ;4611 ;8 ;0.790 ;5.1 ;0.0 ;0 ;4.33 ;
457 ;1:06.61 ;4580 ;8 ;0.795 ;5.1 ;0.0 ;0 ;4.33 ;
457 ;1:06.62 ;4597 ;8 ;0.786 ;5.1 ;0.0 ;0 ;4.33 ;
457 ;1:06.63 ;4605 ;8 ;0.797 ;5.2 ;0.0 ;0 ;4.33 ;
457 ;1:06.64 ;4589 ;8 ;0.785 ;5.2 ;0.0 ;0 ;4.33 ;
457 ;1:06.65 ;4573 ;8 ;0.802 ;5.2 ;0.0 ;0 ;4.33 ;
457 ;1:06.66 ;4563 ;8 ;0.791 ;5.2 ;0.0 ;0 ;4.33 ;
457 ;1:06.67 ;4558 ;8 ;0.800 ;5.2 ;0.0 ;0 ;4.33 ;
457 ;1:06.68 ;4546 ;8 ;0.793 ;5.2 ;0.0 ;0 ;4.33 ;
457 ;1:06.69 ;4525 ;8 ;0.799 ;5.8 ;0.0 ;0 ;4.33 ;
457 ;1:06.70 ;4507 ;8 ;0.795 ;5.8 ;0.0 ;0 ;4.33 ;
457 ;1:06.71 ;4521 ;8 ;0.798 ;5.8 ;0.0 ;0 ;4.33 ;
457 ;1:06.72 ;4505 ;8 ;0.796 ;5.8 ;0.0 ;0 ;4.33 ;
457 ;1:06.73 ;4526 ;8 ;0.817 ;5.8 ;0.0 ;0 ;4.33 ;
457 ;1:06.74 ;4532 ;8 ;0.816 ;5.8 ;0.0 ;0 ;4.33 ;
457 ;1:06.75 ;4534 ;8 ;0.816 ;6.1 ;0.0 ;0 ;4.33 ;
457 ;1:06.76 ;4602 ;8 ;0.815 ;6.1 ;0.0 ;0 ;4.33 ;
457 ;1:06.77 ;4584 ;8 ;0.817 ;6.1 ;0.0 ;0 ;4.33 ;
457 ;1:06.78 ;4611 ;8 ;0.815 ;6.1 ;0.0 ;0 ;4.33 ;
457 ;1:06.79 ;4589 ;8 ;0.818 ;6.1 ;0.0 ;0 ;4.33 ;
457 ;1:06.80 ;4597 ;8 ;0.816 ;6.3 ;0.0 ;0 ;4.33 ;
457 ;1:06.81 ;4627 ;8 ;0.818 ;6.3 ;0.0 ;0 ;4.33 ;
457 ;1:06.82 ;4642 ;8 ;0.816 ;6.3 ;0.0 ;0 ;4.33 ;
457 ;1:06.83 ;4699 ;8 ;0.815 ;6.3 ;0.0 ;0 ;4.33 ;
457 ;1:06.84 ;4699 ;8 ;0.817 ;6.3 ;0.0 ;0 ;4.33 ;
457 ;1:06.85 ;4715 ;8 ;0.812 ;6.6 ;0.0 ;0 ;4.33 ;
457 ;1:06.86 ;4721 ;8 ;0.819 ;6.6 ;0.0 ;0 ;4.33 ;
457 ;1:06.87 ;4768 ;8 ;0.814 ;6.6 ;0.0 ;0 ;4.33 ;
457 ;1:06.88 ;4808 ;8 ;0.818 ;6.6 ;0.0 ;0 ;4.33 ;
457 ;1:06.89 ;4823 ;8 ;0.865 ;6.6 ;0.0 ;0 ;4.33 ;
457 ;1:06.90 ;4875 ;8 ;0.871 ;6.6 ;0.0 ;0 ;4.33 ;
457 ;1:06.91 ;4894 ;8 ;0.874 ;6.6 ;0.0 ;0 ;4.33 ;
457 ;1:06.92 ;4917 ;8 ;0.877 ;6.6 ;0.0 ;0 ;4.33 ;
457 ;1:06.93 ;4935 ;8 ;0.868 ;6.6 ;0.0 ;0 ;4.33 ;
457 ;1:06.94 ;4930 ;8 ;0.877 ;6.9 ;0.0 ;0 ;4.33 ;
457 ;1:06.95 ;4929 ;8 ;0.873 ;6.9 ;0.0 ;0 ;4.33 ;
457 ;1:06.96 ;4925 ;8 ;0.872 ;6.9 ;0.0 ;0 ;4.33 ;
457 ;1:06.97 ;4931 ;8 ;0.880 ;6.9 ;0.0 ;0 ;4.33 ;
457 ;1:06.98 ;4984 ;8 ;0.881 ;7.1 ;0.0 ;0 ;4.33 ;
457 ;1:06.99 ;5041 ;8 ;0.888 ;7.1 ;0.0 ;0 ;4.31 ;
457 ;1:07.00 ;5088 ;8 ;0.886 ;7.1 ;0.0 ;0 ;4.28 ;
457 ;1:07.01 ;5068 ;8 ;0.885 ;7.1 ;0.0 ;0 ;4.29 ;
457 ;1:07.02 ;5096 ;8 ;0.882 ;7.5 ;0.0 ;0 ;4.28 ;
457 ;1:07.03 ;5107 ;8 ;0.888 ;7.5 ;0.0 ;0 ;4.27 ;
457 ;1:07.04 ;5162 ;8 ;0.886 ;7.5 ;0.0 ;0 ;4.24 ;
457 ;1:07.05 ;5202 ;8 ;0.877 ;7.5 ;0.0 ;0 ;4.20 ;
457 ;1:07.06 ;5224 ;8 ;0.752 ;7.8 ;0.0 ;0 ;4.19 ;
457 ;1:07.07 ;5230 ;8 ;0.750 ;7.8 ;0.0 ;0 ;4.19 ;
457 ;1:07.08 ;5201 ;8 ;0.750 ;7.8 ;0.0 ;0 ;4.20 ;
457 ;1:07.09 ;5243 ;8 ;0.744 ;7.8 ;0.0 ;0 ;4.18 ;
457 ;1:07.10 ;5260 ;8 ;0.752 ;7.9 ;0.0 ;0 ;4.17 ;
457 ;1:07.11 ;5298 ;8 ;0.751 ;7.9 ;0.0 ;0 ;4.15 ;
457 ;1:07.12 ;5319 ;8 ;0.748 ;7.9 ;0.0 ;0 ;4.13 ;
457 ;1:07.13 ;5347 ;7 ;0.745 ;7.9 ;0.0 ;0 ;4.02 ;
457 ;1:07.14 ;5392 ;7 ;0.717 ;8.2 ;0.0 ;0 ;4.00 ;
457 ;1:07.15 ;5391 ;7 ;0.723 ;8.2 ;0.0 ;0 ;4.00 ;
457 ;1:07.16 ;5425 ;7 ;0.718 ;8.2 ;0.0 ;0 ;3.99 ;
457 ;1:07.17 ;5484 ;7 ;0.719 ;8.2 ;0.0 ;0 ;3.96 ;
457 ;1:07.18 ;5565 ;7 ;0.712 ;8.1 ;0.0 ;0 ;3.93 ;
457 ;1:07.19 ;5640 ;7 ;0.717 ;8.1 ;0.0 ;0 ;3.89 ;
457 ;1:07.20 ;5630 ;7 ;0.719 ;8.1 ;0.0 ;0 ;3.90 ;
457 ;1:07.21 ;5697 ;7 ;0.720 ;8.3 ;0.0 ;0 ;3.86 ;
457 ;1:07.22 ;5776 ;7 ;0.745 ;8.3 ;0.0 ;0 ;3.82 ;
457 ;1:07.23 ;5762 ;7 ;0.742 ;8.3 ;0.0 ;0 ;3.83 ;
457 ;1:07.24 ;5826 ;7 ;0.744 ;8.3 ;0.0 ;0 ;3.80 ;
457 ;1:07.25 ;5875 ;7 ;0.740 ;8.2 ;0.0 ;0 ;3.77 ;
457 ;1:07.26 ;5956 ;7 ;0.744 ;8.2 ;0.0 ;0 ;3.74 ;
457 ;1:07.27 ;5946 ;7 ;0.739 ;8.2 ;0.0 ;0 ;3.74 ;
457 ;1:07.28 ;5916 ;7 ;0.741 ;8.0 ;0.0 ;0 ;3.76 ;
457 ;1:07.29 ;5922 ;7 ;0.741 ;8.0 ;0.0 ;0 ;3.75 ;
457 ;1:07.30 ;5918 ;7 ;0.736 ;8.0 ;0.0 ;0 ;3.75 ;
457 ;1:07.31 ;5853 ;7 ;0.737 ;8.0 ;0.0 ;0 ;3.78 ;
457 ;1:07.32 ;5783 ;7 ;0.733 ;8.8 ;0.0 ;0 ;3.82 ;
457 ;1:07.33 ;5668 ;7 ;0.735 ;8.8 ;0.0 ;0 ;3.86 ;
457 ;1:07.34 ;5612 ;7 ;0.729 ;8.8 ;0.0 ;0 ;3.90 ;
457 ;1:07.35 ;5565 ;7 ;0.735 ;8.8 ;0.0 ;0 ;3.94 ;
457 ;1:07.36 ;5503 ;7 ;0.735 ;8.5 ;0.0 ;0 ;3.95 ;
457 ;1:07.37 ;5412 ;7 ;0.738 ;8.5 ;0.0 ;0 ;3.99 ;
457 ;1:07.38 ;5380 ;7 ;0.742 ;8.5 ;0.0 ;0 ;4.01 ;
457 ;1:07.39 ;5293 ;6 ;0.754 ;9.0 ;0.0 ;0 ;3.95 ;
457 ;1:07.40 ;5155 ;6 ;0.756 ;9.0 ;0.0 ;0 ;3.99 ;
457 ;1:07.41 ;5077 ;6 ;0.758 ;9.0 ;0.0 ;0 ;4.01 ;
457 ;1:07.42 ;4922 ;6 ;0.761 ;9.3 ;0.0 ;0 ;4.03 ;
457 ;1:07.43 ;4885 ;6 ;0.751 ;9.3 ;0.0 ;0 ;4.03 ;
457 ;1:07.44 ;4828 ;6 ;0.761 ;9.3 ;0.0 ;0 ;4.03 ;
457 ;1:07.45 ;4707 ;6 ;0.756 ;9.3 ;0.0 ;0 ;4.03 ;
457 ;1:07.46 ;4650 ;6 ;0.758 ;9.5 ;0.0 ;0 ;4.03 ;
457 ;1:07.47 ;4507 ;6 ;0.751 ;9.5 ;0.0 ;0 ;4.03 ;
457 ;1:07.48 ;4432 ;6 ;0.748 ;9.5 ;0.0 ;0 ;4.03 ;
457 ;1:07.49 ;4244 ;6 ;0.751 ;10.2 ;0.0 ;0 ;4.03 ;
457 ;1:07.50 ;4142 ;6 ;0.749 ;10.2 ;0.0 ;0 ;4.03 ;
457 ;1:07.51 ;3993 ;6 ;0.746 ;10.2 ;0.0 ;0 ;4.03 ;
457 ;1:07.52 ;3913 ;6 ;0.749 ;11.0 ;0.0 ;0 ;4.03 ;
457 ;1:07.53 ;3810 ;6 ;0.752 ;11.0 ;0.0 ;0 ;4.03 ;
457 ;1:07.54 ;3719 ;6 ;0.747 ;11.0 ;0.0 ;0 ;4.03 ;
457 ;1:07.55 ;3670 ;6 ;0.732 ;10.6 ;0.0 ;0 ;4.03 ;
457 ;1:07.56 ;3640 ;6 ;0.738 ;10.6 ;0.0 ;0 ;4.03 ;
457 ;1:07.57 ;3617 ;6 ;0.736 ;12.0 ;0.0 ;0 ;4.03 ;
457 ;1:07.58 ;3538 ;6 ;0.738 ;12.0 ;0.0 ;0 ;4.03 ;
457 ;1:07.59 ;3489 ;6 ;0.728 ;12.0 ;0.0 ;0 ;4.03 ;
457 ;1:07.60 ;3436 ;6 ;0.736 ;11.7 ;0.0 ;0 ;4.03 ;
457 ;1:07.61 ;3321 ;6 ;0.735 ;11.7 ;0.0 ;0 ;4.03 ;
457 ;1:07.62 ;3223 ;6 ;0.738 ;11.7 ;0.0 ;0 ;4.03 ;
457 ;1:07.63 ;3113 ;6 ;0.743 ;12.3 ;0.0 ;0 ;4.03 ;
457 ;1:07.64 ;2991 ;6 ;0.743 ;12.3 ;0.0 ;0 ;4.03 ;
457 ;1:07.65 ;2955 ;6 ;0.745 ;12.7 ;0.0 ;0 ;4.03 ;
457 ;1:07.66 ;2967 ;6 ;0.742 ;12.7 ;0.0 ;0 ;4.03 ;
457 ;1:07.67 ;2969 ;6 ;0.745 ;13.3 ;0.0 ;0 ;4.03 ;
457 ;1:07.68 ;2921 ;6 ;0.741 ;13.3 ;0.0 ;0 ;4.03 ;
457 ;1:07.69 ;2826 ;6 ;0.745 ;13.3 ;0.0 ;0 ;4.03 ;
457 ;1:07.70 ;2736 ;6 ;0.741 ;13.9 ;0.0 ;0 ;4.03 ;
457 ;1:07.71 ;2630 ;6 ;0.747 ;13.9 ;0.0 ;0 ;4.03 ;
457 ;1:07.72 ;2582 ;6 ;0.744 ;14.7 ;0.0 ;0 ;4.03 ;
457 ;1:07.73 ;2591 ;6 ;0.743 ;14.7 ;0.0 ;0 ;4.03 ;
457 ;1:07.74 ;2592 ;6 ;0.749 ;15.0 ;0.0 ;0 ;4.03 ;
457 ;1:07.75 ;2532 ;7 ;0.747 ;15.0 ;0.0 ;0 ;4.17 ;
457 ;1:07.76 ;2480 ;7 ;0.751 ;14.8 ;0.0 ;0 ;4.17 ;
457 ;1:07.77 ;2480 ;7 ;0.747 ;14.8 ;0.0 ;0 ;4.17 ;
457 ;1:07.78 ;2493 ;7 ;0.747 ;15.2 ;0.0 ;0 ;4.17 ;
457 ;1:07.79 ;2531 ;8 ;0.739 ;15.2 ;0.0 ;0 ;4.33 ;
457 ;1:07.80 ;2516 ;8 ;0.747 ;14.6 ;0.0 ;0 ;4.33 ;
457 ;1:07.81 ;2477 ;8 ;0.749 ;14.6 ;0.0 ;0 ;4.33 ;
457 ;1:07.82 ;2513 ;8 ;0.748 ;15.9 ;0.0 ;0 ;4.33 ;
457 ;1:07.83 ;2513 ;8 ;0.750 ;15.9 ;0.0 ;0 ;4.33 ;
457 ;1:07.84 ;2585 ;8 ;0.745 ;15.7 ;0.0 ;0 ;4.33 ;
