SESSION; TIME;RPM;THROT;LAMB;L U SP;L D SP;SLIP%;INJ;
457 ;0:26.45 ;3825 ;10 ;0.794 ;23.7 ;0.0 ;0 ;4.33 ;
457 ;0:26.46 ;3803 ;10 ;0.802 ;24.6 ;0.0 ;0 ;4.33 ;
457 ;0:26.47 ;3797 ;10 ;0.787 ;24.2 ;0.0 ;0 ;4.33 ;
457 ;0:26.48 ;3912 ;10 ;0.783 ;25.1 ;0.0 ;0 ;4.33 ;
457 ;0:26.49 ;3925 ;9 ;0.784 ;23.2 ;0.0 ;0 ;4.33 ;
457 ;0:26.50 ;3892 ;9 ;0.785 ;23.2 ;0.0 ;0 ;4.33 ;
457 ;0:26.51 ;3909 ;9 ;0.788 ;25.6 ;0.0 ;0 ;4.33 ;
457 ;0:26.52 ;3928 ;9 ;0.778 ;23.3 ;0.0 ;0 ;4.33 ;
457 ;0:26.53 ;3937 ;8 ;0.788 ;24.1 ;0.0 ;0 ;4.33 ;
457 ;0:26.54 ;4063 ;8 ;0.785 ;23.2 ;0.0 ;0 ;4.33 ;
457 ;0:26.55 ;4089 ;8 ;0.786 ;23.4 ;0.0 ;0 ;4.33 ;
457 ;0:26.56 ;4045 ;8 ;0.795 ;23.4 ;0.0 ;0 ;4.33 ;
457 ;0:26.57 ;4059 ;8 ;0.792 ;23.1 ;0.0 ;0 ;4.33 ;
457 ;0:26.58 ;4078 ;7 ;0.790 ;23.7 ;0.0 ;0 ;4.17 ;
457 ;0:26.59 ;4104 ;7 ;0.792 ;23.5 ;0.0 ;0 ;4.17 ;
457 ;0:26.60 ;4217 ;7 ;0.794 ;23.5 ;0.0 ;0 ;4.17 ;
457 ;0:26.61 ;4228 ;6 ;0.790 ;23.5 ;0.0 ;0 ;4.03 ;
457 ;0:26.62 ;4200 ;6 ;0.794 ;24.2 ;0.0 ;0 ;4.03 ;
457 ;0:26.63 ;4186 ;6 ;0.835 ;23.2 ;0.0 ;0 ;4.03 ;
457 ;0:26.64 ;4197 ;5 ;0.843 ;23.3 ;0.0 ;0 ;3.89 ;
457 ;0:26.65 ;4250 ;5 ;0.842 ;23.8 ;0.0 ;0 ;3.89 ;
457 ;0:26.66 ;4293 ;5 ;0.840 ;23.8 ;0.0 ;0 ;3.89 ;
457 ;0:26.67 ;4312 ;5 ;0.845 ;22.0 ;0.0 ;0 ;3.89 ;
457 ;0:26.68 ;4262 ;5 ;0.836 ;26.1 ;0.0 ;0 ;3.89 ;
457 ;0:26.69 ;4279 ;4 ;0.845 ;23.3 ;0.0 ;0 ;3.74 ;
457 ;0:26.70 ;4267 ;4 ;0.834 ;23.2 ;0.0 ;0 ;3.74 ;
457 ;0:26.71 ;4301 ;4 ;0.840 ;23.2 ;0.0 ;0 ;3.74 ;
457 ;0:26.72 ;4340 ;4 ;0.837 ;24.6 ;0.0 ;0 ;3.74 ;
457 ;0:26.73 ;4297 ;4 ;0.836 ;23.6 ;0.0 ;0 ;3.74 ;
457 ;0:26.74 ;4300 ;4 ;0.840 ;25.0 ;0.0 ;0 ;3.74 ;
457 ;0:26.75 ;4330 ;4 ;0.833 ;24.7 ;0.0 ;0 ;3.74 ;
457 ;0:26.76 ;4328 ;4 ;0.842 ;24.7 ;0.0 ;0 ;3.74 ;
457 ;0:26.77 ;4353 ;4 ;0.831 ;25.3 ;0.0 ;0 ;3.74 ;
457 ;0:26.78 ;4350 ;4 ;0.841 ;24.4 ;0.0 ;0 ;3.74 ;
457 ;0:26.79 ;4348 ;4 ;0.833 ;23.9 ;0.0 ;0 ;3.74 ;
457 ;0:26.80 ;4360 ;4 ;0.849 ;23.7 ;0.0 ;0 ;3.74 ;
457 ;0:26.81 ;4375 ;4 ;0.847 ;24.2 ;0.0 ;0 ;3.74 ;
457 ;0:26.82 ;4395 ;4 ;0.847 ;24.2 ;0.0 ;0 ;3.74 ;
457 ;0:26.83 ;4396 ;4 ;0.850 ;24.5 ;0.0 ;0 ;3.74 ;
457 ;0:26.84 ;4402 ;4 ;0.844 ;24.4 ;0.0 ;0 ;3.74 ;
457 ;0:26.85 ;4443 ;4 ;0.851 ;24.4 ;0.0 ;0 ;3.74 ;
457 ;0:26.86 ;4457 ;4 ;0.843 ;25.1 ;0.0 ;0 ;3.74 ;
457 ;0:26.87 ;4446 ;4 ;0.851 ;23.9 ;0.0 ;0 ;3.74 ;
457 ;0:26.88 ;4484 ;4 ;0.871 ;23.9 ;0.0 ;0 ;3.74 ;
457 ;0:26.89 ;4496 ;4 ;0.877 ;23.3 ;0.0 ;0 ;3.74 ;
457 ;0:26.90 ;4553 ;4 ;0.873 ;25.5 ;0.0 ;0 ;3.74 ;
457 ;0:26.91 ;4556 ;4 ;0.876 ;23.1 ;0.0 ;0 ;3.74 ;
457 ;0:26.92 ;4594 ;4 ;0.875 ;24.3 ;0.0 ;0 ;3.74 ;
457 ;0:26.93 ;4643 ;4 ;0.875 ;24.3 ;0.0 ;0 ;3.74 ;
457 ;0:26.94 ;4615 ;4 ;0.878 ;23.5 ;0.0 ;0 ;3.74 ;
457 ;0:26.95 ;4626 ;4 ;0.873 ;24.4 ;0.0 ;0 ;3.74 ;
457 ;0:26.96 ;4663 ;4 ;0.871 ;25.6 ;0.0 ;0 ;3.74 ;
457 ;0:26.97 ;4659 ;4 ;0.864 ;22.6 ;0.0 ;0 ;3.74 ;
457 ;0:26.98 ;4698 ;4 ;0.870 ;24.4 ;0.0 ;0 ;3.74 ;
457 ;0:26.99 ;4667 ;4 ;0.863 ;24.4 ;0.0 ;0 ;3.74 ;
457 ;0:27.00 ;4671 ;4 ;0.869 ;25.4 ;0.0 ;0 ;3.74 ;
457 ;0:27.01 ;4672 ;4 ;0.867 ;23.5 ;0.0 ;0 ;3.74 ;
457 ;0:27.02 ;4678 ;4 ;0.867 ;24.1 ;0.0 ;0 ;3.74 ;
457 ;0:27.03 ;4716 ;4 ;0.870 ;22.8 ;0.0 ;0 ;3.74 ;
457 ;0:27.04 ;4665 ;4 ;0.889 ;23.9 ;0.0 ;0 ;3.74 ;
457 ;0:27.05 ;4663 ;4 ;0.895 ;23.9 ;0.0 ;0 ;3.74 ;
457 ;0:27.06 ;4680 ;4 ;0.887 ;23.4 ;0.0 ;0 ;3.74 ;
457 ;0:27.07 ;4664 ;4 ;0.894 ;24.3 ;0.0 ;0 ;3.74 ;
457 ;0:27.08 ;4679 ;4 ;0.889 ;24.3 ;0.0 ;0 ;3.74 ;
457 ;0:27.09 ;4674 ;4 ;0.892 ;24.4 ;0.0 ;0 ;3.74 ;
457 ;0:27.10 ;4667 ;4 ;0.892 ;24.4 ;0.0 ;0 ;3.74 ;
457 ;0:27.11 ;4699 ;4 ;0.891 ;24.7 ;0.0 ;0 ;3.74 ;
457 ;0:27.12 ;4712 ;4 ;0.857 ;24.3 ;0.0 ;0 ;3.74 ;
457 ;0:27.13 ;4743 ;4 ;0.850 ;24.5 ;0.0 ;0 ;3.74 ;
457 ;0:27.14 ;4752 ;4 ;0.857 ;23.0 ;0.0 ;0 ;3.74 ;
457 ;0:27.15 ;4761 ;4 ;0.849 ;24.5 ;0.0 ;0 ;3.74 ;
457 ;0:27.16 ;4786 ;4 ;0.856 ;24.5 ;0.0 ;0 ;3.74 ;
457 ;0:27.17 ;4772 ;4 ;0.855 ;24.9 ;0.0 ;0 ;3.74 ;
457 ;0:27.18 ;4785 ;4 ;0.852 ;24.5 ;0.0 ;0 ;3.74 ;
457 ;0:27.19 ;4788 ;4 ;0.858 ;25.0 ;0.0 ;0 ;3.74 ;
457 ;0:27.20 ;4825 ;4 ;0.850 ;26.1 ;0.0 ;0 ;3.74 ;
457 ;0:27.21 ;4863 ;4 ;0.867 ;23.7 ;0.0 ;0 ;3.74 ;
457 ;0:27.22 ;4912 ;4 ;0.861 ;23.7 ;0.0 ;0 ;3.74 ;
457 ;0:27.23 ;4960 ;4 ;0.861 ;25.1 ;0.0 ;0 ;3.74 ;
457 ;0:27.24 ;4959 ;4 ;0.866 ;25.7 ;0.0 ;0 ;3.74 ;
457 ;0:27.25 ;4939 ;4 ;0.860 ;25.4 ;0.0 ;0 ;3.74 ;
457 ;0:27.26 ;4953 ;4 ;0.864 ;25.2 ;0.0 ;0 ;3.74 ;
457 ;0:27.27 ;4980 ;4 ;0.864 ;24.8 ;0.0 ;0 ;3.74 ;
457 ;0:27.28 ;5000 ;4 ;0.864 ;24.7 ;0.0 ;0 ;3.74 ;
457 ;0:27.29 ;4980 ;4 ;0.864 ;24.7 ;0.0 ;0 ;3.74 ;
457 ;0:27.30 ;4903 ;4 ;0.871 ;24.7 ;0.0 ;0 ;3.74 ;
457 ;0:27.31 ;4908 ;4 ;0.861 ;25.5 ;0.0 ;0 ;3.74 ;
457 ;0:27.32 ;4931 ;4 ;0.867 ;25.8 ;0.0 ;0 ;3.74 ;
457 ;0:27.33 ;4955 ;4 ;0.869 ;25.2 ;0.0 ;0 ;3.74 ;
457 ;0:27.34 ;4993 ;4 ;0.860 ;26.6 ;0.0 ;0 ;3.74 ;
457 ;0:27.35 ;5004 ;4 ;0.870 ;25.4 ;0.0 ;0 ;3.74 ;
457 ;0:27.36 ;5044 ;4 ;0.866 ;26.3 ;0.0 ;0 ;3.74 ;
457 ;0:27.37 ;5077 ;4 ;0.887 ;26.3 ;0.0 ;0 ;3.74 ;
457 ;0:27.38 ;5114 ;4 ;0.887 ;26.0 ;0.0 ;0 ;3.74 ;
457 ;0:27.39 ;5139 ;4 ;0.892 ;24.7 ;0.0 ;0 ;3.74 ;
457 ;0:27.40 ;5172 ;4 ;0.886 ;27.2 ;0.0 ;0 ;3.74 ;
457 ;0:27.41 ;5193 ;4 ;0.885 ;25.5 ;0.0 ;0 ;3.74 ;
457 ;0:27.42 ;5170 ;4 ;0.892 ;26.9 ;0.0 ;0 ;3.74 ;
457 ;0:27.43 ;5191 ;4 ;0.889 ;26.7 ;0.0 ;0 ;3.74 ;
457 ;0:27.44 ;5222 ;4 ;0.887 ;25.9 ;0.0 ;0 ;3.74 ;
457 ;0:27.45 ;5235 ;4 ;0.909 ;25.9 ;0.0 ;0 ;3.74 ;
457 ;0:27.46 ;5205 ;4 ;0.917 ;27.0 ;0.0 ;0 ;3.74 ;
457 ;0:27.47 ;5224 ;4 ;0.910 ;28.5 ;0.0 ;0 ;3.74 ;
457 ;0:27.48 ;5238 ;4 ;0.909 ;25.8 ;0.0 ;0 ;3.74 ;
457 ;0:27.49 ;5244 ;4 ;0.911 ;26.5 ;0.0 ;0 ;3.74 ;
457 ;0:27.50 ;5289 ;4 ;0.914 ;25.9 ;0.0 ;0 ;3.74 ;
457 ;0:27.51 ;5263 ;4 ;0.914 ;26.4 ;0.0 ;0 ;3.74 ;
457 ;0:27.52 ;5274 ;4 ;0.908 ;26.0 ;0.0 ;0 ;3.74 ;
457 ;0:27.53 ;5296 ;4 ;0.947 ;26.6 ;0.0 ;0 ;3.74 ;
457 ;0:27.54 ;5320 ;4 ;0.947 ;27.4 ;0.0 ;0 ;3.74 ;
457 ;0:27.55 ;5319 ;4 ;0.951 ;27.4 ;0.0 ;0 ;3.74 ;
457 ;0:27.56 ;5311 ;4 ;0.942 ;27.4 ;0.0 ;0 ;3.74 ;
457 ;0:27.57 ;5338 ;4 ;0.944 ;27.4 ;0.0 ;0 ;3.74 ;
457 ;0:27.58 ;5344 ;4 ;0.948 ;27.6 ;0.0 ;0 ;3.74 ;
457 ;0:27.59 ;5367 ;4 ;0.948 ;27.8 ;0.0 ;0 ;3.74 ;
457 ;0:27.60 ;5347 ;4 ;0.947 ;26.5 ;0.0 ;0 ;3.74 ;
457 ;0:27.61 ;5395 ;4 ;0.947 ;26.0 ;0.0 ;0 ;3.74 ;
457 ;0:27.62 ;5417 ;4 ;0.963 ;29.5 ;0.0 ;0 ;3.74 ;
457 ;0:27.63 ;5436 ;4 ;0.962 ;25.8 ;0.0 ;0 ;3.74 ;
457 ;0:27.64 ;5448 ;4 ;0.967 ;27.9 ;0.0 ;0 ;3.74 ;
457 ;0:27.65 ;5456 ;4 ;0.961 ;27.1 ;0.0 ;0 ;3.74 ;
457 ;0:27.66 ;5476 ;4 ;0.959 ;27.0 ;0.0 ;0 ;3.74 ;
457 ;0:27.67 ;5506 ;4 ;0.959 ;27.7 ;0.0 ;0 ;3.74 ;
457 ;0:27.68 ;5504 ;4 ;0.962 ;28.3 ;0.0 ;0 ;3.74 ;
457 ;0:27.69 ;5492 ;4 ;0.966 ;28.0 ;0.0 ;0 ;3.74 ;
457 ;0:27.70 ;5511 ;4 ;0.963 ;27.9 ;0.0 ;0 ;3.74 ;
457 ;0:27.71 ;5503 ;4 ;0.965 ;27.9 ;0.0 ;0 ;3.74 ;
457 ;0:27.72 ;5509 ;4 ;0.957 ;26.9 ;0.0 ;0 ;3.74 ;
457 ;0:27.73 ;5509 ;4 ;0.960 ;26.8 ;0.0 ;0 ;3.74 ;
457 ;0:27.74 ;5534 ;4 ;0.961 ;27.2 ;0.0 ;0 ;3.74 ;
457 ;0:27.75 ;5535 ;4 ;0.965 ;27.8 ;0.0 ;0 ;3.74 ;
457 ;0:27.76 ;5544 ;4 ;0.966 ;27.9 ;0.0 ;0 ;3.74 ;
457 ;0:27.77 ;5563 ;4 ;0.963 ;28.4 ;0.0 ;0 ;3.74 ;
457 ;0:27.78 ;5572 ;4 ;0.947 ;28.1 ;0.0 ;0 ;3.74 ;
457 ;0:27.79 ;5560 ;4 ;0.940 ;27.8 ;0.0 ;0 ;3.74 ;
457 ;0:27.80 ;5553 ;4 ;0.946 ;27.8 ;0.0 ;0 ;3.74 ;
457 ;0:27.81 ;5547 ;4 ;0.945 ;28.1 ;0.0 ;0 ;3.74 ;
457 ;0:27.82 ;5573 ;4 ;0.951 ;27.7 ;0.0 ;0 ;3.74 ;
457 ;0:27.83 ;5605 ;4 ;0.948 ;27.2 ;0.0 ;0 ;3.74 ;
457 ;0:27.84 ;5637 ;4 ;0.947 ;28.3 ;0.0 ;0 ;3.74 ;
457 ;0:27.85 ;5661 ;4 ;0.946 ;28.4 ;0.0 ;0 ;3.74 ;
457 ;0:27.86 ;5627 ;4 ;0.931 ;28.7 ;0.0 ;0 ;3.74 ;
457 ;0:27.87 ;5637 ;4 ;0.932 ;27.6 ;0.0 ;0 ;3.74 ;
457 ;0:27.88 ;5662 ;4 ;0.931 ;30.5 ;0.0 ;0 ;3.74 ;
457 ;0:27.89 ;5662 ;4 ;0.938 ;29.7 ;0.0 ;0 ;3.74 ;
457 ;0:27.90 ;5678 ;4 ;0.935 ;27.4 ;0.0 ;0 ;3.74 ;
457 ;0:27.91 ;5683 ;4 ;0.939 ;28.9 ;0.0 ;0 ;3.74 ;
457 ;0:27.92 ;5680 ;4 ;0.937 ;28.9 ;0.0 ;0 ;3.74 ;
457 ;0:27.93 ;5686 ;4 ;0.935 ;28.2 ;0.0 ;0 ;3.74 ;
457 ;0:27.94 ;5712 ;4 ;0.939 ;27.5 ;0.0 ;0 ;3.74 ;
457 ;0:27.95 ;5740 ;4 ;0.935 ;28.5 ;0.0 ;0 ;3.74 ;
457 ;0:27.96 ;5772 ;4 ;0.937 ;29.6 ;0.0 ;0 ;3.74 ;
457 ;0:27.97 ;5806 ;4 ;0.933 ;27.8 ;0.0 ;0 ;3.74 ;
457 ;0:27.98 ;5804 ;4 ;0.939 ;30.1 ;0.0 ;0 ;3.74 ;
457 ;0:27.99 ;5783 ;4 ;0.936 ;29.6 ;0.0 ;0 ;3.74 ;
457 ;0:28.00 ;5808 ;4 ;0.941 ;28.0 ;0.0 ;0 ;3.74 ;
457 ;0:28.01 ;5826 ;4 ;0.941 ;30.2 ;0.0 ;0 ;3.74 ;
457 ;0:28.02 ;5852 ;4 ;0.947 ;29.6 ;0.0 ;0 ;3.74 ;
457 ;0:28.03 ;5877 ;4 ;0.953 ;29.1 ;0.0 ;0 ;3.74 ;
457 ;0:28.04 ;5894 ;4 ;0.950 ;29.0 ;0.0 ;0 ;3.74 ;
457 ;0:28.05 ;5866 ;4 ;0.954 ;30.0 ;0.0 ;0 ;3.74 ;
457 ;0:28.06 ;5883 ;4 ;0.949 ;30.1 ;0.0 ;0 ;3.74 ;
457 ;0:28.07 ;5901 ;4 ;0.954 ;29.2 ;0.0 ;0 ;3.74 ;
457 ;0:28.08 ;5918 ;4 ;0.950 ;29.4 ;0.0 ;0 ;3.74 ;
457 ;0:28.09 ;5937 ;4 ;0.951 ;30.4 ;0.0 ;0 ;3.74 ;
457 ;0:28.10 ;5950 ;4 ;0.951 ;30.3 ;0.0 ;0 ;3.74 ;
457 ;0:28.11 ;5931 ;4 ;0.943 ;31.2 ;0.0 ;0 ;3.74 ;
457 ;0:28.12 ;5942 ;4 ;0.946 ;30.4 ;0.0 ;0 ;3.74 ;
457 ;0:28.13 ;5939 ;4 ;0.942 ;28.6 ;0.0 ;0 ;3.74 ;
457 ;0:28.14 ;5958 ;4 ;0.946 ;29.9 ;0.0 ;0 ;3.74 ;
457 ;0:28.15 ;5982 ;4 ;0.941 ;29.7 ;0.0 ;0 ;3.74 ;
457 ;0:28.16 ;6001 ;4 ;0.946 ;30.6 ;0.0 ;0 ;3.74 ;
457 ;0:28.17 ;5980 ;4 ;0.943 ;30.7 ;0.0 ;0 ;3.74 ;
457 ;0:28.18 ;6009 ;4 ;0.944 ;30.8 ;0.0 ;0 ;3.74 ;
457 ;0:28.19 ;6030 ;4 ;0.942 ;31.1 ;0.0 ;0 ;3.74 ;
457 ;0:28.20 ;6067 ;4 ;0.941 ;30.3 ;0.0 ;0 ;3.74 ;
457 ;0:28.21 ;6105 ;4 ;0.944 ;30.7 ;0.0 ;0 ;3.74 ;
457 ;0:28.22 ;6139 ;4 ;0.941 ;30.5 ;0.0 ;0 ;3.74 ;
457 ;0:28.23 ;6125 ;4 ;0.945 ;30.3 ;0.0 ;0 ;3.74 ;
457 ;0:28.24 ;6159 ;4 ;0.941 ;30.3 ;0.0 ;0 ;3.74 ;
457 ;0:28.25 ;6184 ;4 ;0.945 ;31.4 ;0.0 ;0 ;3.74 ;
457 ;0:28.26 ;6216 ;4 ;0.942 ;31.8 ;0.0 ;0 ;3.74 ;
457 ;0:28.27 ;6235 ;4 ;0.951 ;32.5 ;0.0 ;0 ;3.74 ;
457 ;0:28.28 ;6254 ;4 ;0.950 ;31.4 ;0.0 ;0 ;3.74 ;
457 ;0:28.29 ;6231 ;4 ;0.946 ;32.7 ;0.0 ;0 ;3.74 ;
457 ;0:28.30 ;6247 ;4 ;0.947 ;30.1 ;0.0 ;0 ;3.74 ;
457 ;0:28.31 ;6279 ;4 ;0.945 ;31.1 ;0.0 ;0 ;3.74 ;
457 ;0:28.32 ;6291 ;4 ;0.950 ;31.0 ;0.0 ;0 ;3.74 ;
457 ;0:28.33 ;6298 ;4 ;0.947 ;31.3 ;0.0 ;0 ;3.74 ;
457 ;0:28.34 ;6294 ;3 ;0.952 ;30.7 ;0.0 ;0 ;3.49 ;
457 ;0:28.35 ;6291 ;4 ;0.959 ;31.3 ;0.0 ;0 ;3.74 ;
457 ;0:28.36 ;6304 ;4 ;0.959 ;32.0 ;0.0 ;0 ;3.74 ;
457 ;0:28.37 ;6313 ;3 ;0.960 ;33.0 ;0.0 ;0 ;3.49 ;
457 ;0:28.38 ;6332 ;3 ;0.956 ;32.3 ;0.0 ;0 ;3.49 ;
457 ;0:28.39 ;6347 ;3 ;0.957 ;31.9 ;0.0 ;0 ;3.49 ;
457 ;0:28.40 ;6347 ;3 ;0.951 ;31.9 ;0.0 ;0 ;3.49 ;
457 ;0:28.41 ;6343 ;3 ;0.956 ;30.6 ;0.0 ;0 ;3.49 ;
457 ;0:28.42 ;6353 ;3 ;0.954 ;33.5 ;0.0 ;0 ;3.49 ;
457 ;0:28.43 ;6375 ;3 ;0.972 ;31.5 ;0.0 ;0 ;3.49 ;
457 ;0:28.44 ;6403 ;3 ;0.974 ;33.1 ;0.0 ;0 ;3.49 ;
457 ;0:28.45 ;6432 ;3 ;0.974 ;33.7 ;0.0 ;0 ;3.49 ;
457 ;0:28.46 ;6445 ;3 ;0.974 ;35.5 ;0.0 ;0 ;3.49 ;
457 ;0:28.47 ;6474 ;3 ;0.967 ;33.2 ;0.0 ;0 ;3.49 ;
457 ;0:28.48 ;6524 ;3 ;0.971 ;31.5 ;0.0 ;0 ;3.49 ;
457 ;0:28.49 ;6539 ;3 ;0.969 ;33.0 ;0.0 ;0 ;3.49 ;
457 ;0:28.50 ;6562 ;3 ;0.976 ;32.4 ;0.0 ;0 ;3.49 ;
457 ;0:28.51 ;6590 ;3 ;0.979 ;32.2 ;0.0 ;0 ;3.49 ;
457 ;0:28.52 ;6620 ;3 ;0.999 ;31.9 ;0.0 ;0 ;3.49 ;
457 ;0:28.53 ;6618 ;3 ;0.996 ;33.5 ;0.0 ;0 ;3.49 ;
457 ;0:28.54 ;6618 ;3 ;0.998 ;33.8 ;0.0 ;0 ;3.49 ;
457 ;0:28.55 ;6632 ;3 ;1.002 ;33.5 ;0.0 ;0 ;3.49 ;
457 ;0:28.56 ;6656 ;3 ;1.000 ;34.3 ;0.0 ;0 ;3.49 ;
457 ;0:28.57 ;6667 ;3 ;1.000 ;33.6 ;0.0 ;0 ;3.49 ;
457 ;0:28.58 ;6696 ;3 ;0.995 ;33.3 ;0.0 ;0 ;3.49 ;
457 ;0:28.59 ;6698 ;3 ;1.001 ;31.6 ;0.0 ;0 ;3.49 ;
457 ;0:28.60 ;6701 ;3 ;0.986 ;34.9 ;0.0 ;0 ;3.49 ;
457 ;0:28.61 ;6703 ;3 ;0.984 ;33.6 ;0.0 ;0 ;3.49 ;
457 ;0:28.62 ;6713 ;3 ;0.981 ;34.6 ;0.0 ;0 ;3.49 ;
457 ;0:28.63 ;6710 ;3 ;0.983 ;35.6 ;0.0 ;0 ;3.49 ;
457 ;0:28.64 ;6727 ;3 ;0.988 ;33.2 ;0.0 ;0 ;3.49 ;
457 ;0:28.65 ;6744 ;3 ;0.983 ;37.5 ;0.0 ;0 ;3.49 ;
457 ;0:28.66 ;6737 ;3 ;0.983 ;33.3 ;0.0 ;0 ;3.49 ;
457 ;0:28.67 ;6798 ;3 ;0.981 ;33.5 ;0.0 ;0 ;3.49 ;
457 ;0:28.68 ;6835 ;3 ;0.917 ;34.6 ;0.0 ;0 ;3.49 ;
457 ;0:28.69 ;6873 ;3 ;0.911 ;34.1 ;0.0 ;0 ;3.49 ;
457 ;0:28.70 ;6911 ;3 ;0.910 ;35.1 ;0.0 ;0 ;3.49 ;
457 ;0:28.71 ;6931 ;3 ;0.914 ;34.6 ;0.0 ;0 ;3.49 ;
457 ;0:28.72 ;6967 ;3 ;0.912 ;35.2 ;0.0 ;0 ;3.49 ;
457 ;0:28.73 ;7006 ;3 ;0.911 ;34.9 ;0.0 ;0 ;3.49 ;
457 ;0:28.74 ;7075 ;3 ;0.912 ;35.4 ;0.0 ;0 ;3.49 ;
457 ;0:28.75 ;7104 ;3 ;0.914 ;35.3 ;0.0 ;0 ;3.49 ;
457 ;0:28.76 ;7118 ;3 ;0.842 ;34.1 ;0.0 ;0 ;3.49 ;
457 ;0:28.77 ;7110 ;3 ;0.851 ;34.8 ;0.0 ;0 ;3.49 ;
457 ;0:28.78 ;7110 ;3 ;0.843 ;35.8 ;0.0 ;0 ;3.49 ;
457 ;0:28.79 ;7113 ;3 ;0.846 ;36.7 ;0.0 ;0 ;3.49 ;
457 ;0:28.80 ;7096 ;3 ;0.849 ;35.5 ;0.0 ;0 ;3.49 ;
457 ;0:28.81 ;7067 ;3 ;0.841 ;38.4 ;0.0 ;0 ;3.49 ;
457 ;0:28.82 ;7004 ;3 ;0.849 ;35.5 ;0.0 ;0 ;3.49 ;
457 ;0:28.83 ;6954 ;3 ;0.846 ;36.5 ;0.0 ;0 ;3.49 ;
457 ;0:28.84 ;6911 ;3 ;0.786 ;35.0 ;0.0 ;0 ;3.49 ;
457 ;0:28.85 ;6845 ;3 ;0.785 ;36.0 ;0.0 ;0 ;3.49 ;
457 ;0:28.86 ;6830 ;3 ;0.792 ;35.3 ;0.0 ;0 ;3.49 ;
457 ;0:28.87 ;6805 ;4 ;0.787 ;36.2 ;0.0 ;0 ;3.74 ;
457 ;0:28.88 ;6778 ;4 ;0.784 ;36.5 ;0.0 ;0 ;3.74 ;
457 ;0:28.89 ;6749 ;4 ;0.788 ;39.1 ;0.0 ;0 ;3.74 ;
457 ;0:28.90 ;6791 ;4 ;0.788 ;36.6 ;0.0 ;0 ;3.74 ;
457 ;0:28.91 ;6840 ;4 ;0.788 ;35.8 ;0.0 ;0 ;3.74 ;
457 ;0:28.92 ;6947 ;4 ;0.783 ;37.4 ;0.0 ;0 ;3.74 ;
457 ;0:28.93 ;6980 ;5 ;0.792 ;37.2 ;0.0 ;0 ;3.62 ;
457 ;0:28.94 ;7027 ;5 ;0.788 ;39.2 ;0.0 ;0 ;3.62 ;
457 ;0:28.95 ;7048 ;5 ;0.787 ;36.6 ;0.0 ;0 ;3.62 ;
457 ;0:28.96 ;7056 ;6 ;0.791 ;36.9 ;0.0 ;0 ;3.49 ;
457 ;0:28.97 ;7102 ;6 ;0.788 ;39.6 ;0.0 ;0 ;3.51 ;
457 ;0:28.98 ;7219 ;6 ;0.787 ;35.3 ;0.0 ;0 ;3.56 ;
457 ;0:28.99 ;7256 ;7 ;0.788 ;37.2 ;0.0 ;0 ;3.48 ;
457 ;0:29.00 ;7295 ;8 ;0.785 ;37.3 ;0.0 ;0 ;3.42 ;
457 ;0:29.01 ;7355 ;8 ;0.747 ;36.6 ;0.0 ;0 ;3.47 ;
457 ;0:29.02 ;7390 ;9 ;0.749 ;37.7 ;0.0 ;0 ;3.58 ;
457 ;0:29.03 ;7373 ;10 ;0.748 ;37.2 ;0.0 ;0 ;3.66 ;
457 ;0:29.04 ;7341 ;11 ;0.749 ;37.6 ;0.0 ;0 ;3.74 ;
457 ;0:29.05 ;7341 ;12 ;0.748 ;36.7 ;0.0 ;0 ;3.83 ;
457 ;0:29.06 ;7367 ;13 ;0.748 ;39.0 ;0.0 ;0 ;3.94 ;
457 ;0:29.07 ;7464 ;14 ;0.748 ;37.2 ;0.0 ;0 ;4.14 ;
457 ;0:29.08 ;7473 ;14 ;0.748 ;37.1 ;0.0 ;0 ;4.15 ;
457 ;0:29.09 ;7361 ;15 ;0.742 ;34.7 ;0.0 ;0 ;4.29 ;
457 ;0:29.10 ;7399 ;15 ;0.741 ;38.9 ;0.0 ;0 ;4.30 ;
457 ;0:29.11 ;7449 ;16 ;0.741 ;38.5 ;0.0 ;0 ;4.50 ;
457 ;0:29.12 ;7461 ;16 ;0.743 ;36.3 ;0.0 ;0 ;4.50 ;
457 ;0:29.13 ;7533 ;17 ;0.739 ;41.7 ;0.0 ;0 ;4.73 ;
457 ;0:29.14 ;7530 ;18 ;0.744 ;36.3 ;0.0 ;0 ;4.92 ;
457 ;0:29.15 ;7591 ;19 ;0.739 ;37.9 ;0.0 ;0 ;5.06 ;
457 ;0:29.16 ;7687 ;20 ;0.745 ;37.3 ;0.0 ;0 ;5.14 ;
457 ;0:29.17 ;7554 ;21 ;0.750 ;36.9 ;0.0 ;0 ;5.13 ;
457 ;0:29.18 ;7584 ;21 ;0.756 ;37.6 ;0.0 ;0 ;5.15 ;
457 ;0:29.19 ;7649 ;21 ;0.750 ;38.6 ;0.0 ;0 ;5.18 ;
457 ;0:29.20 ;7594 ;21 ;0.755 ;38.3 ;0.0 ;0 ;5.15 ;
457 ;0:29.21 ;7637 ;22 ;0.753 ;37.1 ;0.0 ;0 ;5.24 ;
457 ;0:29.22 ;7668 ;22 ;0.750 ;35.9 ;0.0 ;0 ;5.27 ;
457 ;0:29.23 ;7628 ;22 ;0.755 ;38.1 ;0.0 ;0 ;5.24 ;
