SESSION; TIME;RPM;THROT;MAP;LAMB;L U SP;INJ;INJ %;

994 ;0:00.01 ;2731 ;0 ;82;0.967 ;0.0 ;2.93 ;7 ;
994 ;0:00.02 ;2714 ;0 ;82;0.971 ;0.0 ;2.94 ;7 ;
994 ;0:00.03 ;2692 ;0 ;82;0.965 ;0.0 ;2.96 ;7 ;
994 ;0:00.04 ;2722 ;0 ;82;0.966 ;0.0 ;2.94 ;7 ;
994 ;0:00.05 ;2741 ;0 ;83;0.952 ;0.0 ;2.92 ;7 ;
994 ;0:00.06 ;2737 ;0 ;83;0.956 ;0.0 ;2.92 ;7 ;
994 ;0:00.07 ;2727 ;0 ;83;0.958 ;0.0 ;2.93 ;7 ;
994 ;0:00.08 ;2763 ;0 ;83;0.957 ;0.0 ;2.91 ;7 ;
994 ;0:00.09 ;2763 ;0 ;83;0.960 ;0.0 ;2.95 ;7 ;
994 ;0:00.10 ;2702 ;0 ;83;0.957 ;0.0 ;2.95 ;7 ;
994 ;0:00.11 ;2676 ;0 ;82;0.961 ;0.0 ;2.97 ;7 ;
994 ;0:00.12 ;2672 ;0 ;82;0.957 ;0.0 ;2.97 ;7 ;
994 ;0:00.13 ;2709 ;0 ;82;0.998 ;2.5 ;2.95 ;7 ;
994 ;0:00.14 ;2744 ;0 ;83;0.993 ;2.5 ;2.92 ;7 ;
994 ;0:00.15 ;2723 ;0 ;83;0.992 ;2.5 ;2.94 ;7 ;
994 ;0:00.16 ;2704 ;0 ;83;0.997 ;2.5 ;2.95 ;7 ;
994 ;0:00.17 ;2745 ;0 ;83;0.997 ;2.5 ;2.92 ;7 ;
994 ;0:00.18 ;2705 ;0 ;83;1.000 ;2.5 ;2.95 ;7 ;
994 ;0:00.19 ;2694 ;0 ;83;0.998 ;2.5 ;2.96 ;7 ;
994 ;0:00.20 ;2694 ;0 ;83;1.000 ;2.5 ;2.96 ;7 ;
994 ;0:00.21 ;2675 ;0 ;82;0.978 ;2.5 ;2.97 ;7 ;
994 ;0:00.22 ;2696 ;0 ;82;0.952 ;2.5 ;2.96 ;7 ;
994 ;0:00.23 ;2727 ;0 ;83;0.948 ;2.5 ;2.93 ;7 ;
994 ;0:00.24 ;2717 ;0 ;83;0.946 ;2.5 ;2.94 ;7 ;
994 ;0:00.25 ;2697 ;0 ;83;0.944 ;2.5 ;2.96 ;7 ;
994 ;0:00.26 ;2735 ;0 ;83;0.944 ;2.5 ;2.93 ;7 ;
994 ;0:00.27 ;2690 ;0 ;83;0.951 ;2.5 ;2.96 ;7 ;
994 ;0:00.28 ;2657 ;0 ;83;0.948 ;2.5 ;2.99 ;7 ;
994 ;0:00.29 ;2610 ;0 ;83;0.951 ;2.5 ;3.02 ;7 ;
994 ;0:00.30 ;2610 ;0 ;83;0.929 ;2.5 ;3.02 ;7 ;
994 ;0:00.31 ;2616 ;0 ;83;0.933 ;2.5 ;3.02 ;7 ;
994 ;0:00.32 ;2636 ;0 ;83;0.931 ;2.5 ;3.00 ;7 ;
994 ;0:00.33 ;2631 ;0 ;83;0.927 ;2.5 ;3.01 ;7 ;
994 ;0:00.34 ;2658 ;0 ;83;0.925 ;2.5 ;2.98 ;7 ;
994 ;0:00.35 ;2714 ;0 ;83;0.925 ;2.5 ;2.94 ;7 ;
994 ;0:00.36 ;2661 ;0 ;83;0.931 ;2.5 ;2.98 ;7 ;
994 ;0:00.37 ;2617 ;0 ;84;0.929 ;2.5 ;3.02 ;7 ;
994 ;0:00.38 ;2552 ;0 ;83;0.979 ;2.5 ;3.07 ;7 ;
994 ;0:00.39 ;2552 ;0 ;83;0.975 ;2.5 ;3.07 ;7 ;
994 ;0:00.40 ;2545 ;0 ;83;0.978 ;2.5 ;3.07 ;7 ;
994 ;0:00.41 ;2575 ;0 ;83;0.974 ;2.5 ;3.05 ;7 ;
994 ;0:00.42 ;2597 ;0 ;83;0.969 ;2.5 ;3.03 ;7 ;
994 ;0:00.43 ;2626 ;0 ;83;0.976 ;2.5 ;3.01 ;7 ;
994 ;0:00.44 ;2684 ;0 ;83;0.975 ;2.5 ;2.97 ;7 ;
994 ;0:00.45 ;2650 ;0 ;83;0.979 ;2.5 ;2.99 ;7 ;
994 ;0:00.46 ;2650 ;0 ;83;0.934 ;2.5 ;2.99 ;7 ;
994 ;0:00.47 ;2618 ;0 ;83;0.939 ;2.5 ;3.02 ;7 ;
994 ;0:00.48 ;2566 ;0 ;83;0.934 ;2.5 ;3.05 ;7 ;
994 ;0:00.49 ;2586 ;0 ;83;0.931 ;2.5 ;3.04 ;7 ;
994 ;0:00.50 ;2602 ;0 ;83;0.928 ;2.5 ;3.03 ;7 ;
994 ;0:00.51 ;2613 ;0 ;83;0.932 ;2.5 ;3.02 ;7 ;
994 ;0:00.52 ;2614 ;0 ;83;0.936 ;2.5 ;3.02 ;7 ;
994 ;0:00.53 ;2658 ;0 ;83;0.933 ;2.5 ;2.98 ;7 ;
994 ;0:00.54 ;2658 ;0 ;83;0.916 ;2.5 ;2.98 ;7 ;
994 ;0:00.55 ;2644 ;0 ;83;0.912 ;2.5 ;3.00 ;7 ;
994 ;0:00.56 ;2609 ;0 ;83;0.915 ;2.5 ;3.02 ;7 ;
994 ;0:00.57 ;2555 ;0 ;83;0.908 ;2.5 ;3.06 ;7 ;
994 ;0:00.58 ;2575 ;0 ;83;0.909 ;2.5 ;3.05 ;7 ;
994 ;0:00.59 ;2585 ;0 ;83;0.914 ;2.5 ;3.04 ;7 ;
994 ;0:00.60 ;2600 ;0 ;83;0.913 ;2.5 ;3.03 ;7 ;
994 ;0:00.61 ;2600 ;0 ;83;0.916 ;2.5 ;3.02 ;7 ;
994 ;0:00.62 ;2609 ;0 ;83;0.922 ;2.5 ;3.02 ;7 ;
994 ;0:00.63 ;2654 ;0 ;83;0.932 ;3.9 ;2.99 ;7 ;
994 ;0:00.64 ;2639 ;0 ;83;0.924 ;3.9 ;3.00 ;7 ;
994 ;0:00.65 ;2599 ;0 ;83;0.925 ;3.9 ;3.03 ;7 ;
994 ;0:00.66 ;2575 ;0 ;83;0.925 ;3.9 ;3.05 ;7 ;
994 ;0:00.67 ;2605 ;0 ;83;0.928 ;3.9 ;3.03 ;7 ;
994 ;0:00.68 ;2598 ;0 ;83;0.929 ;3.9 ;3.03 ;7 ;
994 ;0:00.69 ;2598 ;0 ;83;0.928 ;3.9 ;3.03 ;7 ;
994 ;0:00.70 ;2601 ;0 ;83;0.934 ;3.9 ;3.03 ;7 ;
994 ;0:00.71 ;2593 ;0 ;83;0.950 ;3.9 ;3.03 ;7 ;
994 ;0:00.72 ;2630 ;0 ;83;0.950 ;3.9 ;3.01 ;7 ;
994 ;0:00.73 ;2630 ;0 ;83;0.945 ;3.9 ;3.01 ;7 ;
994 ;0:00.74 ;2631 ;0 ;83;0.953 ;4.8 ;3.01 ;7 ;
994 ;0:00.75 ;2601 ;0 ;83;0.953 ;4.8 ;3.03 ;7 ;
994 ;0:00.76 ;2628 ;0 ;83;0.954 ;4.8 ;3.01 ;7 ;
994 ;0:00.77 ;2628 ;0 ;83;0.955 ;4.8 ;3.01 ;7 ;
994 ;0:00.78 ;2628 ;0 ;83;0.952 ;4.8 ;3.01 ;7 ;
994 ;0:00.79 ;2614 ;0 ;83;0.918 ;4.8 ;3.02 ;7 ;
994 ;0:00.80 ;2611 ;0 ;83;0.910 ;4.8 ;3.02 ;7 ;
994 ;0:00.81 ;2654 ;0 ;84;0.913 ;4.8 ;2.99 ;7 ;
994 ;0:00.82 ;2627 ;0 ;84;0.914 ;5.6 ;3.01 ;7 ;
994 ;0:00.83 ;2604 ;0 ;84;0.917 ;5.6 ;3.03 ;7 ;
994 ;0:00.84 ;2589 ;0 ;84;0.917 ;5.6 ;3.04 ;7 ;
994 ;0:00.85 ;2589 ;0 ;83;0.916 ;5.6 ;3.04 ;7 ;
994 ;0:00.86 ;2615 ;0 ;84;0.918 ;5.6 ;3.02 ;7 ;
994 ;0:00.87 ;2608 ;0 ;84;0.857 ;5.6 ;3.02 ;7 ;
994 ;0:00.88 ;2595 ;0 ;84;0.857 ;6.3 ;3.03 ;7 ;
994 ;0:00.89 ;2587 ;0 ;84;0.855 ;6.3 ;3.04 ;7 ;
994 ;0:00.90 ;2620 ;0 ;84;0.863 ;6.3 ;3.01 ;7 ;
994 ;0:00.91 ;2587 ;0 ;84;0.860 ;6.3 ;3.04 ;7 ;
994 ;0:00.92 ;2587 ;0 ;84;0.862 ;6.3 ;3.04 ;7 ;
994 ;0:00.93 ;2555 ;0 ;84;0.862 ;6.7 ;3.06 ;7 ;
994 ;0:00.94 ;2551 ;0 ;84;0.860 ;6.7 ;3.07 ;7 ;
994 ;0:00.95 ;2594 ;0 ;84;0.838 ;6.7 ;3.03 ;7 ;
994 ;0:00.96 ;2583 ;0 ;84;0.834 ;6.7 ;3.04 ;7 ;
994 ;0:00.97 ;2587 ;0 ;84;0.843 ;6.7 ;3.04 ;7 ;
994 ;0:00.98 ;2566 ;0 ;84;0.840 ;7.3 ;3.05 ;7 ;
994 ;0:00.99 ;2566 ;0 ;84;0.845 ;7.3 ;3.05 ;7 ;
994 ;0:01.00 ;2586 ;0 ;84;0.842 ;7.3 ;3.04 ;7 ;
994 ;0:01.01 ;2576 ;0 ;84;0.841 ;7.3 ;3.05 ;7 ;
994 ;0:01.02 ;2576 ;0 ;84;0.837 ;8.0 ;3.05 ;7 ;
994 ;0:01.03 ;2584 ;0 ;84;0.868 ;8.0 ;3.04 ;7 ;
994 ;0:01.04 ;2627 ;0 ;84;0.890 ;8.0 ;3.01 ;7 ;
994 ;0:01.05 ;2591 ;0 ;85;0.888 ;8.0 ;3.04 ;7 ;
994 ;0:01.06 ;2556 ;0 ;85;0.893 ;8.4 ;3.06 ;7 ;
994 ;0:01.07 ;2556 ;0 ;84;0.888 ;8.4 ;3.06 ;7 ;
994 ;0:01.08 ;2529 ;0 ;84;0.892 ;8.4 ;3.08 ;7 ;
994 ;0:01.09 ;2564 ;0 ;84;0.886 ;8.4 ;3.06 ;7 ;
994 ;0:01.10 ;2501 ;0 ;85;0.882 ;8.9 ;3.10 ;7 ;
994 ;0:01.11 ;2476 ;0 ;85;0.910 ;8.9 ;3.12 ;7 ;
994 ;0:01.12 ;2474 ;0 ;85;1.044 ;8.9 ;3.12 ;7 ;
994 ;0:01.13 ;2474 ;0 ;85;1.048 ;9.4 ;3.12 ;7 ;
994 ;0:01.14 ;2515 ;0 ;85;1.044 ;9.4 ;3.09 ;7 ;
994 ;0:01.15 ;2525 ;0 ;85;1.043 ;9.4 ;3.09 ;7 ;
994 ;0:01.16 ;2521 ;0 ;85;1.037 ;9.5 ;3.09 ;7 ;
994 ;0:01.17 ;2476 ;0 ;85;1.045 ;9.5 ;3.12 ;7 ;
994 ;0:01.18 ;2495 ;0 ;85;1.047 ;9.5 ;3.11 ;7 ;
994 ;0:01.19 ;2495 ;0 ;85;1.048 ;9.5 ;3.11 ;7 ;
994 ;0:01.20 ;2436 ;0 ;85;1.151 ;10.2 ;3.14 ;7 ;
994 ;0:01.21 ;2416 ;0 ;85;1.142 ;10.2 ;3.16 ;7 ;
994 ;0:01.22 ;2432 ;0 ;85;1.147 ;10.2 ;3.15 ;7 ;
994 ;0:01.23 ;2477 ;0 ;85;1.147 ;10.2 ;3.12 ;7 ;
994 ;0:01.24 ;2455 ;0 ;85;1.151 ;10.2 ;3.13 ;7 ;
994 ;0:01.25 ;2455 ;0 ;85;1.149 ;10.5 ;3.13 ;7 ;
994 ;0:01.26 ;2441 ;0 ;85;1.147 ;10.5 ;3.14 ;7 ;
994 ;0:01.27 ;2398 ;0 ;85;1.143 ;10.5 ;3.17 ;7 ;
994 ;0:01.28 ;2406 ;0 ;85;1.117 ;11.5 ;3.16 ;7 ;
994 ;0:01.29 ;2401 ;0 ;85;1.122 ;11.5 ;3.16 ;7 ;
994 ;0:01.30 ;2401 ;0 ;85;1.118 ;11.5 ;3.16 ;7 ;
994 ;0:01.31 ;2419 ;0 ;85;1.121 ;11.2 ;3.15 ;7 ;
994 ;0:01.32 ;2424 ;0 ;85;1.110 ;11.2 ;3.15 ;7 ;
994 ;0:01.33 ;2457 ;0 ;85;1.119 ;11.2 ;3.13 ;7 ;
994 ;0:01.34 ;2441 ;0 ;85;1.119 ;11.9 ;3.14 ;7 ;
994 ;0:01.35 ;2441 ;0 ;85;1.120 ;11.9 ;3.14 ;7 ;
994 ;0:01.36 ;2432 ;0 ;85;1.048 ;12.5 ;3.15 ;7 ;
994 ;0:01.37 ;2412 ;0 ;85;1.040 ;12.5 ;3.16 ;7 ;
994 ;0:01.38 ;2436 ;0 ;85;1.046 ;12.5 ;3.14 ;7 ;
994 ;0:01.39 ;2447 ;0 ;85;1.045 ;12.5 ;3.14 ;7 ;
994 ;0:01.40 ;2447 ;0 ;85;1.050 ;12.5 ;3.12 ;7 ;
994 ;0:01.41 ;2482 ;0 ;85;1.044 ;12.9 ;3.12 ;7 ;
994 ;0:01.42 ;2478 ;0 ;85;1.043 ;12.9 ;3.12 ;7 ;
994 ;0:01.43 ;2491 ;0 ;85;1.038 ;14.3 ;3.11 ;7 ;
994 ;0:01.44 ;2441 ;0 ;85;1.044 ;14.3 ;3.14 ;7 ;
994 ;0:01.45 ;2462 ;0 ;85;1.047 ;14.3 ;3.13 ;7 ;
994 ;0:01.46 ;2462 ;0 ;85;1.045 ;14.3 ;3.13 ;7 ;
994 ;0:01.47 ;2463 ;0 ;84;1.048 ;14.3 ;3.13 ;7 ;
994 ;0:01.48 ;2483 ;0 ;85;1.039 ;15.1 ;3.12 ;7 ;
994 ;0:01.49 ;2465 ;0 ;85;1.044 ;15.1 ;3.13 ;7 ;
994 ;0:01.50 ;2508 ;0 ;85;1.044 ;14.8 ;3.10 ;7 ;
994 ;0:01.51 ;2472 ;0 ;85;1.047 ;14.8 ;3.12 ;7 ;
994 ;0:01.52 ;2472 ;0 ;84;1.045 ;15.9 ;3.12 ;7 ;
994 ;0:01.53 ;2487 ;0 ;85;1.034 ;15.9 ;3.11 ;7 ;
994 ;0:01.54 ;2455 ;0 ;85;1.030 ;15.8 ;3.13 ;7 ;
994 ;0:01.55 ;2486 ;0 ;85;1.032 ;15.8 ;3.11 ;7 ;
994 ;0:01.56 ;2465 ;0 ;85;1.038 ;16.5 ;3.13 ;7 ;
994 ;0:01.57 ;2483 ;0 ;85;1.034 ;17.2 ;3.12 ;7 ;
994 ;0:01.58 ;2483 ;0 ;85;1.038 ;17.2 ;3.12 ;7 ;
994 ;0:01.59 ;2476 ;0 ;84;1.032 ;17.6 ;3.12 ;7 ;
994 ;0:01.60 ;2525 ;0 ;85;1.029 ;17.6 ;3.09 ;7 ;
994 ;0:01.61 ;2468 ;0 ;85;1.039 ;18.7 ;3.12 ;7 ;
994 ;0:01.62 ;2460 ;0 ;85;1.039 ;18.7 ;3.13 ;7 ;
994 ;0:01.63 ;2460 ;0 ;85;1.042 ;17.5 ;3.13 ;7 ;
994 ;0:01.64 ;2426 ;0 ;84;1.038 ;19.3 ;3.15 ;7 ;
994 ;0:01.65 ;2436 ;0 ;84;1.036 ;19.3 ;3.14 ;7 ;
994 ;0:01.66 ;2463 ;0 ;85;1.032 ;18.2 ;3.13 ;7 ;
994 ;0:01.67 ;2515 ;0 ;85;1.040 ;18.5 ;3.09 ;7 ;
994 ;0:01.68 ;2522 ;0 ;85;1.038 ;18.5 ;3.09 ;7 ;
994 ;0:01.69 ;2522 ;0 ;85;1.031 ;20.5 ;3.09 ;7 ;
994 ;0:01.70 ;2527 ;0 ;85;1.032 ;20.5 ;3.08 ;7 ;
994 ;0:01.71 ;2475 ;0 ;84;1.025 ;19.5 ;3.12 ;7 ;
994 ;0:01.72 ;2486 ;0 ;85;1.028 ;20.6 ;3.11 ;7 ;
994 ;0:01.73 ;2460 ;0 ;85;1.029 ;20.6 ;3.13 ;7 ;
994 ;0:01.74 ;2453 ;0 ;85;1.034 ;21.4 ;3.13 ;7 ;
994 ;0:01.75 ;2453 ;0 ;84;1.030 ;20.5 ;3.13 ;7 ;
994 ;0:01.76 ;2468 ;0 ;84;1.031 ;21.7 ;3.12 ;7 ;
994 ;0:01.77 ;2510 ;0 ;85;1.021 ;21.7 ;3.10 ;7 ;
994 ;0:01.78 ;2520 ;0 ;85;1.025 ;21.9 ;3.09 ;7 ;
994 ;0:01.79 ;2514 ;0 ;85;1.028 ;21.6 ;3.09 ;7 ;
