SESSION; TIME;RPM;THROT;LAMB;L U SP;L D SP;TAR LB;SLIP%;INJ;ADV;LAUC S;SHIF A;INJ %;L/100K;
149 ;0:02.30 ;1522 ;0 ;0.919 ;8.6 ;0.0 ;0.900 ;0 ;3.30 ;5.0 ;0 ;0 ;8 ;23.4;
149 ;0:02.40 ;1656 ;0 ;0.916 ;8.3 ;0.0 ;0.900 ;0 ;3.24 ;5.3 ;0 ;0 ;8 ;21.4;
149 ;0:02.50 ;1642 ;0 ;0.924 ;8.4 ;0.0 ;0.900 ;0 ;3.25 ;5.2 ;0 ;0 ;8 ;23.8;
149 ;0:02.60 ;1652 ;0 ;0.925 ;8.6 ;0.0 ;0.900 ;0 ;3.24 ;5.3 ;0 ;0 ;8 ;23.2;
149 ;0:02.70 ;1523 ;0 ;0.922 ;8.4 ;0.0 ;0.900 ;0 ;3.30 ;5.0 ;0 ;0 ;8 ;25.0;
149 ;0:02.80 ;1572 ;0 ;0.923 ;8.8 ;0.0 ;0.900 ;0 ;3.28 ;5.1 ;0 ;0 ;8 ;24.0;
149 ;0:02.90 ;1632 ;0 ;0.928 ;8.6 ;0.0 ;0.900 ;0 ;3.25 ;5.2 ;0 ;0 ;8 ;23.1;
149 ;0:03.00 ;1627 ;0 ;0.930 ;8.7 ;0.0 ;0.900 ;0 ;3.25 ;5.2 ;0 ;0 ;8 ;25.0;
149 ;0:03.10 ;1563 ;0 ;0.940 ;8.0 ;0.0 ;0.900 ;0 ;3.28 ;5.1 ;0 ;0 ;8 ;25.0;
149 ;0:03.20 ;1585 ;0 ;0.933 ;8.3 ;0.0 ;0.900 ;0 ;3.27 ;5.1 ;0 ;0 ;8 ;23.4;
149 ;0:03.30 ;1592 ;0 ;0.924 ;8.3 ;0.0 ;0.900 ;0 ;3.27 ;5.1 ;0 ;0 ;8 ;22.9;
149 ;0:03.40 ;1572 ;0 ;0.940 ;8.1 ;0.0 ;0.900 ;0 ;3.28 ;5.1 ;0 ;0 ;8 ;23.7;
149 ;0:03.50 ;1667 ;0 ;0.923 ;8.4 ;0.0 ;0.900 ;0 ;3.24 ;5.3 ;0 ;0 ;8 ;25.3;
149 ;0:03.60 ;1662 ;0 ;0.924 ;8.1 ;0.0 ;0.900 ;0 ;3.24 ;5.3 ;0 ;0 ;8 ;25.6;
149 ;0:03.70 ;1643 ;0 ;0.936 ;8.1 ;0.0 ;0.900 ;0 ;3.25 ;5.2 ;0 ;0 ;8 ;24.6;
149 ;0:03.80 ;1691 ;0 ;0.940 ;7.9 ;0.0 ;0.900 ;0 ;3.23 ;5.3 ;0 ;0 ;8 ;24.6;
149 ;0:03.90 ;1698 ;0 ;0.949 ;7.6 ;0.0 ;0.900 ;0 ;3.23 ;5.3 ;0 ;0 ;8 ;24.3;
149 ;0:04.00 ;1642 ;0 ;0.943 ;7.7 ;0.0 ;0.900 ;0 ;3.25 ;5.2 ;0 ;0 ;8 ;24.6;
149 ;0:04.10 ;1411 ;0 ;0.946 ;7.7 ;0.0 ;0.900 ;0 ;3.30 ;5.0 ;0 ;0 ;8 ;24.6;
149 ;0:04.20 ;1494 ;0 ;0.948 ;7.6 ;0.0 ;0.900 ;0 ;3.30 ;5.0 ;0 ;0 ;8 ;22.2;
149 ;0:04.30 ;1637 ;0 ;0.950 ;7.6 ;0.0 ;0.900 ;0 ;3.25 ;5.2 ;0 ;0 ;8 ;25.0;
149 ;0:04.40 ;1576 ;0 ;0.970 ;7.4 ;0.0 ;0.900 ;0 ;3.27 ;5.1 ;0 ;0 ;8 ;25.0;
149 ;0:04.50 ;1669 ;0 ;0.981 ;7.2 ;0.0 ;0.900 ;0 ;3.24 ;5.3 ;0 ;0 ;8 ;26.6;
149 ;0:04.60 ;1660 ;0 ;0.988 ;7.3 ;0.0 ;0.900 ;0 ;3.24 ;5.3 ;0 ;0 ;8 ;26.0;
149 ;0:04.70 ;1589 ;0 ;1.002 ;7.4 ;0.0 ;0.900 ;0 ;3.27 ;5.1 ;0 ;0 ;8 ;27.3;
149 ;0:04.80 ;1631 ;0 ;0.989 ;7.4 ;0.0 ;0.900 ;0 ;3.25 ;5.2 ;0 ;0 ;8 ;26.3;
149 ;0:04.90 ;1489 ;0 ;0.996 ;7.3 ;0.0 ;0.900 ;0 ;3.30 ;5.0 ;0 ;0 ;8 ;24.6;
149 ;0:05.00 ;1529 ;0 ;0.966 ;7.1 ;0.0 ;0.900 ;0 ;3.29 ;5.0 ;0 ;0 ;8 ;22.0;
149 ;0:05.10 ;1450 ;0 ;0.965 ;7.4 ;0.0 ;0.900 ;0 ;3.30 ;5.0 ;0 ;0 ;8 ;22.9;
149 ;0:05.20 ;1397 ;0 ;0.948 ;7.0 ;0.0 ;0.900 ;0 ;3.30 ;5.0 ;0 ;0 ;8 ;24.6;
149 ;0:05.30 ;1463 ;0 ;0.942 ;7.0 ;0.0 ;0.900 ;0 ;3.30 ;5.0 ;0 ;0 ;8 ;21.3;
149 ;0:05.40 ;1546 ;0 ;0.992 ;6.8 ;0.0 ;0.900 ;0 ;3.29 ;5.0 ;0 ;0 ;8 ;23.1;
149 ;0:05.50 ;1354 ;0 ;1.017 ;7.0 ;0.0 ;0.900 ;0 ;3.30 ;5.0 ;0 ;0 ;8 ;24.2;
149 ;0:05.60 ;1222 ;0 ;1.022 ;7.0 ;0.0 ;0.900 ;0 ;3.30 ;5.0 ;0 ;0 ;8 ;19.7;
149 ;0:05.70 ;1384 ;0 ;1.029 ;6.8 ;0.0 ;0.900 ;0 ;3.30 ;5.0 ;0 ;0 ;8 ;22.3;
149 ;0:05.80 ;1398 ;0 ;1.038 ;6.5 ;0.0 ;0.900 ;0 ;3.30 ;5.0 ;0 ;0 ;8 ;27.2;
149 ;0:05.90 ;1583 ;0 ;1.049 ;6.3 ;0.0 ;0.900 ;0 ;3.27 ;5.1 ;0 ;0 ;8 ;30.3;
149 ;0:06.00 ;1884 ;0 ;1.036 ;6.5 ;0.0 ;0.900 ;0 ;3.15 ;5.7 ;0 ;0 ;7 ;37.7;
149 ;0:06.10 ;2087 ;0 ;1.045 ;6.0 ;0.0 ;0.900 ;0 ;3.04 ;6.1 ;0 ;0 ;7 ;36.9;
149 ;0:06.20 ;2178 ;0 ;1.036 ;6.2 ;0.0 ;0.900 ;0 ;2.96 ;6.3 ;0 ;0 ;7 ;38.7;
149 ;0:06.30 ;2183 ;0 ;1.024 ;6.3 ;0.0 ;0.900 ;0 ;2.96 ;6.3 ;0 ;0 ;7 ;38.0;
149 ;0:06.40 ;2268 ;0 ;1.046 ;6.3 ;0.0 ;0.900 ;0 ;2.89 ;6.5 ;0 ;0 ;7 ;38.0;
149 ;0:06.50 ;2313 ;0 ;1.052 ;6.4 ;0.0 ;0.900 ;0 ;2.85 ;6.6 ;0 ;0 ;7 ;36.3;
149 ;0:06.60 ;2274 ;0 ;1.037 ;6.4 ;0.0 ;0.900 ;0 ;2.89 ;6.5 ;0 ;0 ;7 ;36.3;
149 ;0:06.70 ;2139 ;0 ;1.008 ;6.3 ;0.0 ;0.900 ;0 ;2.99 ;6.2 ;0 ;0 ;7 ;37.5;
149 ;0:06.80 ;2196 ;0 ;0.974 ;6.7 ;0.0 ;0.900 ;0 ;2.95 ;6.3 ;0 ;0 ;7 ;36.9;
149 ;0:06.90 ;2281 ;0 ;0.966 ;6.7 ;0.0 ;0.900 ;0 ;2.88 ;6.5 ;0 ;0 ;7 ;35.8;
149 ;0:07.00 ;2208 ;0 ;0.989 ;6.9 ;0.0 ;0.900 ;0 ;2.94 ;6.4 ;0 ;0 ;7 ;33.3;
149 ;0:07.10 ;2223 ;0 ;1.002 ;6.7 ;0.0 ;0.900 ;0 ;2.93 ;6.4 ;0 ;0 ;7 ;33.3;
149 ;0:07.20 ;2060 ;0 ;1.051 ;7.2 ;0.0 ;0.900 ;0 ;3.06 ;6.1 ;0 ;0 ;7 ;33.3;
149 ;0:07.30 ;1971 ;0 ;1.051 ;7.3 ;0.0 ;0.900 ;0 ;3.12 ;5.9 ;0 ;0 ;7 ;31.5;
149 ;0:07.40 ;1901 ;0 ;1.053 ;7.6 ;0.0 ;0.900 ;0 ;3.14 ;5.8 ;0 ;0 ;7 ;28.9;
149 ;0:07.50 ;1847 ;0 ;1.026 ;7.4 ;0.0 ;0.900 ;0 ;3.17 ;5.6 ;0 ;0 ;7 ;29.3;
149 ;0:07.60 ;1876 ;0 ;1.013 ;7.9 ;0.0 ;0.900 ;0 ;3.15 ;5.7 ;0 ;0 ;7 ;28.9;
149 ;0:07.70 ;1783 ;0 ;0.996 ;8.0 ;0.0 ;0.900 ;0 ;3.19 ;5.5 ;0 ;0 ;7 ;26.2;
149 ;0:07.80 ;1808 ;0 ;1.000 ;8.0 ;0.0 ;0.900 ;0 ;3.18 ;5.6 ;0 ;0 ;7 ;25.9;
149 ;0:07.90 ;1626 ;0 ;0.998 ;8.2 ;0.0 ;0.900 ;0 ;3.25 ;5.2 ;0 ;0 ;8 ;25.3;
149 ;0:08.00 ;1752 ;0 ;0.986 ;8.1 ;0.0 ;0.900 ;0 ;3.20 ;5.5 ;0 ;0 ;8 ;25.3;
149 ;0:08.10 ;1565 ;0 ;0.969 ;8.3 ;0.0 ;0.900 ;0 ;3.28 ;5.1 ;0 ;0 ;8 ;23.8;
149 ;0:08.20 ;1485 ;0 ;0.987 ;8.3 ;0.0 ;0.900 ;0 ;3.30 ;5.0 ;0 ;0 ;8 ;22.0;
149 ;0:08.30 ;1597 ;0 ;0.998 ;8.4 ;0.0 ;0.900 ;0 ;3.27 ;5.1 ;0 ;0 ;8 ;21.5;
149 ;0:08.40 ;1618 ;0 ;1.001 ;8.8 ;0.0 ;0.900 ;0 ;3.26 ;5.2 ;0 ;0 ;8 ;24.1;
149 ;0:08.50 ;1650 ;0 ;1.020 ;9.0 ;0.0 ;0.900 ;0 ;3.24 ;5.3 ;0 ;0 ;8 ;22.2;
149 ;0:08.60 ;1801 ;0 ;1.024 ;8.9 ;0.0 ;0.900 ;0 ;3.18 ;5.6 ;0 ;0 ;7 ;25.0;
149 ;0:08.70 ;1933 ;0 ;1.025 ;8.8 ;0.0 ;0.900 ;0 ;3.13 ;5.8 ;0 ;0 ;7 ;24.4;
149 ;0:08.80 ;2042 ;0 ;0.992 ;9.0 ;0.0 ;0.900 ;0 ;3.07 ;6.0 ;0 ;0 ;7 ;25.5;
149 ;0:08.90 ;2155 ;0 ;0.954 ;9.3 ;0.0 ;0.900 ;0 ;2.98 ;6.3 ;0 ;0 ;7 ;26.6;
149 ;0:09.00 ;2114 ;0 ;0.929 ;9.6 ;0.0 ;0.900 ;0 ;3.01 ;6.2 ;0 ;0 ;7 ;26.3;
149 ;0:09.10 ;2116 ;0 ;0.912 ;9.6 ;0.0 ;0.900 ;0 ;3.01 ;6.2 ;0 ;0 ;7 ;25.5;
149 ;0:09.20 ;2266 ;0 ;0.927 ;9.4 ;0.0 ;0.900 ;0 ;2.89 ;6.5 ;0 ;0 ;7 ;25.7;
149 ;0:09.30 ;2426 ;0 ;0.917 ;9.5 ;0.0 ;0.900 ;0 ;2.76 ;6.8 ;0 ;0 ;6 ;26.8;
149 ;0:09.40 ;2549 ;0 ;0.915 ;9.7 ;0.0 ;0.900 ;0 ;2.70 ;7.0 ;0 ;0 ;6 ;26.0;
149 ;0:09.50 ;2627 ;0 ;0.898 ;10.1 ;0.0 ;0.900 ;0 ;2.68 ;7.2 ;0 ;0 ;6 ;28.1;
149 ;0:09.60 ;2743 ;0 ;0.895 ;10.3 ;0.0 ;0.900 ;0 ;2.66 ;7.4 ;0 ;0 ;6 ;28.5;
149 ;0:09.70 ;2881 ;0 ;0.899 ;10.4 ;0.0 ;0.900 ;0 ;2.64 ;7.7 ;0 ;0 ;6 ;27.6;
149 ;0:09.80 ;2981 ;0 ;0.902 ;10.0 ;0.0 ;0.900 ;0 ;2.62 ;7.9 ;0 ;0 ;6 ;28.4;
149 ;0:09.90 ;2994 ;0 ;0.900 ;10.1 ;0.0 ;0.900 ;0 ;2.62 ;7.9 ;0 ;0 ;6 ;27.8;
149 ;0:10.00 ;3105 ;0 ;0.903 ;10.5 ;0.0 ;0.900 ;0 ;2.62 ;8.3 ;0 ;0 ;6 ;27.5;
149 ;0:10.10 ;3067 ;0 ;0.905 ;10.5 ;0.0 ;0.900 ;0 ;2.62 ;8.2 ;0 ;0 ;6 ;29.8;
149 ;0:10.20 ;3111 ;0 ;0.908 ;10.5 ;0.0 ;0.900 ;0 ;2.63 ;8.3 ;0 ;0 ;6 ;27.0;
149 ;0:10.30 ;3086 ;0 ;0.918 ;10.9 ;0.0 ;0.900 ;0 ;2.62 ;8.2 ;0 ;0 ;6 ;26.7;
149 ;0:10.40 ;3130 ;0 ;0.908 ;10.7 ;0.0 ;0.900 ;0 ;2.63 ;8.3 ;0 ;0 ;6 ;27.9;
149 ;0:10.50 ;3178 ;0 ;0.896 ;11.3 ;0.0 ;0.900 ;0 ;2.64 ;8.5 ;0 ;0 ;7 ;26.9;
149 ;0:10.60 ;3184 ;0 ;0.915 ;11.6 ;0.0 ;0.900 ;0 ;2.64 ;8.5 ;0 ;0 ;7 ;28.0;
149 ;0:10.70 ;3266 ;0 ;0.915 ;11.9 ;0.0 ;0.900 ;0 ;2.66 ;8.7 ;0 ;0 ;7 ;26.9;
149 ;0:10.80 ;3213 ;0 ;0.904 ;11.7 ;0.0 ;0.900 ;0 ;2.65 ;8.6 ;0 ;0 ;7 ;27.1;
149 ;0:10.90 ;3224 ;0 ;0.908 ;11.8 ;0.0 ;0.900 ;0 ;2.65 ;8.6 ;0 ;0 ;7 ;26.8;
149 ;0:11.00 ;3248 ;0 ;0.905 ;12.0 ;0.0 ;0.900 ;0 ;2.65 ;8.7 ;0 ;0 ;7 ;26.0;
149 ;0:11.10 ;3207 ;0 ;0.913 ;11.9 ;0.0 ;0.900 ;0 ;2.64 ;8.6 ;0 ;0 ;7 ;27.1;
149 ;0:11.20 ;3196 ;0 ;0.901 ;12.3 ;0.0 ;0.900 ;0 ;2.64 ;8.5 ;0 ;0 ;7 ;25.8;
149 ;0:11.30 ;3209 ;0 ;0.881 ;11.6 ;0.0 ;0.900 ;0 ;2.64 ;8.6 ;0 ;0 ;7 ;26.0;
149 ;0:11.40 ;3212 ;0 ;0.865 ;11.9 ;0.0 ;0.900 ;0 ;2.65 ;8.6 ;0 ;0 ;7 ;25.8;
149 ;0:11.50 ;3195 ;0 ;0.857 ;12.0 ;0.0 ;0.900 ;0 ;2.64 ;8.5 ;0 ;0 ;7 ;26.2;
149 ;0:11.60 ;3217 ;0 ;0.869 ;12.1 ;0.0 ;0.900 ;0 ;2.65 ;8.6 ;0 ;0 ;7 ;25.8;
149 ;0:11.70 ;3253 ;0 ;0.901 ;12.1 ;0.0 ;0.900 ;0 ;2.65 ;8.7 ;0 ;0 ;7 ;24.2;
149 ;0:11.80 ;3296 ;0 ;0.914 ;13.2 ;0.0 ;0.900 ;0 ;2.66 ;8.8 ;0 ;0 ;7 ;25.3;
149 ;0:11.90 ;3286 ;0 ;0.903 ;13.0 ;0.0 ;0.900 ;0 ;2.66 ;8.8 ;0 ;0 ;7 ;26.5;
149 ;0:12.00 ;3363 ;0 ;0.889 ;14.3 ;0.0 ;0.900 ;0 ;2.67 ;9.0 ;0 ;0 ;7 ;21.4;
149 ;0:12.10 ;3317 ;0 ;0.869 ;16.1 ;0.0 ;0.900 ;0 ;2.67 ;8.9 ;0 ;0 ;7 ;20.0;
149 ;0:12.20 ;3316 ;0 ;0.835 ;16.8 ;0.0 ;0.900 ;0 ;2.67 ;8.9 ;0 ;0 ;7 ;20.3;
149 ;0:12.30 ;3306 ;0 ;0.868 ;16.6 ;0.0 ;0.900 ;0 ;2.66 ;8.9 ;0 ;0 ;7 ;19.4;
149 ;0:12.40 ;3299 ;0 ;0.900 ;17.1 ;0.0 ;0.900 ;0 ;2.66 ;8.8 ;0 ;0 ;7 ;18.8;
149 ;0:12.50 ;3222 ;0 ;0.928 ;17.6 ;0.0 ;0.900 ;0 ;2.65 ;8.6 ;0 ;0 ;7 ;18.0;
149 ;0:12.60 ;3192 ;0 ;0.927 ;17.9 ;0.0 ;0.900 ;0 ;2.64 ;8.5 ;0 ;0 ;7 ;18.1;
149 ;0:12.70 ;3272 ;0 ;0.914 ;19.4 ;0.0 ;0.900 ;0 ;2.66 ;8.8 ;0 ;0 ;7 ;16.8;
149 ;0:12.80 ;3274 ;0 ;0.905 ;20.8 ;0.0 ;0.900 ;0 ;2.66 ;8.8 ;0 ;0 ;7 ;15.6;
149 ;0:12.90 ;3284 ;0 ;0.889 ;21.8 ;0.0 ;0.900 ;0 ;2.66 ;8.8 ;0 ;0 ;7 ;14.8;
149 ;0:13.00 ;3233 ;0 ;0.878 ;22.0 ;0.0 ;0.900 ;0 ;2.65 ;8.6 ;0 ;0 ;7 ;15.2;
149 ;0:13.10 ;3278 ;0 ;0.845 ;22.8 ;0.0 ;0.900 ;0 ;2.66 ;8.8 ;0 ;0 ;7 ;14.2;
149 ;0:13.20 ;3303 ;0 ;0.835 ;22.4 ;0.0 ;0.900 ;0 ;2.66 ;8.9 ;0 ;0 ;7 ;13.9;
149 ;0:13.30 ;3305 ;0 ;0.829 ;22.3 ;0.0 ;0.900 ;0 ;2.66 ;8.9 ;0 ;0 ;7 ;13.5;
149 ;0:13.40 ;3369 ;0 ;0.823 ;21.6 ;0.0 ;0.900 ;0 ;2.68 ;9.1 ;0 ;0 ;7 ;14.9;
149 ;0:13.50 ;3414 ;0 ;0.825 ;24.5 ;0.0 ;0.900 ;0 ;2.68 ;9.2 ;0 ;0 ;7 ;14.5;
149 ;0:13.60 ;3475 ;0 ;0.803 ;23.9 ;0.0 ;0.900 ;0 ;2.70 ;9.3 ;0 ;0 ;7 ;14.2;
149 ;0:13.70 ;3520 ;0 ;0.792 ;24.8 ;0.0 ;0.900 ;0 ;2.70 ;9.5 ;0 ;0 ;7 ;13.5;
149 ;0:13.80 ;3543 ;0 ;0.791 ;27.4 ;0.0 ;0.900 ;0 ;2.71 ;9.6 ;0 ;0 ;8 ;13.1;
149 ;0:13.90 ;3617 ;0 ;0.792 ;27.1 ;0.0 ;0.900 ;0 ;2.72 ;9.8 ;0 ;0 ;8 ;13.4;
149 ;0:14.00 ;3696 ;0 ;0.792 ;27.2 ;0.0 ;0.900 ;0 ;2.74 ;10.0 ;0 ;0 ;8 ;13.1;
149 ;0:14.10 ;3791 ;0 ;0.785 ;28.1 ;0.0 ;0.900 ;0 ;2.76 ;10.3 ;0 ;0 ;8 ;14.0;
149 ;0:14.20 ;3978 ;0 ;0.793 ;27.9 ;0.0 ;0.900 ;0 ;2.79 ;10.9 ;0 ;0 ;9 ;14.8;
149 ;0:14.30 ;4070 ;0 ;0.784 ;29.2 ;0.0 ;0.900 ;0 ;2.80 ;11.2 ;0 ;0 ;9 ;15.1;
149 ;0:14.40 ;4161 ;0 ;0.785 ;28.6 ;0.0 ;0.900 ;0 ;2.79 ;11.6 ;0 ;0 ;9 ;14.5;
149 ;0:14.50 ;4223 ;0 ;0.790 ;29.5 ;0.0 ;0.900 ;0 ;2.78 ;11.8 ;0 ;0 ;9 ;15.3;
149 ;0:14.60 ;4276 ;0 ;0.785 ;29.6 ;0.0 ;0.900 ;0 ;2.78 ;12.1 ;0 ;0 ;9 ;15.2;
149 ;0:14.70 ;4289 ;0 ;0.793 ;30.5 ;0.0 ;0.900 ;0 ;2.78 ;12.1 ;0 ;0 ;10 ;15.2;
149 ;0:14.80 ;4432 ;0 ;0.796 ;30.1 ;0.0 ;0.900 ;0 ;2.76 ;12.7 ;0 ;0 ;10 ;14.7;
149 ;0:14.90 ;4409 ;0 ;0.795 ;30.1 ;0.0 ;0.900 ;0 ;2.76 ;12.6 ;0 ;0 ;10 ;14.4;
149 ;0:15.00 ;4546 ;0 ;0.805 ;30.8 ;0.0 ;0.900 ;0 ;2.75 ;13.1 ;0 ;0 ;10 ;14.7;
149 ;0:15.10 ;4556 ;0 ;0.800 ;31.2 ;0.0 ;0.900 ;0 ;2.75 ;13.2 ;0 ;0 ;10 ;15.0;
149 ;0:15.20 ;4698 ;0 ;0.819 ;32.0 ;0.0 ;0.900 ;0 ;2.74 ;13.7 ;0 ;0 ;10 ;14.2;
149 ;0:15.30 ;4675 ;0 ;0.840 ;33.3 ;0.0 ;0.900 ;0 ;2.74 ;13.7 ;0 ;0 ;10 ;14.7;
149 ;0:15.40 ;4805 ;0 ;0.842 ;33.8 ;0.0 ;0.900 ;0 ;2.72 ;14.2 ;0 ;0 ;10 ;15.0;
149 ;0:15.50 ;4871 ;0 ;0.847 ;34.2 ;0.0 ;0.900 ;0 ;2.72 ;14.4 ;0 ;0 ;11 ;15.2;
149 ;0:15.60 ;4917 ;0 ;0.845 ;35.4 ;0.0 ;0.900 ;0 ;2.71 ;14.6 ;0 ;0 ;11 ;14.7;
149 ;0:15.70 ;5066 ;0 ;0.868 ;34.6 ;0.0 ;0.900 ;0 ;2.70 ;15.3 ;0 ;0 ;11 ;14.6;
149 ;0:15.80 ;5047 ;0 ;0.899 ;34.7 ;0.0 ;0.900 ;0 ;2.70 ;15.2 ;0 ;0 ;11 ;14.8;
149 ;0:15.90 ;5250 ;0 ;0.938 ;36.3 ;0.0 ;0.900 ;0 ;2.70 ;16.2 ;0 ;0 ;11 ;14.4;
149 ;0:16.00 ;5237 ;0 ;0.960 ;36.8 ;0.0 ;0.900 ;0 ;2.70 ;16.3 ;0 ;0 ;11 ;15.2;
149 ;0:16.10 ;5331 ;0 ;0.991 ;37.7 ;0.0 ;0.900 ;0 ;2.70 ;16.6 ;0 ;0 ;12 ;14.8;
149 ;0:16.20 ;5455 ;0 ;1.021 ;37.4 ;0.0 ;0.900 ;0 ;2.70 ;17.2 ;0 ;0 ;12 ;14.8;
149 ;0:16.30 ;5537 ;0 ;1.089 ;38.2 ;0.0 ;0.900 ;0 ;2.70 ;17.6 ;0 ;0 ;12 ;14.2;
149 ;0:16.40 ;5605 ;0 ;1.094 ;40.2 ;0.0 ;0.900 ;0 ;2.70 ;18.0 ;0 ;0 ;12 ;14.6;
149 ;0:16.50 ;5785 ;0 ;1.103 ;40.4 ;0.0 ;0.900 ;0 ;2.70 ;18.9 ;0 ;0 ;13 ;15.0;
149 ;0:16.60 ;5771 ;0 ;1.106 ;41.0 ;0.0 ;0.900 ;0 ;2.70 ;18.8 ;0 ;0 ;13 ;14.3;
149 ;0:16.70 ;5975 ;0 ;1.110 ;43.1 ;0.0 ;0.900 ;0 ;2.70 ;19.8 ;0 ;0 ;13 ;14.6;
149 ;0:16.80 ;6119 ;0 ;1.121 ;41.3 ;0.0 ;0.900 ;0 ;2.70 ;21.1 ;0 ;0 ;13 ;13.5;
149 ;0:16.90 ;6313 ;0 ;1.118 ;43.8 ;0.0 ;0.900 ;0 ;2.70 ;23.1 ;0 ;0 ;14 ;14.8;
149 ;0:17.00 ;6392 ;0 ;1.112 ;43.7 ;0.0 ;0.900 ;0 ;2.70 ;23.9 ;0 ;0 ;14 ;14.2;
149 ;0:17.10 ;6604 ;0 ;1.109 ;45.6 ;0.0 ;0.900 ;0 ;2.70 ;26.2 ;0 ;0 ;15 ;14.1;
149 ;0:17.20 ;6850 ;0 ;1.091 ;49.1 ;0.0 ;0.900 ;0 ;2.70 ;28.5 ;0 ;0 ;15 ;14.4;
149 ;0:17.30 ;6985 ;0 ;1.068 ;47.1 ;0.0 ;0.900 ;0 ;2.70 ;29.8 ;0 ;0 ;15 ;15.1;
149 ;0:17.40 ;7094 ;0 ;1.025 ;51.8 ;0.0 ;0.900 ;0 ;2.70 ;31.8 ;0 ;0 ;16 ;14.6;
149 ;0:17.50 ;7192 ;0 ;0.974 ;51.6 ;0.0 ;0.900 ;0 ;2.70 ;33.8 ;0 ;0 ;16 ;14.2;
149 ;0:17.60 ;6941 ;0 ;0.935 ;52.2 ;0.0 ;0.900 ;0 ;2.70 ;29.4 ;0 ;0 ;15 ;12.9;
149 ;0:17.70 ;7222 ;0 ;0.994 ;53.8 ;0.0 ;0.900 ;0 ;2.70 ;34.4 ;0 ;0 ;16 ;14.1;
