SESSION; TIME;RPM;THROT;L U SP;L D SP;SLIP%;SHIF A;

159 ;0:00.01 ;2742 ;0 ;5.0 ;0.0 ;0 ;0 ;
159 ;0:00.02 ;2725 ;0 ;5.0 ;0.0 ;0 ;0 ;
159 ;0:00.03 ;2750 ;0 ;5.1 ;0.0 ;0 ;0 ;
159 ;0:00.04 ;2793 ;0 ;5.1 ;0.0 ;0 ;0 ;
159 ;0:00.05 ;2847 ;0 ;5.1 ;0.0 ;0 ;0 ;
159 ;0:00.06 ;2877 ;0 ;5.1 ;0.0 ;0 ;0 ;
159 ;0:00.07 ;2853 ;0 ;5.1 ;0.0 ;0 ;0 ;
159 ;0:00.08 ;2799 ;0 ;5.3 ;0.0 ;0 ;0 ;
159 ;0:00.09 ;2752 ;0 ;5.3 ;0.0 ;0 ;0 ;
159 ;0:00.10 ;2739 ;0 ;5.3 ;0.0 ;0 ;0 ;
159 ;0:00.11 ;2768 ;0 ;5.3 ;0.0 ;0 ;0 ;
159 ;0:00.12 ;2768 ;0 ;5.3 ;0.0 ;0 ;0 ;
159 ;0:00.13 ;2809 ;0 ;5.3 ;0.0 ;0 ;0 ;
159 ;0:00.14 ;2866 ;0 ;5.1 ;0.0 ;0 ;0 ;
159 ;0:00.15 ;2877 ;0 ;5.1 ;0.0 ;0 ;0 ;
159 ;0:00.16 ;2843 ;0 ;5.1 ;0.0 ;0 ;0 ;
159 ;0:00.17 ;2761 ;0 ;5.1 ;0.0 ;0 ;0 ;
159 ;0:00.18 ;2713 ;0 ;5.1 ;0.0 ;0 ;0 ;
159 ;0:00.19 ;2717 ;0 ;5.1 ;0.0 ;0 ;0 ;
159 ;0:00.20 ;2757 ;0 ;5.5 ;0.0 ;0 ;0 ;
159 ;0:00.21 ;2808 ;0 ;5.5 ;0.0 ;0 ;0 ;
159 ;0:00.22 ;2859 ;0 ;5.5 ;0.0 ;0 ;0 ;
159 ;0:00.23 ;2863 ;0 ;5.5 ;0.0 ;0 ;0 ;
159 ;0:00.24 ;2818 ;0 ;5.5 ;0.0 ;0 ;0 ;
159 ;0:00.25 ;2736 ;0 ;5.4 ;0.0 ;0 ;0 ;
159 ;0:00.26 ;2699 ;0 ;5.4 ;0.0 ;0 ;0 ;
159 ;0:00.27 ;2699 ;0 ;5.4 ;0.0 ;0 ;0 ;
159 ;0:00.28 ;2716 ;0 ;5.4 ;0.0 ;0 ;0 ;
159 ;0:00.29 ;2758 ;0 ;5.4 ;0.0 ;0 ;0 ;
159 ;0:00.30 ;2801 ;0 ;5.4 ;0.0 ;0 ;0 ;
159 ;0:00.31 ;2848 ;0 ;5.5 ;0.0 ;0 ;0 ;
159 ;0:00.32 ;2837 ;0 ;5.5 ;0.0 ;0 ;0 ;
159 ;0:00.33 ;2784 ;0 ;5.5 ;0.0 ;0 ;0 ;
159 ;0:00.34 ;2734 ;0 ;5.5 ;0.0 ;0 ;0 ;
159 ;0:00.35 ;2725 ;0 ;5.5 ;0.0 ;0 ;0 ;
159 ;0:00.36 ;2749 ;0 ;5.7 ;0.0 ;0 ;0 ;
159 ;0:00.37 ;2798 ;0 ;5.7 ;0.0 ;0 ;0 ;
159 ;0:00.38 ;2819 ;0 ;5.7 ;0.0 ;0 ;0 ;
159 ;0:00.39 ;2819 ;0 ;5.7 ;0.0 ;0 ;0 ;
159 ;0:00.40 ;2850 ;0 ;5.7 ;0.0 ;0 ;0 ;
159 ;0:00.41 ;2831 ;0 ;5.7 ;0.0 ;0 ;0 ;
159 ;0:00.42 ;2774 ;0 ;5.7 ;0.0 ;0 ;0 ;
159 ;0:00.43 ;2760 ;0 ;5.7 ;0.0 ;0 ;0 ;
159 ;0:00.44 ;2783 ;0 ;5.7 ;0.0 ;0 ;0 ;
159 ;0:00.45 ;2818 ;0 ;5.7 ;0.0 ;0 ;0 ;
159 ;0:00.46 ;2864 ;0 ;6.2 ;0.0 ;0 ;0 ;
159 ;0:00.47 ;2838 ;0 ;6.2 ;0.0 ;0 ;0 ;
159 ;0:00.48 ;2828 ;0 ;6.2 ;0.0 ;0 ;0 ;
159 ;0:00.49 ;2797 ;0 ;6.2 ;0.0 ;0 ;0 ;
159 ;0:00.50 ;2734 ;0 ;6.2 ;0.0 ;0 ;0 ;
159 ;0:00.51 ;2731 ;0 ;6.2 ;0.0 ;0 ;0 ;
