SESSION; TIME;RPM;THROT;WATER;AIR;MAP;LAMB;ANA3;L U SP;L D SP;TAR LB;TRAC %;VOLTS;SLIP%;GEAR;SHIF A;INJ %;A1 VAL;A2 VAL;A3 VAL;

515 ;0:00.10 ;2465 ;0 ;89;21;86;0.897 ;0 ;2.2 ;0.0 ;0.850 ;0 ;13.1 ;-100 ;0 ;0 ;7 ;0.0 ;0.0 ;0.0 ;
515 ;0:00.20 ;2428 ;0 ;89;21;86;0.873 ;0 ;2.2 ;0.0 ;0.850 ;0 ;13.1 ;-100 ;0 ;0 ;7 ;0.0 ;0.0 ;0.0 ;
515 ;0:00.30 ;2408 ;0 ;89;21;86;0.870 ;0 ;2.2 ;0.0 ;0.850 ;0 ;13.0 ;-100 ;0 ;0 ;7 ;0.0 ;0.0 ;0.0 ;
515 ;0:00.40 ;2443 ;0 ;89;21;86;0.919 ;0 ;2.2 ;0.0 ;0.850 ;0 ;13.2 ;-100 ;0 ;0 ;7 ;0.0 ;0.0 ;0.0 ;
515 ;0:00.50 ;2510 ;0 ;89;21;85;0.966 ;0 ;2.2 ;0.0 ;0.850 ;0 ;12.9 ;-100 ;0 ;0 ;7 ;0.0 ;0.0 ;0.0 ;
515 ;0:00.60 ;2555 ;0 ;89;21;86;1.026 ;0 ;3.2 ;0.0 ;0.850 ;0 ;13.1 ;-100 ;0 ;0 ;7 ;0.0 ;0.0 ;0.0 ;
515 ;0:00.70 ;2493 ;0 ;89;21;86;0.986 ;0 ;3.2 ;0.0 ;0.850 ;0 ;13.2 ;-100 ;0 ;0 ;7 ;0.0 ;0.0 ;0.0 ;
515 ;0:00.80 ;2464 ;0 ;89;21;86;0.953 ;0 ;4.4 ;0.0 ;0.850 ;0 ;12.8 ;-100 ;0 ;0 ;7 ;0.0 ;0.0 ;0.0 ;
515 ;0:00.90 ;2450 ;0 ;89;21;86;0.956 ;0 ;4.7 ;0.0 ;0.850 ;0 ;13.0 ;-100 ;0 ;0 ;7 ;0.0 ;0.0 ;0.0 ;
515 ;0:01.00 ;2491 ;0 ;89;21;86;0.969 ;0 ;4.9 ;0.0 ;0.850 ;0 ;13.0 ;-100 ;0 ;0 ;7 ;0.0 ;0.0 ;0.0 ;
515 ;0:01.10 ;2489 ;0 ;89;21;86;0.995 ;0 ;4.9 ;0.0 ;0.850 ;0 ;13.1 ;-100 ;0 ;0 ;7 ;0.0 ;0.0 ;0.0 ;
515 ;0:01.20 ;2486 ;0 ;89;21;86;1.063 ;0 ;4.9 ;0.0 ;0.850 ;0 ;13.1 ;-100 ;0 ;0 ;7 ;0.0 ;0.0 ;0.0 ;
515 ;0:01.30 ;2507 ;0 ;89;21;86;0.963 ;0 ;5.0 ;0.0 ;0.850 ;0 ;13.0 ;-100 ;0 ;0 ;7 ;0.0 ;0.0 ;0.0 ;
515 ;0:01.40 ;2431 ;0 ;89;21;86;0.965 ;0 ;5.4 ;0.0 ;0.850 ;0 ;13.1 ;-100 ;0 ;0 ;7 ;0.0 ;0.0 ;0.0 ;
515 ;0:01.50 ;2477 ;0 ;89;21;86;1.046 ;0 ;5.5 ;0.0 ;0.850 ;0 ;13.1 ;-100 ;0 ;0 ;7 ;0.0 ;0.0 ;0.0 ;
515 ;0:01.60 ;2471 ;0 ;89;21;86;1.059 ;0 ;5.4 ;0.0 ;0.850 ;0 ;13.2 ;-100 ;0 ;0 ;7 ;0.0 ;0.0 ;0.0 ;
515 ;0:01.70 ;2455 ;0 ;89;21;86;1.006 ;0 ;6.1 ;0.0 ;0.850 ;0 ;12.9 ;-100 ;0 ;0 ;7 ;0.0 ;0.0 ;0.0 ;
515 ;0:01.80 ;2435 ;0 ;89;21;86;1.020 ;0 ;5.8 ;0.0 ;0.850 ;0 ;13.0 ;-100 ;0 ;0 ;7 ;0.0 ;0.0 ;0.0 ;
515 ;0:01.90 ;2426 ;0 ;89;21;86;0.983 ;0 ;5.8 ;0.0 ;0.850 ;0 ;13.1 ;-100 ;0 ;0 ;7 ;0.0 ;0.0 ;0.0 ;
515 ;0:02.00 ;2478 ;0 ;89;21;86;0.952 ;0 ;6.1 ;0.0 ;0.850 ;0 ;13.1 ;-100 ;0 ;0 ;7 ;0.0 ;0.0 ;0.0 ;
515 ;0:02.10 ;2509 ;0 ;89;21;86;0.961 ;0 ;6.3 ;0.0 ;0.850 ;0 ;13.2 ;-100 ;0 ;0 ;7 ;0.0 ;0.0 ;0.0 ;
515 ;0:02.20 ;2521 ;0 ;89;21;86;0.979 ;0 ;6.5 ;0.0 ;0.850 ;0 ;12.8 ;-100 ;0 ;0 ;7 ;0.0 ;0.0 ;0.0 ;
515 ;0:02.30 ;2494 ;0 ;89;21;86;1.009 ;0 ;6.6 ;0.0 ;0.850 ;0 ;13.1 ;-100 ;0 ;0 ;7 ;0.0 ;0.0 ;0.0 ;
515 ;0:02.40 ;2454 ;0 ;89;21;87;1.002 ;0 ;6.6 ;0.0 ;0.850 ;0 ;13.1 ;-100 ;0 ;0 ;7 ;0.0 ;0.0 ;0.0 ;
515 ;0:02.50 ;2413 ;0 ;89;21;87;1.076 ;3 ;6.9 ;0.0 ;0.850 ;0 ;13.1 ;-100 ;0 ;0 ;7 ;0.0 ;0.0 ;0.0 ;
515 ;0:02.60 ;2449 ;0 ;89;21;86;1.054 ;18 ;6.8 ;0.0 ;0.850 ;0 ;13.1 ;-100 ;0 ;0 ;7 ;0.0 ;0.0 ;0.0 ;
515 ;0:02.70 ;2449 ;0 ;89;21;86;1.029 ;80 ;7.1 ;0.0 ;0.850 ;0 ;13.1 ;-100 ;0 ;0 ;7 ;0.0 ;0.0 ;0.0 ;
515 ;0:02.80 ;2461 ;0 ;89;21;86;1.031 ;267 ;6.8 ;0.0 ;0.850 ;0 ;13.1 ;-100 ;0 ;0 ;7 ;0.0 ;0.0 ;0.0 ;
515 ;0:02.90 ;2443 ;0 ;89;21;86;1.016 ;443 ;7.2 ;0.0 ;0.850 ;0 ;12.8 ;-100 ;0 ;0 ;7 ;0.0 ;0.0 ;0.0 ;
515 ;0:03.00 ;2464 ;0 ;89;21;86;0.970 ;82 ;7.0 ;0.0 ;0.850 ;0 ;13.2 ;-100 ;0 ;0 ;7 ;0.0 ;0.0 ;0.0 ;
515 ;0:03.10 ;2479 ;0 ;89;21;86;0.940 ;247 ;7.4 ;0.0 ;0.850 ;0 ;13.2 ;-100 ;0 ;0 ;7 ;0.0 ;0.0 ;0.0 ;
