SESSION; TIME;RPM;THROT;LAMB;L U SP;L D SP;SLIP%;

958 ;0:00.01 ;2377 ;0 ;1.008 ;0.0 ;0.0 ;-1 ;
958 ;0:00.02 ;2430 ;0 ;1.001 ;0.0 ;0.0 ;-1 ;
958 ;0:00.03 ;2386 ;0 ;0.992 ;0.0 ;0.0 ;-1 ;
958 ;0:00.04 ;2324 ;0 ;0.998 ;0.0 ;0.0 ;-1 ;
958 ;0:00.05 ;2291 ;0 ;0.998 ;0.0 ;0.0 ;-1 ;
958 ;0:00.06 ;2291 ;0 ;1.000 ;0.0 ;0.0 ;-1 ;
958 ;0:00.07 ;2326 ;0 ;0.998 ;0.0 ;0.0 ;-1 ;
958 ;0:00.08 ;2380 ;0 ;0.991 ;0.0 ;0.0 ;-1 ;
958 ;0:00.09 ;2382 ;0 ;1.000 ;0.0 ;0.0 ;-1 ;
958 ;0:00.10 ;2352 ;0 ;0.994 ;0.0 ;0.0 ;-1 ;
958 ;0:00.11 ;2352 ;0 ;0.998 ;0.0 ;0.0 ;-1 ;
958 ;0:00.12 ;2387 ;0 ;0.990 ;0.0 ;0.0 ;-1 ;
958 ;0:00.13 ;2371 ;0 ;0.991 ;0.0 ;0.0 ;-1 ;
958 ;0:00.14 ;2357 ;0 ;0.994 ;0.0 ;0.0 ;-1 ;
958 ;0:00.15 ;2352 ;0 ;0.995 ;0.0 ;0.0 ;-1 ;
958 ;0:00.16 ;2352 ;0 ;0.996 ;0.0 ;0.0 ;-1 ;
958 ;0:00.17 ;2397 ;0 ;0.988 ;0.0 ;0.0 ;-1 ;
958 ;0:00.18 ;2430 ;0 ;0.985 ;0.0 ;0.0 ;-1 ;
958 ;0:00.19 ;2417 ;0 ;0.985 ;0.0 ;0.0 ;-1 ;
958 ;0:00.20 ;2417 ;0 ;0.989 ;0.0 ;0.0 ;-1 ;
958 ;0:00.21 ;2380 ;0 ;0.985 ;0.0 ;0.0 ;-1 ;
958 ;0:00.22 ;2417 ;0 ;0.982 ;0.0 ;0.0 ;-1 ;
958 ;0:00.23 ;2393 ;0 ;0.982 ;0.0 ;0.0 ;-1 ;
958 ;0:00.24 ;2351 ;0 ;0.986 ;0.0 ;0.0 ;-1 ;
958 ;0:00.25 ;2351 ;0 ;0.988 ;0.0 ;0.0 ;-1 ;
958 ;0:00.26 ;2360 ;0 ;0.982 ;0.0 ;0.0 ;-1 ;
958 ;0:00.27 ;2416 ;0 ;0.979 ;0.0 ;0.0 ;-1 ;
958 ;0:00.28 ;2454 ;0 ;0.979 ;1.9 ;0.0 ;-100 ;
958 ;0:00.29 ;2455 ;0 ;0.986 ;1.9 ;0.0 ;-100 ;
958 ;0:00.30 ;2455 ;0 ;0.982 ;1.9 ;0.0 ;-100 ;
958 ;0:00.31 ;2408 ;0 ;0.984 ;1.9 ;0.0 ;-100 ;
958 ;0:00.32 ;2428 ;0 ;0.978 ;1.9 ;0.0 ;-100 ;
958 ;0:00.33 ;2432 ;0 ;0.977 ;1.9 ;0.0 ;-100 ;
958 ;0:00.34 ;2441 ;0 ;0.993 ;1.9 ;0.0 ;-100 ;
958 ;0:00.35 ;2441 ;0 ;1.021 ;1.9 ;0.0 ;-100 ;
958 ;0:00.36 ;2441 ;0 ;1.024 ;1.9 ;0.0 ;-100 ;
958 ;0:00.37 ;2482 ;0 ;1.017 ;1.9 ;0.0 ;-100 ;
958 ;0:00.38 ;2494 ;0 ;1.017 ;1.9 ;0.0 ;-100 ;
958 ;0:00.39 ;2473 ;0 ;1.018 ;1.9 ;0.0 ;-100 ;
958 ;0:00.40 ;2442 ;0 ;1.022 ;1.9 ;0.0 ;-100 ;
958 ;0:00.41 ;2442 ;0 ;1.022 ;1.9 ;0.0 ;-100 ;
958 ;0:00.42 ;2465 ;0 ;1.024 ;1.9 ;0.0 ;-100 ;
958 ;0:00.43 ;2475 ;0 ;1.105 ;1.9 ;0.0 ;-100 ;
958 ;0:00.44 ;2483 ;0 ;1.099 ;1.9 ;0.0 ;-100 ;
958 ;0:00.45 ;2461 ;0 ;1.110 ;1.9 ;0.0 ;-100 ;
958 ;0:00.46 ;2492 ;0 ;1.106 ;1.9 ;0.0 ;-100 ;
958 ;0:00.47 ;2492 ;0 ;1.110 ;1.9 ;0.0 ;-100 ;
958 ;0:00.48 ;2459 ;0 ;1.106 ;1.9 ;0.0 ;-100 ;
958 ;0:00.49 ;2427 ;0 ;1.102 ;1.9 ;0.0 ;-100 ;
958 ;0:00.50 ;2435 ;0 ;1.105 ;1.9 ;0.0 ;-100 ;
958 ;0:00.51 ;2488 ;0 ;1.066 ;1.9 ;0.0 ;-100 ;
958 ;0:00.52 ;2488 ;0 ;1.069 ;1.9 ;0.0 ;-100 ;
958 ;0:00.53 ;2522 ;0 ;1.066 ;1.9 ;0.0 ;-100 ;
958 ;0:00.54 ;2490 ;0 ;1.068 ;1.9 ;0.0 ;-100 ;
958 ;0:00.55 ;2410 ;0 ;1.058 ;1.9 ;0.0 ;-100 ;
958 ;0:00.56 ;2406 ;0 ;1.068 ;1.9 ;0.0 ;-100 ;
958 ;0:00.57 ;2406 ;0 ;1.067 ;1.9 ;0.0 ;-100 ;
958 ;0:00.58 ;2406 ;0 ;1.068 ;1.9 ;0.0 ;-100 ;
958 ;0:00.59 ;2431 ;0 ;1.045 ;1.9 ;0.0 ;-100 ;
958 ;0:00.60 ;2451 ;0 ;1.036 ;1.9 ;0.0 ;-100 ;
958 ;0:00.61 ;2499 ;0 ;1.045 ;1.9 ;0.0 ;-100 ;
958 ;0:00.62 ;2498 ;0 ;1.043 ;1.9 ;0.0 ;-100 ;
958 ;0:00.63 ;2498 ;0 ;1.048 ;1.9 ;0.0 ;-100 ;
958 ;0:00.64 ;2460 ;0 ;1.043 ;1.9 ;0.0 ;-100 ;
958 ;0:00.65 ;2380 ;0 ;1.044 ;1.9 ;0.0 ;-100 ;
958 ;0:00.66 ;2365 ;0 ;1.038 ;1.9 ;0.0 ;-100 ;
958 ;0:00.67 ;2365 ;0 ;1.031 ;1.9 ;0.0 ;-100 ;
958 ;0:00.68 ;2380 ;0 ;1.032 ;1.9 ;0.0 ;-100 ;
958 ;0:00.69 ;2380 ;0 ;1.029 ;1.9 ;0.0 ;-100 ;
958 ;0:00.70 ;2406 ;0 ;1.028 ;1.9 ;0.0 ;-100 ;
958 ;0:00.71 ;2459 ;0 ;1.024 ;1.9 ;0.0 ;-100 ;
958 ;0:00.72 ;2402 ;0 ;1.033 ;1.9 ;0.0 ;-100 ;
958 ;0:00.73 ;2321 ;0 ;1.029 ;1.9 ;0.0 ;-100 ;
958 ;0:00.74 ;2321 ;0 ;1.032 ;1.9 ;0.0 ;-100 ;
958 ;0:00.75 ;2277 ;0 ;1.025 ;1.9 ;0.0 ;-100 ;
958 ;0:00.76 ;2304 ;0 ;1.029 ;1.9 ;0.0 ;-100 ;
958 ;0:00.77 ;2350 ;0 ;1.032 ;1.9 ;0.0 ;-100 ;
958 ;0:00.78 ;2350 ;0 ;1.029 ;2.6 ;0.0 ;-100 ;
958 ;0:00.79 ;2368 ;0 ;1.031 ;2.6 ;0.0 ;-100 ;
958 ;0:00.80 ;2362 ;0 ;1.022 ;2.6 ;0.0 ;-100 ;
958 ;0:00.81 ;2399 ;0 ;1.032 ;2.6 ;0.0 ;-100 ;
958 ;0:00.82 ;2348 ;0 ;1.029 ;2.6 ;0.0 ;-100 ;
958 ;0:00.83 ;2348 ;0 ;1.031 ;2.6 ;0.0 ;-100 ;
958 ;0:00.84 ;2306 ;0 ;1.017 ;2.6 ;0.0 ;-100 ;
958 ;0:00.85 ;2286 ;0 ;1.017 ;2.6 ;0.0 ;-100 ;
958 ;0:00.86 ;2324 ;0 ;1.023 ;2.6 ;0.0 ;-100 ;
958 ;0:00.87 ;2324 ;0 ;1.019 ;2.6 ;0.0 ;-100 ;
958 ;0:00.88 ;2361 ;0 ;1.022 ;2.6 ;0.0 ;-100 ;
958 ;0:00.89 ;2335 ;0 ;1.011 ;2.6 ;0.0 ;-100 ;
958 ;0:00.90 ;2313 ;0 ;1.022 ;2.6 ;0.0 ;-100 ;
958 ;0:00.91 ;2363 ;0 ;1.019 ;2.6 ;0.0 ;-100 ;
958 ;0:00.92 ;2363 ;0 ;1.014 ;2.6 ;0.0 ;-100 ;
958 ;0:00.93 ;2321 ;0 ;1.009 ;3.2 ;0.0 ;-100 ;
958 ;0:00.94 ;2293 ;0 ;1.009 ;3.2 ;0.0 ;-100 ;
958 ;0:00.95 ;2285 ;0 ;1.015 ;3.2 ;0.0 ;-100 ;
958 ;0:00.96 ;2285 ;0 ;1.011 ;3.2 ;0.0 ;-100 ;
958 ;0:00.97 ;2328 ;0 ;1.013 ;3.2 ;0.0 ;-100 ;
958 ;0:00.98 ;2368 ;0 ;1.002 ;3.2 ;0.0 ;-100 ;
958 ;0:00.99 ;2355 ;0 ;1.014 ;3.2 ;0.0 ;-100 ;
958 ;0:01.00 ;2330 ;0 ;1.010 ;3.2 ;0.0 ;-100 ;
958 ;0:01.01 ;2330 ;0 ;1.011 ;3.2 ;0.0 ;-100 ;
958 ;0:01.02 ;2373 ;0 ;1.006 ;3.2 ;0.0 ;-100 ;
958 ;0:01.03 ;2352 ;0 ;1.007 ;3.2 ;0.0 ;-100 ;
958 ;0:01.04 ;2333 ;0 ;1.012 ;3.7 ;0.0 ;-100 ;
958 ;0:01.05 ;2333 ;0 ;1.010 ;3.7 ;0.0 ;-100 ;
958 ;0:01.06 ;2309 ;0 ;1.013 ;3.7 ;0.0 ;-100 ;
958 ;0:01.07 ;2339 ;0 ;1.000 ;3.7 ;0.0 ;-100 ;
958 ;0:01.08 ;2385 ;0 ;1.012 ;3.7 ;0.0 ;-100 ;
958 ;0:01.09 ;2379 ;0 ;1.010 ;3.7 ;0.0 ;-100 ;
958 ;0:01.10 ;2379 ;0 ;1.011 ;3.7 ;0.0 ;-100 ;
958 ;0:01.11 ;2359 ;0 ;1.008 ;3.7 ;0.0 ;-100 ;
958 ;0:01.12 ;2403 ;0 ;1.003 ;3.7 ;0.0 ;-100 ;
958 ;0:01.13 ;2359 ;0 ;1.012 ;4.0 ;0.0 ;-100 ;
958 ;0:01.14 ;2307 ;0 ;1.010 ;4.0 ;0.0 ;-100 ;
958 ;0:01.15 ;2307 ;0 ;1.014 ;4.0 ;0.0 ;-100 ;
958 ;0:01.16 ;2279 ;0 ;1.002 ;4.0 ;0.0 ;-100 ;
958 ;0:01.17 ;2316 ;0 ;1.012 ;4.0 ;0.0 ;-100 ;
958 ;0:01.18 ;2362 ;0 ;1.011 ;4.0 ;0.0 ;-100 ;
958 ;0:01.19 ;2362 ;0 ;1.012 ;4.0 ;0.0 ;-100 ;
958 ;0:01.20 ;2382 ;0 ;1.010 ;4.0 ;0.0 ;-100 ;
958 ;0:01.21 ;2381 ;0 ;1.003 ;4.5 ;0.0 ;-100 ;
958 ;0:01.22 ;2428 ;0 ;1.013 ;4.5 ;0.0 ;-100 ;
958 ;0:01.23 ;2410 ;0 ;1.011 ;4.5 ;0.0 ;-100 ;
958 ;0:01.24 ;2410 ;0 ;1.016 ;4.5 ;0.0 ;-100 ;
958 ;0:01.25 ;2380 ;0 ;1.020 ;4.5 ;0.0 ;-100 ;
958 ;0:01.26 ;2330 ;0 ;1.017 ;4.5 ;0.0 ;-100 ;
958 ;0:01.27 ;2349 ;0 ;1.023 ;4.5 ;0.0 ;-100 ;
958 ;0:01.28 ;2387 ;0 ;1.024 ;4.5 ;0.0 ;-100 ;
958 ;0:01.29 ;2387 ;0 ;1.024 ;5.1 ;0.0 ;-100 ;
958 ;0:01.30 ;2399 ;0 ;1.018 ;5.1 ;0.0 ;-100 ;
958 ;0:01.31 ;2412 ;0 ;1.022 ;5.1 ;0.0 ;-100 ;
958 ;0:01.32 ;2466 ;0 ;1.023 ;5.1 ;0.0 ;-100 ;
958 ;0:01.33 ;2470 ;0 ;1.048 ;5.1 ;0.0 ;-100 ;
958 ;0:01.34 ;2470 ;0 ;1.047 ;5.1 ;0.0 ;-100 ;
958 ;0:01.35 ;2477 ;0 ;1.045 ;5.2 ;0.0 ;-100 ;
958 ;0:01.36 ;2461 ;0 ;1.040 ;5.2 ;0.0 ;-100 ;
958 ;0:01.37 ;2497 ;0 ;1.045 ;5.2 ;0.0 ;-100 ;
958 ;0:01.38 ;2494 ;0 ;1.048 ;5.2 ;0.0 ;-100 ;
958 ;0:01.39 ;2494 ;0 ;1.046 ;5.2 ;0.0 ;-100 ;
958 ;0:01.40 ;2506 ;0 ;1.049 ;5.2 ;0.0 ;-100 ;
958 ;0:01.41 ;2527 ;0 ;1.061 ;5.6 ;0.0 ;-100 ;
958 ;0:01.42 ;2584 ;0 ;1.059 ;5.6 ;0.0 ;-100 ;
958 ;0:01.43 ;2604 ;0 ;1.063 ;5.6 ;0.0 ;-100 ;
958 ;0:01.44 ;2603 ;0 ;1.065 ;5.6 ;0.0 ;-100 ;
958 ;0:01.45 ;2578 ;0 ;1.065 ;5.6 ;0.0 ;-100 ;
958 ;0:01.46 ;2578 ;0 ;1.065 ;6.0 ;0.0 ;-100 ;
958 ;0:01.47 ;2610 ;0 ;1.067 ;6.0 ;0.0 ;-100 ;
958 ;0:01.48 ;2607 ;0 ;1.062 ;6.0 ;0.0 ;-100 ;
958 ;0:01.49 ;2626 ;0 ;1.064 ;6.0 ;0.0 ;-100 ;
958 ;0:01.50 ;2653 ;0 ;1.062 ;6.0 ;0.0 ;-100 ;
958 ;0:01.51 ;2700 ;0 ;1.067 ;6.0 ;0.0 ;-100 ;
958 ;0:01.52 ;2724 ;0 ;1.068 ;5.9 ;0.0 ;-100 ;
958 ;0:01.53 ;2722 ;0 ;1.068 ;5.9 ;0.0 ;-100 ;
958 ;0:01.54 ;2722 ;0 ;1.069 ;5.9 ;0.0 ;-100 ;
958 ;0:01.55 ;2673 ;0 ;1.068 ;5.9 ;0.0 ;-100 ;
958 ;0:01.56 ;2693 ;0 ;1.070 ;6.3 ;0.0 ;-100 ;
958 ;0:01.57 ;2696 ;0 ;1.058 ;6.3 ;0.0 ;-100 ;
