SESSION; TIME;RPM;THROT;MAP;LAMB;L U SP;

926 ;0:00.01 ;2656 ;0 ;83;0.923 ;2.4 ;
926 ;0:00.02 ;2636 ;0 ;84;0.939 ;2.4 ;
926 ;0:00.03 ;2646 ;0 ;84;0.938 ;2.8 ;
926 ;0:00.04 ;2669 ;0 ;84;0.940 ;2.8 ;
926 ;0:00.05 ;2718 ;0 ;84;0.940 ;2.8 ;
926 ;0:00.06 ;2718 ;0 ;84;0.936 ;2.8 ;
926 ;0:00.07 ;2697 ;0 ;83;0.935 ;2.8 ;
926 ;0:00.08 ;2664 ;0 ;83;0.928 ;2.8 ;
926 ;0:00.09 ;2616 ;0 ;83;0.937 ;2.8 ;
926 ;0:00.10 ;2642 ;0 ;83;0.931 ;2.8 ;
926 ;0:00.11 ;2629 ;0 ;84;0.936 ;2.8 ;
926 ;0:00.12 ;2626 ;0 ;83;0.934 ;2.8 ;
926 ;0:00.13 ;2647 ;0 ;83;0.934 ;2.8 ;
926 ;0:00.14 ;2703 ;0 ;83;0.934 ;2.8 ;
926 ;0:00.15 ;2703 ;0 ;83;0.929 ;2.8 ;
926 ;0:00.16 ;2685 ;0 ;83;0.929 ;2.9 ;
926 ;0:00.17 ;2664 ;0 ;83;0.931 ;2.9 ;
926 ;0:00.18 ;2642 ;0 ;83;0.975 ;2.9 ;
926 ;0:00.19 ;2662 ;0 ;83;0.972 ;2.9 ;
926 ;0:00.20 ;2682 ;0 ;83;0.975 ;2.9 ;
926 ;0:00.21 ;2681 ;0 ;83;0.974 ;2.9 ;
926 ;0:00.22 ;2690 ;0 ;83;0.974 ;2.9 ;
926 ;0:00.23 ;2729 ;0 ;83;0.976 ;2.9 ;
926 ;0:00.24 ;2729 ;0 ;83;0.970 ;2.9 ;
926 ;0:00.25 ;2731 ;0 ;83;0.971 ;2.9 ;
926 ;0:00.26 ;2736 ;0 ;83;0.994 ;3.2 ;
926 ;0:00.27 ;2705 ;0 ;83;1.002 ;3.2 ;
926 ;0:00.28 ;2732 ;0 ;83;1.000 ;3.2 ;
926 ;0:00.29 ;2709 ;0 ;83;1.002 ;3.2 ;
926 ;0:00.30 ;2682 ;0 ;83;1.001 ;3.2 ;
926 ;0:00.31 ;2693 ;0 ;83;1.000 ;3.2 ;
926 ;0:00.32 ;2743 ;0 ;83;1.003 ;3.2 ;
926 ;0:00.33 ;2772 ;0 ;83;1.000 ;3.2 ;
926 ;0:00.34 ;2773 ;0 ;83;0.984 ;3.2 ;
926 ;0:00.35 ;2773 ;0 ;83;0.978 ;3.2 ;
926 ;0:00.36 ;2726 ;0 ;83;0.979 ;3.4 ;
926 ;0:00.37 ;2748 ;0 ;83;0.975 ;3.4 ;
926 ;0:00.38 ;2737 ;0 ;83;0.981 ;3.4 ;
926 ;0:00.39 ;2716 ;0 ;83;0.983 ;3.4 ;
926 ;0:00.40 ;2736 ;0 ;83;0.983 ;3.4 ;
926 ;0:00.41 ;2791 ;0 ;83;0.986 ;3.4 ;
926 ;0:00.42 ;2833 ;0 ;83;0.983 ;3.4 ;
926 ;0:00.43 ;2823 ;0 ;83;0.986 ;3.4 ;
926 ;0:00.44 ;2737 ;0 ;83;0.981 ;3.4 ;
926 ;0:00.45 ;2721 ;0 ;83;0.984 ;3.7 ;
926 ;0:00.46 ;2731 ;0 ;83;0.982 ;3.7 ;
926 ;0:00.47 ;2731 ;0 ;83;0.980 ;3.7 ;
926 ;0:00.48 ;2742 ;0 ;83;0.978 ;3.7 ;
926 ;0:00.49 ;2774 ;0 ;82;0.975 ;3.7 ;
926 ;0:00.50 ;2825 ;0 ;82;0.989 ;3.7 ;
926 ;0:00.51 ;2830 ;0 ;83;0.994 ;3.7 ;
926 ;0:00.52 ;2784 ;0 ;83;0.999 ;3.7 ;
926 ;0:00.53 ;2724 ;0 ;83;0.996 ;3.7 ;
926 ;0:00.54 ;2738 ;0 ;83;0.999 ;3.8 ;
926 ;0:00.55 ;2748 ;0 ;83;0.998 ;3.8 ;
926 ;0:00.56 ;2753 ;0 ;83;0.998 ;3.8 ;
926 ;0:00.57 ;2773 ;0 ;83;0.999 ;3.8 ;
926 ;0:00.58 ;2826 ;0 ;83;0.997 ;3.8 ;
926 ;0:00.59 ;2799 ;0 ;83;1.000 ;3.8 ;
926 ;0:00.60 ;2799 ;0 ;83;0.995 ;3.8 ;
926 ;0:00.61 ;2744 ;0 ;83;0.997 ;3.8 ;
926 ;0:00.62 ;2689 ;0 ;83;0.990 ;4.0 ;
926 ;0:00.63 ;2711 ;0 ;83;0.996 ;4.0 ;
926 ;0:00.64 ;2741 ;0 ;83;0.998 ;4.0 ;
926 ;0:00.65 ;2756 ;0 ;83;0.998 ;4.0 ;
926 ;0:00.66 ;2772 ;0 ;83;1.000 ;4.0 ;
926 ;0:00.67 ;2816 ;0 ;83;0.979 ;4.0 ;
926 ;0:00.68 ;2783 ;0 ;83;0.982 ;4.0 ;
926 ;0:00.69 ;2740 ;0 ;83;0.978 ;4.2 ;
926 ;0:00.70 ;2685 ;0 ;83;0.982 ;4.2 ;
926 ;0:00.71 ;2700 ;0 ;83;0.977 ;4.2 ;
926 ;0:00.72 ;2700 ;0 ;83;0.976 ;4.2 ;
926 ;0:00.73 ;2730 ;0 ;83;0.974 ;4.2 ;
926 ;0:00.74 ;2726 ;0 ;83;0.970 ;4.2 ;
926 ;0:00.75 ;2744 ;0 ;83;0.947 ;4.2 ;
926 ;0:00.76 ;2801 ;0 ;83;0.946 ;4.2 ;
926 ;0:00.77 ;2780 ;0 ;83;0.951 ;4.3 ;
926 ;0:00.78 ;2746 ;0 ;83;0.947 ;4.3 ;
926 ;0:00.79 ;2681 ;0 ;83;0.951 ;4.3 ;
926 ;0:00.80 ;2683 ;0 ;83;0.949 ;4.3 ;
926 ;0:00.81 ;2692 ;0 ;83;0.950 ;4.3 ;
926 ;0:00.82 ;2700 ;0 ;83;0.950 ;4.3 ;
926 ;0:00.83 ;2700 ;0 ;83;0.945 ;4.3 ;
926 ;0:00.84 ;2726 ;0 ;83;0.944 ;4.6 ;
926 ;0:00.85 ;2780 ;0 ;83;0.939 ;4.6 ;
926 ;0:00.86 ;2758 ;0 ;83;0.946 ;4.6 ;
926 ;0:00.87 ;2732 ;0 ;83;0.944 ;4.6 ;
926 ;0:00.88 ;2670 ;0 ;83;0.949 ;4.6 ;
926 ;0:00.89 ;2678 ;0 ;83;0.948 ;4.6 ;
926 ;0:00.90 ;2690 ;0 ;83;0.948 ;4.7 ;
926 ;0:00.91 ;2679 ;0 ;83;0.987 ;4.7 ;
926 ;0:00.92 ;2686 ;0 ;83;0.990 ;4.7 ;
926 ;0:00.93 ;2686 ;0 ;83;0.990 ;4.7 ;
926 ;0:00.94 ;2734 ;0 ;83;0.983 ;4.7 ;
926 ;0:00.95 ;2727 ;0 ;83;0.985 ;4.7 ;
926 ;0:00.96 ;2724 ;0 ;83;0.983 ;4.7 ;
