SESSION; TIME;RPM;THROT;ANA1;L U SP;L D SP;SHIF A;
317 ;2:06.72 ;3904 ;12 ;0 ;27.3 ;0.0 ;0 ;
317 ;2:06.73 ;3970 ;12 ;0 ;27.3 ;0.0 ;0 ;
317 ;2:06.74 ;4002 ;12 ;0 ;26.6 ;0.0 ;0 ;
317 ;2:06.75 ;4040 ;11 ;0 ;26.6 ;0.0 ;0 ;
317 ;2:06.76 ;4058 ;11 ;0 ;25.8 ;0.0 ;0 ;
317 ;2:06.77 ;4051 ;11 ;0 ;27.2 ;0.0 ;0 ;
317 ;2:06.78 ;4074 ;11 ;0 ;27.2 ;0.0 ;0 ;
317 ;2:06.79 ;4116 ;11 ;0 ;26.8 ;0.0 ;0 ;
317 ;2:06.80 ;4139 ;11 ;0 ;28.5 ;0.0 ;0 ;
317 ;2:06.81 ;4163 ;11 ;0 ;27.7 ;0.0 ;0 ;
317 ;2:06.82 ;4190 ;11 ;0 ;26.7 ;0.0 ;0 ;
317 ;2:06.83 ;4177 ;11 ;0 ;27.7 ;0.0 ;0 ;
317 ;2:06.84 ;4136 ;11 ;0 ;27.7 ;0.0 ;0 ;
317 ;2:06.85 ;4143 ;11 ;0 ;28.0 ;0.0 ;0 ;
317 ;2:06.86 ;4098 ;11 ;0 ;26.7 ;0.0 ;0 ;
317 ;2:06.87 ;4092 ;11 ;0 ;27.0 ;0.0 ;0 ;
317 ;2:06.88 ;4117 ;11 ;0 ;26.8 ;0.0 ;0 ;
317 ;2:06.89 ;4141 ;11 ;0 ;27.3 ;0.0 ;0 ;
317 ;2:06.90 ;4154 ;11 ;0 ;27.9 ;0.0 ;0 ;
317 ;2:06.91 ;4162 ;11 ;0 ;27.3 ;0.0 ;0 ;
317 ;2:06.92 ;4141 ;11 ;0 ;27.8 ;0.0 ;0 ;
317 ;2:06.93 ;4107 ;11 ;0 ;27.3 ;0.0 ;0 ;
317 ;2:06.94 ;4080 ;11 ;0 ;28.4 ;0.0 ;0 ;
317 ;2:06.95 ;4080 ;11 ;0 ;27.6 ;0.0 ;0 ;
317 ;2:06.96 ;4101 ;11 ;0 ;27.5 ;0.0 ;0 ;
317 ;2:06.97 ;4169 ;11 ;0 ;27.4 ;0.0 ;0 ;
317 ;2:06.98 ;4196 ;11 ;0 ;27.3 ;0.0 ;0 ;
317 ;2:06.99 ;4260 ;11 ;0 ;27.3 ;0.0 ;0 ;
317 ;2:07.00 ;4244 ;11 ;0 ;27.8 ;0.0 ;0 ;
317 ;2:07.01 ;4204 ;11 ;0 ;26.9 ;0.0 ;0 ;
317 ;2:07.02 ;4149 ;11 ;0 ;29.2 ;0.0 ;0 ;
317 ;2:07.03 ;4125 ;11 ;0 ;27.9 ;0.0 ;0 ;
317 ;2:07.04 ;4131 ;11 ;0 ;27.2 ;0.0 ;0 ;
317 ;2:07.05 ;4187 ;11 ;0 ;27.7 ;0.0 ;0 ;
317 ;2:07.06 ;4229 ;11 ;0 ;27.9 ;0.0 ;0 ;
317 ;2:07.07 ;4291 ;11 ;0 ;26.2 ;0.0 ;0 ;
317 ;2:07.08 ;4327 ;11 ;0 ;27.7 ;0.0 ;0 ;
317 ;2:07.09 ;4267 ;11 ;0 ;26.1 ;0.0 ;0 ;
317 ;2:07.10 ;4210 ;11 ;0 ;26.8 ;0.0 ;0 ;
317 ;2:07.11 ;4154 ;11 ;0 ;26.3 ;0.0 ;0 ;
317 ;2:07.12 ;4020 ;11 ;0 ;27.3 ;0.0 ;0 ;
317 ;2:07.13 ;3959 ;11 ;0 ;27.3 ;0.0 ;0 ;
317 ;2:07.14 ;3942 ;11 ;0 ;26.9 ;0.0 ;0 ;
317 ;2:07.15 ;3983 ;11 ;0 ;26.8 ;0.0 ;0 ;
317 ;2:07.16 ;4030 ;11 ;0 ;28.2 ;0.0 ;0 ;
317 ;2:07.17 ;4089 ;11 ;0 ;26.1 ;0.0 ;0 ;
317 ;2:07.18 ;4092 ;11 ;0 ;26.7 ;0.0 ;0 ;
317 ;2:07.19 ;4042 ;11 ;0 ;26.0 ;0.0 ;0 ;
317 ;2:07.20 ;3988 ;11 ;0 ;25.2 ;0.0 ;0 ;
317 ;2:07.21 ;3832 ;11 ;0 ;27.9 ;0.0 ;0 ;
317 ;2:07.22 ;3744 ;11 ;0 ;25.9 ;0.0 ;0 ;
317 ;2:07.23 ;3690 ;11 ;0 ;27.3 ;0.0 ;0 ;
317 ;2:07.24 ;3632 ;11 ;0 ;27.3 ;0.0 ;0 ;
317 ;2:07.25 ;3674 ;11 ;0 ;26.5 ;0.0 ;0 ;
317 ;2:07.26 ;3765 ;11 ;0 ;25.9 ;0.0 ;0 ;
317 ;2:07.27 ;3839 ;11 ;0 ;27.1 ;0.0 ;0 ;
317 ;2:07.28 ;3916 ;11 ;0 ;26.1 ;0.0 ;0 ;
317 ;2:07.29 ;3918 ;11 ;0 ;25.2 ;0.0 ;0 ;
317 ;2:07.30 ;3873 ;11 ;0 ;26.2 ;0.0 ;0 ;
317 ;2:07.31 ;3815 ;11 ;0 ;25.2 ;0.0 ;0 ;
317 ;2:07.32 ;3684 ;11 ;0 ;25.5 ;0.0 ;0 ;
317 ;2:07.33 ;3639 ;11 ;0 ;25.6 ;0.0 ;0 ;
317 ;2:07.34 ;3640 ;11 ;0 ;25.6 ;0.0 ;0 ;
317 ;2:07.35 ;3659 ;11 ;0 ;26.6 ;0.0 ;0 ;
317 ;2:07.36 ;3760 ;11 ;0 ;25.5 ;0.0 ;0 ;
317 ;2:07.37 ;3802 ;11 ;0 ;24.9 ;0.0 ;0 ;
317 ;2:07.38 ;3814 ;11 ;0 ;27.1 ;0.0 ;0 ;
317 ;2:07.39 ;3817 ;11 ;0 ;24.5 ;0.0 ;0 ;
317 ;2:07.40 ;3689 ;11 ;0 ;25.4 ;0.0 ;0 ;
317 ;2:07.41 ;3605 ;11 ;0 ;25.2 ;0.0 ;0 ;
